"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"281","Ruranska et al 2020","PR Skinflats 18","Skinflats","Skinflats 18","Salt marsh","Not Sandy",56.06000601,-3.73318537,"direct from dataset","1","UK",2018,0,0.1,"EA",8.35,NA,1.08,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"282","Ruranska et al 2020","PR Skinflats 19","Skinflats","Skinflats 19","Salt marsh","Not Sandy",56.06050567,-3.73574062,"direct from dataset","1","UK",2018,0,0.1,"EA",14.12,NA,0.46,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"283","Ruranska et al 2020","PR Skinflats 20","Skinflats","Skinflats 20","Salt marsh","Not Sandy",56.06050567,-3.73574062,"direct from dataset","1","UK",2018,0,0.1,"EA",23.45,NA,0.55,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"284","Ruranska et al 2020","PR Skinflats 21","Skinflats","Skinflats 21","Salt marsh","Not Sandy",56.06027758,-3.73554346,"direct from dataset","1","UK",2018,0,0.1,"EA",17.6,NA,0.21,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"285","Ruranska et al 2020","PR Skinflats 22","Skinflats","Skinflats 22","Salt marsh","Not Sandy",56.06027758,-3.73554346,"direct from dataset","1","UK",2018,0,0.1,"EA",20,NA,0.53,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"286","Ruranska et al 2020","PR Skinflats 23","Skinflats","Skinflats 23","Salt marsh","Not Sandy",56.06003894,-3.7354534,"direct from dataset","1","UK",2018,0,0.1,"EA",22.14,NA,0.47,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"287","Ruranska et al 2020","PR Skinflats 24","Skinflats","Skinflats 24","Salt marsh","Not Sandy",56.06003894,-3.7354534,"direct from dataset","1","UK",2018,0,0.1,"EA",20.46,NA,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"288","Ruranska et al 2020","PR Skinflats 25","Skinflats","Skinflats 25","Salt marsh","Not Sandy",56.05976751,-3.73535652,"direct from dataset","1","UK",2018,0,0.1,"EA",16.11,NA,0.22,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"289","Ruranska et al 2020","PR Skinflats 26","Skinflats","Skinflats 26","Salt marsh","Not Sandy",56.05976751,-3.73535652,"direct from dataset","1","UK",2018,0,0.1,"EA",21.7,NA,0.53,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"290","Ruranska et al 2020","PR Skinflats 27","Skinflats","Skinflats 27","Salt marsh","Not Sandy",56.05976751,-3.73535652,"direct from dataset","1","UK",2018,0,0.1,"EA",21.21,NA,0.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"291","Ruranska et al 2020","PR Skinflats 28","Skinflats","Skinflats 28","Salt marsh","Not Sandy",56.05951742,-3.73521524,"direct from dataset","1","UK",2018,0,0.1,"EA",22.95,NA,0.31,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"292","Ruranska et al 2020","PR Skinflats 29","Skinflats","Skinflats 29","Salt marsh","Not Sandy",56.05951742,-3.73521524,"direct from dataset","1","UK",2018,0,0.1,"EA",23.5,NA,0.5,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"293","Ruranska et al 2020","PR Skinflats 30","Skinflats","Skinflats 30","Salt marsh","Not Sandy",56.05951742,-3.73521524,"direct from dataset","1","UK",2018,0,0.1,"EA",18.08,NA,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"294","Ruranska et al 2020","PR Skinflats 31","Skinflats","Skinflats 31","Salt marsh","Not Sandy",56.0592236,-3.73508439,"direct from dataset","1","UK",2018,0,0.1,"EA",12.56,NA,0.4,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"295","Ruranska et al 2020","PR Skinflats 32","Skinflats","Skinflats 32","Salt marsh","Not Sandy",56.0592236,-3.73508439,"direct from dataset","1","UK",2018,0,0.1,"EA",16.64,NA,0.37,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"296","Ruranska et al 2020","PR Skinflats 33","Skinflats","Skinflats 33","Salt marsh","Not Sandy",56.05885753,-3.7349151,"direct from dataset","1","UK",2018,0,0.1,"EA",19.88,NA,0.35,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"297","Ruranska et al 2020","PR Skinflats 34","Skinflats","Skinflats 34","Salt marsh","Not Sandy",56.05885753,-3.7349151,"direct from dataset","1","UK",2018,0,0.1,"EA",17.01,NA,0.37,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"298","Ruranska et al 2020","PR Skinflats 35","Skinflats","Skinflats 35","Salt marsh","Not Sandy",56.05885753,-3.7349151,"direct from dataset","1","UK",2018,0,0.1,"EA",16.97,NA,1.02,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"299","Ruranska et al 2020","PR Skinflats 36","Skinflats","Skinflats 36","Salt marsh","Not Sandy",56.05855212,-3.73490081,"direct from dataset","1","UK",2018,0,0.1,"EA",18.62,NA,0.53,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"300","Ruranska et al 2020","PR Skinflats 37","Skinflats","Skinflats 37","Salt marsh","Not Sandy",56.05855212,-3.73490081,"direct from dataset","1","UK",2018,0,0.1,"EA",13.94,NA,0.63,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"301","Ruranska et al 2020","PR Skinflats 38","Skinflats","Skinflats 38","Salt marsh","Not Sandy",56.05827583,-3.73489983,"direct from dataset","1","UK",2018,0,0.1,"EA",15.33,NA,0.65,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"302","Ruranska et al 2020","PR Skinflats 39","Skinflats","Skinflats 39","Salt marsh","Not Sandy",56.05827583,-3.73489983,"direct from dataset","1","UK",2018,0,0.1,"EA",18.07,NA,0.58,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"303","Ruranska et al 2020","PR Skinflats 40","Skinflats","Skinflats 40","Salt marsh","Not Sandy",56.05827583,-3.73489983,"direct from dataset","1","UK",2018,0,0.1,"EA",27.25,NA,0.41,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"304","Ruranska et al 2020","PR Skinflats 41","Skinflats","Skinflats 41","Salt marsh","Not Sandy",56.05820937,-3.73657479,"direct from dataset","1","UK",2018,0,0.1,"EA",15.48,NA,0.41,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"305","Ruranska et al 2020","PR Skinflats 42","Skinflats","Skinflats 42","Salt marsh","Not Sandy",56.05820937,-3.73657479,"direct from dataset","1","UK",2018,0,0.1,"EA",20.11,NA,0.32,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"306","Ruranska et al 2020","PR Skinflats 43","Skinflats","Skinflats 43","Salt marsh","Not Sandy",56.05820937,-3.73657479,"direct from dataset","1","UK",2018,0,0.1,"EA",20.93,NA,0.81,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"307","Ruranska et al 2020","PR Skinflats 44","Skinflats","Skinflats 44","Salt marsh","Not Sandy",56.05824319,-3.73611366,"direct from dataset","1","UK",2018,0,0.1,"EA",19.25,NA,0.79,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"308","Ruranska et al 2020","PR Skinflats 45","Skinflats","Skinflats 45","Salt marsh","Not Sandy",56.05824319,-3.73611366,"direct from dataset","1","UK",2018,0,0.1,"EA",26.85,NA,0.5,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"309","Ruranska et al 2020","PR Skinflats 46","Skinflats","Skinflats 46","Salt marsh","Not Sandy",56.05826608,-3.73560109,"direct from dataset","1","UK",2018,0,0.1,"EA",19,NA,0.23,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"310","Ruranska et al 2020","PR Skinflats 47","Skinflats","Skinflats 47","Salt marsh","Not Sandy",56.05826608,-3.73560109,"direct from dataset","1","UK",2018,0,0.1,"EA",20.55,NA,0.33,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"311","Ruranska et al 2020","PR Skinflats 48","Skinflats","Skinflats 48","Salt marsh","Not Sandy",56.05833412,-3.73524314,"direct from dataset","1","UK",2018,0,0.1,"EA",19.58,NA,0.34,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"312","Ruranska et al 2020","PR Skinflats 49","Skinflats","Skinflats 49","Salt marsh","Not Sandy",56.05833412,-3.73524314,"direct from dataset","1","UK",2018,0,0.1,"EA",25.38,NA,0.4,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"313","Ruranska et al 2020","PR Skinflats 50","Skinflats","Skinflats 50","Salt marsh","Not Sandy",56.05833412,-3.73524314,"direct from dataset","1","UK",2018,0,0.1,"EA",109.7,NA,0.94,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"314","Ruranska et al 2020","PR Skinflats 51","Skinflats","Skinflats 51","Salt marsh","Not Sandy",56.05842156,-3.73481213,"direct from dataset","1","UK",2018,0,0.1,"EA",22.52,NA,0.48,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"315","Ruranska et al 2020","PR Skinflats 52","Skinflats","Skinflats 52","Salt marsh","Not Sandy",56.05842156,-3.73481213,"direct from dataset","1","UK",2018,0,0.1,"EA",16.79,NA,0.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"316","Ruranska et al 2020","PR Skinflats 53","Skinflats","Skinflats 53","Salt marsh","Not Sandy",56.05850606,-3.73428145,"direct from dataset","1","UK",2018,0,0.1,"EA",15.4,NA,0.65,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"317","Ruranska et al 2020","PR Skinflats 54","Skinflats","Skinflats 54","Salt marsh","Not Sandy",56.05850606,-3.73428145,"direct from dataset","1","UK",2018,0,0.1,"EA",22.26,NA,0.33,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"318","Ruranska et al 2020","PR Skinflats 55","Skinflats","Skinflats 55","Salt marsh","Not Sandy",56.05850606,-3.73428145,"direct from dataset","1","UK",2018,0,0.1,"EA",16.99,NA,0.67,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"319","Ruranska et al 2020","PR Skinflats 56","Skinflats","Skinflats 56","Salt marsh","Not Sandy",56.05858585,-3.73382602,"direct from dataset","1","UK",2018,0,0.1,"EA",16.24,NA,0.27,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"320","Ruranska et al 2020","PR Skinflats 57","Skinflats","Skinflats 57","Salt marsh","Not Sandy",56.05858585,-3.73382602,"direct from dataset","1","UK",2018,0,0.1,"EA",15.12,NA,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"321","Ruranska et al 2020","PR Skinflats 58","Skinflats","Skinflats 58","Salt marsh","Not Sandy",56.05868389,-3.73341419,"direct from dataset","1","UK",2018,0,0.1,"EA",13.89,NA,0.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"322","Ruranska et al 2020","PR Skinflats 59","Skinflats","Skinflats 59","Salt marsh","Not Sandy",56.05868389,-3.73341419,"direct from dataset","1","UK",2018,0,0.1,"EA",11.82,NA,0.8,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"323","Ruranska et al 2020","PR Skinflats 60","Skinflats","Skinflats 60","Salt marsh","Not Sandy",56.05868389,-3.73341419,"direct from dataset","1","UK",2018,0,0.1,"EA",11.39,NA,0.39,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"324","Ruranska et al 2020","PR Skinflats 61","Skinflats","Skinflats 61","Salt marsh","Not Sandy",56.05878385,-3.73290784,"direct from dataset","1","UK",2018,0,0.1,"EA",11.7,NA,0.68,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"325","Ruranska et al 2020","PR Skinflats 62","Skinflats","Skinflats 62","Salt marsh","Not Sandy",56.05732717,-3.73291779,"direct from dataset","1","UK",2018,0,0.1,"EA",11.54,NA,0.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"326","Ruranska et al 2020","PR Skinflats 63","Skinflats","Skinflats 63","Salt marsh","Not Sandy",56.05732717,-3.73291779,"direct from dataset","1","UK",2018,0,0.1,"EA",13.68,NA,0.51,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"327","Ruranska et al 2020","PR Skinflats 64","Skinflats","Skinflats 64","Salt marsh","Not Sandy",56.05732717,-3.73291779,"direct from dataset","1","UK",2018,0,0.1,"EA",13.28,NA,0.98,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"328","Ruranska et al 2020","PR Skinflats 65","Skinflats","Skinflats 65","Salt marsh","Not Sandy",56.05641861,-3.73270033,"direct from dataset","1","UK",2018,0,0.1,"EA",1.01,NA,0.58,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"329","Ruranska et al 2020","PR Skinflats 66","Skinflats","Skinflats 66","Salt marsh","Not Sandy",56.05641861,-3.73270033,"direct from dataset","1","UK",2018,0,0.1,"EA",20.76,NA,0.87,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"330","Ruranska et al 2020","PR Skinflats 67","Skinflats","Skinflats 67","Salt marsh","Not Sandy",56.05641861,-3.73270033,"direct from dataset","1","UK",2018,0,0.1,"EA",1.03,NA,0.56,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"331","Ruranska et al 2020","PR Skinflats 68","Skinflats","Skinflats 68","Salt marsh","Not Sandy",56.05407915,-3.73132878,"direct from dataset","1","UK",2018,0,0.1,"EA",14.73,NA,0.25,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"332","Ruranska et al 2020","PR Skinflats 69","Skinflats","Skinflats 69","Salt marsh","Not Sandy",56.05407915,-3.73132878,"direct from dataset","1","UK",2018,0,0.1,"EA",0.42,NA,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"333","Ruranska et al 2020","PR Skinflats 70","Skinflats","Skinflats 70","Salt marsh","Not Sandy",56.05407915,-3.73132878,"direct from dataset","1","UK",2018,0,0.1,"EA",0.93,NA,0.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"334","Ruranska et al 2020","PR Sligachan 1","Sligachan","Sligachan 1","Salt marsh","Sandy",57.298439,-6.161489,"direct from dataset","1","UK",2019,0,0.1,"EA",9.26,13.81,0.61,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"335","Ruranska et al 2020","PR Sligachan 2","Sligachan","Sligachan 2","Salt marsh","Sandy",57.298169,-6.161814,"direct from dataset","1","UK",2019,0,0.1,"EA",14.66,27.2,0.35,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"336","Ruranska et al 2020","PR Sligachan 3","Sligachan","Sligachan 3","Salt marsh","Sandy",57.297681,-6.162875,"direct from dataset","1","UK",2019,0,0.1,"EA",11.42,6.76,1.02,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"337","Ruranska et al 2020","PR Sligachan 4","Sligachan","Sligachan 4","Salt marsh","Sandy",57.297997,-6.162272,"direct from dataset","1","UK",2019,0,0.1,"EA",9.46,23.01,0.37,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"338","Ruranska et al 2020","PR Sligachan 5","Sligachan","Sligachan 5","Salt marsh","Sandy",57.297428,-6.163303,"direct from dataset","1","UK",2019,0,0.1,"EA",10.47,12.66,0.76,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"339","Ruranska et al 2020","PR Southwick 1","Southwick","Southwick 1","Salt marsh","Not Sandy",54.886585,-3.686997,"direct from dataset","1","UK",2019,0,0.1,"EA",9.82,11.1,1,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"340","Ruranska et al 2020","PR Southwick 2","Southwick","Southwick 2","Salt marsh","Not Sandy",54.886585,-3.686997,"direct from dataset","1","UK",2019,0,0.1,"EA",9.71,9.01,0.73,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"341","Ruranska et al 2020","PR Southwick 3","Southwick","Southwick 3","Salt marsh","Not Sandy",54.887912,-3.683134,"direct from dataset","1","UK",2019,0,0.1,"EA",5.36,11.78,0.77,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"342","Ruranska et al 2020","PR Southwick 4","Southwick","Southwick 4","Salt marsh","Not Sandy",54.887332,-3.683956,"direct from dataset","1","UK",2019,0,0.1,"EA",5.33,11.72,0.5,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"343","Ruranska et al 2020","PR Southwick 5","Southwick","Southwick 5","Salt marsh","Not Sandy",54.888507,-3.681473,"direct from dataset","1","UK",2019,0,0.1,"EA",11.51,17.32,0.23,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"344","Ruranska et al 2020","PR Southwick 6","Southwick","Southwick 6","Salt marsh","Not Sandy",54.882724,-3.694391,"direct from dataset","1","UK",2019,0,0.1,"EA",4.03,9.34,0.79,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"345","Ruranska et al 2020","PR Southwick 7","Southwick","Southwick 7","Salt marsh","Not Sandy",54.882604,-3.694433,"direct from dataset","1","UK",2019,0,0.1,"EA",4.14,9.36,0.74,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"346","Ruranska et al 2020","PR Southwick 8","Southwick","Southwick 8","Salt marsh","Not Sandy",54.882509,-3.694481,"direct from dataset","1","UK",2019,0,0.1,"EA",4.56,9.18,0.77,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"347","Ruranska et al 2020","PR Southwick 9","Southwick","Southwick 9","Salt marsh","Not Sandy",54.882561,-3.694468,"direct from dataset","1","UK",2019,0,0.1,"EA",3.96,9.79,0.76,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"348","Ruranska et al 2020","PR Southwick 10","Southwick","Southwick 10","Salt marsh","Not Sandy",54.882686,-3.694391,"direct from dataset","1","UK",2019,0,0.1,"EA",5.77,10.96,0.65,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"349","Ruranska et al 2020","PR Steness 1","Steness","Steness 1","Salt marsh","Not Sandy",58.9820215,-3.25202029,"direct from dataset","1","UK",2019,0,0.1,"EA",17.05,NA,0.4,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"350","Ruranska et al 2020","PR Steness 2","Steness","Steness 2","Salt marsh","Not Sandy",58.9820215,-3.25202029,"direct from dataset","1","UK",2019,0,0.1,"EA",23.25,NA,0.25,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"351","Ruranska et al 2020","PR Steness 3","Steness","Steness 3","Salt marsh","Not Sandy",58.9820215,-3.25202029,"direct from dataset","1","UK",2019,0,0.1,"EA",3.78,NA,0.51,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"352","Ruranska et al 2020","PR Steness 4","Steness","Steness 4","Salt marsh","Not Sandy",58.98202758,-3.2520751,"direct from dataset","1","UK",2019,0,0.1,"EA",6.63,NA,0.44,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"353","Ruranska et al 2020","PR Steness 5","Steness","Steness 5","Salt marsh","Not Sandy",58.98202758,-3.2520751,"direct from dataset","1","UK",2019,0,0.1,"EA",17.22,NA,0.73,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"354","Ruranska et al 2020","PR Steness 6","Steness","Steness 6","Salt marsh","Not Sandy",58.98202758,-3.2520751,"direct from dataset","1","UK",2019,0,0.1,"EA",8.83,NA,0.61,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"355","Ruranska et al 2020","PR Steness 7","Steness","Steness 7","Salt marsh","Not Sandy",58.98179247,-3.25199441,"direct from dataset","1","UK",2019,0,0.1,"EA",12.08,NA,0.5,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"356","Ruranska et al 2020","PR Steness 8","Steness","Steness 8","Salt marsh","Not Sandy",58.98179247,-3.25199441,"direct from dataset","1","UK",2019,0,0.1,"EA",3.48,NA,0.81,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"357","Ruranska et al 2020","PR Steness 9","Steness","Steness 9","Salt marsh","Not Sandy",58.98179247,-3.25199441,"direct from dataset","1","UK",2019,0,0.1,"EA",4.07,NA,0.6,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"358","Ruranska et al 2020","PR Steness 10","Steness","Steness 10","Salt marsh","Not Sandy",58.98213968,-3.25206989,"direct from dataset","1","UK",2019,0,0.1,"EA",6.57,NA,0.47,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"359","Ruranska et al 2020","PR Steness 11","Steness","Steness 11","Salt marsh","Not Sandy",58.98213968,-3.25206989,"direct from dataset","1","UK",2019,0,0.1,"EA",13.98,NA,0.25,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"360","Ruranska et al 2020","PR Steness 12","Steness","Steness 12","Salt marsh","Not Sandy",58.98213968,-3.25206989,"direct from dataset","1","UK",2019,0,0.1,"EA",5.4,NA,0.71,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"361","Ruranska et al 2020","PR Steness 13","Steness","Steness 13","Salt marsh","Not Sandy",58.98251577,-3.25325308,"direct from dataset","1","UK",2019,0,0.1,"EA",17.64,NA,0.43,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"362","Ruranska et al 2020","PR Steness 14","Steness","Steness 14","Salt marsh","Not Sandy",58.98251577,-3.25325308,"direct from dataset","1","UK",2019,0,0.1,"EA",20.65,NA,0.46,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"363","Ruranska et al 2020","PR Steness 15","Steness","Steness 15","Salt marsh","Not Sandy",58.98251577,-3.25325308,"direct from dataset","1","UK",2019,0,0.1,"EA",15.75,NA,0.58,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"364","Ruranska et al 2020","PR Steness 16","Steness","Steness 16","Salt marsh","Not Sandy",58.98251237,-3.25038367,"direct from dataset","1","UK",2019,0,0.1,"EA",24.73,NA,0.43,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"365","Ruranska et al 2020","PR Steness 17","Steness","Steness 17","Salt marsh","Not Sandy",58.98251237,-3.25038367,"direct from dataset","1","UK",2019,0,0.1,"EA",19.01,NA,0.45,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"366","Ruranska et al 2020","PR Steness 18","Steness","Steness 18","Salt marsh","Not Sandy",58.98251237,-3.25038367,"direct from dataset","1","UK",2019,0,0.1,"EA",3.73,NA,0.66,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"367","Ruranska et al 2020","PR Steness 19","Steness","Steness 19","Salt marsh","Not Sandy",58.9825273,-3.25021225,"direct from dataset","1","UK",2019,0,0.1,"EA",30.86,NA,0.3,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"368","Ruranska et al 2020","PR Steness 20","Steness","Steness 20","Salt marsh","Not Sandy",58.9825273,-3.25021225,"direct from dataset","1","UK",2019,0,0.1,"EA",41.56,NA,0.28,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"369","Ruranska et al 2020","PR Steness 21","Steness","Steness 21","Salt marsh","Not Sandy",58.9825273,-3.25021225,"direct from dataset","1","UK",2019,0,0.1,"EA",16.87,NA,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"370","Ruranska et al 2020","PR Steness 22","Steness","Steness 22","Salt marsh","Not Sandy",58.98186235,-3.249665,"direct from dataset","1","UK",2019,0,0.1,"EA",9.25,NA,0.54,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"371","Ruranska et al 2020","PR Steness 23","Steness","Steness 23","Salt marsh","Not Sandy",58.98186235,-3.249665,"direct from dataset","1","UK",2019,0,0.1,"EA",21,NA,0.33,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"372","Ruranska et al 2020","PR Steness 24","Steness","Steness 24","Salt marsh","Not Sandy",58.98186235,-3.249665,"direct from dataset","1","UK",2019,0,0.1,"EA",15.67,NA,0.33,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"373","Ruranska et al 2020","PR Steness 25","Steness","Steness 25","Salt marsh","Not Sandy",58.98202005,-3.24942635,"direct from dataset","1","UK",2019,0,0.1,"EA",14.91,NA,0.39,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"374","Ruranska et al 2020","PR Steness 26","Steness","Steness 26","Salt marsh","Not Sandy",58.98202005,-3.24942635,"direct from dataset","1","UK",2019,0,0.1,"EA",25.98,NA,0.17,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"375","Ruranska et al 2020","PR Steness 27","Steness","Steness 27","Salt marsh","Not Sandy",58.98202005,-3.24942635,"direct from dataset","1","UK",2019,0,0.1,"EA",29.04,NA,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"376","Ruranska et al 2020","PR Steness 28","Steness","Steness 28","Salt marsh","Not Sandy",58.9819483,-3.24822363,"direct from dataset","1","UK",2019,0,0.1,"EA",23.08,NA,0.45,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"377","Ruranska et al 2020","PR Steness 29","Steness","Steness 29","Salt marsh","Not Sandy",58.9819483,-3.24822363,"direct from dataset","1","UK",2019,0,0.1,"EA",22.52,NA,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
