Core_type,Marsh_type,Marsh_zone,delta_c13,Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,State,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,N_perc,BD_reported_g_cm3,DOI
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.11,0.12,EA,NA,NA,0.67,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.12,0.13,EA,NA,NA,0.72,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.13,0.14,EA,NA,NA,0.58,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.14,0.15,EA,NA,NA,0.63,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.15,0.16,EA,NA,NA,0.59,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.16,0.17,EA,NA,NA,0.59,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.17,0.18,EA,NA,NA,0.68,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.18,0.19,EA,NA,NA,0.62,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.19,0.2,EA,NA,NA,0.61,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.2,0.21,EA,NA,NA,0.59,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.21,0.22,EA,NA,NA,0.57,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.22,0.23,EA,NA,NA,0.59,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.23,0.24,EA,NA,NA,0.86,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.24,0.25,EA,NA,NA,0.69,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.25,0.26,EA,NA,NA,0.78,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.26,0.27,EA,NA,NA,0.66,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.27,0.28,EA,NA,NA,0.75,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.28,0.29,EA,NA,NA,0.65,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.29,0.3,EA,NA,NA,0.84,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.3,0.31,EA,NA,NA,0.64,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.31,0.32,EA,NA,NA,0.72,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.32,0.33,EA,NA,NA,0.83,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.33,0.34,EA,NA,NA,0.7,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.34,0.35,EA,NA,NA,0.64,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.35,0.36,EA,NA,NA,0.7,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.36,0.37,EA,NA,NA,0.8,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.37,0.38,EA,NA,NA,0.83,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.38,0.39,EA,NA,NA,0.87,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.39,0.4,EA,NA,NA,0.71,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.4,0.41,EA,NA,NA,0.66,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.41,0.42,EA,NA,NA,0.72,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.42,0.43,EA,NA,NA,0.82,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.43,0.44,EA,NA,NA,1.05,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.44,0.45,EA,NA,NA,0.75,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.45,0.46,EA,NA,NA,0.77,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.46,0.47,EA,NA,NA,0.89,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.47,0.48,EA,NA,NA,0.7,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.48,0.49,EA,NA,NA,0.5,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.49,0.5,EA,NA,NA,0.35,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.5,0.51,EA,NA,NA,0.25,https://doi.org/10.7489/12422-1
Wide,Estuarine,Low-Mid,NA,Miller et al 2022,LCM Wig2003B,Wigtown,Wig2003B,Salt marsh,54.87215577,-4.42472976,direct from dataset,1,UK,Dumfries & Galloway,2020,0.51,0.52,EA,NA,NA,0.06,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.524,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0,0.02,EA,11.378,0.636,0.21,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.618,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.02,0.03,EA,4.708,0.52,0.41,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.383,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.03,0.04,EA,5.266,0.462,0.65,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.904,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.04,0.05,EA,7.992,0.546,0.66,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-28.126,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.05,0.06,EA,7.85,0.543,1.05,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-28.297,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.06,0.07,EA,7.688,0.58,0.97,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-28.227,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.07,0.08,EA,5.825,0.53,0.69,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.928,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.08,0.09,EA,6.656,0.491,0.49,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.835,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.09,0.1,EA,6.661,0.51,0.57,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.74,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.1,0.11,EA,6.178,0.464,0.66,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.427,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.11,0.12,EA,5.421,0.43,0.74,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.449,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.12,0.13,EA,4.831,0.387,0.68,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.425,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.13,0.14,EA,4.17,0.369,0.77,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.125,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.14,0.15,EA,4.813,0.382,0.97,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.735,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.15,0.16,EA,5.846,0.474,0.93,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.52,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.16,0.17,EA,6.163,0.493,1.22,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.877,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.17,0.18,EA,5.317,0.42,0.98,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.18,0.19,EA,6.093,NA,0.93,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-28.14,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.19,0.2,EA,5.937,0.552,0.86,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.2,0.21,EA,6.748,NA,1.1,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.606,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.21,0.22,EA,5.793,0.511,1.19,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.22,0.23,EA,6.723,NA,0.85,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.048,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.23,0.24,EA,4.73,0.383,1.08,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.24,0.25,EA,6.032,NA,0.89,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-27.278,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.25,0.26,EA,5.993,0.462,1.11,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.26,0.27,EA,1.427,NA,1.07,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.002,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.27,0.28,EA,3.997,0.306,0.92,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.28,0.29,EA,3.674,NA,0.83,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-25.725,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.29,0.3,EA,4.277,0.319,0.83,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.3,0.31,EA,4.513,NA,0.84,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.671,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.31,0.32,EA,4.545,0.359,0.9,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.32,0.33,EA,4.298,NA,0.99,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.364,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.33,0.34,EA,3.884,0.321,0.92,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.34,0.35,EA,4.057,NA,1.03,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.621,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.35,0.36,EA,3.725,0.301,0.86,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.36,0.37,EA,4.159,NA,0.92,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.781,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.37,0.38,EA,4.172,0.348,0.81,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.38,0.39,EA,3.584,NA,0.94,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.643,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.39,0.4,EA,3.005,0.303,0.99,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.4,0.41,EA,2.672,NA,0.87,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.011,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.41,0.42,EA,2.832,0.227,0.95,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.42,0.43,EA,3.266,NA,0.7,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-25.958,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.43,0.44,EA,3.324,0.228,0.95,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.44,0.45,EA,2.696,NA,0.97,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-25.964,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.45,0.46,EA,2.841,0.203,1.08,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.46,0.47,EA,2.584,NA,1.01,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-26.159,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.47,0.48,EA,2.237,0.197,0.77,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.48,0.49,EA,2.72,NA,1.01,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-25.929,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.49,0.5,EA,2.322,0.19,0.84,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.5,0.51,EA,2.531,NA,0.82,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-24.917,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.51,0.52,EA,2.352,0.198,0.7,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.52,0.53,EA,2.132,NA,0.16,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,-24.051,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.53,0.54,EA,2.317,0.176,0.5,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009A,Wigtown,Wig2009A,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.54,0.55,EA,2.217,NA,0.42,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0,0.02,EA,NA,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.02,0.03,EA,NA,NA,0.38,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.03,0.04,EA,NA,NA,0.43,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.04,0.05,EA,NA,NA,0.45,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.05,0.06,EA,NA,NA,0.37,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.06,0.07,EA,NA,NA,0.5,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.07,0.08,EA,NA,NA,0.29,https://doi.org/10.7489/12422-1
Wide,Estuarine,High,NA,Miller et al 2022,LCM Wig2009B,Wigtown,Wig2009B,Salt marsh,54.8708259,-4.43093533,direct from dataset,1,UK,Dumfries & Galloway,2020,0.08,0.09,EA,NA,NA,0.28,https://doi.org/10.7489/12422-1
