Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,Season,U_depth_m,L_depth_m,Method,SOM_perc,BD_reported_g_cm3,DOI
Ford et al 2016,HF WP 21,WP,WP_Morecambe_Winter_21,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,8.32,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 22,WP,WP_Morecambe_Winter_22,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,8.19,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 22,WP,WP_Morecambe_Winter_22,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,9.03,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 22,WP,WP_Morecambe_Winter_22,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.23,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 1,WP,WP_Morecambe_Summer_1,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,12.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 1,WP,WP_Morecambe_Summer_1,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,19.8,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 1,WP,WP_Morecambe_Summer_1,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.32,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 2,WP,WP_Morecambe_Summer_2,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,10.83,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 2,WP,WP_Morecambe_Summer_2,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.59,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 2,WP,WP_Morecambe_Summer_2,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.05,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 3,WP,WP_Morecambe_Summer_3,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,5.12,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 3,WP,WP_Morecambe_Summer_3,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,9.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 3,WP,WP_Morecambe_Summer_3,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.42,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 4,WP,WP_Morecambe_Summer_4,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,5.71,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 4,WP,WP_Morecambe_Summer_4,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,10.02,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 4,WP,WP_Morecambe_Summer_4,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,3.03,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 5,WP,WP_Morecambe_Summer_5,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 5,WP,WP_Morecambe_Summer_5,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.38,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 5,WP,WP_Morecambe_Summer_5,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,1.56,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 6,WP,WP_Morecambe_Summer_6,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,18.21,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 6,WP,WP_Morecambe_Summer_6,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,7.14,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 6,WP,WP_Morecambe_Summer_6,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.21,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 7,WP,WP_Morecambe_Summer_7,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,24.61,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 7,WP,WP_Morecambe_Summer_7,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,12.64,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 7,WP,WP_Morecambe_Summer_7,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 8,WP,WP_Morecambe_Summer_8,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,14.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 8,WP,WP_Morecambe_Summer_8,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.92,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 8,WP,WP_Morecambe_Summer_8,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 9,WP,WP_Morecambe_Summer_9,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.18,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 9,WP,WP_Morecambe_Summer_9,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,7.02,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 9,WP,WP_Morecambe_Summer_9,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,5.55,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 10,WP,WP_Morecambe_Summer_10,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,16.24,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 10,WP,WP_Morecambe_Summer_10,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,11.87,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 10,WP,WP_Morecambe_Summer_10,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,4.07,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 11,WP,WP_Morecambe_Summer_11,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,3.38,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 11,WP,WP_Morecambe_Summer_11,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,8.1,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 11,WP,WP_Morecambe_Summer_11,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,1.18,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 12,WP,WP_Morecambe_Summer_12,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,1.13,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 12,WP,WP_Morecambe_Summer_12,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.32,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 12,WP,WP_Morecambe_Summer_12,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.45,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 13,WP,WP_Morecambe_Summer_13,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,0.85,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 13,WP,WP_Morecambe_Summer_13,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,0.78,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 13,WP,WP_Morecambe_Summer_13,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,4.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 14,WP,WP_Morecambe_Summer_14,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,24.54,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 14,WP,WP_Morecambe_Summer_14,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,2.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 14,WP,WP_Morecambe_Summer_14,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.02,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 15,WP,WP_Morecambe_Summer_15,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,8.58,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 15,WP,WP_Morecambe_Summer_15,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 15,WP,WP_Morecambe_Summer_15,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,2.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 16,WP,WP_Morecambe_Summer_16,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,12.52,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 16,WP,WP_Morecambe_Summer_16,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,2.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 16,WP,WP_Morecambe_Summer_16,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,1.71,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 17,WP,WP_Morecambe_Summer_17,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,11.22,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 17,WP,WP_Morecambe_Summer_17,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,5.18,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 17,WP,WP_Morecambe_Summer_17,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,1.97,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 18,WP,WP_Morecambe_Summer_18,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,5.45,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 18,WP,WP_Morecambe_Summer_18,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,8.88,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 18,WP,WP_Morecambe_Summer_18,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,3.24,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 19,WP,WP_Morecambe_Summer_19,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,3.18,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 19,WP,WP_Morecambe_Summer_19,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,7.1,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 19,WP,WP_Morecambe_Summer_19,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,3.98,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 20,WP,WP_Morecambe_Summer_20,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,1.67,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 20,WP,WP_Morecambe_Summer_20,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,2.31,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 20,WP,WP_Morecambe_Summer_20,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,3.84,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 21,WP,WP_Morecambe_Summer_21,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,8.99,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 21,WP,WP_Morecambe_Summer_21,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,5.69,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 21,WP,WP_Morecambe_Summer_21,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,1.76,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 22,WP,WP_Morecambe_Summer_22,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,0.57,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 22,WP,WP_Morecambe_Summer_22,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,2.07,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 22,WP,WP_Morecambe_Summer_22,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,0.82,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 1,WS,WS_Morecambe_Winter_1,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,NA,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 1,WS,WS_Morecambe_Winter_1,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,NA,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 1,WS,WS_Morecambe_Winter_1,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,NA,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 2,WS,WS_Morecambe_Winter_2,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,12.6,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 2,WS,WS_Morecambe_Winter_2,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,8.71,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 2,WS,WS_Morecambe_Winter_2,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.51,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 3,WS,WS_Morecambe_Winter_3,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,6.57,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 3,WS,WS_Morecambe_Winter_3,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.62,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 3,WS,WS_Morecambe_Winter_3,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 4,WS,WS_Morecambe_Winter_4,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,13.15,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 4,WS,WS_Morecambe_Winter_4,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.04,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 4,WS,WS_Morecambe_Winter_4,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.88,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 5,WS,WS_Morecambe_Winter_5,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,5.04,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 5,WS,WS_Morecambe_Winter_5,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.37,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 5,WS,WS_Morecambe_Winter_5,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.8,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 6,WS,WS_Morecambe_Winter_6,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.92,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 6,WS,WS_Morecambe_Winter_6,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,-5.31,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 6,WS,WS_Morecambe_Winter_6,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 7,WS,WS_Morecambe_Winter_7,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,2.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 7,WS,WS_Morecambe_Winter_7,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.21,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 7,WS,WS_Morecambe_Winter_7,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.56,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 8,WS,WS_Morecambe_Winter_8,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.72,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 8,WS,WS_Morecambe_Winter_8,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 8,WS,WS_Morecambe_Winter_8,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.74,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 9,WS,WS_Morecambe_Winter_9,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,4.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 9,WS,WS_Morecambe_Winter_9,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.26,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 9,WS,WS_Morecambe_Winter_9,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 10,WS,WS_Morecambe_Winter_10,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.54,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 10,WS,WS_Morecambe_Winter_10,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.23,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 10,WS,WS_Morecambe_Winter_10,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.04,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WS 11,WS,WS_Morecambe_Winter_11,Saltmarsh,54.1333333333333,-2.8,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,10.48,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
