"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"121","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.03,0.04,"EA",3.83,NA,"https://doi.org/10.1594/PANGAEA.905218"
"122","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.04,0.05,"EA",5.21,NA,"https://doi.org/10.1594/PANGAEA.905218"
"123","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.05,0.06,"EA",4.37,NA,"https://doi.org/10.1594/PANGAEA.905218"
"124","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.06,0.07,"EA",4.44,NA,"https://doi.org/10.1594/PANGAEA.905218"
"125","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.07,0.08,"EA",3.2,NA,"https://doi.org/10.1594/PANGAEA.905218"
"126","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.08,0.09,"EA",4.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
"127","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.09,0.1,"EA",3.23,NA,"https://doi.org/10.1594/PANGAEA.905218"
"128","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.1,0.11,"EA",2.64,NA,"https://doi.org/10.1594/PANGAEA.905218"
"129","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.11,0.12,"EA",1.37,NA,"https://doi.org/10.1594/PANGAEA.905218"
"130","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.12,0.13,"EA",1.52,NA,"https://doi.org/10.1594/PANGAEA.905218"
"131","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.13,0.14,"EA",1.43,NA,"https://doi.org/10.1594/PANGAEA.905218"
"132","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.14,0.15,"EA",1.59,NA,"https://doi.org/10.1594/PANGAEA.905218"
"133","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.15,0.16,"EA",1.87,NA,"https://doi.org/10.1594/PANGAEA.905218"
"134","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.16,0.17,"EA",1.44,NA,"https://doi.org/10.1594/PANGAEA.905218"
"135","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.17,0.18,"EA",1.09,NA,"https://doi.org/10.1594/PANGAEA.905218"
"136","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.18,0.19,"EA",0.72,NA,"https://doi.org/10.1594/PANGAEA.905218"
"137","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.19,0.2,"EA",1.37,NA,"https://doi.org/10.1594/PANGAEA.905218"
"138","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.2,0.21,"EA",1.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
"139","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.21,0.22,"EA",0.99,NA,"https://doi.org/10.1594/PANGAEA.905218"
"140","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.22,0.23,"EA",0.3,NA,"https://doi.org/10.1594/PANGAEA.905218"
"141","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.23,0.24,"EA",0.43,NA,"https://doi.org/10.1594/PANGAEA.905218"
"142","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.24,0.25,"EA",0.31,NA,"https://doi.org/10.1594/PANGAEA.905218"
"143","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.25,0.26,"EA",0.46,NA,"https://doi.org/10.1594/PANGAEA.905218"
"144","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.26,0.27,"EA",0.31,NA,"https://doi.org/10.1594/PANGAEA.905218"
"145","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.27,0.28,"EA",0.66,NA,"https://doi.org/10.1594/PANGAEA.905218"
"146","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.28,0.29,"EA",0.39,NA,"https://doi.org/10.1594/PANGAEA.905218"
"147","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.29,0.3,"EA",0.76,NA,"https://doi.org/10.1594/PANGAEA.905218"
"148","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.3,0.31,"EA",0.65,NA,"https://doi.org/10.1594/PANGAEA.905218"
"149","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.31,0.32,"EA",0.72,NA,"https://doi.org/10.1594/PANGAEA.905218"
"150","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.32,0.33,"EA",0.54,NA,"https://doi.org/10.1594/PANGAEA.905218"
"151","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.33,0.34,"EA",0.33,NA,"https://doi.org/10.1594/PANGAEA.905218"
"152","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.34,0.35,"EA",0.44,NA,"https://doi.org/10.1594/PANGAEA.905218"
"153","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.35,0.36,"EA",0.71,NA,"https://doi.org/10.1594/PANGAEA.905218"
"154","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.36,0.37,"EA",0.33,NA,"https://doi.org/10.1594/PANGAEA.905218"
"155","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.37,0.38,"EA",0.54,NA,"https://doi.org/10.1594/PANGAEA.905218"
"156","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.38,0.39,"EA",0.47,NA,"https://doi.org/10.1594/PANGAEA.905218"
"157","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.39,0.4,"EA",0.64,NA,"https://doi.org/10.1594/PANGAEA.905218"
"158","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.4,0.41,"EA",0.58,NA,"https://doi.org/10.1594/PANGAEA.905218"
"159","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.41,0.42,"EA",0.5,NA,"https://doi.org/10.1594/PANGAEA.905218"
"160","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.42,0.43,"EA",0.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"161","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.43,0.44,"EA",0.95,NA,"https://doi.org/10.1594/PANGAEA.905218"
"162","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.44,0.45,"EA",0.69,NA,"https://doi.org/10.1594/PANGAEA.905218"
"163","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.45,0.46,"EA",0.46,NA,"https://doi.org/10.1594/PANGAEA.905218"
"164","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.46,0.47,"EA",0.11,NA,"https://doi.org/10.1594/PANGAEA.905218"
"165","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.47,0.48,"EA",0.3,NA,"https://doi.org/10.1594/PANGAEA.905218"
"166","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.48,0.49,"EA",0.28,NA,"https://doi.org/10.1594/PANGAEA.905218"
"167","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.49,0.5,"EA",0.51,NA,"https://doi.org/10.1594/PANGAEA.905218"
"168","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.5,0.51,"EA",0.15,NA,"https://doi.org/10.1594/PANGAEA.905218"
"169","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.51,0.52,"EA",0.57,NA,"https://doi.org/10.1594/PANGAEA.905218"
"170","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.52,0.53,"EA",0.25,NA,"https://doi.org/10.1594/PANGAEA.905218"
"171","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.53,0.54,"EA",0.29,NA,"https://doi.org/10.1594/PANGAEA.905218"
"172","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.54,0.55,"EA",0.08,NA,"https://doi.org/10.1594/PANGAEA.905218"
"173","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.55,0.56,"EA",0.68,NA,"https://doi.org/10.1594/PANGAEA.905218"
"174","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.56,0.57,"EA",0.22,NA,"https://doi.org/10.1594/PANGAEA.905218"
"175","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.57,0.58,"EA",0.3,NA,"https://doi.org/10.1594/PANGAEA.905218"
"176","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.58,0.59,"EA",0.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"177","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.59,0.6,"EA",0.4,NA,"https://doi.org/10.1594/PANGAEA.905218"
"178","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.6,0.61,"EA",0.07,NA,"https://doi.org/10.1594/PANGAEA.905218"
"179","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.61,0.62,"EA",0.46,NA,"https://doi.org/10.1594/PANGAEA.905218"
"180","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.62,0.63,"EA",0.49,NA,"https://doi.org/10.1594/PANGAEA.905218"
"181","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.63,0.64,"EA",0.57,NA,"https://doi.org/10.1594/PANGAEA.905218"
"182","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.64,0.65,"EA",0.61,NA,"https://doi.org/10.1594/PANGAEA.905218"
"183","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.65,0.66,"EA",0.45,NA,"https://doi.org/10.1594/PANGAEA.905218"
"184","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.66,0.67,"EA",0.24,NA,"https://doi.org/10.1594/PANGAEA.905218"
"185","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.67,0.68,"EA",0.88,NA,"https://doi.org/10.1594/PANGAEA.905218"
"186","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.68,0.69,"EA",0.33,NA,"https://doi.org/10.1594/PANGAEA.905218"
"187","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.69,0.7,"EA",0.66,NA,"https://doi.org/10.1594/PANGAEA.905218"
"188","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.7,0.71,"EA",0.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"189","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.71,0.72,"EA",0.74,NA,"https://doi.org/10.1594/PANGAEA.905218"
"190","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.72,0.73,"EA",0.35,NA,"https://doi.org/10.1594/PANGAEA.905218"
"191","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.73,0.74,"EA",0.64,NA,"https://doi.org/10.1594/PANGAEA.905218"
"192","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.74,0.75,"EA",1.15,NA,"https://doi.org/10.1594/PANGAEA.905218"
"193","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.75,0.76,"EA",1.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
"194","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.76,0.77,"EA",0.26,NA,"https://doi.org/10.1594/PANGAEA.905218"
"195","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.77,0.78,"EA",0.59,NA,"https://doi.org/10.1594/PANGAEA.905218"
"196","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.78,0.79,"EA",0.49,NA,"https://doi.org/10.1594/PANGAEA.905218"
"197","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.79,0.8,"EA",0.81,NA,"https://doi.org/10.1594/PANGAEA.905218"
"198","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.8,0.81,"EA",0.4,NA,"https://doi.org/10.1594/PANGAEA.905218"
"199","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.81,0.82,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"200","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.82,0.83,"EA",0.76,NA,"https://doi.org/10.1594/PANGAEA.905218"
"201","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.83,0.84,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"202","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.84,0.85,"EA",1.02,NA,"https://doi.org/10.1594/PANGAEA.905218"
"203","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.85,0.86,"EA",0.67,NA,"https://doi.org/10.1594/PANGAEA.905218"
"204","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.86,0.87,"EA",0.28,NA,"https://doi.org/10.1594/PANGAEA.905218"
"205","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.87,0.88,"EA",0.6,NA,"https://doi.org/10.1594/PANGAEA.905218"
"206","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.88,0.89,"EA",0.99,NA,"https://doi.org/10.1594/PANGAEA.905218"
"207","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.89,0.9,"EA",1.14,NA,"https://doi.org/10.1594/PANGAEA.905218"
"208","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.9,0.91,"EA",1.33,NA,"https://doi.org/10.1594/PANGAEA.905218"
"209","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.91,0.92,"EA",1.09,NA,"https://doi.org/10.1594/PANGAEA.905218"
"210","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.92,0.93,"EA",1.09,NA,"https://doi.org/10.1594/PANGAEA.905218"
"211","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.93,0.94,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"212","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.94,0.95,"EA",0.63,NA,"https://doi.org/10.1594/PANGAEA.905218"
"213","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.95,0.96,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"214","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.96,0.97,"EA",0.43,NA,"https://doi.org/10.1594/PANGAEA.905218"
"215","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",0.98,0.99,"EA",0.72,NA,"https://doi.org/10.1594/PANGAEA.905218"
"216","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1,1.01,"EA",0.19,NA,"https://doi.org/10.1594/PANGAEA.905218"
"217","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.02,1.03,"EA",0.98,NA,"https://doi.org/10.1594/PANGAEA.905218"
"218","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.04,1.05,"EA",0.39,NA,"https://doi.org/10.1594/PANGAEA.905218"
"219","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.05,1.06,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"220","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.06,1.07,"EA",1.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"221","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.07,1.08,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"222","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.08,1.09,"EA",1.21,NA,"https://doi.org/10.1594/PANGAEA.905218"
"223","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.1,1.11,"EA",0.96,NA,"https://doi.org/10.1594/PANGAEA.905218"
"224","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.11,1.12,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"225","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.12,1.13,"EA",0.91,NA,"https://doi.org/10.1594/PANGAEA.905218"
"226","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.13,1.14,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"227","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.14,1.15,"EA",0.72,NA,"https://doi.org/10.1594/PANGAEA.905218"
"228","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.15,1.16,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"229","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.16,1.17,"EA",0.92,NA,"https://doi.org/10.1594/PANGAEA.905218"
"230","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.18,1.19,"EA",0.9,NA,"https://doi.org/10.1594/PANGAEA.905218"
"231","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.2,1.21,"EA",1,NA,"https://doi.org/10.1594/PANGAEA.905218"
"232","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.22,1.23,"EA",1.3,NA,"https://doi.org/10.1594/PANGAEA.905218"
"233","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.24,1.25,"EA",0.65,NA,"https://doi.org/10.1594/PANGAEA.905218"
"234","Bunzel et al 2019","DB GeoHH-GIE","Eider estuary","GeoHH-GIE","Salt marsh",54.2837,8.8943,"direct from dataset","1","Germany","2016",1.26,1.27,"EA",0.71,NA,"https://doi.org/10.1594/PANGAEA.905218"
"235","Bunzel et al 2019","DB GeoHH-FK","Friedrichskoog","GeoHH-FK","Salt marsh",54.0431,8.8723,"direct from dataset","1","Germany","2016",0,0.01,"EA",2.3,NA,"https://doi.org/10.1594/PANGAEA.905218"
