Marsh_type,Marsh_zone,Source,Site_name,Site,Core,Habitat_type,Soil_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Nation,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,N_perc,BD_reported_g_cm3,DOI
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Peat (Turfa herbacea),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.04,0.05,EA,14.58,0.97,0.366077114,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Peat (Turfa herbacea),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.05,0.06,EA,22.68,1.33,0.291793421,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Peat (Turfa herbacea),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.06,0.07,EA,20.69,1.11,0.359002476,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Peat (Turfa herbacea),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.07,0.08,EA,20.45,1.47,0.337778564,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Peat (Turfa herbacea),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.08,0.09,EA,20.88,1.62,0.217509728,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Peat (Turfa herbacea),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.09,0.1,EA,21.95,1.73,0.228121684,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Humified Peat (Substantia Humosa),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.1,0.11,EA,10.74,1.19,0.323629289,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Humified Peat (Substantia Humosa),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.11,0.12,EA,12.97,0.84,0.956809339,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Humified Peat (Substantia Humosa),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.12,0.13,EA,10.28,1.08,0.59600283,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Humified Peat (Substantia Humosa),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.13,0.14,EA,10.57,0.89,0.426211532,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Humified Peat (Substantia Humosa),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.14,0.15,EA,11.09,0.91,0.511107181,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Humified Peat (Substantia Humosa),56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.15,0.16,EA,8.95,0.71,0.489883268,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.16,0.17,EA,6.58,0.6,0.412062257,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.17,0.18,EA,6.44,0.49,0.62430138,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.18,0.19,EA,4.12,0.31,0.426211532,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.19,0.2,EA,4.55,0.32,0.751644853,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.2,0.21,EA,4.31,0.37,0.840077821,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.21,0.22,EA,4.51,NA,0.811779271,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.22,0.23,EA,3,0.23,0.762256809,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.23,0.24,EA,3.55,NA,0.687973116,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.24,0.25,EA,3.3,0.29,0.978033251,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.25,0.26,EA,3.01,NA,0.92497347,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.26,0.27,EA,2.59,0.27,0.854227096,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.27,0.28,EA,2.48,NA,0.794092678,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.28,0.29,EA,2.84,0.19,0.797629996,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.29,0.3,EA,2.15,NA,0.81531659,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.3,0.31,EA,4.37,0.38,0.921436151,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.31,0.32,EA,3.65,NA,0.871913689,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-1,Loch Laich,LL-1,Salt marsh,Basal Muds,56.566968,-5.3724633,direct from dataset,1,UK,Scotland,2019,0.32,0.33,EA,3.31,0.62,0.850689777,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0,0.01,EA,32.83,1.92,0.090166254,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.01,0.02,EA,28.5,1.63,0.171524584,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.02,0.03,EA,31.41,2.36,0.167987266,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.03,0.04,EA,29.07,2.04,0.203360453,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.04,0.05,EA,29.55,2.16,0.178599222,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.05,0.06,EA,29.46,2,0.171524584,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.06,0.07,EA,32.22,2.35,0.217509728,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.07,0.08,EA,28.46,2.22,0.164449947,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.08,0.09,EA,19.75,1.66,0.224584365,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.09,0.1,EA,16.52,1.36,0.221047046,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.1,0.11,EA,18.2,1.91,0.298868058,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.11,0.12,EA,16.48,1.4,0.309480014,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.12,0.13,EA,13.7,1.02,0.302405377,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Peat (Turfa herbacea),56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.13,0.14,EA,12.45,1.16,0.366077114,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.14,0.15,EA,8.8,0.84,0.426211532,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.15,0.16,EA,7.64,0.69,0.359002476,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.16,0.17,EA,7.31,0.8,0.553555005,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.17,0.18,EA,6.93,0.59,0.461584719,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.18,0.19,EA,6.05,0.57,0.500495225,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.19,0.2,EA,5.41,0.46,0.581853555,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.2,0.21,EA,5.28,0.48,0.447435444,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.21,0.22,EA,4.12,0.35,0.617226742,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.22,0.23,EA,3.71,0.26,0.645525292,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.23,0.24,EA,5.17,0.4,0.581853555,unpublished
Natural,HM,Smeaton et al 2022b,CS LL-2,Loch Laich,LL-2,Salt marsh,Basal Muds,56.566609,-5.3737828,direct from dataset,1,UK,Scotland,2019,0.24,0.25,EA,5.99,0.41,0.790555359,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0,0.01,EA,23.76,0.78,0.138773785,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.01,0.02,EA,22.99,0.66,0.085130862,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.02,0.03,EA,19.13,1.69,0.072465516,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.03,0.04,EA,18.33,1.58,0.064631464,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.04,0.05,EA,17.4,1.29,0.113761406,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.05,0.06,EA,16.99,1,0.091896796,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.06,0.07,EA,17.29,1.04,0.155014855,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.07,0.08,EA,17.27,0.96,0.133503926,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.08,0.09,EA,15.33,1.05,0.136665841,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.09,0.1,EA,15.29,1.09,0.216159369,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Peat (Turfa herbacea),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.1,0.11,EA,15.58,0.94,0.294294758,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.11,0.12,EA,12.28,0.78,0.25770991,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.12,0.13,EA,12.49,0.83,0.274813963,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.13,0.14,EA,12.35,0.83,0.286849756,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.14,0.15,EA,12.63,0.72,0.322957134,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.15,0.16,EA,12.04,0.64,0.276168565,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.16,0.17,EA,11.93,0.69,0.363474924,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.17,0.18,EA,11.5,0.67,0.292169131,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.18,0.19,EA,10.81,0.66,0.204169555,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.19,0.2,EA,10.21,0.73,0.227070453,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Humified Peat (Substantia Humosa),53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.2,0.21,EA,10.71,0.69,0.237107944,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.21,0.22,EA,9.96,0.59,0.171698026,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.22,0.23,EA,9.56,0.72,0.200887388,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.23,0.24,EA,9.91,0.73,0.182563132,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.24,0.25,EA,9.9,0.76,0.202786659,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.25,0.26,EA,8.97,0.45,0.225482422,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.26,0.27,EA,7.23,0.46,0.267556412,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.27,0.28,EA,6.99,0.7,0.319894249,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.28,0.29,EA,6.73,0.71,0.291889722,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.29,0.3,EA,6.69,0.63,0.332216524,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.3,0.31,EA,5.41,0.43,0.331530381,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Silty Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.31,0.32,EA,5.6,NA,0.344460989,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.32,0.33,EA,0.32,0.04,0.581629412,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.33,0.34,EA,0.63,NA,1.001948433,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.34,0.35,EA,0.42,0.02,1.064744642,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.35,0.36,EA,0.45,NA,1.312265332,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.36,0.37,EA,0.48,0.03,0.679401217,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.37,0.38,EA,0.53,NA,1.050091604,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.38,0.39,EA,0.18,0.01,0.921100304,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.39,0.4,EA,0.21,NA,1.128587748,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.4,0.41,EA,0.16,0.02,0.928361392,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.41,0.42,EA,0.44,NA,0.909934569,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.42,0.43,EA,0.43,0.03,0.982032609,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.43,0.44,EA,0.36,NA,0.951216312,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.44,0.45,EA,0.29,0.02,0.835084884,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.45,0.46,EA,0.27,NA,0.675238382,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.46,0.47,EA,0.23,0.02,0.830101507,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.47,0.48,EA,0.27,NA,0.66190104,unpublished
Natural,HM,Smeaton et al 2022b,CS ML-1,Malltraeth,ML-1,Salt marsh,Sand,53.166433,-4.3879841,direct from dataset,1,UK,Wales,2021,0.48,0.49,EA,0.37,0.02,0.440708425,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0,0.01,EA,27.12,1.66,0.065826484,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.01,0.02,EA,25.44,1.64,0.099687583,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.02,0.03,EA,24.84,1.82,0.125032123,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.03,0.04,EA,24.29,1.65,0.143426898,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.04,0.05,EA,24.22,1.69,0.153202548,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.05,0.06,EA,27.71,1.9,0.148682548,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.06,0.07,EA,24.84,1.94,0.116250307,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.07,0.08,EA,23.78,1.51,0.10947738,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.08,0.09,EA,22,1.59,0.113077819,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Peat (Turfa herbacea),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.09,0.1,EA,23.07,1.62,0.114902795,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Humified Peat (Substantia Humosa),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.1,0.11,EA,24.15,1.62,0.122931278,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Humified Peat (Substantia Humosa),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.11,0.12,EA,21.4,1.51,0.134040293,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Humified Peat (Substantia Humosa),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.12,0.13,EA,20.92,1.46,0.123808399,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Humified Peat (Substantia Humosa),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.13,0.14,EA,20.15,1.29,0.101318037,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Humified Peat (Substantia Humosa),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.14,0.15,EA,19.93,1.19,0.115373187,unpublished
Natural,HM,Smeaton et al 2022b,CS NT-19-8,Newton,NT-19-8,Salt marsh,Humified Peat (Substantia Humosa),50.716256,-1.3944535,direct from dataset,1,UK,England,2019,0.15,0.16,EA,21.16,1.25,0.110096316,unpublished
