"","Source","Site_name","Site","Core","Habitat_type","Marsh_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"453","Smeaton unpublished Essex","CS NF-N-66","North Fambridge","NF-N-66","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",2.3,0.79,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"454","Smeaton unpublished Essex","CS NF-N-67","North Fambridge","NF-N-67","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",2.35,0.82,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"455","Smeaton unpublished Essex","CS NF-N-68","North Fambridge","NF-N-68","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",2.75,0.63,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"456","Smeaton unpublished Essex","CS NF-N-69","North Fambridge","NF-N-69","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",2.4,0.61,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"457","Smeaton unpublished Essex","CS NF-N-70","North Fambridge","NF-N-70","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.61,0.62,"EA",2.86,0.8,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"458","Smeaton unpublished Essex","CS NF-N-71","North Fambridge","NF-N-71","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.62,0.63,"EA",2.94,0.79,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"459","Smeaton unpublished Essex","CS NF-N-72","North Fambridge","NF-N-72","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.63,0.64,"EA",2.67,0.89,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"460","Smeaton unpublished Essex","CS NF-N-73","North Fambridge","NF-N-73","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.64,0.65,"EA",1.99,0.92,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"461","Smeaton unpublished Essex","CS NF-N-74","North Fambridge","NF-N-74","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.65,0.66,"EA",1.75,0.88,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"462","Smeaton unpublished Essex","CS NF-N-75","North Fambridge","NF-N-75","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.66,0.67,"EA",1.34,0.88,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"463","Smeaton unpublished Essex","CS NF-N-76","North Fambridge","NF-N-76","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.67,0.68,"EA",1.5,0.77,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"464","Smeaton unpublished Essex","CS NF-N-77","North Fambridge","NF-N-77","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.68,0.69,"EA",1.25,0.89,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"465","Smeaton unpublished Essex","CS NF-N-78","North Fambridge","NF-N-78","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.69,0.7,"EA",1.2,0.72,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"466","Smeaton unpublished Essex","CS NF-N-79","North Fambridge","NF-N-79","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.7,0.71,"EA",1.27,0.92,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"467","Smeaton unpublished Essex","CS NF-N-80","North Fambridge","NF-N-80","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.71,0.72,"EA",1.24,0.86,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"468","Smeaton unpublished Essex","CS NF-N-81","North Fambridge","NF-N-81","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.72,0.73,"EA",1.23,0.69,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"469","Smeaton unpublished Essex","CS NF-N-82","North Fambridge","NF-N-82","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.73,0.74,"EA",1.15,0.73,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"470","Smeaton unpublished Essex","CS NF-N-83","North Fambridge","NF-N-83","Salt marsh","Natural","Silt ",51.63800513,0.66083885,"direct from dataset","1","UK","England",2019,0.74,0.75,"EA",1.09,0.94,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"471","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0,0.01,"EA",5.78,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"472","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",5.87,0.32,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"473","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",5.61,0.29,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"474","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",6.99,0.23,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"475","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",6.17,0.28,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"476","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",5.51,0.33,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"477","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",6.07,0.23,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"478","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",5.8,0.24,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"479","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",6.62,0.3,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"480","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",5.66,0.31,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"481","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",6.83,0.32,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"482","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",5.52,0.33,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"483","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",5.98,0.29,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"484","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",5.08,0.34,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"485","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",5.11,0.3,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"486","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",5.03,0.33,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"487","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",5.33,0.35,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"488","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",5.33,0.44,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"489","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",5.55,0.43,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"490","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",6.1,0.51,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"491","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Peat (Turfa herbacea)",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",6.47,0.39,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"492","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",5.95,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"493","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",6,0.42,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"494","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",6.09,0.41,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"495","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",6.71,0.41,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"496","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",4.62,0.41,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"497","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",4.92,0.39,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"498","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",4.36,0.38,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"499","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",6.18,0.45,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"500","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",4.61,0.48,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"501","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",4.86,0.53,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"502","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",3.54,0.57,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"503","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",5.73,0.54,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"504","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",4.85,0.6,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"505","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",4.36,0.57,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"506","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",4.67,0.48,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"507","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",5.13,0.39,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"508","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",6.3,0.56,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"509","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Organic Rich Clay with Rootlets",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",5.94,0.63,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"510","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",1.78,0.84,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"511","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",1.57,0.7,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"512","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",1.4,0.78,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"513","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",1.35,0.75,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"514","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",1.15,0.76,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"515","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",1.3,0.67,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"516","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",1.2,0.71,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"517","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",1.21,0.81,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"518","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",1.23,0.88,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"519","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",1.07,0.74,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"520","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",1.01,0.62,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"521","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",1.19,0.69,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"522","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.51,0.52,"EA",1.13,0.76,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"523","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.52,0.53,"EA",1.31,0.7,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"524","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.53,0.54,"EA",1.01,0.81,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"525","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.54,0.55,"EA",1.15,0.64,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"526","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.55,0.56,"EA",1.05,0.6,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"527","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",1.15,0.81,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"528","Smeaton unpublished Essex","CS NI-N-17","Northy Island","NI-N-17","Salt marsh","Natural","Basal Clay",51.71924295,0.71027082,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",1.07,0.27,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"529","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Basal Clay",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0,0.01,"EA",5.89,0.27,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"530","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",5.12,0.2,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"531","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",4.86,0.52,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"532","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",5.42,0.42,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"533","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",4.15,0.52,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"534","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",4.12,0.57,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"535","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",5.41,0.49,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"536","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",4.72,0.56,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"537","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Peat (Turfa herbacea)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",5.4,0.61,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"538","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",4.75,0.61,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"539","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",3.97,0.44,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"540","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",4.25,0.52,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"541","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",4.91,0.55,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"542","Smeaton unpublished Essex","CS NI-HS-2","Northy Island","NI-HS-2","Salt marsh","Historic-Breach","Humified Peat (Substantia Humosa)",51.71935082,0.71691292,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",6.01,0.41,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
