"","Core","Source","Site_name","Site","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"25","BS1B3","Mazarrasa et al in prep","IM BS1B3","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.173,0.195,"EA",1.2,1.02,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"26","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0,0.022,"EA",8.8,0.4,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"27","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.022,0.043,"EA",NA,0.42,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"28","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.043,0.065,"EA",NA,0.46,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"29","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.065,0.087,"EA",NA,0.49,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"30","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.087,0.109,"EA",4.7,0.47,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"31","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.109,0.13,"EA",NA,0.6,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"32","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.13,0.152,"EA",NA,0.5,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"33","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.152,0.174,"EA",NA,0.76,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"34","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.174,0.195,"EA",3,0.58,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"35","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.195,0.217,"EA",NA,0.71,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"36","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.217,0.271,"EA",2.9,0.73,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"37","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.271,0.326,"EA",NA,0.79,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"38","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.326,0.38,"EA",0.9,0.87,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"39","BS1A2","Mazarrasa et al in prep","IM BS1A2","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.38,0.434,"EA",NA,0.81,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"40","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0,0.021,"EA",4.8,0.33,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"41","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.021,0.041,"EA",NA,0.6,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"42","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.041,0.062,"EA",NA,0.78,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"43","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.062,0.083,"EA",NA,1.05,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"44","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.083,0.103,"EA",1.7,1.09,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"45","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.103,0.124,"EA",NA,1.17,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"46","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.124,0.145,"EA",NA,1.65,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"47","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.145,0.166,"EA",NA,1.53,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"48","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.166,0.186,"EA",1,1.26,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"49","BS1B2","Mazarrasa et al in prep","IM BS1B2","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.186,0.207,"EA",NA,1.5,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"50","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0,0.02,"EA",4.5,0.62,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"51","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.02,0.04,"EA",NA,0.58,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"52","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.04,0.06,"EA",NA,0.69,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"53","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.06,0.08,"EA",NA,1.11,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"54","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.08,0.1,"EA",0.2,0.98,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"55","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.1,0.12,"EA",NA,0.95,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"56","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.12,0.14,"EA",NA,1.29,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"57","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.14,0.16,"EA",NA,1.35,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"58","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.16,0.18,"EA",0.8,1.28,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"59","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.18,0.23,"EA",0.7,1.53,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"60","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.23,0.28,"EA",NA,1.39,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"61","BS2A2","Mazarrasa et al in prep","IM BS2A2","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.28,0.35,"EA",1.1,1.29,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"62","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0,0.011,"EA",NA,0.31,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"63","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.011,0.021,"EA",5.2,0.5,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"64","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.021,0.032,"EA",NA,0.45,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"65","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.032,0.043,"EA",4.3,0.54,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"66","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.043,0.053,"EA",NA,0.55,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"67","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.053,0.064,"EA",NA,0.67,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"68","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.064,0.075,"EA",4.7,0.72,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"69","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.075,0.085,"EA",NA,0.93,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"70","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.085,0.096,"EA",NA,0.81,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"71","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.096,0.107,"EA",2.4,0.99,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"72","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.107,0.117,"EA",NA,1.03,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"73","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.117,0.128,"EA",NA,1.14,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"74","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.128,0.139,"EA",0.8,1.29,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"75","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.139,0.149,"EA",NA,0.73,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"76","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.149,0.16,"EA",NA,1.93,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"77","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.16,0.171,"EA",1.1,1.58,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"78","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.171,0.181,"EA",NA,0.82,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"79","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.181,0.192,"EA",NA,0.94,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"80","BS1B1","Mazarrasa et al in prep","IM BS1B1","Bahía de Santander","Saltmarsh","43.43318","-3.758215","direct from dataset",1,"Spain",2019,0.192,0.203,"EA",1.1,1.09,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"81","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0,0.02,"EA",7.5,0.52,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"82","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.02,0.04,"EA",NA,1.18,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"83","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.04,0.061,"EA",NA,0.94,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"84","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.061,0.081,"EA",NA,1.18,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"85","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.081,0.101,"EA",0.4,1.25,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"86","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.101,0.121,"EA",NA,1.35,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"87","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.121,0.141,"EA",NA,1.57,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"88","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.141,0.161,"EA",NA,1.62,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"89","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.161,0.182,"EA",0.5,1.93,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"90","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.182,0.202,"EA",NA,1.55,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"91","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.202,0.252,"EA",0.2,1.55,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"92","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.252,0.303,"EA",NA,1.54,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"93","BS2_a3","Mazarrasa et al in prep","IM BS2_a3","Bahía de Santander","Saltmarsh","43.452136","-3.748134","direct from dataset",1,"Spain",2019,0.303,0.338,"EA",0.1,1.37,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"94","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0,0.022,"EA",8.9,0.3,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"95","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.022,0.044,"EA",NA,0.35,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"96","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.044,0.067,"EA",NA,0.36,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"97","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.067,0.089,"EA",NA,0.45,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"98","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.089,0.111,"EA",4.5,0.38,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"99","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.111,0.133,"EA",NA,0.47,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"100","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.133,0.156,"EA",NA,0.47,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"101","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.156,0.178,"EA",NA,0.63,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"102","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.178,0.2,"EA",4.6,0.56,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"103","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.2,0.222,"EA",NA,0.74,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"104","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.222,0.278,"EA",2.1,0.7,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"105","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.278,0.333,"EA",NA,0.62,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"106","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.333,0.389,"EA",1.1,0.9,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"107","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.389,0.444,"EA",NA,0.86,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"108","BS1_a3","Mazarrasa et al in prep","IM BS1_a3","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.444,0.467,"EA",NA,0.78,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"109","BS1a1","Mazarrasa et al in prep","IM BS1a1","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0,0.011,"EA",7.9,0.55,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"110","BS1a1","Mazarrasa et al in prep","IM BS1a1","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.011,0.022,"EA",NA,0.43,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"111","BS1a1","Mazarrasa et al in prep","IM BS1a1","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.022,0.032,"EA",NA,0.42,"https://doi.org/10.1016/j.scitotenv.2023.163957"
"112","BS1a1","Mazarrasa et al in prep","IM BS1a1","Bahía de Santander","Saltmarsh","43.432096","-3.758772","direct from dataset",1,"Spain",2019,0.032,0.043,"EA",8.7,0.43,"https://doi.org/10.1016/j.scitotenv.2023.163957"
