"","Source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"2179","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.89,0.9,"EA",NA,NA,0.732062147,"https://doi.org/10.1038/s41467-019-12176-8"
"2180","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.9,0.91,"EA",NA,NA,0.90710452,"https://doi.org/10.1038/s41467-019-12176-8"
"2181","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.91,0.92,"EA",NA,NA,0.971986817,"https://doi.org/10.1038/s41467-019-12176-8"
"2182","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.92,0.93,"EA",NA,NA,0.896497175,"https://doi.org/10.1038/s41467-019-12176-8"
"2183","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.93,0.94,"EA",NA,NA,0.726078154,"https://doi.org/10.1038/s41467-019-12176-8"
"2184","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.94,0.95,"EA",NA,NA,0.519693974,"https://doi.org/10.1038/s41467-019-12176-8"
"2185","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.95,0.96,"EA",NA,NA,0.590809793,"https://doi.org/10.1038/s41467-019-12176-8"
"2186","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.96,0.97,"EA",NA,NA,0.568978343,"https://doi.org/10.1038/s41467-019-12176-8"
"2187","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.97,0.98,"EA",NA,NA,0.861746704,"https://doi.org/10.1038/s41467-019-12176-8"
"2188","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.98,0.99,"EA",NA,NA,0.701751412,"https://doi.org/10.1038/s41467-019-12176-8"
"2189","Serrano et al 2019","OS VW8A","VW8A","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.99,1,"EA",3.39,NA,0.710626177,"https://doi.org/10.1038/s41467-019-12176-8"
"2190","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0,0.005,"EA",22.42,NA,0.182956685,"https://doi.org/10.1038/s41467-019-12176-8"
"2191","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.005,0.01,"EA",NA,NA,0.12740113,"https://doi.org/10.1038/s41467-019-12176-8"
"2192","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.01,0.015,"EA",NA,NA,0.259227872,"https://doi.org/10.1038/s41467-019-12176-8"
"2193","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.015,0.02,"EA",NA,NA,0.322316384,"https://doi.org/10.1038/s41467-019-12176-8"
"2194","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.02,0.025,"EA",20.83,NA,0.370338983,"https://doi.org/10.1038/s41467-019-12176-8"
"2195","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.025,0.03,"EA",NA,NA,0.252636535,"https://doi.org/10.1038/s41467-019-12176-8"
"2196","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.03,0.035,"EA",NA,NA,0.2413371,"https://doi.org/10.1038/s41467-019-12176-8"
"2197","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.035,0.04,"EA",NA,NA,0.184839925,"https://doi.org/10.1038/s41467-019-12176-8"
"2198","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.04,0.045,"EA",NA,NA,0.168832392,"https://doi.org/10.1038/s41467-019-12176-8"
"2199","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.045,0.05,"EA",21.88,NA,0.209322034,"https://doi.org/10.1038/s41467-019-12176-8"
"2200","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.05,0.055,"EA",NA,NA,0.220621469,"https://doi.org/10.1038/s41467-019-12176-8"
"2201","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.055,0.06,"EA",NA,NA,0.250753296,"https://doi.org/10.1038/s41467-019-12176-8"
"2202","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.06,0.065,"EA",NA,NA,0.264877589,"https://doi.org/10.1038/s41467-019-12176-8"
"2203","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.065,0.07,"EA",NA,NA,0.279943503,"https://doi.org/10.1038/s41467-019-12176-8"
"2204","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.07,0.075,"EA",11.74,NA,0.277118644,"https://doi.org/10.1038/s41467-019-12176-8"
"2205","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.075,0.08,"EA",NA,NA,0.323258004,"https://doi.org/10.1038/s41467-019-12176-8"
"2206","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.08,0.085,"EA",NA,NA,0.316666667,"https://doi.org/10.1038/s41467-019-12176-8"
"2207","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.085,0.09,"EA",NA,NA,0.271468927,"https://doi.org/10.1038/s41467-019-12176-8"
"2208","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.09,0.095,"EA",NA,NA,0.257344633,"https://doi.org/10.1038/s41467-019-12176-8"
"2209","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.095,0.1,"EA",16.12,NA,0.264877589,"https://doi.org/10.1038/s41467-019-12176-8"
"2210","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.1,0.105,"EA",NA,NA,0.372222222,"https://doi.org/10.1038/s41467-019-12176-8"
"2211","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.105,0.12,"EA",NA,NA,0.685640301,"https://doi.org/10.1038/s41467-019-12176-8"
"2212","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.12,0.14,"EA",NA,NA,0.697975041,"https://doi.org/10.1038/s41467-019-12176-8"
"2213","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.14,0.16,"EA",1.74,NA,0.896468095,"https://doi.org/10.1038/s41467-019-12176-8"
"2214","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.16,0.18,"EA",NA,NA,0.738474217,"https://doi.org/10.1038/s41467-019-12176-8"
"2215","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.18,0.2,"EA",NA,NA,0.96498705,"https://doi.org/10.1038/s41467-019-12176-8"
"2216","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.2,0.22,"EA",0.29,NA,1.12462915,"https://doi.org/10.1038/s41467-019-12176-8"
"2217","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.22,0.24,"EA",NA,NA,0.992064987,"https://doi.org/10.1038/s41467-019-12176-8"
"2218","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.24,0.26,"EA",NA,NA,0.8418413,"https://doi.org/10.1038/s41467-019-12176-8"
"2219","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.26,0.28,"EA",NA,NA,0.956275018,"https://doi.org/10.1038/s41467-019-12176-8"
"2220","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.28,0.3,"EA",NA,NA,0.88563692,"https://doi.org/10.1038/s41467-019-12176-8"
"2221","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.3,0.32,"EA",2.18,NA,1.187497057,"https://doi.org/10.1038/s41467-019-12176-8"
"2222","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.32,0.34,"EA",NA,NA,1.121803626,"https://doi.org/10.1038/s41467-019-12176-8"
"2223","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.34,0.36,"EA",NA,NA,1.260254297,"https://doi.org/10.1038/s41467-019-12176-8"
"2224","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.36,0.38,"EA",NA,NA,1.036802449,"https://doi.org/10.1038/s41467-019-12176-8"
"2225","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.38,0.39,"EA",NA,NA,0.80240113,"https://doi.org/10.1038/s41467-019-12176-8"
"2226","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.39,0.41,"EA",1.92,NA,0.916482223,"https://doi.org/10.1038/s41467-019-12176-8"
"2227","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.41,0.42,"EA",NA,NA,0.798634652,"https://doi.org/10.1038/s41467-019-12176-8"
"2228","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.42,0.44,"EA",NA,NA,1.185848834,"https://doi.org/10.1038/s41467-019-12176-8"
"2229","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.44,0.46,"EA",NA,NA,1.004849341,"https://doi.org/10.1038/s41467-019-12176-8"
"2230","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.46,0.48,"EA",NA,NA,0.90753473,"https://doi.org/10.1038/s41467-019-12176-8"
"2231","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.48,0.5,"EA",NA,NA,1.24071109,"https://doi.org/10.1038/s41467-019-12176-8"
"2232","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.5,0.51,"EA",1.86,NA,1.083003766,"https://doi.org/10.1038/s41467-019-12176-8"
"2233","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.51,0.53,"EA",NA,NA,0.937673652,"https://doi.org/10.1038/s41467-019-12176-8"
"2234","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.53,0.55,"EA",NA,NA,1.009557439,"https://doi.org/10.1038/s41467-019-12176-8"
"2235","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.55,0.56,"EA",NA,NA,0.592419962,"https://doi.org/10.1038/s41467-019-12176-8"
"2236","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.56,0.58,"EA",NA,NA,0.911773016,"https://doi.org/10.1038/s41467-019-12176-8"
"2237","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.58,0.59,"EA",NA,NA,0.558521657,"https://doi.org/10.1038/s41467-019-12176-8"
"2238","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.59,0.61,"EA",1.57,NA,0.962396986,"https://doi.org/10.1038/s41467-019-12176-8"
"2239","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.61,0.62,"EA",NA,NA,0.774152542,"https://doi.org/10.1038/s41467-019-12176-8"
"2240","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.62,0.64,"EA",NA,NA,0.847727808,"https://doi.org/10.1038/s41467-019-12176-8"
"2241","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.64,0.66,"EA",NA,NA,1.194560866,"https://doi.org/10.1038/s41467-019-12176-8"
"2242","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.66,0.67,"EA",NA,NA,0.888088512,"https://doi.org/10.1038/s41467-019-12176-8"
"2243","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.67,0.69,"EA",2.65,NA,0.722462915,"https://doi.org/10.1038/s41467-019-12176-8"
"2244","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.69,0.71,"EA",NA,NA,1.230350836,"https://doi.org/10.1038/s41467-019-12176-8"
"2245","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.71,0.73,"EA",NA,NA,1.127454674,"https://doi.org/10.1038/s41467-019-12176-8"
"2246","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.73,0.75,"EA",NA,NA,1.075888863,"https://doi.org/10.1038/s41467-019-12176-8"
"2247","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.75,0.77,"EA",NA,NA,1.231763598,"https://doi.org/10.1038/s41467-019-12176-8"
"2248","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.77,0.79,"EA",NA,NA,1.076595244,"https://doi.org/10.1038/s41467-019-12176-8"
"2249","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.79,0.8,"EA",4.64,NA,0.648446328,"https://doi.org/10.1038/s41467-019-12176-8"
"2250","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.8,0.81,"EA",NA,NA,0.746374765,"https://doi.org/10.1038/s41467-019-12176-8"
"2251","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.81,0.82,"EA",NA,NA,0.808521657,"https://doi.org/10.1038/s41467-019-12176-8"
"2252","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.82,0.83,"EA",NA,NA,0.618314501,"https://doi.org/10.1038/s41467-019-12176-8"
"2253","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.83,0.84,"EA",NA,NA,0.703060264,"https://doi.org/10.1038/s41467-019-12176-8"
"2254","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.84,0.85,"EA",NA,NA,0.542514124,"https://doi.org/10.1038/s41467-019-12176-8"
"2255","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.85,0.86,"EA",NA,NA,0.584416196,"https://doi.org/10.1038/s41467-019-12176-8"
"2256","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.86,0.87,"EA",NA,NA,0.593832392,"https://doi.org/10.1038/s41467-019-12176-8"
"2257","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.87,0.89,"EA",NA,NA,1.163480104,"https://doi.org/10.1038/s41467-019-12176-8"
"2258","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.89,0.91,"EA",1.05,NA,1.245184836,"https://doi.org/10.1038/s41467-019-12176-8"
"2259","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.91,0.92,"EA",NA,NA,1.130084746,"https://doi.org/10.1038/s41467-019-12176-8"
"2260","Serrano et al 2019","OS VW8B","VW8B","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.92,0.93,"EA",NA,NA,0.582532957,"https://doi.org/10.1038/s41467-019-12176-8"
"2261","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0,0.005,"EA",18.7,NA,0.182015066,"https://doi.org/10.1038/s41467-019-12176-8"
"2262","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.005,0.01,"EA",NA,NA,0.426836158,"https://doi.org/10.1038/s41467-019-12176-8"
"2263","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.01,0.015,"EA",NA,NA,0.327966102,"https://doi.org/10.1038/s41467-019-12176-8"
"2264","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.015,0.02,"EA",NA,NA,0.380696798,"https://doi.org/10.1038/s41467-019-12176-8"
"2265","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.02,0.025,"EA",25.27,NA,0.245103578,"https://doi.org/10.1038/s41467-019-12176-8"
"2266","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.025,0.03,"EA",NA,NA,0.245103578,"https://doi.org/10.1038/s41467-019-12176-8"
"2267","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.03,0.035,"EA",NA,NA,0.267702448,"https://doi.org/10.1038/s41467-019-12176-8"
"2268","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.035,0.04,"EA",NA,NA,0.317608286,"https://doi.org/10.1038/s41467-019-12176-8"
"2269","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.04,0.045,"EA",NA,NA,0.274293785,"https://doi.org/10.1038/s41467-019-12176-8"
"2270","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.045,0.05,"EA",21.13,NA,0.305367232,"https://doi.org/10.1038/s41467-019-12176-8"
"2271","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.05,0.055,"EA",NA,NA,0.311958569,"https://doi.org/10.1038/s41467-019-12176-8"
"2272","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.055,0.06,"EA",NA,NA,0.291242938,"https://doi.org/10.1038/s41467-019-12176-8"
"2273","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.06,0.065,"EA",NA,NA,0.379755179,"https://doi.org/10.1038/s41467-019-12176-8"
"2274","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.065,0.07,"EA",NA,NA,0.356214689,"https://doi.org/10.1038/s41467-019-12176-8"
"2275","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.07,0.075,"EA",22.39,NA,0.344915254,"https://doi.org/10.1038/s41467-019-12176-8"
"2276","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.075,0.08,"EA",NA,NA,0.293126177,"https://doi.org/10.1038/s41467-019-12176-8"
"2277","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.08,0.085,"EA",NA,NA,0.3326742,"https://doi.org/10.1038/s41467-019-12176-8"
"2278","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.085,0.09,"EA",NA,NA,0.319491525,"https://doi.org/10.1038/s41467-019-12176-8"
"2279","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.09,0.095,"EA",NA,NA,0.28559322,"https://doi.org/10.1038/s41467-019-12176-8"
"2280","Serrano et al 2019","OS VW8C","VW8C","Saltmarsh",-33.613622,115.42524,"direct from dataset","1","Australia",2015,0.095,0.1,"EA",22.41,NA,0.295951036,"https://doi.org/10.1038/s41467-019-12176-8"
