"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"291","Kohfeld et al 2022","KEH CBW_4","Cannery Bay West","CBW_4","Salt marsh","peat+sand",49.14112,-125.66955,"direct from dataset","1","Canada"," British Columbia",2016,0.225,0.2375,"EA",NA,17.42,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"292","Kohfeld et al 2022","KEH CBW_4","Cannery Bay West","CBW_4","Salt marsh","peat+sand",49.14112,-125.66955,"direct from dataset","1","Canada"," British Columbia",2016,0.2375,0.25,"EA",2.9,15.82,0.104,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"293","Kohfeld et al 2022","KEH CBW_4","Cannery Bay West","CBW_4","Salt marsh","peat+sand",49.14112,-125.66955,"direct from dataset","1","Canada"," British Columbia",2016,0.25,0.2625,"EA",NA,14.07,0.208,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"294","Kohfeld et al 2022","KEH CBW_4","Cannery Bay West","CBW_4","Salt marsh","peat+sand",49.14112,-125.66955,"direct from dataset","1","Canada"," British Columbia",2016,0.2625,0.275,"EA",NA,12.31,0.304,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"295","Kohfeld et al 2022","KEH CBW_4","Cannery Bay West","CBW_4","Salt marsh","peat+sand",49.14112,-125.66955,"direct from dataset","1","Canada"," British Columbia",2016,0.275,0.2875,"EA",NA,10.56,0.424,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"296","Kohfeld et al 2022","KEH CBW_4","Cannery Bay West","CBW_4","Salt marsh","clay",49.14112,-125.66955,"direct from dataset","1","Canada"," British Columbia",2016,0.2875,0.3,"EA",0.34,8.8,0.776,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"297","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0121,"EA",NA,80.39,0.074,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"298","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0121,0.0242,"EA",NA,87.53,0.099,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"299","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0242,0.0363,"EA",NA,83.95,0.099,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"300","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0363,0.0484,"EA",NA,79.31,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"301","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0484,0.0605,"EA",NA,80.98,0.124,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"302","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0605,0.0726,"EA",NA,84,0.116,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"303","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat-soil",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0726,0.0847,"EA",NA,80.8,0.074,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"304","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat-soil",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0847,0.0968,"EA",NA,83.49,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"305","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat-soil",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.0968,0.1089,"EA",NA,80.78,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"306","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat-soil",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1089,0.1211,"EA",NA,79.53,0.099,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"307","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat-soil",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1211,0.1332,"EA",NA,88.61,0.116,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"308","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1332,0.1453,"EA",NA,68.52,0.149,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"309","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1453,0.1574,"EA",NA,71.84,0.157,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"310","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1574,0.1695,"EA",NA,73.03,0.132,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"311","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1695,0.1816,"EA",NA,71.77,0.182,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"312","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1816,0.1937,"EA",NA,69.85,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"313","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.1937,0.2058,"EA",NA,66.56,0.149,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"314","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.2058,0.2179,"EA",NA,64.07,0.116,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"315","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.2179,0.23,"EA",NA,58.71,0.132,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"316","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.23,0.2421,"EA",NA,56.83,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"317","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.2421,0.2542,"EA",NA,56.91,0.116,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"318","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.2542,0.2663,"EA",NA,56.98,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"319","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.2663,0.2784,"EA",NA,56.69,0.157,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"320","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.2784,0.2905,"EA",NA,57.31,0.132,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"321","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.2905,0.3026,"EA",NA,55.07,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"322","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3026,0.3147,"EA",NA,56.06,0.157,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"323","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3147,0.3268,"EA",NA,57.05,0.124,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"324","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3268,0.3389,"EA",NA,58.04,0.132,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"325","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3389,0.3511,"EA",NA,63.34,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"326","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3511,0.3632,"EA",NA,68.63,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"327","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3632,0.3753,"EA",NA,72.93,0.207,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"328","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3753,0.3874,"EA",NA,61.09,0.182,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"329","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3874,0.3995,"EA",NA,56.27,0.149,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"330","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.3995,0.4116,"EA",NA,51.45,0.149,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"331","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat + sand",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.4116,0.4237,"EA",NA,40.62,0.207,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"332","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat + sand",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.4237,0.4358,"EA",NA,29.79,0.223,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"333","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat + sand",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.4358,0.4479,"EA",NA,41.9,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"334","Kohfeld et al 2022","KEH CRF_1-1","Cypress River Flats","CRF_1-1","Salt marsh","peat + sand",49.27905,-125.90754,"direct from dataset","1","Canada"," British Columbia",2016,0.4479,0.46,"EA",NA,24.69,0.256,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"335","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","soil",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0188,"EA",NA,75.75,0.085,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"336","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","soil",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.0188,0.0375,"EA",NA,79.91,0.085,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"337","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","soil",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.0375,0.0563,"EA",NA,83.07,0.085,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"338","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","soil",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.0563,0.075,"EA",NA,82.41,0.085,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"339","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","soil",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.075,0.0938,"EA",NA,75.98,0.074,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"340","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","soil",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.0938,0.1125,"EA",NA,72.25,0.085,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"341","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.1125,0.1313,"EA",NA,73.11,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"342","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.1313,0.15,"EA",NA,73.98,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"343","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.1688,"EA",NA,59.78,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"344","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.1688,0.1875,"EA",NA,71.15,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"345","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.1875,0.2063,"EA",NA,61.26,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"346","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.2063,0.225,"EA",NA,63.63,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"347","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.225,0.2438,"EA",NA,60.15,0.16,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"348","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.2438,0.2625,"EA",NA,63.91,0.074,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"349","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.2625,0.2813,"EA",NA,55.38,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"350","Kohfeld et al 2022","KEH CRF_1-2","Cypress River Flats","CRF_1-2","Salt marsh","peat",49.27896,-125.90758,"direct from dataset","1","Canada"," British Columbia",2016,0.2813,0.3001,"EA",NA,55.9,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"351","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0138,"EA",35.32,79.6,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"352","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.0138,0.0276,"EA",NA,79.6,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"353","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.0276,0.0414,"EA",NA,79.6,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"354","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.0414,0.0551,"EA",35.03,78.73,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"355","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.0551,0.0689,"EA",NA,79.59,0.072,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"356","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.0689,0.0827,"EA",NA,77.86,0.065,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"357","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.0827,0.0965,"EA",32.2,75.49,0.058,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"358","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.0965,0.1103,"EA",NA,76.12,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"359","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.1103,0.1241,"EA",NA,73.12,0.072,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"360","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.1241,0.1378,"EA",29.57,70.12,0.094,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"361","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.1378,0.1516,"EA",NA,62.41,0.174,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"362","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","soil",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.1516,0.1654,"EA",NA,54.7,0.159,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"363","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.1654,0.1792,"EA",24.2,61.38,0.101,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"364","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.1792,0.193,"EA",NA,52.31,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"365","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.193,0.2068,"EA",NA,46.07,0.152,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"366","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.2068,0.2205,"EA",11.91,34.52,0.246,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"367","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.2205,0.2343,"EA",NA,57.69,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"368","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.2343,0.2481,"EA",NA,37.28,0.181,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"369","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.2481,0.2619,"EA",17.75,44.61,0.174,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"370","Kohfeld et al 2022","KEH CRF_2-1","Cypress River Flats","CRF_2-1","Salt marsh","peat",49.27935,-125.90932,"direct from dataset","1","Canada"," British Columbia",2016,0.2619,0.2757,"EA",NA,38.3,0.232,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
