Marsh_type,Marsh_zone,Source,Site_name,Site,Core,Habitat_type,Soil_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Nation,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,DOI
Natural,LM,Smeaton et al 2022a,CS Nith 20,Caerlaverock,Nith 20,Salt marsh,Silt with Organics,54.96751876,-3.51068804,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,1,0.671,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 20,Caerlaverock,Nith 20,Salt marsh,Sand,54.96751876,-3.51068804,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.3,0.698,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 21,Caerlaverock,Nith 21,Salt marsh,Silt with Organics,54.96732265,-3.509797,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,4.98,0.532,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 21,Caerlaverock,Nith 21,Salt marsh,Silt with Organics,54.96732265,-3.509797,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,3.32,0.665,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 21,Caerlaverock,Nith 21,Salt marsh,Sand,54.96732265,-3.509797,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,0.53,0.538,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 21,Caerlaverock,Nith 21,Salt marsh,Sand,54.96732265,-3.509797,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.56,0.399,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 22,Caerlaverock,Nith 22,Salt marsh,Peat (Turfa herbacea),54.96715948,-3.50902883,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,1.74,0.532,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 22,Caerlaverock,Nith 22,Salt marsh,Peat (Turfa herbacea),54.96715948,-3.50902883,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,1.52,0.837,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 22,Caerlaverock,Nith 22,Salt marsh,Silt with Organics,54.96715948,-3.50902883,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,1.22,0.843,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 22,Caerlaverock,Nith 22,Salt marsh,Silt with Organics,54.96715948,-3.50902883,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,1.39,0.782,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 22,Caerlaverock,Nith 22,Salt marsh,Silt with Organics,54.96715948,-3.50902883,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.9,0.92,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 23,Caerlaverock,Nith 23,Salt marsh,Peat (Turfa herbacea),54.96693829,-3.50800231,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,0.5,0.488,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 23,Caerlaverock,Nith 23,Salt marsh,Peat (Turfa herbacea),54.96693829,-3.50800231,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,0.44,0.488,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 23,Caerlaverock,Nith 23,Salt marsh,Sand,54.96693829,-3.50800231,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,0.68,0.987,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 24,Caerlaverock,Nith 24,Salt marsh,Peat (Turfa herbacea),54.9664561,-3.50627541,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,2.29,0.427,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 24,Caerlaverock,Nith 24,Salt marsh,Peat (Turfa herbacea),54.9664561,-3.50627541,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,2.74,0.682,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 24,Caerlaverock,Nith 24,Salt marsh,Sand,54.9664561,-3.50627541,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,1.92,0.599,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 24,Caerlaverock,Nith 24,Salt marsh,Sand,54.9664561,-3.50627541,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,1.15,0.649,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 24,Caerlaverock,Nith 24,Salt marsh,Sand,54.9664561,-3.50627541,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.24,0.649,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 25,Caerlaverock,Nith 25,Salt marsh,Muddy Sand,54.96607417,-3.50468593,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,0.36,0.477,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 25,Caerlaverock,Nith 25,Salt marsh,Sand,54.96607417,-3.50468593,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,2.08,0.493,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 25,Caerlaverock,Nith 25,Salt marsh,Sand,54.96607417,-3.50468593,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,1.96,0.466,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 25,Caerlaverock,Nith 25,Salt marsh,Sand,54.96607417,-3.50468593,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.69,0.948,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 25,Caerlaverock,Nith 25,Salt marsh,Sand,54.96607417,-3.50468593,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.08,0.743,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 26,Caerlaverock,Nith 26,Salt marsh,Muddy Sand,54.96559876,-3.50449644,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,1.23,0.56,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 26,Caerlaverock,Nith 26,Salt marsh,Sand,54.96559876,-3.50449644,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,1.04,0.748,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 26,Caerlaverock,Nith 26,Salt marsh,Sand,54.96559876,-3.50449644,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,0.31,0.593,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 26,Caerlaverock,Nith 26,Salt marsh,Sand,54.96559876,-3.50449644,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.29,0.56,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 27,Caerlaverock,Nith 27,Salt marsh,Muddy Sand,54.96657038,-3.50482852,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,1.12,0.654,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 27,Caerlaverock,Nith 27,Salt marsh,Muddy Sand,54.96657038,-3.50482852,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,1.02,0.504,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 27,Caerlaverock,Nith 27,Salt marsh,Sand,54.96657038,-3.50482852,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,0.79,0.394,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 27,Caerlaverock,Nith 27,Salt marsh,Sand,54.96657038,-3.50482852,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.58,0.754,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 27,Caerlaverock,Nith 27,Salt marsh,Sand,54.96657038,-3.50482852,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.29,0.904,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 28,Caerlaverock,Nith 28,Salt marsh,Humified Peat (Substantia Humosa),54.96705627,-3.50497599,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,1.41,0.349,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 28,Caerlaverock,Nith 28,Salt marsh,Muddy Sand,54.96705627,-3.50497599,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,1.28,0.432,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 28,Caerlaverock,Nith 28,Salt marsh,Sand,54.96705627,-3.50497599,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,0.99,0.793,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 28,Caerlaverock,Nith 28,Salt marsh,Sand,54.96705627,-3.50497599,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.92,0.593,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 28,Caerlaverock,Nith 28,Salt marsh,Sand,54.96705627,-3.50497599,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.21,0.488,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 29,Caerlaverock,Nith 29,Salt marsh,Humified Peat (Substantia Humosa),54.96772851,-3.50520514,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,2.47,0.477,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 29,Caerlaverock,Nith 29,Salt marsh,Muddy Sand,54.96772851,-3.50520514,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,1.64,0.471,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 29,Caerlaverock,Nith 29,Salt marsh,Sand,54.96772851,-3.50520514,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,0.83,0.942,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 29,Caerlaverock,Nith 29,Salt marsh,Sand,54.96772851,-3.50520514,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.6,0.881,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 29,Caerlaverock,Nith 29,Salt marsh,Sand,54.96772851,-3.50520514,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.2,0.56,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 30,Caerlaverock,Nith 30,Salt marsh,Humified Peat (Substantia Humosa),54.9684546,-3.50537088,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,2.53,0.344,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 30,Caerlaverock,Nith 30,Salt marsh,Humified Peat (Substantia Humosa),54.9684546,-3.50537088,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,2.92,0.432,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 30,Caerlaverock,Nith 30,Salt marsh,Humified Peat (Substantia Humosa),54.9684546,-3.50537088,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,1.59,0.726,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 30,Caerlaverock,Nith 30,Salt marsh,Sand,54.9684546,-3.50537088,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,1.11,0.737,unpublished
Natural,LM,Smeaton et al 2022a,CS Nith 30,Caerlaverock,Nith 30,Salt marsh,Sand,54.9684546,-3.50537088,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.61,0.61,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 31,Caerlaverock,Nith 31,Salt marsh,Peat (Turfa herbacea),54.96895648,-3.5059085,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,6.05,0.355,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 31,Caerlaverock,Nith 31,Salt marsh,Peat (Turfa herbacea),54.96895648,-3.5059085,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,3.98,0.216,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 31,Caerlaverock,Nith 31,Salt marsh,Silt with Organics,54.96895648,-3.5059085,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,2.64,0.576,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 31,Caerlaverock,Nith 31,Salt marsh,Silt with Organics,54.96895648,-3.5059085,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,1.8,0.593,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 31,Caerlaverock,Nith 31,Salt marsh,Silt with Organics,54.96895648,-3.5059085,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,1.21,0.51,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 32,Caerlaverock,Nith 32,Salt marsh,Organic Brown Soil,54.96914113,-3.50596188,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,7.94,0.283,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 32,Caerlaverock,Nith 32,Salt marsh,Organic Brown Soil,54.96914113,-3.50596188,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,7.69,0.527,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 32,Caerlaverock,Nith 32,Salt marsh,Sand,54.96914113,-3.50596188,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,3.37,0.482,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 33,Caerlaverock,Nith 33,Salt marsh,Peat (Turfa herbacea),54.97016244,-3.50647834,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,8.98,0.205,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 33,Caerlaverock,Nith 33,Salt marsh,Peat (Turfa herbacea),54.97016244,-3.50647834,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,6.35,0.421,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 33,Caerlaverock,Nith 33,Salt marsh,Silt with Organics,54.97016244,-3.50647834,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,4.08,0.416,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 33,Caerlaverock,Nith 33,Salt marsh,Silt with Organics - Gritty,54.97016244,-3.50647834,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,4.06,0.443,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 33,Caerlaverock,Nith 33,Salt marsh,Silt with Organics,54.97016244,-3.50647834,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,3.84,0.455,unpublished
Natural,HM,Smeaton et al 2022a,CS Nith 33,Caerlaverock,Nith 33,Salt marsh,Silt with Organics,54.97016244,-3.50647834,direct from dataset,1,UK,Scotland,2019,0.4,0.42,EA,2.35,0.654,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 18,Caerlaverock,Nith 18,Upland,Silt with Organics,54.96787666,-3.51285367,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,10.55,0.432,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 18,Caerlaverock,Nith 18,Upland,Silt with Organics,54.96787666,-3.51285367,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,4.45,0.399,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 18,Caerlaverock,Nith 18,Upland,Silt,54.96787666,-3.51285367,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,2.71,0.427,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 18,Caerlaverock,Nith 18,Upland,Silt with Organics,54.96787666,-3.51285367,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,1.4,0.71,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 18,Caerlaverock,Nith 18,Upland,Silt,54.96787666,-3.51285367,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.98,0.532,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 18,Caerlaverock,Nith 18,Upland,Sand,54.96787666,-3.51285367,direct from dataset,1,UK,Scotland,2019,0.4,0.42,EA,0.72,0.837,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 34,Caerlaverock,Nith 34,Upland,Dark soil,54.97139616,-3.50699028,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,11.71,0.194,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 34,Caerlaverock,Nith 34,Upland,Brown Soil,54.97139616,-3.50699028,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,10.28,0.288,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 34,Caerlaverock,Nith 34,Upland,Humified Organics,54.97139616,-3.50699028,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,9.76,0.704,unpublished
Natural,Terrestrial,Smeaton et al 2022a,CS Nith 34,Caerlaverock,Nith 34,Upland,Humified Organics,54.97139616,-3.50699028,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,7.58,0.698,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 1,Caerlaverock,Nith 1,NA,Peat (Turfa herbacea),54.96519021,-3.50884176,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,2.57,0.665,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 1,Caerlaverock,Nith 1,NA,Peat (Turfa herbacea),54.96519021,-3.50884176,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,0.9,0.565,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 1,Caerlaverock,Nith 1,NA,Peat (Turfa herbacea),54.96519021,-3.50884176,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,1.09,0.859,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 1,Caerlaverock,Nith 1,NA,Muddy Sand,54.96519021,-3.50884176,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.82,0.937,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 1,Caerlaverock,Nith 1,NA,Muddy Sand,54.96519021,-3.50884176,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.84,0.97,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 2,Caerlaverock,Nith 2,NA,Peat (Turfa herbacea),54.96550529,-3.50952164,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,1.35,0.471,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 2,Caerlaverock,Nith 2,NA,Peat (Turfa herbacea),54.96550529,-3.50952164,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,0.75,0.538,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 2,Caerlaverock,Nith 2,NA,Muddy Sand,54.96550529,-3.50952164,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,0.45,0.538,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 2,Caerlaverock,Nith 2,NA,Muddy Sand,54.96550529,-3.50952164,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,0.59,0.654,unpublished
Natural,PM,Smeaton et al 2022a,CS Nith 2,Caerlaverock,Nith 2,NA,Muddy Sand,54.96550529,-3.50952164,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,0.32,0.527,unpublished
Natural,NA,Smeaton et al 2022a,CS DV01,Dale Voe,DV01,NA,NA,60.39925615,-1.25884831,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,12.02,0.311236266,unpublished
Natural,NA,Smeaton et al 2022a,CS DV01,Dale Voe,DV01,NA,NA,60.39925615,-1.25884831,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,7.48,0.275868508,unpublished
Natural,NA,Smeaton et al 2022a,CS DV01,Dale Voe,DV01,NA,NA,60.39925615,-1.25884831,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,9.56,0.410265987,unpublished
Natural,NA,Smeaton et al 2022a,CS DV01,Dale Voe,DV01,NA,NA,60.39925615,-1.25884831,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,8.34,0.459780847,unpublished
Natural,NA,Smeaton et al 2022a,CS DV01,Dale Voe,DV01,NA,NA,60.39925615,-1.25884831,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,3.43,0.601251877,unpublished
Natural,NA,Smeaton et al 2022a,CS DV02,Dale Voe,DV02,NA,NA,60.39921694,-1.25894818,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,10.45,0.290015611,unpublished
Natural,NA,Smeaton et al 2022a,CS DV02,Dale Voe,DV02,NA,NA,60.39921694,-1.25894818,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,12.35,0.254647854,unpublished
Natural,NA,Smeaton et al 2022a,CS DV02,Dale Voe,DV02,NA,NA,60.39921694,-1.25894818,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,9.13,0.318309817,unpublished
Natural,NA,Smeaton et al 2022a,CS DV02,Dale Voe,DV02,NA,NA,60.39921694,-1.25894818,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,7.98,0.389045332,unpublished
Natural,NA,Smeaton et al 2022a,CS DV02,Dale Voe,DV02,NA,NA,60.39921694,-1.25894818,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,4.73,0.530516362,unpublished
Natural,NA,Smeaton et al 2022a,CS DV03,Dale Voe,DV03,NA,NA,60.39917728,-1.25906528,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,12.23,0.396118884,unpublished
Natural,NA,Smeaton et al 2022a,CS DV03,Dale Voe,DV03,NA,NA,60.39917728,-1.25906528,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,12.9,0.226353648,unpublished
Natural,NA,Smeaton et al 2022a,CS DV03,Dale Voe,DV03,NA,NA,60.39917728,-1.25906528,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,8.89,0.459780847,unpublished
Natural,NA,Smeaton et al 2022a,CS DV03,Dale Voe,DV03,NA,NA,60.39917728,-1.25906528,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,9.48,0.325383369,unpublished
Natural,NA,Smeaton et al 2022a,CS DV03,Dale Voe,DV03,NA,NA,60.39917728,-1.25906528,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,3.49,0.495148605,unpublished
Natural,NA,Smeaton et al 2022a,CS DV04,Dale Voe,DV04,NA,NA,60.39914542,-1.25923691,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,14.56,0.290015611,unpublished
Natural,NA,Smeaton et al 2022a,CS DV04,Dale Voe,DV04,NA,NA,60.39914542,-1.25923691,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,12.19,0.254647854,unpublished
Natural,NA,Smeaton et al 2022a,CS DV04,Dale Voe,DV04,NA,NA,60.39914542,-1.25923691,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,10.27,0.290015611,unpublished
Natural,NA,Smeaton et al 2022a,CS DV04,Dale Voe,DV04,NA,NA,60.39914542,-1.25923691,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,7.99,0.396118884,unpublished
Natural,NA,Smeaton et al 2022a,CS DV05,Dale Voe,DV05,NA,NA,60.39908715,-1.25944726,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,16.09,0.226353648,unpublished
Natural,NA,Smeaton et al 2022a,CS DV05,Dale Voe,DV05,NA,NA,60.39908715,-1.25944726,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,10.35,0.290015611,unpublished
Natural,NA,Smeaton et al 2022a,CS DV05,Dale Voe,DV05,NA,NA,60.39908715,-1.25944726,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,11.04,0.33245692,unpublished
Natural,NA,Smeaton et al 2022a,CS DV05,Dale Voe,DV05,NA,NA,60.39908715,-1.25944726,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,5.53,0.728575804,unpublished
Natural,NA,Smeaton et al 2022a,CS DV05,Dale Voe,DV05,NA,NA,60.39908715,-1.25944726,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,3.68,0.629546083,unpublished
Natural,NA,Smeaton et al 2022a,CS DV05,Dale Voe,DV05,NA,NA,60.39908715,-1.25944726,direct from dataset,1,UK,Scotland,2019,0.4,0.42,EA,2.52,0.799311319,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,19.07,0.212206545,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,11.89,0.19098589,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,10.13,0.311236266,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,7.79,0.459780847,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,7.08,0.56588412,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.4,0.42,EA,7.15,0.643693186,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.5,0.52,EA,5.2,0.572957671,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.6,0.62,EA,2.94,0.452707296,unpublished
Natural,NA,Smeaton et al 2022a,CS DV06,Dale Voe,DV06,NA,NA,60.39904334,-1.25963404,direct from dataset,1,UK,Scotland,2019,0.7,0.72,EA,4.26,0.459780847,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,16.89,0.478571429,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,15.7,0.242857143,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,16.84,0.157142857,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.2,0.22,EA,12.14,0.4,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.3,0.32,EA,10.48,0.521428571,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.4,0.42,EA,10.02,0.635714286,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.5,0.52,EA,3.11,0.471428571,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.6,0.62,EA,5.35,0.592857143,unpublished
Natural,NA,Smeaton et al 2022a,CS DV07,Dale Voe,DV07,NA,NA,60.39897204,-1.25994132,direct from dataset,1,UK,Scotland,2019,0.7,0.72,EA,5.15,0.371428571,unpublished
Natural,NA,Smeaton et al 2022a,CS DV08,Dale Voe,DV08,NA,NA,60.39888095,-1.26023327,direct from dataset,1,UK,Scotland,2019,0,0.02,EA,16.48,0.278571429,unpublished
Natural,NA,Smeaton et al 2022a,CS DV08,Dale Voe,DV08,NA,NA,60.39888095,-1.26023327,direct from dataset,1,UK,Scotland,2019,0.04,0.06,EA,16.42,0.214285714,unpublished
Natural,NA,Smeaton et al 2022a,CS DV08,Dale Voe,DV08,NA,NA,60.39888095,-1.26023327,direct from dataset,1,UK,Scotland,2019,0.1,0.12,EA,15.41,0.221428571,unpublished
