"","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","Year_collected_end","U_depth_m","L_depth_m","Method","OC_perc_mean","OC_perc_sd","BD_reported_g_cm3_mean","BD_reported_g_cm3_sd","DOI"
"1","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 1 Rep 1","El Carmoli","Plot 1 Rep 1","Salt marsh",37.69672127,-0.856681827,"direct from dataset","1","Spain","2005","2006",0,0.1,"EA",1.45633333333333,0.63205405886944,0.933333333333333,0.201328918273887,"https://doi.org/10.1016/j.geoderma.2012.03.019"
"2","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 1 Rep 2","El Carmoli","Plot 1 Rep 2","Salt marsh",37.69672127,-0.856681827,"direct from dataset","1","Spain","2005","2006",0,0.1,"EA",1.48266666666667,0.464932611604449,0.7,0.156204993518133,"https://doi.org/10.1016/j.geoderma.2012.03.019"
"3","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 1 Rep 3","El Carmoli","Plot 1 Rep 3","Salt marsh",37.69672127,-0.856681827,"direct from dataset","1","Spain","2005","2006",0,0.1,"EA",0.998666666666667,0.444055552080293,0.69,0.197989898732233,"https://doi.org/10.1016/j.geoderma.2012.03.019"
"4","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 2 Rep 1","El Carmoli","Plot 2 Rep 1","Salt marsh",37.69962576,-0.860868269,"direct from dataset","1","Spain","2005","2006",0,0.1,"EA",1.26466666666667,0.76561892174458,1.10666666666667,0.198578280114753,"https://doi.org/10.1016/j.geoderma.2012.03.019"
"5","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 2 Rep 2","El Carmoli","Plot 2 Rep 2","Salt marsh",37.69962576,-0.860868269,"direct from dataset","1","Spain","2005","2006",0,0.1,"EA",1.39066666666667,0.261077255488358,1.07,0.275136329843952,"https://doi.org/10.1016/j.geoderma.2012.03.019"
"6","Gonzalez-Alcaraz et al 2012","MNGA El Carmoli Plot 2 Rep 3","El Carmoli","Plot 2 Rep 3","Salt marsh",37.69962576,-0.860868269,"direct from dataset","1","Spain","2005","2006",0,0.1,"EA",1.109,0.741207123549147,1.13333333333333,0.331712727119918,"https://doi.org/10.1016/j.geoderma.2012.03.019"
