month,day,Source,Site_name,Site,Plot,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,BD_reported_g_cm3,DOI
3,11,Adame et al 2021,MFA Arco 10m,Arco,Arco 10m,Salt marsh,30.4578789257437,-116.025855087149,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,15.56,0.52,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 10m,Arco,Arco 10m,Salt marsh,30.4578789257437,-116.025855087149,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,10.9,0.64,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 10m,Arco,Arco 10m,Salt marsh,30.4578789257437,-116.025855087149,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,8.34,0.96,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 10m,Arco,Arco 10m,Salt marsh,30.4578789257437,-116.025855087149,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,2.6,1.27,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 30m,Arco,Arco 30m,Salt marsh,30.4577021252893,-116.025837227569,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,14.5,0.52,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 30m,Arco,Arco 30m,Salt marsh,30.4577021252893,-116.025837227569,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,4.67,0.88,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 30m,Arco,Arco 30m,Salt marsh,30.4577021252893,-116.025837227569,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,11.2,1.12,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 30m,Arco,Arco 30m,Salt marsh,30.4577021252893,-116.025837227569,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,7.48,1.32,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 50m,Arco,Arco 50m,Salt marsh,30.4575242986184,-116.025812689808,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,6.55,0.35,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 50m,Arco,Arco 50m,Salt marsh,30.4575242986184,-116.025812689808,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,3.67,0.57,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 50m,Arco,Arco 50m,Salt marsh,30.4575242986184,-116.025812689808,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,2.37,1.02,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 50m,Arco,Arco 50m,Salt marsh,30.4575242986184,-116.025812689808,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,1.12,1.53,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 70m,Arco,Arco 70m,Salt marsh,30.4573420866107,-116.025789898268,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,3.24,0.5,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 70m,Arco,Arco 70m,Salt marsh,30.4573420866107,-116.025789898268,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,2.6,0.7,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 70m,Arco,Arco 70m,Salt marsh,30.4573420866107,-116.025789898268,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,1.25,1.29,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 70m,Arco,Arco 70m,Salt marsh,30.4573420866107,-116.025789898268,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,0.82,1.94,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 90m,Arco,Arco 90m,Salt marsh,30.4571622874464,-116.025769382576,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,4.01,0.79,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 90m,Arco,Arco 90m,Salt marsh,30.4571622874464,-116.025769382576,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,1.68,0.87,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 90m,Arco,Arco 90m,Salt marsh,30.4571622874464,-116.025769382576,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,1.12,1.12,https://doi.org/10.1016/j.ecss.2020.106796
3,11,Adame et al 2021,MFA Arco 90m,Arco,Arco 90m,Salt marsh,30.4571622874464,-116.025769382576,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,1.34,2.32,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 10m,Chapala,Chapala 10m,Salt marsh,30.5133740346101,-115.982799611524,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,10.26,0.29,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 10m,Chapala,Chapala 10m,Salt marsh,30.5133740346101,-115.982799611524,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,6.27,0.49,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 10m,Chapala,Chapala 10m,Salt marsh,30.5133740346101,-115.982799611524,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,2.75,0.82,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 10m,Chapala,Chapala 10m,Salt marsh,30.5133740346101,-115.982799611524,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,2.56,0.87,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 30m,Chapala,Chapala 30m,Salt marsh,30.5134371431058,-115.982996190987,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,8.69,0.35,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 30m,Chapala,Chapala 30m,Salt marsh,30.5134371431058,-115.982996190987,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,7.53,0.5,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 30m,Chapala,Chapala 30m,Salt marsh,30.5134371431058,-115.982996190987,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,2.82,0.82,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 30m,Chapala,Chapala 30m,Salt marsh,30.5134371431058,-115.982996190987,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,2.25,1.02,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 50m,Chapala,Chapala 50m,Salt marsh,30.5135044541256,-115.983188326967,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,8.48,0.36,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 50m,Chapala,Chapala 50m,Salt marsh,30.5135044541256,-115.983188326967,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,6.22,0.42,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 50m,Chapala,Chapala 50m,Salt marsh,30.5135044541256,-115.983188326967,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,3.04,0.6,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 50m,Chapala,Chapala 50m,Salt marsh,30.5135044541256,-115.983188326967,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,4.79,0.7,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 70m,Chapala,Chapala 70m,Salt marsh,30.5135684380306,-115.983386083945,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,11.95,0.26,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 70m,Chapala,Chapala 70m,Salt marsh,30.5135684380306,-115.983386083945,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,9.38,0.25,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 70m,Chapala,Chapala 70m,Salt marsh,30.5135684380306,-115.983386083945,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,6.49,0.67,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 70m,Chapala,Chapala 70m,Salt marsh,30.5135684380306,-115.983386083945,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,0.66,1.34,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 90m,Chapala,Chapala 90m,Salt marsh,30.513634712485,-115.983579700134,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,15.33,0.23,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 90m,Chapala,Chapala 90m,Salt marsh,30.513634712485,-115.983579700134,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,4.84,0.53,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 90m,Chapala,Chapala 90m,Salt marsh,30.513634712485,-115.983579700134,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,13.99,0.61,https://doi.org/10.1016/j.ecss.2020.106796
1,11,Adame et al 2021,MFA Chapala 90m,Chapala,Chapala 90m,Salt marsh,30.513634712485,-115.983579700134,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,3.94,0.79,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 10m,Kenton,Kenton 10m,Salt marsh,30.4653149710291,-115.98006346212,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,6.43,0.52,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 10m,Kenton,Kenton 10m,Salt marsh,30.4653149710291,-115.98006346212,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,3.09,0.64,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 10m,Kenton,Kenton 10m,Salt marsh,30.4653149710291,-115.98006346212,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,3.86,0.96,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 10m,Kenton,Kenton 10m,Salt marsh,30.4653149710291,-115.98006346212,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,0.47,1.27,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 30m,Kenton,Kenton 30m,Salt marsh,30.465416832222,-115.980235827254,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,3.82,0.52,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 30m,Kenton,Kenton 30m,Salt marsh,30.465416832222,-115.980235827254,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,2.41,0.88,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 30m,Kenton,Kenton 30m,Salt marsh,30.465416832222,-115.980235827254,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,2.48,1.12,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 30m,Kenton,Kenton 30m,Salt marsh,30.465416832222,-115.980235827254,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,0.7,1.32,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 50m,Kenton,Kenton 50m,Salt marsh,30.4655152128799,-115.980405848819,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,6.96,0.35,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 50m,Kenton,Kenton 50m,Salt marsh,30.4655152128799,-115.980405848819,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,3.38,0.57,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 50m,Kenton,Kenton 50m,Salt marsh,30.4655152128799,-115.980405848819,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,2.51,1.02,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 50m,Kenton,Kenton 50m,Salt marsh,30.4655152128799,-115.980405848819,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,0.58,1.53,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 70m,Kenton,Kenton 70m,Salt marsh,30.4656175841831,-115.980580505587,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,3.92,0.5,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 70m,Kenton,Kenton 70m,Salt marsh,30.4656175841831,-115.980580505587,direct from dataset and estimated,1,Mexico,2018,0.15,0.3,EA,3.02,0.7,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 70m,Kenton,Kenton 70m,Salt marsh,30.4656175841831,-115.980580505587,direct from dataset and estimated,1,Mexico,2018,0.3,0.5,EA,0.84,1.29,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 70m,Kenton,Kenton 70m,Salt marsh,30.4656175841831,-115.980580505587,direct from dataset and estimated,1,Mexico,2018,0.5,1,EA,0.15,1.94,https://doi.org/10.1016/j.ecss.2020.106796
2,11,Adame et al 2021,MFA Kenton 90m,Kenton,Kenton 90m,Salt marsh,30.4657176916862,-115.98075191678,direct from dataset and estimated,1,Mexico,2018,0,0.15,EA,3.56,0.79,https://doi.org/10.1016/j.ecss.2020.106796
