Species,Source,Site_name,Site,Subsite,Season,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,SOM_perc,BD_reported_g_cm3,Conv_factor,DOI
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 5,Swartkops Estuary,3,Summer,Swartkops_Summer_3_5_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,4.805430461,5.011926365,1.463513333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,6.774754215,6.747778065,1.574246667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,6.295996781,6.325779446,1.125296667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,5.205517087,5.364580949,1.021636667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,2.89714493,3.329876536,1.632563333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,4.004989502,4.306381227,1.215663333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,3.739181766,4.072086175,1.439603333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,3.800832588,4.12642802,1.236846667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,3.714540678,4.050366397,1.258033333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 3 Summer 6,Swartkops Estuary,3,Summer,Swartkops_Summer_3_6_Spartina,Saltmarsh,-33.8692,25.6148,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,2.947512476,3.374272786,1.148416667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,6.580121311,6.576219754,0.85946,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,5.177668942,5.340034326,1.122113333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,5.36644468,5.506429863,1.164956667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,1.862205652,2.417633894,1.173676667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,2.6551159,3.11654112,1.31354,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,1.104581741,1.749829653,1.264536667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,1.572965279,2.162684248,1.172163333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.443953793,2.048967645,1.329576667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 1,Swartkops Estuary,4,Summer,Swartkops_Summer_4_1_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.587219927,2.175248944,1.194593333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,6.953612152,6.905431601,0.816523333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,5.037311001,5.21631644,0.977756667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,2.770442092,3.218194881,0.86491,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,3.735136878,4.068520826,1.105696667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,1.554405768,2.146325049,1.146593333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,11.43176442,10.85267908,1.04406,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,1.31376029,1.934209158,1.157666667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.637497311,2.219565722,1.173363333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 2,Swartkops Estuary,4,Summer,Swartkops_Summer_4_2_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,2.395704414,2.887884014,1.313936667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,7.479619467,7.369078419,0.951423333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,6.476353644,6.484754204,1.009553333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,4.053131216,4.348815528,2.897766667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,2.626706397,3.091499689,0.900166667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,9.286869655,8.962071093,1.171813333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,2.397319306,2.889307453,1.061503333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,1.159817611,1.798517066,1.27237,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.804543022,2.366807424,1.233146667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 3,Swartkops Estuary,4,Summer,Swartkops_Summer_4_3_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,2.481524149,2.96352944,1.319513333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,8.072257009,7.891456156,0.62382,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,7.551768746,7.432674082,0.810123333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,14.15498152,13.25304673,0.649056667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,7.411189311,7.308760962,0.665226667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,1.982453602,2.523625917,1.39046,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,2.732471504,3.184725874,1.01601,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,0.828117021,1.50614105,1.227503333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.61275153,2.197753663,1.318773333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 4,Swartkops Estuary,4,Summer,Swartkops_Summer_4_4_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,2.695667742,3.152285361,1.110773333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,3.307798252,3.691845087,1.17026,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,3.401288441,3.7742516,1.004906667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,3.098137231,3.507040309,0.99872,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,2.979350203,3.40233601,0.9688,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,2.458702556,2.943413447,0.965516667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,1.3123118010000001,1.932932394,1.285233333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,0.838623268,1.515401735,1.127446667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,2.02821012,2.563957797,1.289663333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 5,Swartkops Estuary,4,Summer,Swartkops_Summer_4_5_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,2.184990045,2.702150767,1.357643333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,5.547292833,5.665837667,0.940713333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,5.797093273,5.886023158,0.824623333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,5.302138958,5.449747869,0.943886667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,4.317789151,4.582097092,0.9362,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,4.16237521,4.445108162,0.75444,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,4.094883998,4.385618333,0.449533333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,5.582945942,5.697263942,0.81492,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,3.583762404,3.935092467,0.664406667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 4 Summer 6,Swartkops Estuary,4,Summer,Swartkops_Summer_4_6_Spartina,Saltmarsh,-33.866,25.6104,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.7242455,2.296029529,1.049436667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,3.625887931,3.972223826,1.155753333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,2.413569693,2.903631285,1.315623333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,2.920219466,3.350215483,1.35722,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.2,0.3,LOI,3.104720726,3.512843302,1.493106667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.3,0.4,LOI,3.402971603,3.775735216,1.305906667,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.4,0.5,LOI,2.811979023,3.254807425,1.386663333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.5,0.65,LOI,2.871725628,3.307470805,1.395713333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.65,0.85,LOI,1.551611905,2.143862411,1.551413333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 1,Swartkops Estuary,5,Summer,Swartkops_Summer_5_1_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.85,1,LOI,1.96514249,2.508367113,0.121263333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 2,Swartkops Estuary,5,Summer,Swartkops_Summer_5_2_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0,0.05,LOI,4.166079518,4.448373308,1.021973333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 2,Swartkops Estuary,5,Summer,Swartkops_Summer_5_2_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.05,0.1,LOI,3.522003657,3.880655493,1.298463333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
Spartina maritima,Human et al 2022,LRDH Swartkops 5 Summer 2,Swartkops Estuary,5,Summer,Swartkops_Summer_5_2_Spartina,Saltmarsh,-33.8504,25.5967,direct from dataset,1,SouthAfrica,2018,0.1,0.2,LOI,3.88993115,4.204963552,1.178033333,(1.1345*SOM_perc)-0.8806,https://doi.org/10.1016/j.scitotenv.2022.156955
