study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,cs137_activity_661keV,cs137_activity_se_661keV,cs137_unit,pb210_activity_46.5keV,pb210_activity_se_46.5keV,pb210_unit,pb214_activity_295keV,pb214_activity_se_295keV,pb214_activity_351.9keV,pb214_activity_se_351.9keV,pb214_unit,bi214_activity_609keV,bi214_activity_se_609keV,bi214_unit
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,48,49,replicate_1,1.022027515923567,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,49,50,replicate_1,0.9023332484076434,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,50,51,replicate_1,0.9116784713375796,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,51,52,replicate_1,1.0126267515923568,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,52,53,replicate_1,0.9454165605095541,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,53,54,replicate_1,0.962751592356688,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,54,55,replicate_1,0.8980484076433122,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,55,60,replicate_1,0.9425059872611465,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,60,65,replicate_1,1.0621391082802547,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,65,70,replicate_1,1.1383704458598725,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,push core,2,3,fraction_organic_matter_1,NA,0.09712482468442996,0.17868018745086106,0.03212669770366482,DPM/g,2.2618024715094025,0.08802722016534924,DPM/g,1.1870878235778375,0.08848218513587357,1.1596705279832007,0.05923726901541664,DPM/g,1.0083620072716344,0.07138125456230901,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,push core,2,3,fraction_organic_matter_2,NA,0.07813673929376605,0.17868018745086106,0.03212669770366482,DPM/g,2.2618024715094025,0.08802722016534924,DPM/g,1.1870878235778375,0.08848218513587357,1.1596705279832007,0.05923726901541664,DPM/g,1.0083620072716344,0.07138125456230901,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,push core,5,6,fraction_organic_matter_1,NA,0.09016191337223387,0.09836491000165672,0.030847235776519544,DPM/g,1.7419510141279855,0.07611044110300087,DPM/g,1.314070057008261,0.08602802388649353,1.2104834879207487,0.058928320665902686,DPM/g,0.9482313672824259,0.07035278701432934,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,push core,5,6,fraction_organic_matter_2,NA,0.08308494783904458,0.09836491000165672,0.030847235776519544,DPM/g,1.7419510141279855,0.07611044110300087,DPM/g,1.314070057008261,0.08602802388649353,1.2104834879207487,0.058928320665902686,DPM/g,0.9482313672824259,0.07035278701432934,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,push core,10,11,fraction_organic_matter_1,NA,0.09616997483925144,0.19459610931211693,0.03127159476645718,DPM/g,1.7435709022432835,0.08879437240049631,DPM/g,1.2900145247019514,0.08505263695590552,1.119999719761556,0.056819539484557126,DPM/g,1.0868489506286882,0.07409804179945462,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,push core,10,11,fraction_organic_matter_2,NA,0.07878909382518211,0.19459610931211693,0.03127159476645718,DPM/g,1.7435709022432835,0.08879437240049631,DPM/g,1.2900145247019514,0.08505263695590552,1.119999719761556,0.056819539484557126,DPM/g,1.0868489506286882,0.07409804179945462,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,15,16,fraction_organic_matter_1,NA,0.07792878031996825,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,15,16,fraction_organic_matter_2,NA,0.07802690582959493,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,20,21,fraction_organic_matter_1,NA,0.09433027977222087,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,20,21,fraction_organic_matter_2,NA,0.10200546946216811,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,22,23,fraction_organic_matter_1,NA,0.09691235059760685,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,22,23,fraction_organic_matter_2,NA,0.0959061231692305,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,25,26,fraction_organic_matter_1,NA,0.0739795918367324,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,25,26,fraction_organic_matter_2,NA,0.07502264679238879,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,28,29,fraction_organic_matter_1,NA,0.06256497495510994,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,28,29,fraction_organic_matter_2,NA,0.05926140757926897,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,31,32,fraction_organic_matter_1,NA,0.058514246947079226,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,31,32,fraction_organic_matter_2,NA,0.06212782850337081,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,34,35,fraction_organic_matter_1,NA,0.04433497536946257,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,34,35,fraction_organic_matter_2,NA,0.04238075137189008,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,40,41,fraction_organic_matter_1,NA,0.03889921904053216,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,40,41,fraction_organic_matter_2,NA,0.04044744055115247,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,45,46,fraction_organic_matter_1,NA,0.02899989549587316,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,45,46,fraction_organic_matter_2,NA,0.03109228550828624,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,50,51,fraction_organic_matter_1,NA,0.026832774317201564,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G12,russian corer,50,51,fraction_organic_matter_2,NA,0.025840877750466156,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,0,5,fraction_organic_matter_1,NA,0.6921257181480216,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,0,5,fraction_organic_matter_2,NA,0.6669234472797299,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,0,5,NA,0.21206012738853502,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,5,10,fraction_organic_matter_1,NA,0.5104812834224582,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,5,10,fraction_organic_matter_2,NA,0.5402471609886421,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,5,10,NA,0.18565707006369428,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,10,12,fraction_organic_matter_1,NA,0.5169346869104308,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,10,12,fraction_organic_matter_2,NA,0.49680496804967994,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,10,12,NA,0.2444535031847134,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,12,14,fraction_organic_matter_1,NA,0.4492457420924562,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,12,14,fraction_organic_matter_2,NA,0.3752378686964822,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,12,14,NA,0.09977070063694267,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,14,16,fraction_organic_matter_1,NA,0.328181818181817,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,14,16,fraction_organic_matter_2,NA,0.3253839935327423,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,14,16,NA,0.19747770700636946,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,16,18,fraction_organic_matter_1,NA,0.179001381488057,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,16,18,fraction_organic_matter_2,NA,0.1768005384787946,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,16,18,NA,0.44024968152866245,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,18,20,fraction_organic_matter_1,NA,0.12696966936879078,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,18,20,fraction_organic_matter_2,NA,0.12353723404255365,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,18,20,NA,0.6469146496815287,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,20,22,fraction_organic_matter_1,NA,0.10020637468470812,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,20,22,fraction_organic_matter_2,NA,0.09302447186781038,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,20,22,NA,0.8999388535031846,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,22,25,fraction_organic_matter_1,NA,0.058849688704415405,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,22,25,fraction_organic_matter_2,NA,0.05292984245721351,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,22,25,NA,1.3546938428874737,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,25,30,fraction_organic_matter_1,NA,0.03796600553178466,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,25,30,fraction_organic_matter_2,NA,0.037377431151094556,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G9,russian corer,25,30,NA,1.3280896815286622,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,0,5,fraction_organic_matter_1,NA,0.30173854898027247,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,0,5,fraction_organic_matter_2,NA,0.26732743362831907,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,0,5,NA,0.1532433121019108,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,5,8,fraction_organic_matter_1,NA,0.3491163721240401,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,5,8,fraction_organic_matter_2,NA,0.33367290238933384,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,5,8,NA,0.21382929936305733,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,8,10,fraction_organic_matter_1,NA,0.5544817802996727,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,8,10,fraction_organic_matter_2,NA,0.474829027355621,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,8,10,NA,0.17230063694267517,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,10,12,fraction_organic_matter_1,NA,0.3051700208188798,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,10,12,fraction_organic_matter_2,NA,0.2968242511728615,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,10,12,NA,0.2017222929936306,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,12,14,fraction_organic_matter_1,NA,0.19273500906153815,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,12,14,fraction_organic_matter_2,NA,0.2069302098584701,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,12,14,NA,0.3414929936305733,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,14,16,fraction_organic_matter_1,NA,0.14839371694687453,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,14,16,fraction_organic_matter_2,NA,0.18806921675774002,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,14,16,NA,0.3582165605095542,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,16,18,fraction_organic_matter_1,NA,0.09942594718714065,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,16,18,fraction_organic_matter_2,NA,0.10339447806354257,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,16,18,NA,0.6771515923566879,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,18,20,fraction_organic_matter_1,NA,0.09208517476898054,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,18,20,fraction_organic_matter_2,NA,0.08201413111528767,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,18,20,NA,0.6555668789808917,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,20,25,fraction_organic_matter_1,NA,0.05449415805452531,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,20,25,fraction_organic_matter_2,NA,0.05814832940338892,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,20,25,NA,0.9167755414012739,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,25,30,fraction_organic_matter_1,NA,0.04289729041836777,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,25,30,fraction_organic_matter_2,NA,0.044548768915746016,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G7,russian corer,25,30,NA,1.0532993630573249,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,0,1,replicate_2,0.10164585987261149,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,1,2,replicate_2,0.12491210191082805,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,2,3,replicate_2,0.11535286624203821,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,3,4,replicate_2,0.10142165605095542,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,4,5,replicate_2,0.10707770700636943,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,5,6,replicate_2,0.16095796178343952,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,6,7,replicate_2,0.08623694267515924,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,7,8,replicate_2,0.12485095541401273,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,8,9,replicate_2,0.1468942675159236,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,9,10,replicate_2,0.09744713375796178,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,10,11,replicate_2,0.06845350318471337,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,11,12,replicate_2,0.10906496815286627,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,12,13,replicate_2,0.11781910828025477,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,13,14,replicate_2,0.1465171974522293,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,14,15,replicate_2,0.1061707006369427,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,15,16,replicate_2,0.11557707006369428,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,16,17,replicate_2,0.11979617834394904,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,17,18,replicate_2,0.11601528662420381,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,18,19,replicate_2,0.103256050955414,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,19,20,replicate_2,0.10786242038216563,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,20,21,replicate_2,0.13088407643312103,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,21,22,replicate_2,0.28931464968152865,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,22,23,replicate_2,0.4460331210191083,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,23,24,replicate_2,0.537151592356688,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
Schieder_and_Kirwan_2019,Goodwin Island,G6,russian corer,24,25,replicate_2,0.35762547770700637,NA,NA,NA,DPM/g,NA,NA,DPM/g,NA,NA,NA,NA,DPM/g,NA,NA,DPM/g
