Marsh_ID,Site_ID,Nation,Marsh_Type,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Sampling_Method,Core_Depth_cm,Purpose
Sunderland,SUN-05,England,Natural,2019,54.00307552,-2.8943005,341480,456709.00,4.61,Narrow Gouge,100,Soil_C_Stocks
Sunderland,SUN-06,England,Natural,2019,54.00311722,-2.89582224,341380,456715.00,3.44,Narrow Gouge,89,Soil_C_Stocks
Sunderland,SUN-07,England,Natural,2019,53.99985981,-2.88578637,342034,456344.00,4.82,Narrow Gouge,94,Soil_C_Stocks
Sunderland,SUN-08,England,Natural,2019,53.99961385,-2.8867994,341967,456318.00,4.76,Narrow Gouge,91,Soil_C_Stocks
Sunderland,SUN-09,England,Natural,2019,53.99937561,-2.88841055,341861,456293.00,4.96,Narrow Gouge,99,Soil_C_Stocks
Sunderland,SUN-10,England,Natural,2019,53.99923354,-2.89027093,341739,456278.00,5.16,Narrow Gouge,98.5,Soil_C_Stocks
Sunderland,SUN-11,England,Natural,2019,53.9989268,-2.89269591,341579,456246.00,4.33,Narrow Gouge,100,Soil_C_Stocks
Sunderland,SUN-12,England,Natural,2019,53.9988973,-2.89380074,341507,456244.00,4.00,Narrow Gouge,91,Soil_C_Stocks
Sunderland,SUN-13,England,Natural,2019,54.00428905,-2.88904867,341826,456840.00,5.20,Narrow Gouge,100,Soil_C_Stocks
Sunderland,SUN-14,England,Natural,2019,54.00228914,-2.89010445,341754,456618.00,4.97,Narrow Gouge,98,Soil_C_Stocks
Sunderland,SUN-15,England,Natural,2019,54.00121791,-2.89057783,341721,456499.00,4.85,Narrow Gouge,86,Soil_C_Stocks
Sunderland,SUN-16,England,Natural,2019,53.99996781,-2.89115705,341682,456361.00,5.12,Narrow Gouge,100,Soil_C_Stocks
Sunderland,SUN-17,England,Natural,2019,53.99774333,-2.89243523,341595,456114.00,4.51,Narrow Gouge,97,Soil_C_Stocks
Tollesbury,TL-Mr-1,England,Managed_realignment,2019,51.76844696,0.84021234,596070,211568.00,1.65,Narrow Gouge,66,Soil_C_Stocks
Tollesbury,TL-Mr-2,England,Managed_realignment,2019,51.76843025,0.83940303,596015,211564.00,1.62,Narrow Gouge,63,Soil_C_Stocks
Tollesbury,TL-Mr-3,England,Managed_realignment,2019,51.76841048,0.83867716,595965,211560.00,1.66,Narrow Gouge,73,Soil_C_Stocks
Tollesbury,TL-Mr-4,England,Managed_realignment,2019,51.76840885,0.8379618,595915,211558.00,1.70,Narrow Gouge,56,Soil_C_Stocks
Tollesbury,TL-Mr-5,England,Managed_realignment,2019,51.76840038,0.83710577,595856,211555.00,1.99,Narrow Gouge,40,Soil_C_Stocks
Tollesbury,TL-Mr-6,England,Managed_realignment,2019,51.76887425,0.83857589,595956,211611.00,1.72,Narrow Gouge,71,Soil_C_Stocks
Tollesbury,TL-Mr-7,England,Managed_realignment,2019,51.76800902,0.8386591,595965,211516.00,1.60,Narrow Gouge,55,Soil_C_Stocks
Tollesbury,TL-Na-1,England,Natural,2019,51.769839,0.8386148,595954,211719.00,2.54,Narrow Gouge,56,Soil_C_Stocks
Tollesbury,TL-Na-2,England,Natural,2019,51.7696491,0.83778648,595898,211696.00,2.58,Narrow Gouge,67,Soil_C_Stocks
Tollesbury,TL-Na-3,England,Natural,2019,51.76942999,0.83693762,595840,211669.00,2.59,Narrow Gouge,54,Soil_C_Stocks
Tollesbury,TL-Na-4,England,Natural,2019,51.77026748,0.83817706,595922,211765.00,2.62,Narrow Gouge,58,Soil_C_Stocks
Tollesbury,TL-Na-5,England,Natural,2019,51.76966,0.838824,595969,211700.00,2.64,Narrow Gouge,78,Soil_C_Stocks
Tollesbury,TL-Na-6,England,Natural,2019,51.77000587,0.83939669,596007,211740.00,NA,Narrow Gouge,65,Soil_C_Stocks
Wallasea Island,WI-Hs-1,England,Historic_breach,2019,51.62199798,0.80818946,594488,195199.00,2.25,Narrow Gouge,90,Soil_C_Stocks
Wallasea Island,WI-Hs-2,England,Historic_breach,2019,51.62206024,0.80744712,594436,195204.00,2.38,Narrow Gouge,90,Soil_C_Stocks
Wallasea Island,WI-Hs-3,England,Historic_breach,2019,51.62210707,0.80676215,594389,195208.00,2.30,Narrow Gouge,79,Soil_C_Stocks
Wallasea Island,WI-Hs-4,England,Historic_breach,2019,51.62211744,0.80606362,594340,195207.00,2.17,Narrow Gouge,70,Soil_C_Stocks
Wallasea Island,WI-Hs-5,England,Historic_breach,2019,51.62232691,0.80751555,594440,195234.00,2.37,Narrow Gouge,79,Soil_C_Stocks
Wallasea Island,WI-Hs-6,England,Historic_breach,2019,51.62188819,0.80726498,594424,195185.00,2.42,Narrow Gouge,63,Soil_C_Stocks
Wallasea Island,WI-Na-1,England,Natural,2019,51.6208943,0.81078265,594672,195083.00,2.72,Narrow Gouge,71,Soil_C_Stocks
Wallasea Island,WI-Na-2,England,Natural,2019,51.62082792,0.81122549,594703,195077.00,2.65,Narrow Gouge,93,Soil_C_Stocks
Wallasea Island,WI-Na-3,England,Natural,2019,51.62069349,0.81189626,594750,195064.00,2.52,Narrow Gouge,74,Soil_C_Stocks
Wallasea Island,WI-Na-4,England,Natural,2019,51.6205079,0.81258926,594799,195045.00,2.69,Narrow Gouge,68,Soil_C_Stocks
Wallasea Island,WI-Na-5,England,Natural,2019,51.62032847,0.81329626,594848,195027.00,2.66,Narrow Gouge,65,Soil_C_Stocks
Wallasea Island,WI-Na-6,England,Natural,2019,51.62095784,0.81204713,594759,195094.00,2.72,Narrow Gouge,22,Soil_C_Stocks
Wallasea Island,WI-Na-7,England,Natural,2019,51.62052115,0.81177752,594743,195045.00,2.68,Narrow Gouge,70,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,stem 3,Scotland,Natural,2019,58.98179247,-3.25199441,328132,1011190.00,0.01,Narrow Gouge,32,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,Sten 1,Scotland,Natural,2019,58.9820215,-3.25202029,328131,1011216.00,1.03,Narrow Gouge,28,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 10,Scotland,Natural,2019,58.9819483,-3.24822363,328349,1011203.00,1.17,Narrow Gouge,30,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 11,Scotland,Natural,2019,58.98165621,-3.24753733,328388,1011170.00,2.06,Narrow Gouge,18,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 12,Scotland,Natural,2019,58.98032507,-3.24664613,328437,1011021.00,2.03,Narrow Gouge,27,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 13,Scotland,Natural,2019,58.97976241,-3.24661769,328437,1010958.00,1.91,Narrow Gouge,46,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 15,Scotland,Natural,2019,58.97517385,-3.24818768,328337,1010449.00,1.92,Narrow Gouge,23,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 16,Scotland,Natural,2019,58.9756462,-3.24974042,328249,1010503.00,1.96,Narrow Gouge,51,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 17,Scotland,Natural,2019,58.97687471,-3.24773226,328367,1010638.00,1.91,Narrow Gouge,26,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 2,Scotland,Natural,2019,58.98202758,-3.2520751,328128,1011216.00,1.56,Narrow Gouge,25,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 4,Scotland,Natural,2019,58.98213968,-3.25206989,328129,1011229.00,1.24,Narrow Gouge,30,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 5,Scotland,Natural,2019,58.98251577,-3.25325308,328062,1011272.00,-0.96,Narrow Gouge,28,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 6,Scotland,Natural,2019,58.98251237,-3.25038367,328226,1011269.00,0.44,Narrow Gouge,30,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 7,Scotland,Natural,2019,58.9825273,-3.25021225,328236,1011270.00,1.82,Narrow Gouge,38,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 8,Scotland,Natural,2019,58.98186235,-3.249665,328266,1011195.00,0.43,Narrow Gouge,23,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten 9,Scotland,Natural,2019,58.98202005,-3.24942635,328280,1011213.00,1.95,Narrow Gouge,24,Soil_C_Stocks
Bridge of Waithe and Cummi Ness,sten14,Scotland,Natural,2019,58.97558212,-3.24739081,328384,1010494.00,1.91,Narrow Gouge,23,Soil_C_Stocks
Caerlaverock,Nith 1,Scotland,Natural,2019,54.96519021,-3.50884176,303497,564438.00,-1.51,Narrow Gouge,38,Soil_C_Stocks
Caerlaverock,Nith 10,Scotland,Natural,2019,54.96835751,-3.5158645,303055,564800.00,4.35,Narrow Gouge,43,Soil_C_Stocks
Caerlaverock,Nith 11,Scotland,Natural,2019,54.9687612,-3.51663991,303006,564846.00,4.64,Narrow Gouge,15,Soil_C_Stocks
Caerlaverock,Nith 12,Scotland,Natural,2019,54.96917637,-3.51745028,302956,564893.00,4.98,Narrow Gouge,19,Soil_C_Stocks
Caerlaverock,Nith 13,Scotland,Natural,2019,54.96960706,-3.51829041,302903,564942.00,5.36,Narrow Gouge,35,Soil_C_Stocks
Caerlaverock,Nith 14,Scotland,Natural,2019,54.9699446,-3.51892606,302863,564981.00,5.54,Narrow Gouge,36,Soil_C_Stocks
Caerlaverock,Nith 15,Scotland,Natural,2019,54.97038346,-3.51951886,302826,565030.00,5.50,Narrow Gouge,39,Soil_C_Stocks
Caerlaverock,Nith 16,Scotland,Natural,2019,54.97061874,-3.52004956,302793,565057.00,5.47,Narrow Gouge,47,Soil_C_Stocks
Caerlaverock,Nith 17,Scotland,Natural,2019,54.96811406,-3.51445622,303145,564771.00,4.23,Narrow Gouge,64,Soil_C_Stocks
Caerlaverock,Nith 18,Scotland,Natural,2019,54.96787666,-3.51285367,303247,564742.00,4.27,Narrow Gouge,40,Soil_C_Stocks
Caerlaverock,Nith 19,Scotland,Natural,2019,54.96770384,-3.511736,303318,564721.00,4.83,Narrow Gouge,44,Soil_C_Stocks
Caerlaverock,Nith 2,Scotland,Natural,2019,54.96550529,-3.50952164,303454,564474.00,3.12,Narrow Gouge,38,Soil_C_Stocks
Caerlaverock,Nith 20,Scotland,Natural,2019,54.96751876,-3.51068804,303384,564699.00,4.73,Narrow Gouge,28,Soil_C_Stocks
Caerlaverock,Nith 21,Scotland,Natural,2019,54.96732265,-3.509797,303441,564676.00,5.01,Narrow Gouge,31,Soil_C_Stocks
Caerlaverock,Nith 22,Scotland,Natural,2019,54.96715948,-3.50902883,303490,564657.00,4.85,Narrow Gouge,40,Soil_C_Stocks
Caerlaverock,Nith 23,Scotland,Natural,2019,54.96693829,-3.50800231,303555,564631.00,4.72,Narrow Gouge,20,Soil_C_Stocks
Caerlaverock,Nith 24,Scotland,Natural,2019,54.9664561,-3.50627541,303664,564575.00,4.61,Narrow Gouge,40,Soil_C_Stocks
Caerlaverock,Nith 25,Scotland,Natural,2019,54.96607417,-3.50468593,303765,564530.00,2.53,Narrow Gouge,40,Soil_C_Stocks
Caerlaverock,Nith 26,Scotland,Natural,2019,54.96559876,-3.50449644,303776,564477.00,-0.99,Narrow Gouge,40,Soil_C_Stocks
Caerlaverock,Nith 27,Scotland,Natural,2019,54.96657038,-3.50482852,303757,564586.00,4.42,Narrow Gouge,31,Soil_C_Stocks
Caerlaverock,Nith 28,Scotland,Natural,2019,54.96705627,-3.50497599,303749,564640.00,3.99,Narrow Gouge,34,Soil_C_Stocks
Caerlaverock,Nith 29,Scotland,Natural,2019,54.96772851,-3.50520514,303736,564715.00,3.65,Narrow Gouge,37,Soil_C_Stocks
Caerlaverock,Nith 3,Scotland,Natural,2019,54.9663895,-3.51147908,303331,564575.00,3.88,Narrow Gouge,30,Soil_C_Stocks
Caerlaverock,Nith 30,Scotland,Natural,2019,54.9684546,-3.50537088,303727,564796.00,3.50,Narrow Gouge,34,Soil_C_Stocks
Caerlaverock,Nith 31,Scotland,Natural,2019,54.96895648,-3.5059085,303694,564853.00,4.68,Narrow Gouge,34,Soil_C_Stocks
Caerlaverock,Nith 32,Scotland,Natural,2019,54.96914113,-3.50596188,303691,564873.00,4.89,Narrow Gouge,10,Soil_C_Stocks
Caerlaverock,Nith 33,Scotland,Natural,2019,54.97016244,-3.50647834,303660,564988.00,5.11,Narrow Gouge,41,Soil_C_Stocks
Caerlaverock,Nith 34,Scotland,Natural,2019,54.97139616,-3.50699028,303630,565126.00,5.25,Narrow Gouge,34,Soil_C_Stocks
Caerlaverock,Nith 4,Scotland,Natural,2019,54.96663216,-3.51202063,303297,564603.00,3.77,Narrow Gouge,20,Soil_C_Stocks
Caerlaverock,Nith 5,Scotland,Natural,2019,54.96701807,-3.51291017,303241,564647.00,3.27,Narrow Gouge,32,Soil_C_Stocks
Caerlaverock,Nith 6,Scotland,Natural,2019,54.96724262,-3.51341607,303209,564673.00,3.27,Narrow Gouge,28,Soil_C_Stocks
Caerlaverock,Nith 7,Scotland,Natural,2019,54.96754671,-3.51411011,303165,564707.00,3.79,Narrow Gouge,26,Soil_C_Stocks
Caerlaverock,Nith 8,Scotland,Natural,2019,54.96773473,-3.5145478,303138,564729.00,4.19,Narrow Gouge,41,Soil_C_Stocks
Caerlaverock,Nith 9,Scotland,Natural,2019,54.96814284,-3.51539934,303084,564775.00,3.98,Narrow Gouge,46,Soil_C_Stocks
Dale Voe,DV01,Scotland,Natural,2019,60.39925615,-1.25884831,440942,1168602.00,-0.90,Narrow Gouge,32,Soil_C_Stocks
Dale Voe,DV02,Scotland,Natural,2019,60.39921694,-1.25894818,440936,1168598.00,0.10,Narrow Gouge,34,Soil_C_Stocks
Dale Voe,DV03,Scotland,Natural,2019,60.39917728,-1.25906528,440930,1168593.00,0.69,Narrow Gouge,36,Soil_C_Stocks
Dale Voe,DV04,Scotland,Natural,2019,60.39914542,-1.25923691,440920,1168590.00,0.94,Narrow Gouge,22,Soil_C_Stocks
Dale Voe,DV05,Scotland,Natural,2019,60.39908715,-1.25944726,440909,1168583.00,1.03,Narrow Gouge,42,Soil_C_Stocks
Dale Voe,DV06,Scotland,Natural,2019,60.39904334,-1.25963404,440899,1168578.00,1.10,Narrow Gouge,73,Soil_C_Stocks
Dale Voe,DV07,Scotland,Natural,2019,60.39897204,-1.25994132,440882,1168570.00,0.99,Narrow Gouge,72,Soil_C_Stocks
Dale Voe,DV08,Scotland,Natural,2019,60.39888095,-1.26023327,440866,1168560.00,1.28,Narrow Gouge,83,Soil_C_Stocks
Dale Voe,DV09,Scotland,Natural,2019,60.3988486,-1.26040449,440856,1168556.00,1.44,Narrow Gouge,82,Soil_C_Stocks
Dale Voe,DV10,Scotland,Natural,2019,60.39902147,-1.26048939,440851,1168575.00,1.05,Narrow Gouge,23,Soil_C_Stocks
Dale Voe,DV11,Scotland,Natural,2019,60.39914838,-1.26080304,440834,1168589.00,1.05,Narrow Gouge,21,Soil_C_Stocks
Dale Voe,DV12,Scotland,Natural,2019,60.39931088,-1.26110238,440817,1168607.00,1.02,Narrow Gouge,24,Soil_C_Stocks
Dale Voe,DV13,Scotland,Natural,2019,60.39874654,-1.25918964,440923,1168545.00,0.94,Narrow Gouge,43,Soil_C_Stocks
Kyle of Tongue,KT 18 1,Scotland,Natural,2018,58.44751076,-4.47844363,255449,953691.00,2.28,Narrow Gouge,73,Soil_C_Stocks
Kyle of Tongue,KT 18 10,Scotland,Natural,2018,58.44726438,-4.47836548,255453,953664.00,2.23,Narrow Gouge,94,Soil_C_Stocks
Kyle of Tongue,KT 18 11,Scotland,Natural,2018,58.44737428,-4.47864747,255437,953677.00,2.07,Narrow Gouge,51,Soil_C_Stocks
Kyle of Tongue,KT 18 12,Scotland,Natural,2018,58.44745479,-4.47893856,255420,953686.00,2.09,Narrow Gouge,79,Soil_C_Stocks
Kyle of Tongue,KT 18 13,Scotland,Natural,2018,58.44753474,-4.47927882,255400,953696.00,2.01,Narrow Gouge,78,Soil_C_Stocks
Kyle of Tongue,KT 18 14,Scotland,Natural,2018,58.44761158,-4.47957118,255384,953705.00,2.30,Narrow Gouge,39,Soil_C_Stocks
Kyle of Tongue,KT 18 15,Scotland,Natural,2018,58.4477136,-4.47986281,255367,953717.00,2.21,Narrow Gouge,62,Soil_C_Stocks
Kyle of Tongue,KT 18 16,Scotland,Natural,2018,58.4478236,-4.48015851,255350,953730.00,2.23,Narrow Gouge,40,Soil_C_Stocks
Kyle of Tongue,KT 18 17,Scotland,Natural,2018,58.44788,-4.48043222,255334,953737.00,2.31,Narrow Gouge,67,Soil_C_Stocks
Kyle of Tongue,KT 18 18,Scotland,Natural,2018,58.44759104,-4.4788041,255428,953701.00,2.12,Narrow Gouge,80,Soil_C_Stocks
Kyle of Tongue,KT 18 19,Scotland,Natural,2018,58.44773402,-4.47864931,255438,953717.00,2.22,Narrow Gouge,72,Soil_C_Stocks
Kyle of Tongue,KT 18 2,Scotland,Natural,2018,58.44718724,-4.47814548,255465,953655.00,2.33,Narrow Gouge,74,Soil_C_Stocks
Kyle of Tongue,KT 18 20,Scotland,Natural,2018,58.44785986,-4.47845211,255450,953730.00,2.25,Narrow Gouge,84,Soil_C_Stocks
Kyle of Tongue,KT 18 21,Scotland,Natural,2018,58.4479603,-4.47835233,255456,953741.00,2.29,Narrow Gouge,87,Soil_C_Stocks
Kyle of Tongue,KT 18 22,Scotland,Natural,2018,58.44731354,-4.47912788,255408,953671.00,2.14,Narrow Gouge,60,Soil_C_Stocks
Kyle of Tongue,KT 18 23,Scotland,Natural,2018,58.44717446,-4.4792695,255399,953656.00,2.21,Narrow Gouge,62,Soil_C_Stocks
Kyle of Tongue,KT 18 24,Scotland,Natural,2018,58.44705834,-4.47932752,255396,953643.00,2.42,Narrow Gouge,97,Soil_C_Stocks
Kyle of Tongue,KT 18 25,Scotland,Natural,2018,58.44585039,-4.4839288,255122,953519.00,-0.83,Narrow Gouge,74,Soil_C_Stocks
Kyle of Tongue,KT 18 26,Scotland,Natural,2018,58.4467956,-4.48354161,255149,953623.00,-1.65,Narrow Gouge,77,Soil_C_Stocks
Kyle of Tongue,KT 18 28,Scotland,Natural,2018,58.44677237,-4.47672397,255546,953606.00,2.31,Narrow Gouge,NA,Soil_C_Stocks
Kyle of Tongue,KT 18 3,Scotland,Natural,2018,58.44705476,-4.47837318,255451,953641.00,2.77,Narrow Gouge,80,Soil_C_Stocks
Kyle of Tongue,KT 18 31,Scotland,Natural,2018,58.44892164,-4.48076929,255319,953854.00,2.42,Narrow Gouge,63,Soil_C_Stocks
Kyle of Tongue,KT 18 32,Scotland,Natural,2018,58.44870902,-4.4798487,255372,953828.00,2.15,Narrow Gouge,60,Soil_C_Stocks
Kyle of Tongue,KT 18 4,Scotland,Natural,2018,58.44702398,-4.47848413,255445,953637.00,2.89,Narrow Gouge,95,Soil_C_Stocks
Kyle of Tongue,KT 18 5,Scotland,Natural,2018,58.44733198,-4.47779023,255486,953670.00,1.87,Narrow Gouge,81,Soil_C_Stocks
Kyle of Tongue,KT 18 6,Scotland,Natural,2018,58.44705114,-4.47792346,255477,953639.00,1.98,Narrow Gouge,77,Soil_C_Stocks
Kyle of Tongue,KT 18 7,Scotland,Natural,2018,58.44693645,-4.47772615,255488,953626.00,1.94,Narrow Gouge,69,Soil_C_Stocks
Kyle of Tongue,KT 18 8,Scotland,Natural,2018,58.44684809,-4.47741258,255506,953616.00,2.61,Narrow Gouge,74,Soil_C_Stocks
Kyle of Tongue,KT 18 9,Scotland,Natural,2018,58.44673076,-4.47710772,255524,953602.00,2.66,Narrow Gouge,78,Soil_C_Stocks
Loch Laich,LL1,Scotland,Natural,2019,56.567,-5.373,192863,746765.00,2.26,Narrow Gouge,44,Soil_C_Stocks
Loch Laich,LL10,Scotland,Natural,2019,56.563,-5.356,193885,746269.00,5.92,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL11,Scotland,Natural,2019,56562,-5.356,0,0.00,6.20,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL12,Scotland,Natural,2019,56.561,-5.352,194120,746035.00,7.37,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL13,Scotland,Natural,2019,56.567,-5.372,192925,746762.00,2.26,Narrow Gouge,49,Soil_C_Stocks
Loch Laich,LL14,Scotland,Natural,2019,56.567,-5.371,192986,746759.00,2.01,Narrow Gouge,40,Soil_C_Stocks
Loch Laich,LL15,Scotland,Natural,2019,56.567,-5.37,193047,746756.00,1.86,Narrow Gouge,42,Soil_C_Stocks
Loch Laich,LL16,Scotland,Natural,2019,56.567,-5.369,193109,746753.00,2.26,Narrow Gouge,30,Soil_C_Stocks
Loch Laich,LL17,Scotland,Natural,2019,56.568,-5.371,192992,746870.00,2.50,Narrow Gouge,27,Soil_C_Stocks
Loch Laich,LL18,Scotland,Natural,2019,56.568,-5.372,192930,746873.00,2.26,Narrow Gouge,61,Soil_C_Stocks
Loch Laich,LL19,Scotland,Natural,2019,56.568,-5.373,192869,746876.00,2.26,Narrow Gouge,31,Soil_C_Stocks
Loch Laich,LL2,Scotland,Natural,2019,56.567,-5.72,171555,747867.00,2.26,Narrow Gouge,43,Soil_C_Stocks
Loch Laich,LL20,Scotland,Natural,2019,56.568,-5.374,192807,746879.00,0.68,Narrow Gouge,56,Soil_C_Stocks
Loch Laich,LL21,Scotland,Natural,2019,56.568,-5.374,192807,746879.00,0.65,Narrow Gouge,66,Soil_C_Stocks
Loch Laich,LL22,Scotland,Natural,2019,56.567,-5.373,192863,746765.00,1.20,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL23,Scotland,Natural,2019,56.565,-5.369,193098,746531.00,2.31,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL24,Scotland,Natural,2019,56.563,-5.353,194070,746260.00,6.46,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL3,Scotland,Natural,2019,56.566,-5.371,192981,746648.00,-1.04,Narrow Gouge,39,Soil_C_Stocks
Loch Laich,LL4,Scotland,Natural,2019,56.566,-5.369,193103,746642.00,2.26,Narrow Gouge,86,Soil_C_Stocks
Loch Laich,LL5,Scotland,Natural,2019,56.565,-5.368,193159,746528.00,2.72,Narrow Gouge,58,Soil_C_Stocks
Loch Laich,LL6,Scotland,Natural,2019,56.565,-5.365,193344,746519.00,2.72,Narrow Gouge,49,Soil_C_Stocks
Loch Laich,LL7,Scotland,Natural,2019,56.564,-5.36,193645,746392.00,5.70,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL8,Scotland,Natural,2019,5.563,-5.356,0,0.00,5.03,Narrow Gouge,NA,Soil_C_Stocks
Loch Laich,LL9,Scotland,Natural,2019,56.564,-5.356,193891,746380.00,5.48,Narrow Gouge,NA,Soil_C_Stocks
Skinflats,SF Mudflat,Scotland,Natural,2018,56.05843488,-3.73269666,292200,686419.00,2.49,Narrow Gouge,5,Soil_C_Stocks
Skinflats,SF1,Scotland,Natural,2019,56.05950139,-3.73652809,291965,686544.00,3.64,Narrow Gouge,82,Soil_C_Stocks
Skinflats,SF10,Scotland,Natural,2019,56.06027758,-3.73554346,292028,686628.00,3.27,Narrow Gouge,54,Soil_C_Stocks
Skinflats,SF11,Scotland,Natural,2019,56.06003894,-3.7354534,292033,686602.00,3.79,Narrow Gouge,52,Soil_C_Stocks
Skinflats,SF12,Scotland,Natural,2019,56.05976751,-3.73535652,292038,686571.00,3.40,Narrow Gouge,56,Soil_C_Stocks
Skinflats,SF13,Scotland,Natural,2019,56.05951742,-3.73521524,292046,686543.00,3.33,Narrow Gouge,41,Soil_C_Stocks
Skinflats,SF14,Scotland,Natural,2019,56.0592236,-3.73508439,292054,686510.00,3.37,Narrow Gouge,37,Soil_C_Stocks
Skinflats,SF15,Scotland,Natural,2019,56.05885753,-3.7349151,292063,686469.00,3.23,Narrow Gouge,55,Soil_C_Stocks
Skinflats,SF16,Scotland,Natural,2019,56.05855212,-3.73490081,292063,686435.00,3.33,Narrow Gouge,50,Soil_C_Stocks
Skinflats,SF17,Scotland,Natural,2019,56.05827583,-3.73489983,292062,686405.00,3.54,Narrow Gouge,60,Soil_C_Stocks
Skinflats,SF18,Scotland,Natural,2019,56.05820937,-3.73657479,291958,686400.00,3.60,Narrow Gouge,52,Soil_C_Stocks
Skinflats,SF19,Scotland,Natural,2019,56.05824319,-3.73611366,291987,686403.00,3.51,Narrow Gouge,39,Soil_C_Stocks
Skinflats,SF2,Scotland,Natural,2019,56.05948028,-3.73607101,291993,686541.00,3.54,Narrow Gouge,71,Soil_C_Stocks
Skinflats,SF20,Scotland,Natural,2019,56.05826608,-3.73560109,292019,686405.00,3.85,Narrow Gouge,20,Soil_C_Stocks
Skinflats,SF21,Scotland,Natural,2019,56.05833412,-3.73524314,292041,686412.00,3.51,Narrow Gouge,52,Soil_C_Stocks
Skinflats,SF22,Scotland,Natural,2019,56.05842156,-3.73481213,292068,686421.00,3.42,Narrow Gouge,48,Soil_C_Stocks
Skinflats,SF23,Scotland,Natural,2019,56.05850606,-3.73428145,292102,686429.00,3.33,Narrow Gouge,57,Soil_C_Stocks
Skinflats,SF24,Scotland,Natural,2019,56.05858585,-3.73382602,292130,686438.00,3.19,Narrow Gouge,52,Soil_C_Stocks
Skinflats,SF25,Scotland,Natural,2019,56.05868389,-3.73341419,292156,686448.00,2.97,Narrow Gouge,59,Soil_C_Stocks
Skinflats,SF26,Scotland,Natural,2019,56.05878385,-3.73290784,292188,686458.00,2.61,Narrow Gouge,53,Soil_C_Stocks
Skinflats,SF27,Scotland,Natural,2019,56.05732717,-3.73291779,292183,686296.00,2.79,Narrow Gouge,91,Soil_C_Stocks
Skinflats,SF28,Scotland,Natural,2019,56.05641861,-3.73270033,292194,686195.00,2.91,Narrow Gouge,83,Soil_C_Stocks
Skinflats,SF29,Scotland,Managed_realignment,2019,56.05789774,-3.73418467,292106,686362.00,2.38,Narrow Gouge,12,Soil_C_Stocks
Skinflats,SF3,Scotland,Natural,2019,56.05955971,-3.73567427,292018,686549.00,3.44,Narrow Gouge,48,Soil_C_Stocks
Skinflats,SF30,Scotland,Managed_realignment,2019,56.05774868,-3.73618779,291981,686348.00,3.45,Narrow Gouge,13,Soil_C_Stocks
Skinflats,SF31,Scotland,Managed_realignment,2019,56.05471957,-3.73467478,292067,686009.00,3.65,Narrow Gouge,16,Soil_C_Stocks
Skinflats,SF32,Scotland,Managed_realignment,2019,56.05348898,-3.734313,292086,685871.00,2.97,Narrow Gouge,16,Soil_C_Stocks
Skinflats,SF33,Scotland,Managed_realignment,2019,56.05407915,-3.73132878,292273,685932.00,3.18,Narrow Gouge,66,Soil_C_Stocks
Skinflats,SF34,Scotland,Managed_realignment,2018,56.05810869,-3.73468363,292075,686386.00,3.61,Narrow Gouge,12,Soil_C_Stocks
Skinflats,SF35,Scotland,Managed_realignment,2018,56.05755546,-3.7332335,292164,686322.00,3.05,Narrow Gouge,10,Soil_C_Stocks
Skinflats,SF4,Scotland,Natural,2019,56.05963566,-3.73527176,292043,686557.00,3.34,Narrow Gouge,65,Soil_C_Stocks
Skinflats,SF5,Scotland,Natural,2019,56.0597012,-3.73483229,292071,686563.00,3.23,Narrow Gouge,56,Soil_C_Stocks
Skinflats,SF6,Scotland,Natural,2019,56.05979385,-3.73443448,292096,686573.00,3.13,Narrow Gouge,66,Soil_C_Stocks
Skinflats,SF7,Scotland,Natural,2019,56.05991835,-3.73376683,292138,686586.00,2.98,Narrow Gouge,70,Soil_C_Stocks
Skinflats,SF8,Scotland,Natural,2019,56.06000601,-3.73318537,292174,686595.00,2.60,Narrow Gouge,85,Soil_C_Stocks
