Core_ID,Saltmarsh,Marsh_type,Marsh_zone,Nation,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Dry_bulk_density_g_cm_3,OC_Perc,N_Perc,CN,NC,d13C_per_mil,d15N_per_mil
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,22-23,22.5,Silt with Organics,0.3943,4.51,0.34,15.36,0.07,-21.38,6.64
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,23-24,23.5,Silt with Organics,0.3023,4.68,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,24-25,24.5,Basal Silt,0.5035,3.99,0.39,11.90,0.08,-19.75,6.72
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,25-26,25.5,Basal Silt,0.4794,5.23,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,26-27,26.5,Basal Silt,0.3948,4.91,0.31,18.50,0.05,-19.78,6.34
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,27-28,27.5,Basal Silt,0.4068,3.81,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,28-29,28.5,Basal Silt,0.3636,3.42,0.34,11.76,0.08,-18.58,6.52
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,29-30,29.5,Basal Silt,0.3628,4.23,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,30-31,30.5,Basal Silt,0.3426,4.23,0.33,15.05,0.07,-18.94,6.33
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,31-32,31.5,Basal Silt,0.3014,3.91,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,32_33,32.5,Basal Silt,0.4229,3.93,0.33,13.82,0.07,-18.26,6.20
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,33-34,33.5,Basal Silt,0.3087,3.88,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,34-35,34.5,Basal Silt,0.338,4.24,0.40,12.40,0.08,-17.60,6.13
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,35-36,35.5,Basal Silt,0.3286,5.04,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,36-37,36.5,Basal Silt,0.33,5.05,0.45,13.09,0.08,-17.51,6.12
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,37-38,37.5,Basal Silt,0.326,5.48,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,38-39,38.5,Basal Silt,0.2896,5.63,0.40,16.59,0.06,-16.87,6.96
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,39-40,39.5,Basal Silt,0.2607,6.58,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,40-41,40.5,Basal Silt,0.3045,6.16,0.40,18.03,0.06,-16.54,6.24
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,41-42,41.5,Basal Silt,0.2425,5.56,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,42-43,42.5,Basal Silt,0.2897,5.91,0.41,16.75,0.06,-16.42,5.94
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,43_44,43.5,Basal Silt,0.291,5.79,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,44-45,44.5,Basal Silt,0.3217,5.64,0.40,16.51,0.06,-15.86,6.09
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,45-46,45.5,Basal Silt,0.3539,6.05,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,46-47,46.5,Basal Silt,0.2917,6.31,0.35,20.80,0.05,-17.59,5.78
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,47-48,47.5,Basal Silt,0.3195,5.42,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,48-49,48.5,Basal Silt,0.3556,5.75,0.40,16.63,0.06,-17.12,6.01
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,49-50,49.5,Basal Silt,0.3373,6.64,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,50-51,50.5,Basal Silt,0.2716,6.05,0.37,19.24,0.05,-18.03,5.68
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,51-52,51.5,Basal Silt,0.2361,4.88,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,52-53,52.5,Basal Silt,0.3832,4.73,0.37,14.97,0.07,-17.93,5.60
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,53-54,53.5,Basal Silt,0.3265,4.28,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,54_55,54.5,Basal Silt,0.2742,4.54,0.37,14.32,0.07,-18.05,5.66
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,55-56,55.5,Basal Silt,0.2614,4.06,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,56-57,56.5,Basal Silt,0.4323,4.44,0.34,15.44,0.06,-18.28,5.18
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,57-58,57.5,Basal Silt,0.326,4.85,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,58-59,58.5,Basal Silt,0.4148,4.25,0.39,12.60,0.08,-18.33,5.62
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,59-60,59.5,Basal Silt,0.3618,4.56,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,60-61,60.5,Basal Silt,0.3843,5.36,0.37,16.82,0.06,-18.79,5.39
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,61-62,61.5,Basal Silt,0.4339,4.69,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,62-63,62.5,Basal Silt,0.4143,4.36,0.38,13.54,0.07,-18.74,4.96
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,63-64,63.5,Basal Silt,0.4206,4.24,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,64-65,64.5,Basal Silt,0.3931,4.21,0.34,14.45,0.07,-19.10,4.99
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,65_66,65.5,Basal Silt,0.4131,3.88,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,66-67,66.5,Basal Silt,0.3601,4.13,0.36,13.24,0.08,-19.08,5.32
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,67-68,67.5,Basal Silt,0.4754,4.02,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,68-69,68.5,Basal Silt,0.3528,4.38,0.35,14.57,0.07,-19.63,5.08
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,69-70,69.5,Basal Silt,0.4347,4.13,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,70-71,70.5,Basal Silt,0.3063,3.81,0.38,11.59,0.09,-18.82,5.67
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,71-72,71.5,Basal Silt,0.3662,4.58,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,72-73,72.5,Basal Silt,0.3982,4.32,0.36,13.88,0.07,-18.38,5.56
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,73-74,73.5,Basal Silt,0.3065,3.96,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,74-75,74.5,Basal Silt,0.363,4.61,0.41,13.14,0.08,-18.13,5.60
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,75-76,75.5,Basal Silt,0.1908,3.88,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,76_77,76.5,Basal Silt,0.3281,4.18,0.32,15.06,0.07,-18.84,5.16
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,77-78,77.5,Basal Silt,0.3192,4.30,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,78-79,78.5,Basal Silt,0.2992,3.86,0.27,16.74,0.06,-18.23,6.27
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,79-80,79.5,Basal Silt,0.3231,3.27,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,80-81,80.5,Basal Silt,0.2689,3.53,0.34,12.08,0.08,-18.40,5.76
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,81-82,81.5,Basal Silt,0.326,4.44,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,82-83,82.5,Basal Silt,0.2739,4.29,0.37,13.56,0.07,-18.46,5.36
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,83-84,83.5,Basal Silt,0.3024,4.74,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,84-85,84.5,Basal Silt,0.3028,4.49,0.39,13.30,0.08,-18.63,5.66
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,85-86,85.5,Basal Silt,0.304,4.22,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,86-87,86.5,Basal Silt,0.3113,4.75,0.37,14.91,0.07,-17.13,5.48
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,87_88,87.5,Basal Silt,0.2266,6.35,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,88-89,88.5,Basal Silt,0.2876,4.41,0.37,13.78,0.07,-18.44,5.79
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,89-90,89.5,Basal Silt,0.2263,4.14,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,90-91,90.5,Basal Silt,0.2977,4.57,0.36,14.67,0.07,-19.18,5.49
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,91-92,91.5,Basal Silt,0.247,4.61,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,92-93,92.5,Basal Silt,0.2613,4.40,0.34,15.19,0.07,-19.26,5.19
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,93-94,93.5,Basal Silt,0.2846,5.04,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,94-95,94.5,Basal Silt,0.303,4.37,0.34,14.78,0.07,-19.56,5.26
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,95-96,95.5,Basal Silt,0.2248,4.01,NA,NA,NA,NA,NA
ARN-16,Arne,Natural,LM,England,2020,50.690441,-2.0265907,398218.241,87866.365,0.66,96-97,96.5,Basal Silt,0.2683,4.14,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,0_1,0.5,Fibrous Peat (Silty),0.120718328,15.11,1.17,11.77,0.08,-25.05,7.75
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,1_2,1.5,Fibrous Peat (Silty),0.273098606,15.30,0.81,11.89,0.08,-25.80,5.16
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,2_3,2.5,Fibrous Peat (Silty),0.272348801,13.09,0.73,15.10,0.07,-25.09,6.26
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,3_4,3.5,Fibrous Peat (Silty),0.278350782,12.01,0.80,12.97,0.08,-25.39,5.76
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,4_5,4.5,Fibrous Peat (Silty),0.323593761,10.31,0.87,14.27,0.07,-25.26,5.88
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,5_6,5.5,Humified Peat,0.273706939,10.47,0.81,14.23,0.07,-24.16,5.87
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,6_7,6.5,Humified Peat,0.285799321,11.95,0.85,15.43,0.06,-23.92,5.74
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,7_8,7.5,Humified Peat,0.292883568,10.44,0.97,16.97,0.06,-20.13,6.16
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,8_9,8.5,Humified Peat,0.165487374,8.85,0.99,17.72,0.06,-20.70,6.20
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,9_10,9.5,Humified Peat,0.180943269,9.44,0.95,18.51,0.05,-20.91,6.20
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,10_11,10.5,Humified Peat,0.243665205,9.52,0.87,18.48,0.05,-20.52,6.23
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,11_12,11.5,Humified Peat,0.284129943,11.14,0.71,17.09,0.06,-21.62,6.23
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,12_13,12.5,Humified Peat,0.242986136,10.03,0.70,16.43,0.06,-20.26,6.40
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,13_14,13.5,Humified Peat,0.313520903,11.33,0.08,18.78,0.05,-20.64,5.96
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,14_15,14.5,Silt with Organics,0.362420952,7.76,0.54,18.40,0.05,-21.95,6.47
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,15_16,15.5,Silt with Organics,0.312955012,6.79,0.47,17.54,0.06,-20.60,6.55
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,16_17,16.5,Silt with Organics,0.317772158,6.42,0.51,16.49,0.06,-20.74,7.00
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,17_18,17.5,Silt with Organics,0.372168423,6.86,0.48,16.47,0.06,-20.70,6.87
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,18_19,18.5,Silt with Organics,0.287818844,6.38,0.46,16.70,0.06,-20.72,6.15
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,19-20,19.5,Silt with Organics,0.352556766,6.13,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,20-21,20.5,Silt with Organics,0.448790054,6.29,0.40,16.05,0.06,-20.18,6.33
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,21_22,21.5,Silt with Organics,0.358760345,5.32,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,22-23,22.5,Silt with Organics,0.443569711,5.47,0.41,14.58,0.07,-19.98,6.83
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,23-24,23.5,Silt with Organics,0.361310391,6.16,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,24-25,24.5,Silt with Organics,0.457101577,5.07,0.47,15.18,0.07,-18.32,6.85
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,25-26,25.5,Silt with Organics,0.424859942,4.14,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,26-27,26.5,Silt with Organics,0.420308057,5.27,0.36,13.05,0.08,-19.51,6.61
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,27-28,27.5,Silt with Organics,0.352086369,5.21,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,28-29,28.5,Silt with Organics,0.390425479,6.00,0.30,14.85,0.07,-19.37,5.99
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,29-30,29.5,Silt with Organics,0.323855486,5.07,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,30-31,30.5,Silt,0.324255146,4.27,0.42,15.24,0.07,-18.01,6.35
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,31-32,31.5,Silt,0.408502157,4.35,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,32_33,32.5,Silt,0.769989743,4.95,0.36,13.38,0.07,-19.15,6.39
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,33-34,33.5,Silt,0.304487869,5.41,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,34-35,34.5,Silt,0.291037349,5.38,0.42,15.20,0.07,-17.92,6.15
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,35-36,35.5,Silt,0.439233571,6.24,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,36-37,36.5,Silt,0.313588102,5.27,0.40,17.26,0.06,-17.79,5.77
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,37-38,37.5,Silt,0.360730353,4.43,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,38-39,38.5,Silt,0.399568154,4.25,0.36,15.05,0.07,-18.38,5.81
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,39-40,39.5,Silt,0.360146778,5.58,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,40-41,40.5,Silt,0.359135248,5.21,0.43,15.16,0.07,-17.96,6.29
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,41-42,41.5,Silt,0.276278206,4.30,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,42-43,42.5,Silt,0.340588173,4.48,0.42,15.20,0.07,-17.45,6.45
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,43_44,43.5,Silt,0.297859871,5.88,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,44-45,44.5,Silt,0.423158732,4.89,0.45,15.27,0.07,-16.63,6.78
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,45-46,45.5,Silt,0.351502794,5.70,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,46-47,46.5,Silt,0.280999859,5.89,0.40,14.74,0.07,-16.88,6.55
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,47-48,47.5,Silt,0.262187522,6.43,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,48-49,48.5,Silt,0.315356511,5.87,0.50,15.88,0.06,-16.52,6.58
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,49-50,49.5,Silt,0.349104831,5.43,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,50-51,50.5,Silt,0.262035439,4.05,0.41,14.48,0.07,-16.82,6.74
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,51-52,51.5,Silt,0.256857537,6.64,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,52-53,52.5,Silt,0.226833487,5.03,0.53,15.44,0.06,-16.60,6.77
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,53-54,53.5,Silt,0.261547358,6.10,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,54_55,54.5,Silt,0.25032857,6.83,0.50,14.18,0.07,-17.10,6.82
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,55-56,55.5,Silt,0.223349721,5.97,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,56-57,56.5,Silt,0.402383462,5.86,0.46,16.07,0.06,-16.95,6.47
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,57-58,57.5,Silt,0.274665417,5.47,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,58-59,58.5,Silt,0.240050577,5.02,0.42,14.69,0.07,-17.08,6.50
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,59-60,59.5,Silt,0.286496074,6.11,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,60-61,60.5,Silt,0.293647521,4.77,0.46,15.21,0.07,-17.09,6.43
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,61-62,61.5,Silt,0.43920174,4.71,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,62-63,62.5,Silt,0.314408644,4.97,0.40,12.83,0.08,-18.45,6.35
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,63-64,63.5,Silt,0.344163896,4.72,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,64-65,64.5,Silt,0.521326661,4.80,0.40,12.84,0.08,-18.65,6.03
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,65_66,65.5,Silt,0.493615689,5.24,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,66-67,66.5,Silt,0.31479062,5.57,0.45,14.69,0.07,-17.47,6.74
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,67-68,67.5,Silt,0.543219566,4.88,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,68-69,68.5,Silt,0.325539011,5.11,0.43,13.73,0.07,-18.30,6.46
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,69-70,69.5,Silt,0.347729009,5.79,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,70-71,70.5,Silt,0.299345335,4.87,0.44,14.76,0.07,-18.12,6.19
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,71-72,71.5,Silt,0.40497595,4.67,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,72-73,72.5,Silt,0.280787649,5.21,0.44,14.21,0.07,-18.32,6.25
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,73-74,73.5,Silt,0.28607873,5.32,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,74-75,74.5,Silt,0.478135036,3.75,0.41,14.91,0.07,-18.52,6.26
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,75-76,75.5,Silt,0.296692721,4.48,NA,NA,NA,NA,NA
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,76_77,76.5,Silt,0.272946523,4.38,0.39,13.24,0.07,-18.21,6.21
ARN-11,Arne,Natural,HM,England,2020,50.691088,-2.0283607,398093.305,87938.887,0.81,77-78,77.5,Silt,0.279238523,4.34,NA,NA,NA,NA,NA
