Core_ID,Saltmarsh,Marsh_type,Marsh_zone,Nation ,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Wet_bulk_density_g_cm_3,Dry_bulk_density_g_cm_3,OC_Perc
KT-18-2,Kyle of Tongue,Natural,HM,Scotland,2018,58.44718724,-4.47814548,255465,953655,2.33,60_62,61,Silt with Organic,1.26,0.733,3.820
KT-18-2,Kyle of Tongue,Natural,HM,Scotland,2018,58.44718724,-4.47814548,255465,953655,2.33,70_72,71,Basal Mud,1.28,0.787,3.320
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,0_2,1,Peat (Turfa herbacea),1.60,0.313,27.510
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,10_12,11,Peat (Turfa herbacea),0.82,0.146,29.710
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,20_22,21,Humified Peat (Substantia Humosa),0.80,0.241,22.080
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,30_32,31,Humified Peat (Substantia Humosa),0.88,0.229,27.750
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,40_42,41,Silt with Organic,0.90,0.241,21.640
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,50_52,51,Silt with Organic,1.02,0.567,3.590
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,60_62,61,Basal Mud,1.12,0.627,4.140
KT-18-3,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705476,-4.47837318,255451,953641,2.77,70_72,71,Basal Mud,1.00,0.564,5.080
KT-18-4 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,0_2,1,Peat (Turfa herbacea),1.53,0.257,28.360
KT-18-4 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,10_12,11,Peat (Turfa herbacea),0.68,0.101,31.160
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,20_22,21,Humified Peat (Substantia Humosa),1.01,0.193,25.400
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,30_32,31,Humified Peat (Substantia Humosa),0.76,0.217,18.110
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,40_42,41,Silt with Organic,0.91,0.228,24.930
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,50_52,51,Silt with Organic,1.21,0.625,9.960
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,60_62,61,Silt with Organic,0.86,0.475,12.160
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,70_72,71,Basal Mud,1.25,0.643,12.210
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,80_81,81,Basal Mud,0.65,0.840,8.200
KT-18-4,Kyle of Tongue,Natural,HM,Scotland,2018,58.44702398,-4.47848413,255445,953637,2.89,90_91,91,Basal Mud,1.36,0.988,3.330
KT-18-5 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,0_2,1,Peat (Turfa herbacea),1.47,0.613,8.840
KT-18-5 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,10_12,11,Peat (Turfa herbacea),0.84,0.433,8.130
KT-18-5,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,20_22,21,Silt with Organic,1.23,0.763,3.490
KT-18-5,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,30_32,31,Silt with Organic,1.38,0.829,3.980
KT-18-5,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,40_42,41,Silt with Organic,1.13,0.751,1.930
KT-18-5,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,50_52,51,Silt with Organic,1.09,0.669,1.880
KT-18-5,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,60_62,61,Basal Mud,1.07,0.681,1.350
KT-18-5,Kyle of Tongue,Natural,HM,Scotland,2018,58.44733198,-4.47779023,255486,953670,1.87,70_72,71,Basal Mud,1.47,0.876,2.500
KT-18-6 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,0_2,1,Peat (Turfa herbacea),1.26,0.381,13.870
KT-18-6 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,10_12,11,Peat (Turfa herbacea),0.63,0.212,10.320
KT-18-6,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,20_22,21,Humified Peat (Substantia Humosa),1.10,0.489,12.720
KT-18-6,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,30_32,31,Humified Peat (Substantia Humosa),0.99,0.501,8.620
KT-18-6,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,40_42,41,Silt with Organic,1.27,0.846,9.370
KT-18-6,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,50_52,51,Basal Mud,1.13,0.690,7.890
KT-18-6,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,60_62,61,Basal Mud,1.06,0.747,5.920
KT-18-6,Kyle of Tongue,Natural,HM,Scotland,2018,58.44705114,-4.47792346,255477,953639,1.98,70_72,71,Basal Mud,1.02,0.708,3.240
KT18-7 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44693645,-4.47772615,255488,953626,1.94,0_2,1,Humified Peat (Substantia Humosa),1.29,0.399,13.700
KT18-7 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44693645,-4.47772615,255488,953626,1.94,10_12,11,Humified Peat (Substantia Humosa),0.67,0.200,19.830
KT18-7,Kyle of Tongue,Natural,HM,Scotland,2018,58.44693645,-4.47772615,255488,953626,1.94,20_22,21,Humified Peat (Substantia Humosa),1.15,0.504,10.440
KT18-7,Kyle of Tongue,Natural,HM,Scotland,2018,58.44693645,-4.47772615,255488,953626,1.94,30_32,31,Silt with Organic,1.02,0.483,10.930
KT18-7,Kyle of Tongue,Natural,HM,Scotland,2018,58.44693645,-4.47772615,255488,953626,1.94,40_42,41,Silt with Organic,1.20,0.711,3.660
KT18-7,Kyle of Tongue,Natural,HM,Scotland,2018,58.44693645,-4.47772615,255488,953626,1.94,50_52,51,Silt with Organic,1.09,0.749,0.080
KT18-7,Kyle of Tongue,Natural,HM,Scotland,2018,58.44693645,-4.47772615,255488,953626,1.94,60_62,61,Silt with Organic,1.26,0.823,3.810
KT18-8 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,0_2,1,Peat (Turfa herbacea),1.85,0.677,17.190
KT18-8 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,10_12,11,Peat (Turfa herbacea),0.98,0.326,25.990
KT18-8,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,20_22,21,Humified Peat (Substantia Humosa),0.91,0.342,12.850
KT18-8,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,30_32,31,Humified Peat (Substantia Humosa),1.00,0.382,10.560
KT18-8,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,40_42,41,Humified Peat (Substantia Humosa),1.27,0.626,5.260
KT18-8,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,50_52,51,Silt with Organic,1.44,0.958,3.410
KT18-8,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,60_62,61,Basal Mud,1.29,0.790,3.490
KT18-8,Kyle of Tongue,Natural,HM,Scotland,2018,58.44684809,-4.47741258,255506,953616,2.61,70_72,71,Basal Mud,1.23,0.731,3.920
KT18-9 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,0_2,1,Peat (Turfa herbacea),1.49,0.336,23.740
KT18-9 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,10_12,11,Peat (Turfa herbacea),0.96,0.262,23.230
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,20_22,21,Humified Peat (Substantia Humosa),0.79,0.326,11.930
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,30_32,31,Humified Peat (Substantia Humosa),0.97,0.300,19.710
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,40_42,41,Silt with Organic,1.27,0.526,9.850
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,50_52,51,Silt with Organic,1.15,0.565,6.470
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,60_62,61,Silt with Organic,1.25,0.697,3.960
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,70_72,71,Basal Mud,1.25,0.651,3.280
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,80_81,81,Basal Mud,1.09,0.666,3.160
KT18-9,Kyle of Tongue,Natural,HM,Scotland,2018,58.44673076,-4.47710772,255524,953602,2.66,90_91,91,Basal Mud,1.39,0.919,2.100
KT18-10 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,0_2,1,Peat (Turfa herbacea),2.23,0.323,36.330
KT18-10 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,10_12,11,Peat (Turfa herbacea),0.93,0.256,27.890
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,20_22,21,Peat (Turfa herbacea),1.44,0.624,12.700
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,30_32,31,Peat (Turfa herbacea),1.29,0.488,15.240
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,40_42,41,Silt with Organic,1.29,0.580,10.260
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,50_52,51,Silt with Organic,1.36,0.801,3.500
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,60_62,61,Basal Mud,1.52,0.854,6.410
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,70_72,71,Basal Mud,1.27,0.774,3.850
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,80_81,81,Basal Mud,1.28,0.816,2.620
KT18-10,Kyle of Tongue,Natural,HM,Scotland,2018,58.44726438,-4.47836548,255453,953664,2.23,90_91,91,Basal Mud,1.56,1.046,0.580
KT18-11 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44737428,-4.47864747,255437,953677,2.07,0_2,1,Humified Peat (Substantia Humosa),1.60,0.475,14.100
KT18-11 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44737428,-4.47864747,255437,953677,2.07,10_12,11,Humified Peat (Substantia Humosa),1.55,0.858,3.980
KT18-11,Kyle of Tongue,Natural,HM,Scotland,2018,58.44737428,-4.47864747,255437,953677,2.07,20_22,21,Silt with Organic,1.35,0.747,5.140
KT18-11,Kyle of Tongue,Natural,HM,Scotland,2018,58.44737428,-4.47864747,255437,953677,2.07,30_32,31,Silt with Organic,1.40,0.824,3.230
KT18-11,Kyle of Tongue,Natural,HM,Scotland,2018,58.44737428,-4.47864747,255437,953677,2.07,40_42,41,Basal Mud,1.02,0.700,0.990
KT18-11,Kyle of Tongue,Natural,HM,Scotland,2018,58.44737428,-4.47864747,255437,953677,2.07,50_52,51,Basal Mud,1.29,0.843,1.020
KT18-12 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,0_2,1,Peat (Turfa herbacea),1.10,0.276,30.190
KT18-12 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,10_12,11,Silt with Organic,0.94,0.300,15.580
KT18-12,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,20_22,21,Silt with Organic,1.07,0.371,17.060
KT18-12,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,30_32,31,Silt with Organic,1.59,0.816,1.080
KT18-12,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,40_42,41,Silt with Organic,1.63,0.940,1.650
KT18-12,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,50_52,51,Silt with Organic,1.02,0.713,1.030
KT18-12,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,60_62,61,Silt with Organic,0.91,0.649,1.010
KT18-12,Kyle of Tongue,Natural,HM,Scotland,2018,58.44745479,-4.47893856,255420,953686,2.09,70_72,71,Basal Mud,0.92,0.641,1.080
KT18-13 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,0_2,1,Humified Peat (Substantia Humosa),1.55,0.355,23.300
KT18-13 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,10_12,11,Humified Peat (Substantia Humosa),1.00,0.248,19.610
KT18-13,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,20_22,21,Humified Peat (Substantia Humosa),0.89,0.312,13.120
KT18-13,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,30_32,31,Silt with Organic,1.03,0.390,9.830
KT18-13,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,40_42,41,Silt with Organic,1.24,0.708,1.220
KT18-13,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,50_52,51,Silt with Organic,0.81,0.518,1.080
KT18-13,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,60_62,61,Silt with Organic,1.12,0.738,0.910
KT18-13,Kyle of Tongue,Natural,HM,Scotland,2018,58.44753474,-4.47927882,255400,953696,2.01,70_72,71,Basal Mud,1.28,0.928,1.110
KT18-14 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44761158,-4.47957118,255384,953705,2.3,0_2,1,Peat (Turfa herbacea),1.47,0.470,12.930
KT18-14 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44761158,-4.47957118,255384,953705,2.3,10_12,11,Silt with Organic,1.32,0.950,0.700
KT18-14,Kyle of Tongue,Natural,HM,Scotland,2018,58.44761158,-4.47957118,255384,953705,2.3,20_22,21,Silt with Organic,1.13,0.790,0.760
KT18-14,Kyle of Tongue,Natural,HM,Scotland,2018,58.44761158,-4.47957118,255384,953705,2.3,30_32,31,Silt with Organic,1.29,0.929,0.920
KT18-15 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.4477136,-4.47986281,255367,953717,2.21,0_2,1,Humified Peat (Substantia Humosa),1.35,0.359,16.230
KT18-15 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.4477136,-4.47986281,255367,953717,2.21,10_12,11,Humified Peat (Substantia Humosa),0.74,0.236,22.910
KT18-15,Kyle of Tongue,Natural,HM,Scotland,2018,58.4477136,-4.47986281,255367,953717,2.21,20_22,21,Humified Peat (Substantia Humosa),0.90,0.430,22.650
KT18-15,Kyle of Tongue,Natural,HM,Scotland,2018,58.4477136,-4.47986281,255367,953717,2.21,30_32,31,Humified Peat (Substantia Humosa),1.35,0.821,10.410
KT18-15,Kyle of Tongue,Natural,HM,Scotland,2018,58.4477136,-4.47986281,255367,953717,2.21,40_42,41,Silt with Organic,1.19,0.786,4.610
KT18-15,Kyle of Tongue,Natural,HM,Scotland,2018,58.4477136,-4.47986281,255367,953717,2.21,50_52,51,Basal Mud,1.32,0.885,1.150
KT18-15,Kyle of Tongue,Natural,HM,Scotland,2018,58.4477136,-4.47986281,255367,953717,2.21,60_62,61,Basal Mud,1.21,0.876,0.150
KT18-16 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.4478236,-4.48015851,255350,953730,2.23,0_2,1,Peat (Turfa herbacea),2.01,0.652,7.470
KT18-16 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.4478236,-4.48015851,255350,953730,2.23,10_12,11,Humified Peat (Substantia Humosa),1.11,0.563,13.630
KT18-16,Kyle of Tongue,Natural,HM,Scotland,2018,58.4478236,-4.48015851,255350,953730,2.23,20_22,21,Silt with Organic,1.26,0.774,5.470
KT18-16,Kyle of Tongue,Natural,HM,Scotland,2018,58.4478236,-4.48015851,255350,953730,2.23,30_32,31,Basal Mud,1.34,0.906,1.640
KT18-17 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44788,-4.48043222,255334,953737,2.31,0_2,1,Peat (Turfa herbacea),1.24,0.390,9.730
KT18-17 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44788,-4.48043222,255334,953737,2.31,10_12,11,Peat (Turfa herbacea),1.15,0.513,11.060
KT18-17,Kyle of Tongue,Natural,HM,Scotland,2018,58.44788,-4.48043222,255334,953737,2.31,20_22,21,Silt with Organic,1.11,0.627,3.830
KT18-17,Kyle of Tongue,Natural,HM,Scotland,2018,58.44788,-4.48043222,255334,953737,2.31,30_32,31,Silt with Organic,1.33,0.902,5.170
KT18-17,Kyle of Tongue,Natural,HM,Scotland,2018,58.44788,-4.48043222,255334,953737,2.31,40_42,41,Basal Mud,1.18,0.802,4.630
KT18-17,Kyle of Tongue,Natural,HM,Scotland,2018,58.44788,-4.48043222,255334,953737,2.31,50_52,51,Basal Mud,0.61,0.436,0.100
KT18-17,Kyle of Tongue,Natural,HM,Scotland,2018,58.44788,-4.48043222,255334,953737,2.31,60_62,61,Basal Mud,1.28,0.934,0.130
KT18-18 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,0_2,1,Peat (Turfa herbacea),2.69,0.580,9.750
KT18-18 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,10_12,11,Humified Peat (Substantia Humosa),1.31,0.495,11.400
KT18-18,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,20_22,21,Silt with Organic,1.08,0.679,5.480
KT18-18,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,30_32,31,Silt with Organic,1.41,0.677,5.060
KT18-18,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,40_42,41,Silt with Organic,1.39,0.763,5.480
KT18-18,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,50_52,51,Silt with Organic,1.11,0.896,1.710
KT18-18,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,60_62,61,Basal Mud,1.47,0.952,0.070
KT18-18,Kyle of Tongue,Natural,HM,Scotland,2018,58.44759104,-4.4788041,255428,953701,2.12,70_72,71,Basal Mud,1.66,1.416,1.770
KT18-19 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,0_2,1,Peat (Turfa herbacea),2.13,0.498,9.720
KT18-19 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,10_12,11,Humified Peat (Substantia Humosa),0.97,0.462,7.180
KT18-19,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,20_22,21,Silt with Organic,1.44,0.666,3.930
KT18-19,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,30_32,31,Silt with Organic,0.99,0.744,3.040
KT18-19,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,40_42,41,Silt with Organic,1.30,0.614,0.590
KT18-19,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,50_52,51,Silt with Organic,1.11,0.981,0.370
KT18-19,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,60_62,61,Silt with Organic,1.22,1.185,0.120
KT18-19,Kyle of Tongue,Natural,HM,Scotland,2018,58.44773402,-4.47864931,255438,953717,2.22,70_72,71,Silt with Organic,1.27,1.136,0.200
KT18-20 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,0_2,1,Peat (Turfa herbacea),1.77,0.323,11.560
KT18-20 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,10_12,11,Humified Peat (Substantia Humosa),0.83,0.517,20.580
KT18-20,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,20_22,21,Humified Peat (Substantia Humosa),1.18,0.215,14.920
KT18-20,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,30_32,31,Silt with Organic,1.76,1.022,8.040
KT18-20,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,40_42,41,Silt with Organic,1.32,0.764,7.600
KT18-20,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,50_52,51,Silt with Organic,1.21,0.650,6.080
KT18-20,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,60_62,61,Silt with Organic,1.41,0.899,5.330
KT18-20,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,70_72,71,Basal Mud,1.28,0.788,5.130
KT18-20,Kyle of Tongue,Natural,HM,Scotland,2018,58.44785986,-4.47845211,255450,953730,2.25,80_81,81,Basal Mud,1.32,0.791,2.310
KT-18-21 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,0_2,1,Humified Peat (Substantia Humosa),1.23,0.345,14.980
KT-18-21 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,10_12,11,Humified Peat (Substantia Humosa),1.02,0.377,17.980
KT-18-21,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,20_22,21,Humified Peat (Substantia Humosa),1.25,0.488,14.290
KT-18-21,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,30_32,31,Humified Peat (Substantia Humosa),1.27,0.536,10.640
KT-18-21,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,40_42,41,Humified Peat (Substantia Humosa),1.28,0.599,7.250
KT-18-21,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,50_52,51,Silt with Organic + Fe Staining,1.36,0.851,2.560
KT-18-21,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,60_62,61,Silt with Organic,1.16,0.741,1.610
KT-18-21,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,70_72,71,Silt with Organic,1.36,0.955,1.550
KT-18-21,Kyle of Tongue,Natural,HM,Scotland,2018,58.4479603,-4.47835233,255456,953741,2.29,80_81,81,Basal Mud,1.24,0.824,3.050
KT18-22 ,Kyle of Tongue,Natural,HM,Scotland,2018,58.44731354,-4.47912788,255408,953671,2.14,0_2,1,Peat (Turfa herbacea),1.94,0.462,11.120
