study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,total_pb210_activity,total_pb210_activity_sd,ra226_activity,ra226_activity_sd,excess_pb210_activity,excess_pb210_activity_sd,delta_c13,core_diameter,decompressed_depth_max,wet_weight,dry_weight,accumulated_mass,mid_section_accumulated_mass,cn_ratio,delta_n15,k40_activity,k40_activity_sd,fraction_organic_carbon,fraction_estimated_organic_carbon,fraction_inorganic_carbon,fraction_nitrogen,fraction_h2o
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,11,12,MB1012,0.7998172510140108,0.32111165285226645,17.590196683678723,1.0319379371789854,NA,NA,NA,NA,NA,10,17.12,120.03750000000001,62.8175,5.848880496649917,5.448971871142911,NA,NA,NA,NA,NA,0.14573027791321272,0.03208191126279828,NA,0.4766843694678747
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,12,13,MB1013,0.6420628714213241,0.3221021068413155,NA,NA,NA,NA,NA,NA,NA,10,18.546666666666667,95.4075,50.427499999999995,6.490943368071241,6.169911932360579,NA,NA,NA,NA,NA,0.14623838080959486,0.03290460033141383,NA,0.4714514058119121
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,13,14,MB1014,0.7128549901085992,0.3227736993297157,18.150684805403245,1.1881862530324059,19.4,1.66,NA,NA,NA,10,19.973333333333336,104.9175,55.9875,7.2037983581798395,6.8473708631255406,NA,NA,NA,NA,NA,0.14658290775614416,0.03439195659112698,NA,0.4663664307670313
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,14,15,MB1015,0.7888673909292885,0.3214010777521171,NA,NA,NA,NA,NA,NA,-26.40823280882505,10,21.400000000000002,115.56750000000001,61.9575,7.992665749109128,7.598232053644484,16.8710643523881,0.7270681382423881,NA,NA,0.1374364798014814,0.1374364798014814,0.03618167821401114,0.00950399787584821,0.46388474268284774
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,15,16,MB1016,0.801345138467693,0.31749764816556914,NA,NA,NA,NA,NA,NA,NA,10,22.826666666666668,117.0175,62.93749999999999,8.794010887576821,8.393338318342975,NA,NA,NA,NA,NA,0.143876293508937,0.036594543744120925,NA,0.4621530967590319
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,16,17,MB1017,0.7067434402938704,0.3204658184170809,NA,NA,NA,NA,NA,NA,NA,10,24.253333333333334,102.45750000000001,55.5075,9.500754327870691,9.147382607723756,NA,NA,NA,NA,NA,0.1453989648479625,0.036122492991158085,NA,0.4582387819339726
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,17,18,MB1018,0.7551265429938065,0.3196557097276839,17.2601822737058,1.0816992949872357,NA,NA,NA,NA,NA,10,25.68,108.00750000000001,59.3075,10.255880870864498,9.878317599367595,NA,NA,NA,NA,NA,0.14498337909030184,0.036580841433554306,NA,0.45089461379996765
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,18,19,MB1019,0.8420888038992183,0.31956391278255675,NA,NA,NA,NA,NA,NA,NA,10,27.10666666666667,121.7475,66.1375,11.097969674763718,10.676925272814108,NA,NA,NA,NA,NA,0.14493628725745158,0.03730746149229776,NA,0.4567650259758927
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,19,20,MB1020,0.6835704805796905,0.3290548424737454,16.893699536384375,0.9007489829702449,NA,NA,NA,NA,-26.51686464093141,10,28.533333333333335,98.7975,53.6875,11.781540155343407,11.439754915053562,16.753324034267184,1.3171606489096157,NA,NA,0.1447997929929462,0.1447997929929462,0.0369506028782575,0.010083556641032481,0.45659050077178065
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,20,22,MB1022,0.8517176779562778,NA,NA,NA,NA,NA,NA,NA,NA,10,31.38666666666667,244.1575,133.7875,13.484975511255964,12.633257833299686,NA,NA,NA,NA,NA,NA,NA,NA,0.45204427469973274
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,22,24,MB1024,0.6630872394037636,NA,NA,NA,NA,NA,NA,NA,NA,10,34.24,189.4075,104.1575,14.811149990063491,14.148062750659728,NA,NA,NA,NA,NA,NA,NA,NA,0.450087773715402
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,24,26,MB1026,0.5992979382125319,NA,NA,NA,NA,NA,NA,NA,NA,10,37.093333333333334,171.6175,94.1375,16.009745866488554,15.410447928276023,NA,NA,NA,NA,NA,NA,NA,NA,0.45146911008492724
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,26,28,MB1028,0.8184224638614532,NA,NA,NA,NA,NA,NA,NA,NA,10,39.94666666666667,230.95749999999998,128.55749999999998,17.646590794211463,16.82816833035001,NA,NA,NA,NA,NA,NA,NA,NA,0.44337161598995484
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,28,30,MB1030,0.8381564035653036,0.3246303642264698,NA,NA,NA,NA,NA,NA,-26.575053544570025,10,42.800000000000004,237.1375,131.6573,19.32290360134207,18.484747197776766,18.157043895906575,1.4052120933302432,NA,NA,0.15449014307197836,0.15449014307197836,0.030219978362783725,0.009926643416403006,0.44480607242633496
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,30,32,MB1032,0.6448799139140508,NA,NA,NA,NA,NA,NA,NA,NA,10,45.653333333333336,182.74749999999997,101.2975,20.61266342917017,19.96778351525612,NA,NA,NA,NA,NA,NA,NA,NA,0.44569693155857115
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,32,34,MB1034,0.8679514821516511,NA,NA,NA,NA,NA,NA,NA,NA,10,48.50666666666667,244.24749999999997,136.33749999999998,22.348566393473472,21.480614911321823,NA,NA,NA,NA,NA,NA,NA,NA,0.4418059550251282
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,34,36,MB1036,0.7349616117040635,NA,NA,NA,NA,NA,NA,NA,NA,10,51.36,211.76749999999998,115.4475,23.8184896168816,23.083528005177534,NA,NA,NA,NA,NA,NA,NA,NA,0.45483844310387567
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,36,38,MB1038,0.8732990882395387,NA,NA,NA,NA,NA,NA,NA,NA,10,54.21333333333334,254.4475,137.17749999999998,25.56508779336068,24.69178870512114,NA,NA,NA,NA,NA,NA,NA,NA,0.46088092828579574
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,38,40,MB1040,0.5588693995683287,0.38078291814946685,NA,NA,NA,NA,NA,NA,-26.77136323461552,10,57.06666666666667,169.14749999999998,87.787,26.68282659249733,26.123957192929005,17.79849411092169,1.2002375875148588,NA,NA,0.18326671843884557,0.18326671843884557,0.025599816324186963,0.01201510510748837,0.4810032663799346
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,40,42,MB1042,0.7111520322175159,NA,NA,NA,NA,NA,NA,NA,NA,10,59.92,222.02749999999997,111.7075,28.105130656932364,27.393978624714848,NA,NA,NA,NA,NA,NA,NA,NA,0.4968753870579095
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,42,44,MB1044,0.6863238610951803,NA,NA,NA,NA,NA,NA,NA,NA,10,62.77333333333334,227.83749999999998,107.8075,29.477778379122725,28.791454518027543,NA,NA,NA,NA,NA,NA,NA,NA,0.5268228452296043
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,44,46,MB1046,0.5397103275189263,NA,NA,NA,NA,NA,NA,NA,NA,10,65.62666666666667,183.8775,84.7775,30.55719903416058,30.01748870664165,NA,NA,NA,NA,NA,NA,NA,NA,0.5389457655232424
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,46,48,MB1048,0.48273285789202774,NA,NA,NA,NA,NA,NA,NA,NA,10,68.48,168.2875,75.8275,31.52266474994463,31.039931892052607,NA,NA,NA,NA,NA,NA,NA,NA,0.549416920448637
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,48,50,MB1050,0.3243055711999486,0.4697478991596633,NA,NA,NA,NA,NA,NA,-26.893126116716523,10,71.33333333333334,116.0575,50.9418,32.17127589234453,31.846970321144582,18.995404754478347,1.025847277165695,NA,NA,0.23997701857375073,0.23997701857375073,0.01680672268907563,0.014738995665256154,0.5610641276953234
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,50,52,MB1052,0.5092162404225191,NA,NA,NA,NA,NA,NA,NA,NA,10,74.18666666666667,184.6275,79.9875,33.18970837318957,32.68049213276705,NA,NA,NA,NA,NA,NA,NA,NA,0.5667628061908437
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,52,54,MB1054,0.400545245279373,NA,NA,NA,NA,NA,NA,NA,NA,10,77.04,146.29749999999999,62.917500000000004,33.99079886374832,33.59025361846894,NA,NA,NA,NA,NA,NA,NA,NA,0.5699345511714143
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,54,56,MB1056,0.4561858133842996,NA,NA,NA,NA,NA,NA,NA,NA,10,79.89333333333335,167.9075,71.6575,34.903170490516914,34.44698467713262,NA,NA,NA,NA,NA,NA,NA,NA,0.573232285633459
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,56,58,MB1058,0.4472094745939167,NA,NA,NA,NA,NA,NA,NA,NA,10,82.74666666666667,166.77749999999997,70.2475,35.797589439704744,35.35037996511083,NA,NA,NA,NA,NA,NA,NA,NA,0.5787951012576635
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,58,60,MB1060,0.47744764054183203,0.48131741140215667,NA,NA,NA,NA,NA,NA,-26.998020283166674,10,85.60000000000001,179.5775,74.9973,36.75248472078841,36.27503708024658,18.427462262316467,1.0900369014560933,NA,NA,0.24261866978512592,0.24261866978512592,0.015504622496148274,0.015360504377651156,0.5823680583592042
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,60,62,MB1062,0.5292061012748611,NA,NA,NA,NA,NA,NA,NA,NA,10,88.45333333333333,202.8875,83.1275,37.810896923338134,37.28169082206327,NA,NA,NA,NA,NA,NA,NA,NA,0.5902778633479145
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,62,64,MB1064,0.455549193611932,NA,NA,NA,NA,NA,NA,NA,NA,10,91.30666666666667,177.95749999999998,71.5575,38.721995310561994,38.266446116950064,NA,NA,NA,NA,NA,NA,NA,NA,0.597895564952306
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,64,66,MB1066,0.43161229017091096,NA,NA,NA,NA,NA,NA,NA,NA,10,94.16000000000001,173.04749999999999,67.7975,39.58521989090382,39.15360760073291,NA,NA,NA,NA,NA,NA,NA,NA,0.6082145075773993
Arias-Ortiz_et_al_2021,US-MyB,Typha M1,66,68,MB1068,0.45650412327048334,NA,NA,NA,NA,NA,NA,NA,NA,10,97.01333333333334,189.0075,71.7075,40.498228137444784,40.04172401417431,NA,NA,NA,NA,NA,NA,NA,NA,0.6206102932423316
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,0,1,MB2001,0.12838099794355542,0.7967061785377102,55.31494979415982,2.3966731395741987,NA,NA,40.194949794159825,2.770585161650233,-29.191472024935713,10,1.0918367346938775,57.95302,10.083020000000001,0.12838099794355542,0.06419049897177771,22.167846059586875,4.411363520635606,NA,NA,0.3784088521886517,0.3784088521886517,0.17492260061919218,0.019915195776504826,0.8260138988442708
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,1,2,MB2002,0.15842945119930524,0.7463838936669275,54.149254958012406,2.475054329892624,NA,NA,39.02925495801241,2.8386605883620932,-29.094457039576163,10,2.183673469387755,63.61302,12.44302,0.28681044914286064,0.20759572354320804,20.96729187093831,3.7893020355112017,NA,NA,0.3386712787965308,0.3386712787965308,0.10096339113679732,0.018815372219742707,0.8043950750962618
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,2,3,MB2003,0.17803734018822673,0.624882285235953,44.24015754354817,1.9737105810578892,NA,NA,29.120157543548174,2.4140491829662194,-28.40705938854459,10,3.2755102040816326,57.663019999999996,13.98302,0.46484778933108745,0.37582911923697404,21.893893808693235,2.8517987400995226,NA,NA,0.28844160779362055,0.28844160779362055,0.04658298465830049,0.015370276846731572,0.7575045497096753
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,3,4,MB2004,0.32076749315303843,0.4810228082679974,30.167834352269196,1.3812157080360645,NA,NA,15.047834352269197,1.9595552638610545,-27.313226688417984,10,4.36734693877551,78.89302,25.193019999999997,0.7856152824841259,0.6252315359076067,18.889381809802487,1.7351826243696693,NA,NA,0.21815974315999276,0.21815974315999276,0.02678111587982739,0.01347498942301487,0.6806685813269666
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,4,5,MB2005,0.5239765244927704,0.44945253534601975,26.608382083950698,1.3010498769538783,NA,NA,11.488382083950698,1.9038988372079284,-26.78702462181399,10,5.459183673469388,116.15302000000001,41.15302,1.3095918069768961,1.047603544730511,18.434285562289396,0.9043210374627831,NA,NA,0.19116792020828677,0.19116792020828677,0.02645298320138814,0.012098610466317564,0.6456999568328057
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,5,6,MB2006,0.6605951276428534,0.4259690314745466,23.669462670511397,1.2980958968874619,15.12,1.39,8.549462670511398,1.9018814257245544,NA,10,6.551020408163265,130.05302,51.88302,1.9701869346197494,1.6398893707983229,NA,NA,183,15,NA,0.19952211314644241,0.024506346967562476,NA,0.6010625512579408
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,6,7,MB2007,0.40581989474134733,0.4466100129318314,19.157910898432363,1.365007371237994,NA,NA,3.017910898432362,1.985962014625169,-26.1372741803118,10,7.642857142857142,81.43302,31.873019999999997,2.376006829361097,2.173096881990423,18.790917542727,0.8656917994673172,NA,NA,0.20735880229229078,0.20735880229229078,0.025204473376729396,0.012874230442673275,0.6085983302596416
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,7,8,MB2008,0.2423359371973524,0.5789060198369836,43.22856303005589,2.5125452361917326,NA,NA,27.088563030055887,2.897185455560236,NA,10,8.73469387755102,65.33301999999999,19.033019999999997,2.6183427665584493,2.497174797959773,NA,NA,NA,NA,NA,0.2779787881763726,0.03591417910447683,NA,0.7086768681441636
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,8,9,MB2009,0.2681826999554762,0.6205007824726136,54.016764938690436,2.19038998946552,NA,NA,37.876764938690435,2.6227101071126335,-25.823780022032416,10,9.826530612244898,74.07302,21.063019999999998,2.8865254665139255,2.7524341165361874,19.172290776376027,2.3195415051196706,NA,NA,0.29238169413443726,0.29238169413443726,0.047128129602356406,0.017791925882455983,0.7156451836309633
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,9,10,MB2010,0.21687114630264923,0.45441053705593293,39.65028636998957,2.3116856528269456,17.16,1.61,22.490286369989573,2.8170890219313165,NA,10,10.918367346938776,47.08302,17.03302,3.1033966128165744,2.9949610396652497,NA,NA,182,16,NA,0.2141126055096936,0.027201632097925924,NA,0.6382343358603589
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,10,11,MB2011,0.4068384863771355,0.37558378479357396,29.48156774698612,1.5010699698376617,NA,NA,11.096567746986121,2.292261122635996,-26.766840952051666,10,12.010204081632653,71.86302,31.953020000000002,3.51023509919371,3.306815856005142,17.88887121562424,1.9556687392206529,NA,NA,0.16670592280528715,0.16670592280528715,0.025729244577413202,0.010872136141433349,0.5553621320117078
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,11,12,MB2012,0.759653164223249,0.35475752589294346,NA,NA,NA,NA,NA,NA,NA,10,13.10204081632653,122.39302,59.663019999999996,4.269888263416959,3.8900616813053346,NA,NA,NA,NA,NA,0.16299061078308,0.02505250525052613,NA,0.5125292275654282
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,12,13,MB2013,0.5407832864832746,0.34619425078789023,22.983387751566703,1.4792009768914114,NA,NA,4.598387751566705,2.278000335828883,-26.69076375036412,10,14.193877551020408,83.57302,42.47302,4.810671549900234,4.540279906658597,17.531859133497804,1.5783414560417452,NA,NA,0.1553663565683833,0.1553663565683833,0.02468594799883089,0.010338934847100665,0.49178550685376693
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,13,14,MB2014,0.6400959709726172,0.3452250819835038,NA,NA,NA,NA,NA,NA,NA,10,15.285714285714285,97.68302,50.273019999999995,5.4507675208728505,5.130719535386542,NA,NA,NA,NA,NA,0.15810046705753744,0.02413112763697017,NA,0.48534535480168406
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,14,15,MB2015,0.6840227352659803,0.3507484590548869,20.933098916836563,1.293917035426946,NA,NA,2.5480989168365653,2.162283814527606,NA,10,16.377551020408163,104.65302000000001,53.72302,6.134790256138832,5.7927788885058416,NA,NA,NA,NA,NA,0.160933959495157,0.023960216998191123,NA,0.4866558079260399
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,15,16,MB2016,0.563319626425087,0.33922022775525995,NA,NA,NA,NA,NA,NA,-26.626617608755872,10,17.46938775510204,89.69302,44.24302,6.6981098825639185,6.4164500693513755,18.245096380648217,1.3539873737909316,NA,NA,0.15516728049139336,0.15516728049139336,0.023806046443696945,0.009922035495446034,0.5067283942496306
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,16,17,MB2017,0.8290447194113155,0.33793029719905976,19.36857686713136,1.2719877617811277,NA,NA,0.9835768671313616,2.149233087899254,NA,10,18.56122448979592,121.60302,65.11302,7.527154601975234,7.1126322422695765,NA,NA,NA,NA,NA,0.15435824246311766,0.026481511383819885,NA,0.4645443838483616
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,17,18,MB2018,0.6255810401626365,0.33961674651114393,NA,NA,NA,NA,NA,NA,NA,10,19.653061224489797,89.47302,49.13302,8.15273564213787,7.839945122056552,NA,NA,NA,NA,NA,0.15522339096021684,0.026967355306731684,NA,0.4508621705179953
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,18,19,MB2019,0.8487799323547105,0.337715237918903,NA,NA,NA,NA,NA,NA,NA,10,20.744897959183675,120.32302,66.66302,9.00151557449258,8.577125608315225,NA,NA,NA,NA,NA,0.15424791705239727,0.025160749231199278,NA,0.44596619998400966
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,19,20,MB2020,0.6589399162346977,0.3389306685896779,NA,NA,19.61,1.69,NA,NA,-26.645106295099566,10,21.836734693877553,93.83302,51.75302,9.660455490727278,9.33098553260993,18.235681342150773,1.119649121060136,224,16,0.1558769668511594,0.1558769668511594,0.02664796633941155,0.009972561919361985,0.44845620443634876
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,20,21,MB2021,0.833883029681309,0.3330120997965522,20.861761345316975,1.1518949722839296,NA,NA,NA,NA,NA,10,22.928571428571427,117.19302,65.49302,10.494338520408586,10.077397005567931,NA,NA,NA,NA,NA,0.1518352071956313,0.028094397174506357,NA,0.4411525532834634
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,21,22,MB2022,0.7451382334132681,0.32672482157018323,NA,NA,NA,NA,NA,NA,NA,10,24.020408163265305,104.55302,58.523019999999995,11.239476753821855,10.86690763711522,NA,NA,NA,NA,NA,0.148609833465504,NA,NA,0.4402550973659107
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,22,23,MB2023,0.7616903474948253,0.32620799363690595,NA,NA,NA,NA,NA,NA,NA,10,25.112244897959183,107.31302000000001,59.82302,12.00116710131668,11.620321927569268,NA,NA,NA,NA,NA,0.14834470073573272,0.027298214549210536,NA,0.4425371683696909
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,23,24,MB2024,0.7543055581353614,0.32403661911858606,NA,NA,NA,NA,NA,NA,NA,10,26.20408163265306,106.26302000000001,59.24302,12.755472659452042,12.37831988038436,NA,NA,NA,NA,NA,0.14723078560783465,0.029606299212600145,NA,0.44248695359872137
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,24,25,MB2025,0.9716475484216538,0.32517694641051603,21.248320836135576,1.266049263181801,NA,NA,NA,NA,-26.56390964167793,10,27.29591836734694,135.84302,76.31302000000001,13.727120207873694,13.241296433662868,17.85229721327686,1.1445795607412939,NA,NA,0.14689271066049525,0.14689271066049525,0.02906802517230993,0.00959959533815394,0.43822641752222524
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,25,26,MB2026,0.8366841566797264,0.3207366032466401,NA,NA,NA,NA,NA,NA,NA,10,28.387755102040817,118.13302,65.71302,14.56380436455342,14.145462286213558,NA,NA,NA,NA,NA,0.14553787746552638,0.028523705512011985,NA,0.44373706860283435
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,26,27,MB2027,0.6208700538471162,0.32835681627321023,NA,NA,NA,NA,NA,NA,NA,10,29.479591836734695,87.71302,48.76302,15.184674418400538,14.87423939147698,NA,NA,NA,NA,NA,0.14944704674815684,0.020005557099193685,NA,0.4440617823898893
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,27,28,MB2028,0.6611044234607475,0.3320430107526894,NA,NA,NA,NA,NA,NA,NA,10,30.57142857142857,93.57302,51.92302,15.845778841861284,15.515226630130911,NA,NA,NA,NA,NA,0.15133806451612963,0.018351577591757335,NA,0.44510693360115977
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,28,29,MB2029,0.76258161517614,0.3319025753643444,NA,NA,NA,NA,NA,NA,NA,10,31.663265306122447,109.40302000000001,59.89302,16.608360457037424,16.227069649449355,NA,NA,NA,NA,NA,0.15126602116190868,0.017630360077692045,NA,0.45254692237929084
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,29,30,MB2030,0.7196734425185649,0.33874107722258273,20.6788984476501,1.0392686648028486,NA,NA,NA,NA,-26.659850822872446,10,32.755102040816325,102.72302,56.523019999999995,17.32803389955599,16.968197178296705,17.723115820721247,0.9383556012030443,NA,NA,0.1518736867396596,0.1518736867396596,0.01696340950511759,0.00999839031580402,0.4497531322579886
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,30,31,MB2031,0.7891923216611048,0.3267410056806217,NA,NA,NA,NA,NA,NA,NA,10,33.8469387755102,112.61302,61.983019999999996,18.117226221217095,17.722630060386543,NA,NA,NA,NA,NA,0.14861813591415893,0.020156250000002273,NA,0.44959277355318245
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,31,32,MB2032,0.7632182349485075,0.3405587218536856,NA,NA,NA,NA,NA,NA,NA,10,34.93877551020408,109.32302,59.94302,18.880444456165602,18.49883533869135,NA,NA,NA,NA,NA,0.1557066243109407,0.020119013884954243,NA,0.45168894895146516
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,32,33,MB2033,0.6841500592204539,0.3408042188530003,NA,NA,NA,NA,NA,NA,NA,10,36.03061224489796,98.39302,53.733019999999996,19.56459451538605,19.222519485775827,NA,NA,NA,NA,NA,0.15583256427158912,0.020714285714285716,NA,0.4538939855693016
Arias-Ortiz_et_al_2021,US-MyB,Phragmites,33,34,MB2034,0.7149624562030448,0.3391000000000004,NA,NA,NA,NA,NA,NA,NA,10,37.12244897959184,102.79302000000001,56.15302,20.2795569715891,19.922075743487575,NA,NA,NA,NA,NA,0.15495830000000022,NA,NA,0.4537273056088829
