Site,Status,ID,Date,Lat,Lon,Depth_mid,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,Age,Age_e,VAR,MAR,CAR,Year
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,1.5,0.1807,11.0881,0.3914,0.4671,0.0764,10.621,0.3988,0,0,2.1107,0.4546,   ,   ,5.4,1.3,3.4,622,,2011.4
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,2.5,0.1787,11.4269,0.5325,0.3604,0.1144,11.0665,0.5446,0,0,0,0,28.04,1.57,8.7,1.4,3,542,152,2008.1
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,3.5,0.2023,10.7407,0.4468,0,0,10.7407,0.4468,0,0,0,0,   ,   ,12.8,1.6,2.5,498,,2004
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,4.5,0.1243,7.6262,0.7039,0.8083,0.2471,6.8179,0.746,0,0,0,0,32.81,1.1,14.5,1.6,5.8,716,235,2002.3
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,5.5,0.2742,5.8963,0.4564,0.3292,0.0976,5.5672,0.4667,0,0,0,0,   ,   ,17.9,1.8,3,810,,1998.9
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,6.5,0.2233,5.3906,0.4722,0,0,5.3906,0.4722,0,0,0,0,27.34,1.38,20.8,1.9,3.4,758,207,1995.9
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,7.5,0.1702,4.6748,0.6087,0,0,4.6748,0.6087,0,0,0,0,   ,   ,22.9,2.1,4.7,808,,1993.8
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,8.5,0.206,6.7335,0.5420,0.5033,0.1598,6.2302,0.5651,0.3914,0.0958,0,0,25.73,0.96,26.7,2.3,2.7,554,142,1990.1
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,9.5,0.2243,11.0194,0.3725,0.697,0.0943,10.3225,0.3842,0.5687,0.0665,0,0,   ,   ,34.7,3,1.2,279,,1982.1
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,10.5,0.314,5.7928,0.2508,0.6554,0.0656,5.1374,0.2593,1.0482,0.0624,0,0,25.13,0.91,41.8,3.7,1.4,442,111,1975
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,11.5,0.2541,6.2801,0.3310,0.5475,0.0869,5.7326,0.3422,0.8239,0.0612,0,0,   ,   ,49.9,4.8,1.2,313,,1966.8
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,12.5,0.2975,3.9025,0.2724,0.5046,0.0853,3.3979,0.2854,0,0,0,0,19.87,1,57.1,6,1.4,416,83,1959.7
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,13.5,0.2431,2.2625,0.2177,0.6593,0.0756,1.6032,0.2304,0.1591,0.0448,0,0,   ,   ,60.3,6.6,3.1,748,,1956.4
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,14.5,0.2431,2.9661,0.2667,0.5853,0.0857,2.3808,0.2801,0,0,0,0,24.73,1.06,65.9,7.9,1.8,440,109,1950.9
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,15.5,0.21,2.8628,0.2700,0.4261,0.0708,2.4367,0.2791,0,0,0,0,   ,   ,71.7,9.6,1.7,360,,1945.1
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,16.5,0.19,1.9160,0.2489,0.8057,0.0966,1.1103,0.267,0,0,0,0,22.48,1.03,74.5,10.5,3.6,691,155,1942.3
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,17.5,0.2682,1.8282,0.2601,0.5347,0.0807,1.2935,0.2724,0,0,0,0,   ,   ,79.6,12.4,2,525,,1937.2
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,18.5,0.2444,1.6917,0.2040,0.6975,0.0824,0.9942,0.2201,0,0,0,0,20.98,0.98,83.7,14.2,2.4,591,124,1933.1
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,19.5,0.2125,2.2211,0.2410,0.5669,0.0649,1.6542,0.2496,0,0,0,0,   ,   ,90.8,17.9,1.4,299,,1926
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,20.5,0.3236,1.4413,0.1309,0.6216,0.051,0.8196,0.1405,0,0,0,0,22.59,0.91,97.5,22.3,1.5,486,110,1919.3
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,21.5,0.189,1.2417,0.2041,0.8409,0.0778,0.4008,0.2185,0,0,0,0,   ,   ,99.7,24,4.6,865,,1917.1
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,22.5,0.2845,0.8713,0.1750,0,0,0.8713,0.175,0,0,0,0,17.9,0.82,108.1,32,1.2,338,61,1908.7
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,23.5,0.298,1.0076,0.1504,0.5726,0.0563,0.4349,0.1606,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,24.5,0.2682,1.0166,0.1958,0.4675,0.0687,0.5491,0.2075,0,0,0,0,20.98,1.1,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,25.5,0.2516,1.0101,0.1742,0.6011,0.0705,0.409,0.188,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,26.5,0.4454,1.0190,0.1388,0.6416,0.0499,0.3774,0.1475,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,27.5,0.3571,0.5912,0.1521,0.4776,0.0617,0.1136,0.1641,0,0,0,0,9.15,0.49,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,28.5,0.3599,0.8178,0.1588,0.8121,0.0685,0.0057,0.173,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,29.5,0.3576,0.8750,0.1551,0.717,0.0641,0.158,0.1679,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,30.5,0.2293,0.9140,0.2000,0.929,0.0832,-0.015,0.2166,0,0,0,0,15.21,0.75,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,31.5,0.2393,0.8196,0.2108,0.8235,0.0845,-0.0039,0.2271,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,32.5,0.2135,0.9304,0.2685,0.9639,0.1199,-0.0335,0.2941,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,33.5,0.1827,1.8387,0.3254,1.2131,0.1306,0.6256,0.3507,0,0,0,0,15.09,0.81,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,34.5,0.2456,0.7030,0.1481,0.5023,0.0536,0.2007,0.1575,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,35.5,0.3193,0.4490,0.1079,0.6915,0.0492,-0.2425,0.1186,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,36.5,0.2469,0.9510,0.1741,0.9299,0.0652,0.0211,0.1859,0,0,0,0,14.11,1,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,37.5,0.299,0.7493,0.1644,0.5973,0.0575,0.152,0.1742,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,38.5,0.1541,0.8435,0.2365,0.9388,0.0939,-0.0953,0.2545,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,39.5,0.2669,0.8685,0.1750,0.6033,0.0719,0.2652,0.1892,0,0,0,0,17.74,1.2,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,40.5,0.221,0.0000,0.0000,0.5058,0.0803,    ,    ,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,41.5,0.1749,0.0000,0.0000,0.6863,0.0988,    ,    ,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,42.5,0.2296,0.7109,0.1682,0.3668,0.0795,0.3441,0.186,0,0,0,0,22.56,1.36,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,43.5,0.2165,0.9131,0.2819,0.7652,0.1018,0.1479,0.2997,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,44.5,0.219,0.9473,0.2860,0.6237,0.1082,0.3236,0.3058,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,45.5,0.2514,0.6560,0.2529,0.6894,0.086,-0.0333,0.2671,0,0,0,0,18.56,1.38,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,47,0.4824,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,49,0.4752,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,51,0.3699,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,19.72,1.45,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,53,0.3531,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,55,0.3629,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,57,0.4539,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,30.49,1.75,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,59,0.3754,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,61,0.3436,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,63,0.3336,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,18.11,1.36,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,65,0.27,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,17.26,1.11,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIA,9/12/16,41.62503,-71.32408,67,0.2321,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,0.5,0.1095,18.3787,0.5367,0.3732,0.1102,18.0055,0.55,0,0,7.19,0.87,24.5,1.77,3.2,1.3,3.1,339,83,2013.5
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,1.5,0.189,7.5921,0.2885,0.3372,0.0712,7.2549,0.3,0,0,1.73,0.36,   ,   ,5.7,1.3,4.1,769,,2011.1
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,2.5,0.1727,5.6744,0.2627,0.4639,0.0700,5.2105,0.27,0,0,0,0,28.01,1.44,7.4,1.4,5.8,1003,281,2009.4
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,3.5,0.1947,6.8965,0.3207,0.2844,0.0758,6.6121,0.33,0,0,0,0,   ,   ,10.1,1.5,3.8,739,,2006.7
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,4.5,0.221,6.8682,0.2562,0.2880,0.0575,6.5802,0.26,0,0,0,0,29.27,1.16,13.3,1.6,3.1,677,198,2003.5
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,5.5,0.1987,7.7113,0.2684,0.3622,0.0646,7.3491,0.28,0,0,0,0,   ,   ,17,1.8,2.7,544,,1999.8
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,6.5,0.2218,7.6224,0.2759,0.5023,0.0689,7.1201,0.28,0.2304,0.0398,0,0,27.79,0.98,21.4,2,2.2,495,138,1995.3
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,7.5,0.2341,6.6302,0.3143,0.6819,0.0874,5.9482,0.33,0.5823,0.0568,0,0,   ,   ,26,2.3,2.2,515,,1990.8
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,8.5,0.2406,8.8124,0.2749,0.6561,0.0820,8.1563,0.29,1.1057,0.0632,0,0,22.55,0.91,33.7,2.9,1.3,311,70,1983.1
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,9.5,0.208,6.6079,0.2663,0.6208,0.0754,5.9872,0.28,0.7887,0.0561,0,0,   ,   ,39.8,3.5,1.6,341,,1977
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,10.5,0.2659,5.3331,0.1957,0.6029,0.0549,4.7302,0.2,0.2622,0.0319,0,0,19.82,0.96,47.4,4.5,1.3,349,69,1969.3
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,11.5,0.2674,5.1872,0.2241,0.7149,0.0584,4.4722,0.23,0.2411,0.0369,0,0,   ,   ,56.9,6,1.1,283,,1959.9
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,12.5,0.2271,3.2057,0.2760,0.5100,0.0695,2.6958,0.28,0,0,0,0,21.07,1.06,63.1,7.3,1.6,368,78,1953.7
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,13.5,0.1692,1.7197,0.2308,0.4973,0.0748,1.2224,0.24,0.1474,0.0438,0,0,   ,   ,65.4,7.9,4.2,709,,1951.3
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,14.5,0.2627,1.3853,0.1682,0.5163,0.0685,0.869,0.18,0.1437,0.0078,0,0,19.34,0.98,68.3,8.6,3.5,919,178,1948.5
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,15.5,0.2303,2.0326,0.1722,0.7140,0.0600,1.3186,0.18,0,0,0,0,   ,   ,72.5,9.8,2.4,543,,1944.2
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,16.5,0.1556,2.1668,0.2602,0.5778,0.0753,1.5891,0.27,0,0,0,0,20.09,1.07,76.5,11.1,2.5,397,80,1940.3
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,17.5,0.21,1.9602,0.2729,0.6247,0.0836,1.3355,0.29,0,0,0,0,   ,   ,81.6,13.1,2,410,,1935.2
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,18.5,0.2381,1.9985,0.1827,0.6091,0.0655,1.3894,0.19,0,0,0,0,21.01,0.92,88.9,16.5,1.4,325,68,1927.9
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,19.5,0.2223,2.0443,0.1973,0.5482,0.0639,1.4961,0.21,0,0,0,0,   ,   ,98.5,22.3,1,232,,1918.3
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,20.5,0.2787,1.3908,0.1321,0.7350,0.0525,0.6557,0.14,0,0,0,0,16.2,0.8,105.3,27.6,1.5,410,66,1911.5
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,21.5,0.2456,1.0790,0.1595,0.6490,0.0580,0.43,0.17,0,0,0,0,   ,   ,110,32,2.1,522,,1906.8
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,22.5,0.2228,1.2146,0.2098,0.5018,0.0733,0.7128,0.22,0,0,0,0,19.46,0.97,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,23.5,0.2296,0.9108,0.2230,0.6226,0.0629,0.2881,0.23,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,24.5,0.3258,0.7311,0.1361,0.4713,0.0571,0.2598,0.15,0,0,0,0,13.58,0.72,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,25.5,0.3421,0.7954,0.1281,0.7218,0.0534,0.0736,0.14,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,26.5,0.2912,0.8128,0.1671,0.8378,0.0653,-0.0249,0.18,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,27.5,0.3213,1.1828,0.1911,0.7862,0.0667,0.3967,0.2,0,0,0,0,13.66,0.82,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,28.5,0.2504,0.7420,0.1769,0.8431,0.0799,-0.1011,0.19,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,29.5,0.2882,1.3020,0.1492,0.7904,0.0746,0.5116,0.17,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,30.5,0.2188,0.8605,0.1776,0.7425,0.0771,0.118,0.19,0,0,0,0,13.46,0.89,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,31.5,0.2541,0.9994,0.2053,0.7355,0.0755,0.2639,0.22,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,32.5,    ,0.8952,0.2433,0.5862,0.0910,0.309,0.26,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,33.5,    ,0.8920,0.1462,0.9354,0.0910,-0.0434,0.17,0,0,0,0,12.9,0.97,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,34.5,0.2566,1.0089,0.1723,0.7504,0.0615,0.2585,0.18,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,35.5,0.3065,0.8304,0.1262,0.6215,0.0456,0.2089,0.13,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,36.5,0.2343,0.6829,0.1481,0.7524,0.0615,-0.0695,0.16,0,0,0,0,15.66,1.23,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,37.5,0.204,0.0000,0.0000,0.5810,0.0866,-0.581,0.09,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,38.5,0.1794,0.6713,0.1456,0.5311,0.0924,0.1402,0.17,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,39.5,0.1942,0.0000,0.0000,0.4928,0.0869,-0.4928,0.09,0,0,0,0,21.09,1.3,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,40.5,0.19,0.6305,0.1750,0.5242,0.0710,0.1063,0.19,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,41.5,0.1802,0.0000,0.0000,0.6223,0.1019,-0.6223,0.1,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,42.5,0.1987,0.5829,0.1669,0.4254,0.1049,0.1574,0.2,0,0,0,0,22.09,1.39,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,43.5,0.2283,0.6744,0.1289,0.5050,0.0527,0.1694,0.14,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,44.5,0.2007,0.6691,0.1889,0.4679,0.0817,0.2012,0.21,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,45.5,0.1624,0.5529,0.1489,0.5852,0.0825,-0.0323,0.17,0,0,0,0,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,47,0.3506,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,49,0.3043,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,51,0.2772,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,22.76,3.48,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,53,0.3759,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,55,0.3474,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,57,0.3158,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,19.53,1.49,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,59,0.287,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,PIB,9/12/16,41.625,-71.32408,61,0.3038,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,16.13,1.12,   ,   ,  ,,,   
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,0.5,0.07,17.6453,1.1611,0.3732,0.1102,18.0055,0.5479,0.0000,0.0000,0.0405,0.2533,20.26,1.2,1.2,0.9,8.5,621,126,2016
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,1.5,0.23,13.8750,0.4939,0.3372,0.0712,7.2549,0.2972,0.0000,0.0000,0.0366,0.2482,   ,   ,4.3,1,3.2,747,,2012
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,2.5,0.16,8.4056,0.3942,0.4639,0.0700,5.2105,0.2719,0.0000,0.0000,0,0,17.23,0.89,5.7,1,7.4,1173,202,2011
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,3.5,0.25,7.3273,0.3217,0.2844,0.0758,6.6121,0.3295,0.0000,0.0000,0,0,   ,   ,7.7,1.1,5,1250,,2009
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,4.5,0.19,7.2224,0.3705,0.2880,0.0575,6.5802,0.2626,0.0000,0.0000,0,0,24.92,1,9.3,1.1,6.2,1192,297,2007
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,5.5,0.23,5.9115,0.2755,0.3622,0.0646,7.3491,0.2760,0.0000,0.0000,0,0,   ,   ,11,1.2,6,1395,,2006
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,6.5,0.27,5.3221,0.2901,0.5023,0.0689,7.1201,0.2844,0.2304,0.0398,0,0,18.46,0.97,12.7,1.2,5.6,1515,280,2004
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,7.5,0.42,5.4978,0.2507,0.6819,0.0874,5.9482,0.3262,0.5823,0.0568,0,0,   ,   ,15.9,1.3,3.2,1329,,2001
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,8.5,0.33,7.7509,0.2837,0.6561,0.0820,8.1563,0.2869,1.1057,0.0632,0,0,10.16,0.41,19.6,1.4,2.7,892,91,1997
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,9.5,0.21,7.2804,0.3597,0.6208,0.0754,5.9872,0.2768,0.7887,0.0561,0,0,   ,   ,22,1.5,4.2,862,,1995
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,10.5,0.31,6.7219,0.2581,0.6029,0.0549,4.7302,0.2033,0.2622,0.0319,0,0,17.23,0.76,26,1.7,2.5,793,137,1991
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,11.5,0.44,4.0215,0.2180,0.7149,0.0584,4.4722,0.2316,0.2411,0.0369,0,0,   ,   ,29.3,1.9,3,1314,,1987
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,12.5,0.25,3.0259,0.2744,0.5100,0.0695,2.6958,0.2846,0.0000,0.0000,0,0,13.41,0.51,30.7,2,7.2,1793,240,1986
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,13.5,0.25,2.3023,0.2266,0.4973,0.0748,1.2224,0.2426,0.1474,0.0438,0,0,   ,   ,31.8,2,9.5,2348,,1985
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,14.5,0.33,2.6654,0.1757,0.5163,0.0685,0.8690,0.1816,0.1437,0.0078,0,0,15.83,0.63,33.5,2.2,5.8,1926,305,1983
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,15.5,0.58,4.0108,0.1259,0.7140,0.0600,1.3186,0.1823,0,0,0,0,   ,   ,39,2.5,1.8,1054,,1978
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,16.5,0.46,3.7377,0.1532,0.5778,0.0753,1.5891,0.2709,0,0,0,0,11.62,0.47,43.7,2.9,2.2,992,115,1973
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,17.5,0.42,3.1389,0.1821,0.6247,0.0836,1.3355,0.2854,0,0,0,0,   ,   ,47.8,3.3,2.4,1016,,1969
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,18.5,1.18,1.3620,0.0696,0.6091,0.0655,1.3894,0.1940,0,0,0,0,2.18,0.1,51.9,3.8,2.4,2877,63,1965
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,19.5,1.5,0.6413,0.0668,0.5482,0.0639,1.4961,0.2074,0,0,0,0,   ,   ,52.8,3.9,10.5,15835,,1964
Narragansett Bay,Salt marsh,MDA,9/9/16,41.54387,-71.20399,20.5,1.58,0.5954,0.0553,0.7350,0.0525,0.6557,0.1422,0,0,0,0,1.44,0.05,53.2,4,  ,,,1964
