study_id,site_id,core_id,year,latitude,longitude,position_method,elevation,elevation_datum,elevation_method,core_length_flag
Buffington_et_al_2020,Miner_Slough,MS-C1,2017,38.23409,-121.67174,RTK,1.716,NAVD88,RTK,not specified
