study_id,bibliography_id,publication_type,bibtype,doi,url,author,keywords,title,publisher,year,copyright
Buffington_et_al_2020,Buffington_et_al_2020_data,primary dataset,Misc,10.25573/SERC.11968740,https://smithsonian.figshare.com/articles/Dataset_Carbon_stocks_and_accretion_rates_for_wetland_sediment_at_Miner_Slough_Sacramento-San_Joaquin_Delta_California/11968740,Kevin Buffington and Christopher Janousek and Karen Thorne and Bruce Dugger,"Soil Science, 50301 Carbon Sequestration Science, FOS: Agriculture, forestry and fisheries","Dataset: Carbon stocks and accretion rates for wetland sediment at Miner Slough, Sacramento-San Joaquin Delta, California",The Smithsonian Institution,2020,CC BY 4.0
