study_id,bibliography_id,bibtype,doi,url,author,language,title,publisher,year,publication_type
Saunders_2013,Saunders_2013_data,Misc,10.6073/PASTA/0A012D9BFFA94911109AAD7B8447145C,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-fce.1124.3,Colin Saunders,en,"Radiometric Characteristics of Soil Sediments from Shark River Slough, Everglades National Park (FCE) from 2005 and 2006",Environmental Data Initiative,2024,primary dataset
