study_id,site_id,core_id,impact_class
Curtis_et_al_2022,MMF,MMF1,natural
Curtis_et_al_2022,MMF,MMF2,natural
Curtis_et_al_2022,MRF,MRF1,natural
Curtis_et_al_2022,MRF,MRF2,natural
Curtis_et_al_2022,JNF,JNF1,natural
Curtis_et_al_2022,JSF,JSF2,natural
Curtis_et_al_2022,HSF,HSF1,natural
Curtis_et_al_2022,HSF,HSF2,natural
Curtis_et_al_2022,WMF,WMF1,natural
Curtis_et_al_2022,WMF,WMF2,natural
