study_id,site_id,core_id,core_notes,longitude,latitude,elevation,elevation_datum,position_method,position_notes,year,month,day
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_96,succulent/mudflat transition - 1st dom,-97.331175,27.41385454,0.433,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_97,succulent/mudflat transition - mixed,-97.33113366,27.41384522,0.375,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_98,succulent/mudflat transition - 2nd dom,-97.33110992,27.41384137,0.337,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_99,20 m,-97.33091518,27.41379839,0.345,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_100,20 m,-97.33071966,27.41375298,0.428,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_101,mudflat/succulent transition - 1st dom,-97.33056085,27.41371841,0.435,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_102,mudflat/succulent transition - mixed,-97.33050108,27.41370455,0.524,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_103,mudflat/succulent transition - 2nd dom,-97.3304874,27.41370209,0.446,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_104,succulent/mixed DISP transition - 1st dom,-97.33047701,27.41369853,0.453,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_105,succulent/mixed DISP transition - mixed,-97.33046189,27.41369514,0.461,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_106,succulent/mixed DISP transition - 2nd dom,-97.33042185,27.41368646,0.479,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_107,mixed DISP/mixed SPPA transition - 1st dom,-97.3304002,27.41368112,0.452,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_108,mixed DISP/mixed SPPA transition - mixed,-97.33037564,27.41367586,0.462,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_109,mixed DISP/mixed SPPA transition - 2nd dom,-97.33032426,27.41366417,0.526,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_110,20 m,-97.33012348,27.41361283,0.539,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_111,20 m,-97.32992525,27.41355946,0.774,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_112,water/mudflat transition - 1st dom,-97.45169357,27.31299649,0.048,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_113,water/mudflat transition - mixed,-97.4517001,27.31300563,0.115,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_114,water/mudflat transition - 2nd dom,-97.45171348,27.3130198,0.213,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_115,mudflat/succulent transition - 1st dom,-97.45173406,27.31304765,0.524,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_116,mudflat/succulent transition - mixed,-97.45174616,27.31306555,0.824,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_117,mudflat/succulent transition - 2nd dom,-97.4517581,27.31308459,0.801,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_118,succulent/mudflat transition - 1st dom,-97.45177748,27.31310827,0.827,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_119,succulent/mudflat transition - mixed,-97.45178828,27.31312279,0.612,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_120,succulent/mudflat transition - 2nd dom,-97.45179813,27.31313541,0.444,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_121,20 m,-97.45191275,27.31328413,0.319,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_122,20 m,-97.4520298,27.31343371,0.195,NAVD88,NA,NA,2014,6,26
Osland_et_al_2016,Galveston_Bay,galveston_bay_1,water/SPAL - 1st dom,-95.23879834,29.08235676,-0.168,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_2,water/SPAL - mixed,-95.23880917,29.08235242,-0.135,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_3,water/SPAL - 2nd dom,-95.23882743,29.08234887,0.036,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_4,SPAL/JURO - 1st dom,-95.2388432,29.08234923,0.151,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_5,SPAL/JURO - mixed,-95.23885041,29.08234899,0.122,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_6,SPAL/JURO - 2nd dom,-95.23886426,29.08234859,0.237,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_7,JURO/succulent - 1st dom,-95.23887174,29.08234783,0.296,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_8,JURO/succulent - mixed,-95.23888187,29.08234583,0.413,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_9,JURO/succulent - 2nd dom,-95.23889775,29.08234272,0.522,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_10,succulent/BAHA+SPSP - 1st dom,-95.2389398,29.08233821,0.53,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_11,succulent/BAHA+SPSP - mixed,-95.23895356,29.08233723,0.62,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_12,succulent/BAHA+SPSP - 2nd dom,-95.23897215,29.08233535,0.644,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_13,BAHA+SPSP/succulent - 1st dom,-95.23899435,29.08233485,0.665,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_14,BAHA+SPSP/succulent - mixed,-95.23901335,29.08233146,0.675,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_15,BAHA+SPSP/succulent - 2nd dom,-95.23903839,29.08232835,0.631,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_16,succulent/SPPA+PAVA - 1st dom,-95.23904866,29.08232794,0.646,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_17,succulent/SPPA+PAVA - mixed,-95.23906583,29.08232699,0.655,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_18,succulent/SPPA+PAVA - 2nd dom,-95.23909806,29.08232344,0.483,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_19,SPPA+PAVA/JURO - 1st dom,-95.2392639,29.08230842,0.462,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_20,SPPA+PAVA/JURO - mixed,-95.23928232,29.08230854,0.549,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_21,SPPA+PAVA/JURO - 2nd dom,-95.23929663,29.08230885,0.553,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_22,JURO/SPAL - 1st dom,-95.23930786,29.08230851,0.494,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_23,JURO/SPAL - mixed,-95.23933418,29.0823042,0.485,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_24,JURO/SPAL - 2nd dom,-95.23935511,29.08230118,0.444,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_25,20 m,-95.2395581,29.08228489,0.442,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_26,20 m,-95.23975577,29.08226495,0.633,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_27,water/SPAL - 1st dom,-95.22272085,29.08347174,-0.129,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_28,water/SPAL - mixed,-95.22272745,29.08346156,0.07,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_29,water/SPAL - 2nd dom,-95.22273223,29.08345403,0.328,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_30,SPAL/succulent - mixed,-95.22273693,29.08344771,0.394,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_31,SPAL/succulent - 2nd dom,-95.22274862,29.08342932,0.422,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_32,20m,-95.22283923,29.08327143,0.452,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_33,20m,-95.22292868,29.08311925,0.443,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_34,succulent/BAHA+SPSP - 1st dom,-95.223189,29.08268751,0.529,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_35,succulent/BAHA+SPSP - mixed,-95.22319301,29.0826728,0.671,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_36,succulent/BAHA+SPSP - 2nd dom,-95.22321503,29.08265331,0.606,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_37,20m,-95.22330809,29.08249216,0.674,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_38,20m,-95.22339885,29.08232995,0.699,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_39,water/SPAL - 1st dom,-95.19652673,29.10382049,-0.083,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_40,water/SPAL - mixed,-95.19653503,29.10382389,-0.043,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_41,water/SPAL - 2nd dom,-95.19654388,29.10382732,0.074,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_42,SPAL/succ+SPAL - 1st dom,-95.1965541,29.10383193,0.164,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_43,SPAL/succ+SPAL - mixed,-95.19656302,29.10383826,0.215,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_44,SPAL/succ+SPAL - 2nd dom,-95.1966293,29.10388355,0.267,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_45,20m,-95.19678604,29.1039944,0.248,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_46,20m,-95.19695333,29.10410157,0.273,NAVD88,NA,NA,2014,7,15
Osland_et_al_2016,Galveston_Bay,galveston_bay_47,water/SPAL - 1st dom,-95.18014374,29.07668825,-0.098,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_48,water/SPAL - mixed,-95.18013941,29.0767075,-0.073,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_49,water/SPAL - 2nd dom,-95.18011945,29.07679302,0.136,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_50,SPAL/flat - 1st dom,-95.18009792,29.07687942,0.254,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_51,SPAL/flat - mixed,-95.18009375,29.07689474,0.275,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_52,SPAL/flat - 2nd dom,-95.18008978,29.07690822,0.291,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_53,flat/succulent - 1st dom,-95.18008639,29.07692761,0.33,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_54,flat/succulent - mixed,-95.18008282,29.07694152,0.344,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_55,flat/succulent - 2nd dom,-95.18007471,29.0769814,0.363,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_56,succulent/BAHA+SPSP - 1st dom,-95.18006254,29.0770334,0.505,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_57,succulent/BAHA+SPSP - mixed,-95.18006211,29.077045,0.596,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_58,succulent/BAHA+SPSP - 2nd dom,-95.18005757,29.07706113,0.853,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_59,20m,-95.18001871,29.07724558,0.909,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_60,20m,-95.17997157,29.07742534,1.088,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_61,water/SPAL - 1st dom,-95.1811253,29.07625675,-0.091,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_62,water/SPAL - mixed,-95.18113435,29.07626463,0.108,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_63,water/SPAL - 2nd dom,-95.1811415,29.07627124,0.174,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_64,SPAL/AVGE - mixed,-95.18114256,29.07627812,0.177,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_65,SPAL/AVGE - 2nd dom,-95.18114659,29.07628787,0.157,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_66,AVGE/succulent - 1st dom,-95.18116015,29.07630105,0.242,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_67,AVGE/succulent - mixed,-95.18116731,29.076310930000002,0.271,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_68,AVGE/succulent - 2nd dom,-95.18118092,29.07632837,0.461,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_69,succulent/mudflat - 1st dom,-95.18125305,29.07641702,0.311,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_70,succulent/mudflat - mixed,-95.18126589,29.07643121,0.283,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_71,succulent/mudflat - 2nd dom,-95.18127337,29.07644002,0.274,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_72,mudflat/succulent - 1st dom,-95.18129807,29.07646992,0.286,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_73,mudflat/SPAL - mixed,-95.181308,29.07648029,0.245,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_74,mudflat/SPAL - 2nd dom,-95.18131958,29.07649506,0.177,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_75,20m,-95.18144392,29.07663927,0.151,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_76,20m,-95.18157191,29.07678429,0.155,NAVD88,NA,NA,2014,7,16
Osland_et_al_2016,Galveston_Bay,galveston_bay_77,water/SPAL - 1st dom,-94.9707148,29.19779867,-0.093,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_78,water/SPAL - mixed,-94.97071364,29.19779281,0.118,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_79,water/SPAL - 2nd dom,-94.97071101,29.19777654,0.192,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_80,SPAL/succulent - 1st dom,-94.97069561,29.19771155,0.223,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_81,SPAL/succulent - mixed,-94.97069163,29.19769637,0.228,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_82,SPAL/succulent - 2nd dom,-94.97068694,29.19767608,0.246,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_83,succulent/SPAL - 1st dom,-94.97067115,29.19761686,0.229,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_84,succulent/SPAL - mixed,-94.97066557,29.19759508,0.225,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_85,succulent/SPAL - 2nd dom,-94.97066314,29.1975794,0.238,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_86,SPAL/succulent - 1st dom,-94.97064445,29.19750083,0.229,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_87,SPAL/succulent - mixed,-94.97063622,29.19746689,0.251,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_88,SPAL/succulent - 2nd dom,-94.9706305,29.19744296,0.229,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_89,succulent/flat - 1st dom,-94.97061125,29.19736752,0.276,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_90,succulent/flat - mixed,-94.97060577,29.19734648,0.251,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_91,succulent/flat - 2nd dom,-94.9706002,29.19732659,0.341,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_92,flat/MOLI - 1st dom,-94.97055442,29.1971531,0.43,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_93,flat/MOLI - mixed,-94.97054992,29.19713322,0.425,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_94,flat/MOLI - 2nd dom,-94.97054758,29.19712144,0.461,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_95,MOLI/succulent - 1st dom,-94.97054435,29.19710908,0.499,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_96,MOLI/succulent - mixed,-94.97054102,29.19709729,0.556,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_97,MOLI/succulent - 2nd dom,-94.9705374,29.19708451,0.575,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_98,succulent/SPPA+JURO - 1st dom,-94.97053352,29.19706433,0.542,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_99,succulent/SPPA+JURO - mixed,-94.9705219,29.19702521,0.527,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_100,succulent/SPPA+JURO - 2nd dom,-94.97051643,29.19700304,0.58,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_101,20m,-94.97036505,29.19688124,0.791,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_102,20m,-94.97021475,29.19676258,0.836,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_103,water/SPAL - 1st dom,-94.97281179,29.19566572,-0.011,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_104,water/SPAL - mixed,-94.97281661,29.19566046,-0.046,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_105,water/SPAL - 2nd dom,-94.97282724,29.19564369,0.07,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_106,SPAL/succulent - 1st dom,-94.97283919,29.19562647,0.226,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_107,SPAL/succulent - mixed,-94.97284611,29.19561661,0.306,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_108,SPAL/succulent - 2nd dom,-94.97285587,29.1956109,0.37,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_109,succulent/flat - mixed,-94.97286156,29.19560319,0.377,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_110,succulent/flat - 2nd dom,-94.97286584,29.1955953,0.419,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_111,mudflat/DISP - 1st dom,-94.97287383,29.19558834,0.444,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_112,mudflat/DISP - mixed,-94.97287889,29.19557654,0.495,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_113,mudflat/DISP - 2nd dom,-94.97288651,29.1955662,0.567,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_114,DISP/mixed Spartina - 1st dom,-94.97289215,29.19556076,0.537,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_115,DISP/mixed Spartina - mixed,-94.97289907,29.19555541,0.612,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_116,DISP/mixed Spartina - 2nd dom,-94.97290124,29.19554854,0.608,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_117,mixed Spartina/JURO+Spartina - mixed,-94.97290915,29.19553999,0.636,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_118,mixed Spartina/JURO+Spartina - 2nd dom,-94.9729207,29.19552605,0.703,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_119,20m,-94.97303038,29.19537497,0.786,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Galveston_Bay,galveston_bay_120,20m,-94.9731406,29.19522198,0.804,NAVD88,NA,NA,2014,7,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_1,water/SPAL - 1st dom,-87.84037846,30.38215369,-0.42,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_2,water/SPAL - mixed,-87.84038905,30.38215157,-0.352,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_3,water/SPAL - 2nd dom,-87.84042413,30.38214648,0.056,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_4,SPAL/BAHA mix - 1st dom,-87.84043729,30.3821457,0.213,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_5,SPAL/BAHA mix - mixed,-87.84045595,30.38214225,0.537,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_6,SPAL/BAHA mix - 2nd dom,-87.8404671,30.38214199,0.4,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_7,BAHA mix/JURO - 1st dom,-87.84048793,30.38213764,0.29,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_8,BAHA mix/JURO - mixed,-87.84051972,30.3821349,0.285,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_9,BAHA mix/JURO - 2nd dom,-87.84054713,30.38212992,0.286,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_10,20 m,-87.840755,30.38210385,0.213,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_11,20 m,-87.84096357,30.3820756,0.207,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_12,JURO/CLMA - 1st dom,-87.84149724,30.38208008,0.103,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_13,JURO/CLMA - mixed,-87.84155292,30.38211405,0.184,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_14,JURO/CLMA - 2nd dom,-87.84162703,30.38215725,0.228,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_15,CLMA/pine woods - 1st dom,-87.84167591,30.38218596,0.304,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_16,CLMA/pine woods - mixed,-87.84170331,30.38220484,0.571,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_17,CLMA/pine woods - 2nd dom,-87.84172965,30.38221956,0.654,NAVD88,NA,NA,2014,9,16
Osland_et_al_2016,Weeks_Bay,weeks_bay_18,water/SPAL - 1st dom,-87.82963565,30.410488,-0.363,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_19,water/SPAL - mixed,-87.82963282,30.41049296,-0.339,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_20,water/SPAL - 2nd dom,-87.82963112,30.41050273,-0.238,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_21,SPAL/JURO - mixed,-87.82962496,30.41051463,-0.154,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_22,SPAL/JURO - 2nd dom,-87.82962029,30.41052083,-0.073,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_23,JURO/SPCY - 1st dom,-87.82961818,30.41052788,0.031,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_24,JURO/SPCY - mixed,-87.82961675,30.41053683,0.151,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_25,JURO/SPCY - 2nd dom,-87.8296153,30.4105545,0.323,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_26,SPCY/JURO - 1st dom,-87.82960568,30.41059148,0.384,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_27,SPCY/JURO - mixed,-87.82958043,30.41064269,0.365,NAVD88,NA,NA,2014,9,17
