study_id,site_id,site_latitude_max,site_latitude_min,site_longitude_max,site_longitude_min
Osland_et_al_2016,Galveston_Bay,29.209952862,29.064102558,-94.94326064799999,-95.266709872
Osland_et_al_2016,Grand_Bay,30.409232979000002,30.356935311,-88.395872932,-88.446796468
Osland_et_al_2016,Lake_Pontchartrain,30.284774709,30.239866521,-89.833513739,-89.999191271
Osland_et_al_2016,Lower_Laguna_Madre,26.388685132,26.014722388,-97.16240541100001,-97.381783399
Osland_et_al_2016,San_Antonio_Bay,28.456784607000003,28.173734523,-96.35867509100001,-96.89654123899999
Osland_et_al_2016,Tampa_Bay,27.726532607,27.515973803,-82.44032639400001,-82.663222026
Osland_et_al_2016,Ten_Thousand_Islands,25.976839471,25.845753739,-81.52314862,-81.54749817999999
Osland_et_al_2016,Upper_Laguna_Madre,27.724848259999998,27.27555542,-97.12855965099999,-97.741774519
Osland_et_al_2016,Weeks_Bay,30.443171271999997,30.376521448000002,-87.81125599699999,-87.84718823300001
