study_id,bibliography_id,bibtype,publication_type,doi,url,author,school,title,publisher,year,copyright
Smith_et_al_2015,Smith_2012_phdthesis,PhdThesis,associated source,,https://ufdc.ufl.edu/UFE0044969/00001/pdf,Kathryn E.L. Smith,University of Florida,"PALEOECOLOGICAL STUDY OF COASTAL MARSH IN THE CHENIER PLAIN, LOUISIANA: INVESTIGATING THE DIATOM COMPOSITION OF HURRICANE-DEPOSITED SEDIMENTS AND A DIATOM-BASED QUANTITATIVE RECONSTRUCTION OF SEA-LEVEL CHARACTERISTICS",,2012,
