study_id,site_id,core_id,species_code
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_54,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_55,Suaeda linearis
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_56,Baccharis halimifolia
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_57,Batis maritima
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_58,Lycium carolinianum
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_59,Suaeda linearis
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_60,Cuscuta sp.
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_61,Batis maritima
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_62,Spartina patens
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_63,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_64,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_65,Spartina alterniflora
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_66,Spartina alterniflora
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_67,Spartina alterniflora
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_68,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_69,Baccharis halimifolia
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_70,Baccharis halimifolia
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_71,Batis maritima
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_72,Batis maritima
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_73,Suaeda linearis
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_74,Spartina patens
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_75,Lycium carolinianum
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_76,Borrichia frutescens
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_77,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_78,Suaeda linearis
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_79,Lycium carolinianum
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_80,Spartina patens
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_81,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_82,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_83,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_84,Litter
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_85,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_86,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_87,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_88,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_89,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_90,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_91,Litter
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_92,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_93,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_94,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_95,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_96,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_97,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_98,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_99,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_100,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_101,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_102,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_103,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_104,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_104,Spartina alterniflora
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_105,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_106,unvegetated
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_107,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_108,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_109,Avicennia germinans
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_110,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_1,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_2,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_3,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_4,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_5,Chrysopsis pilosa
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_6,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_7,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_8,Ambrosia psilostachya
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_9,Panicum hallii
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_10,Panicum hallii
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_11,Ambrosia psilostachya
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_12,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_13,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_14,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_15,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_16,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_17,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_18,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_19,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_20,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_21,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_22,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_23,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_24,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_25,Sesuvium portulacastrum
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_26,Borrichia frutescens
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_27,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_28,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_29,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_30,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_31,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_32,Avicennia germinans
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_33,Avicennia germinans
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_34,Avicennia germinans
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_35,Avicennia germinans
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_36,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_37,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_38,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_38,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_39,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_40,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_41,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_42,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_43,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_44,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_45,Avicennia germinans
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_46,Avicennia germinans
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_47,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_48,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_49,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_50,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_51,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_52,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_53,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_54,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_55,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_56,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_57,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_58,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_59,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_60,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_61,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_62,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_63,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_64,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_65,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_66,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_67,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_68,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_69,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_70,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_71,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_72,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_73,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_74,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_75,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_76,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_77,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_78,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_79,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_80,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_81,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_82,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_83,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_84,Monanthochloe littoralis
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_85,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_86,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_87,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_88,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_89,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_90,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_91,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_92,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_93,Litter
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_94,Litter
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_95,Litter
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_96,Batis maritima
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_97,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_98,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_99,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_100,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_101,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_102,Salicornia bigelovii
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_103,Salicornia depressa
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_104,Salicornia depressa
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_105,Unidentified grass
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_106,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_107,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_108,Distichlis spicata
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_109,Spartina patens
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_110,Spartina patens
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_111,Sabatia arenicola
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_112,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_113,Wrack
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_114,Wrack
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_115,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_116,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_117,Unidentified forb
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_118,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_119,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_120,unvegetated
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_121,Algal Mat
Osland_et_al_2016,Upper_Laguna_Madre,upper_laguna_madre_122,Algal Mat
Osland_et_al_2016,Galveston_Bay,galveston_bay_1,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_2,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_3,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_4,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_5,Juncus roemerianus
Osland_et_al_2016,Galveston_Bay,galveston_bay_6,Juncus roemerianus
Osland_et_al_2016,Galveston_Bay,galveston_bay_7,Juncus roemerianus
Osland_et_al_2016,Galveston_Bay,galveston_bay_8,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_9,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_10,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_11,Baccharis halimifolia
Osland_et_al_2016,Galveston_Bay,galveston_bay_12,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_13,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_14,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_15,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_16,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_17,Juncus roemerianus
Osland_et_al_2016,Galveston_Bay,galveston_bay_18,Spartina patens
Osland_et_al_2016,Galveston_Bay,galveston_bay_19,Spartina patens
Osland_et_al_2016,Galveston_Bay,galveston_bay_20,Paspalum vaginatum
Osland_et_al_2016,Galveston_Bay,galveston_bay_21,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_21,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_22,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_23,Juncus roemerianus
Osland_et_al_2016,Galveston_Bay,galveston_bay_23,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_24,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_25,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_26,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_27,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_28,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_29,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_30,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_31,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_32,Monanthochloe littoralis
Osland_et_al_2016,Galveston_Bay,galveston_bay_33,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_34,Monanthochloe littoralis
Osland_et_al_2016,Galveston_Bay,galveston_bay_35,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_36,Baccharis halimifolia
Osland_et_al_2016,Galveston_Bay,galveston_bay_37,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_38,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_39,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_40,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_41,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_42,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_43,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_44,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_45,Distichlis spicata
Osland_et_al_2016,Galveston_Bay,galveston_bay_45,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_46,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_47,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_48,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_49,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_50,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_51,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_52,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_53,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_54,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_55,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_56,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_57,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_58,Baccharis halimifolia
Osland_et_al_2016,Galveston_Bay,galveston_bay_59,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_60,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_61,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_62,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_63,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_64,Avicennia germinans
Osland_et_al_2016,Galveston_Bay,galveston_bay_65,Avicennia germinans
Osland_et_al_2016,Galveston_Bay,galveston_bay_66,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_67,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_68,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_69,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_70,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_71,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_72,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_73,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_74,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_74,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_75,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_76,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_77,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_78,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_79,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_80,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_81,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_82,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_83,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_84,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_85,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_86,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_87,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_88,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_89,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_90,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_91,Algal Mat
Osland_et_al_2016,Galveston_Bay,galveston_bay_92,Algal Mat
Osland_et_al_2016,Galveston_Bay,galveston_bay_93,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_94,Monanthochloe littoralis
Osland_et_al_2016,Galveston_Bay,galveston_bay_95,Monanthochloe littoralis
Osland_et_al_2016,Galveston_Bay,galveston_bay_96,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_97,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_98,Batis maritima
Osland_et_al_2016,Galveston_Bay,galveston_bay_99,Salicornia bigelovii
Osland_et_al_2016,Galveston_Bay,galveston_bay_99,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_100,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_101,Spartina patens
Osland_et_al_2016,Galveston_Bay,galveston_bay_102,Spartina patens
Osland_et_al_2016,Galveston_Bay,galveston_bay_103,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_104,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_105,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_106,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_107,Spartina alterniflora
Osland_et_al_2016,Galveston_Bay,galveston_bay_108,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_109,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_110,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_111,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_112,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_113,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_114,Spartina patens
Osland_et_al_2016,Galveston_Bay,galveston_bay_115,Salicornia depressa
Osland_et_al_2016,Galveston_Bay,galveston_bay_116,Spartina spp.
Osland_et_al_2016,Galveston_Bay,galveston_bay_117,unvegetated
Osland_et_al_2016,Galveston_Bay,galveston_bay_118,Juncus roemerianus
Osland_et_al_2016,Galveston_Bay,galveston_bay_119,Spartina patens
Osland_et_al_2016,Galveston_Bay,galveston_bay_120,Spartina patens
Osland_et_al_2016,Weeks_Bay,weeks_bay_1,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_2,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_3,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_4,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_5,Spartina alterniflora
Osland_et_al_2016,Weeks_Bay,weeks_bay_6,Baccharis halimifolia
Osland_et_al_2016,Weeks_Bay,weeks_bay_7,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_8,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_9,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_10,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_11,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_12,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_13,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_14,Cladium mariscus
Osland_et_al_2016,Weeks_Bay,weeks_bay_15,Cladium mariscus
Osland_et_al_2016,Weeks_Bay,weeks_bay_16,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_17,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_18,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_19,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_20,Spartina alterniflora
Osland_et_al_2016,Weeks_Bay,weeks_bay_21,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_22,Spartina alterniflora
Osland_et_al_2016,Weeks_Bay,weeks_bay_23,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_24,Spartina alterniflora
Osland_et_al_2016,Weeks_Bay,weeks_bay_25,Spartina cynosuroides
Osland_et_al_2016,Weeks_Bay,weeks_bay_26,Spartina cynosuroides
Osland_et_al_2016,Weeks_Bay,weeks_bay_27,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_28,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_29,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_30,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_31,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_32,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_33,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_34,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_35,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_36,Spartina cynosuroides
Osland_et_al_2016,Weeks_Bay,weeks_bay_37,Litter
Osland_et_al_2016,Weeks_Bay,weeks_bay_38,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_39,Juncus roemerianus
Osland_et_al_2016,Weeks_Bay,weeks_bay_40,Baccharis halimifolia
Osland_et_al_2016,Weeks_Bay,weeks_bay_41,Cladium mariscus
Osland_et_al_2016,Weeks_Bay,weeks_bay_42,Paspalum vaginatum
Osland_et_al_2016,Weeks_Bay,weeks_bay_43,unvegetated
Osland_et_al_2016,Weeks_Bay,weeks_bay_44,Panicum virgatum
Osland_et_al_2016,Weeks_Bay,weeks_bay_45,Cladium mariscus
