study_id,bibtex_citation,publication_type,author,year,title,journal,volume,number,pages,url,doi,address,annote,booktitle,chapter,crossref,edition,editor,howpublished,institution,key,month,note,organization,publisher,school,series,type
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
