study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 86,single set of methods,14,16,0.611,0.14904,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 86,single set of methods,16,18,0.611,0.15992,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 86,single set of methods,18,20,0.516,0.16192,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,0,2,0.42,0.15442,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,2,4,0.642,0.1277,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,4,6,0.521,0.14084,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,6,8,0.627,0.13782,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,8,10,0.576,0.14019,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,10,12,0.71,0.10967,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,12,14,0.661,0.12808999999999998,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,14,16,0.663,0.11467000000000001,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,16,18,0.815,0.10358,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 87,single set of methods,18,20,0.782,0.11135999999999999,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,0,2,0.989,0.11327,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,2,4,1.158,0.12312,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,4,6,1.12,0.12464,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,6,8,1.149,0.14894,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,8,10,1.37,0.12134,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,10,12,1.192,0.11402,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,12,14,1.263,0.11624000000000001,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 88,single set of methods,14,16,1.294,0.10906,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,0,2,1.107,0.11993999999999999,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,2,4,1.133,0.12206,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,4,6,1.266,0.11292999999999999,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,6,8,1.177,0.10702,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,8,10,1.183,0.11506,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,10,12,1.194,0.11505000000000001,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,12,14,1.224,0.12794,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,14,16,1.213,0.10742000000000002,NA
Ward_et_al_2021,Elkhorn Slough,Elkhorn Slough 89,single set of methods,16,18,1.046,0.10744,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,0,2,0.497,0.0581,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,2,4,0.495,0.057300000000000004,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,4,6,0.518,0.060599999999999994,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,6,8,0.529,0.0493,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,8,10,0.571,0.0518,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,10,12,0.518,0.0438,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,12,14,0.571,0.0443,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,14,16,0.647,0.043899999999999995,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,16,18,0.652,0.0404,NA
Ward_et_al_2021,Mission Bay,Mission Bay 672,single set of methods,18,20,1.143,0.0385,NA
Ward_et_al_2021,Mission Bay,Mission Bay 673,single set of methods,0,2,0.438,0.0724,NA
Ward_et_al_2021,Mission Bay,Mission Bay 673,single set of methods,2,4,0.48,0.0603,NA
Ward_et_al_2021,Mission Bay,Mission Bay 673,single set of methods,4,6,0.58,0.050300000000000004,NA
Ward_et_al_2021,Mission Bay,Mission Bay 673,single set of methods,6,8,0.594,0.0526,NA
Ward_et_al_2021,Mission Bay,Mission Bay 673,single set of methods,8,10,0.707,0.048600000000000004,NA
Ward_et_al_2021,Mission Bay,Mission Bay 673,single set of methods,10,12,0.901,0.051500000000000004,NA
Ward_et_al_2021,Mission Bay,Mission Bay 673,single set of methods,12,14,0.615,0.05,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,0,2,0.811,0.0764,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,2,4,0.833,0.06860000000000001,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,4,6,0.853,0.0729,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,6,8,0.868,0.0652,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,8,10,0.861,0.0683,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,10,12,0.878,0.0725,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,12,14,0.897,0.0729,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,14,16,0.986,0.07400000000000001,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,16,18,0.935,0.0636,NA
Ward_et_al_2021,Mission Bay,Mission Bay 675,single set of methods,18,20,1.113,0.0654,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,0,2,0.417,0.09390000000000001,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,2,4,0.425,0.0901,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,4,6,0.498,0.084,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,6,8,0.539,0.08470000000000001,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,8,10,0.521,0.0785,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,10,12,0.604,0.0703,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,12,14,0.742,0.0638,NA
Ward_et_al_2021,Mission Bay,Mission Bay 676,single set of methods,14,16,0.898,0.068,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,0,2,0.54,0.0689,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,2,4,0.661,0.0591,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,4,6,0.679,0.0594,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,6,8,0.698,0.061200000000000004,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,8,10,0.69,0.047,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,10,12,0.749,0.045899999999999996,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,12,14,0.706,0.0496,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,14,16,0.631,0.049,NA
Ward_et_al_2021,Mission Bay,Mission Bay 677,single set of methods,16,18,0.631,0.0525,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,0,2,1.853,0.02081,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,2,4,2.481,0.01641,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,4,6,2.506,0.015309999999999999,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,6,8,2.488,0.01918,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,8,10,2.694,0.01951,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,10,12,2.501,0.01908,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,12,14,2.431,0.018779999999999998,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,14,16,2.392,0.01941,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,16,18,2.701,0.015560000000000001,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 681,single set of methods,18,20,2.725,0.01428,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,0,2,1.008,0.029980000000000003,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,2,4,1.152,0.031709999999999995,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,4,6,1.325,0.03124,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,6,8,1.252,0.03089,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,8,10,1.161,0.0325,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,10,12,1.216,0.0302,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,12,14,1.308,0.02904,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,14,16,1.138,0.02799,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,16,18,1.153,0.03082,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 682,single set of methods,18,20,0.992,0.031869999999999996,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,0,2,1.643,0.028290000000000003,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,2,4,1.911,0.02713,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,4,6,1.727,0.028530000000000003,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,6,8,1.91,0.02826,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,8,10,1.809,0.04113000000000001,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,10,12,2.004,0.02782,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,12,14,2.377,0.017689999999999997,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,14,16,3.369,0.015960000000000002,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,16,18,2.616,0.01537,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 683,single set of methods,18,20,3.81,0.014410000000000001,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,0,2,0.972,0.04331,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,2,4,1.11,0.04447,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,4,6,1.11,0.0426,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,6,8,1.096,0.040350000000000004,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,8,10,1.204,0.041319999999999996,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,10,12,1.216,0.043429999999999996,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,12,14,1.184,0.04354,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,14,16,1.264,0.04221,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,16,18,1.218,0.04139,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 684,single set of methods,18,20,1.291,0.04034,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,0,2,0.821,0.03912,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,2,4,1.005,0.03177,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,4,6,1.032,0.02826,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,6,8,1.038,0.03133,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,8,10,1.127,0.033010000000000005,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,10,12,1,0.031709999999999995,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,12,14,0.98,0.03167,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,14,16,0.979,0.03225,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,16,18,1.018,0.02981,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 685,single set of methods,18,20,1.06,0.03168,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,0,2,1.871,0.03138,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,2,4,1.842,0.03383,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,4,6,1.835,0.03312,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,6,8,1.847,0.02955,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,8,10,1.651,0.03164,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,10,12,1.729,0.030910000000000003,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,12,14,1.757,0.02836,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,14,16,1.913,0.02626,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,16,18,1.838,0.03811,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 686,single set of methods,18,20,2.016,0.03665,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,0,2,1.048,0.0483,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,2,4,1.2,0.051089999999999997,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,4,6,1.19,0.05015,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,6,8,1.259,0.04824,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,8,10,1.29,0.050499999999999996,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,10,12,1.276,0.04446,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,12,14,1.158,0.048470000000000006,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,14,16,1.176,0.04861,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,16,18,1.212,0.04946,NA
Ward_et_al_2021,Humboldt Bay,Humboldt Bay 687,single set of methods,18,20,1.144,0.04739,NA
