study_id,bibliography_id,publication_type,bibtype,doi,url,author,language,title,publisher,year
Giblin_and_Forbrich_2018,Giblin_and_Forbrich_2018_data,primary,Misc,10.6073/PASTA/D1D5CBF87602CCF51DE30B87B8E46D01,https://portal.edirepository.org/nis/mapbrowse?packageid=knb-lter-pie.427.1,Anne Giblin and Inke Forbrich and {Plum Island Ecosystems LTER},en,"PIE LTER high marsh sediment chemistry and activity measurements, Nelson Island Creek marsh, Rowley, MA",Environmental Data Initiative,2018
