study_id,core_id,species_code
Boyd_2012,BBRC_1,PhAu
Boyd_2012,BBRC_1,DiSp
Boyd_2012,BBRC_2,PhAu
Boyd_2012,BBRC_2,DiSp
Boyd_2012,NCBD_1,PhAu
Boyd_2012,NCBD_1,DiSp
Boyd_2012,NCBD_2,PhAu
Boyd_2012,NCBD_2,DiSp
Boyd_2012,NCBD_3,PhAu
Boyd_2012,NCBD_3,DiSp
Boyd_2012,NCBW_1,PhAu
Boyd_2012,NCBW_1,DiSp
Boyd_2012,NCBW_2,PhAu
Boyd_2012,NCBW_2,DiSp
Boyd_2012,NCBW_3,PhAu
Boyd_2012,NCBW_3,DiSp
Boyd_2012,NCGB_1,PhAu
Boyd_2012,NCGB_1,DiSp
Boyd_2012,NCGB_2,PhAu
Boyd_2012,NCGB_2,DiSp
Boyd_2012,NCGB_3,PhAu
Boyd_2012,NCGB_3,DiSp
Boyd_2012,LC_1,SpAl
Boyd_2012,LC_1,SpPa
Boyd_2012,LC_2,SpAl
Boyd_2012,LC_2,SpPa
Boyd_2012,LC_3,SpAl
Boyd_2012,LC_3,SpPa
Boyd_2012,NCLM_1,PhAu
Boyd_2012,NCLM_1,DiSp
Boyd_2012,NCLM_2,PhAu
Boyd_2012,NCLM_2,DiSp
Boyd_2012,NCLM_3,PhAu
Boyd_2012,NCLM_3,DiSp
Boyd_2012,PK_1,SpAl
Boyd_2012,PK_1,SpPa
Boyd_2012,PK_2,SpAl
Boyd_2012,PK_2,SpPa
Boyd_2012,PK_3,SpAl
Boyd_2012,PK_3,SpPa
Boyd_2012,MH_1,SpAl
Boyd_2012,MH_1,SpPa
Boyd_2012,MH_2,SpAl
Boyd_2012,MH_2,SpPa
Boyd_2012,MH_3,SpAl
Boyd_2012,MH_3,SpPa
Boyd_2012,NCRE_1,PhAu
Boyd_2012,NCRE_1,DiSp
Boyd_2012,NCRE_2,PhAu
Boyd_2012,NCRE_2,DiSp
Boyd_2012,NCRE_3,PhAu
Boyd_2012,NCRE_3,DiSp
Boyd_2012,TH_1,SpAl
Boyd_2012,TH_1,SpPa
Boyd_2012,TH_2,SpAl
Boyd_2012,TH_2,SpPa
Boyd_2012,TH_3,SpAl
Boyd_2012,TH_3,SpPa
Boyd_2012,TH_4,SpAl
Boyd_2012,TH_4,SpPa
Boyd_2012,TH_5,SpAl
Boyd_2012,TH_5,SpPa
Boyd_2012,TH_6,SpAl
Boyd_2012,TH_6,SpPa
Boyd_and_Sommerfield_2016,PM_01,SpAl
Boyd_and_Sommerfield_2016,PM_01,SpPa
Boyd_and_Sommerfield_2016,PM_02,SpAl
Boyd_and_Sommerfield_2016,PM_02,SpPa
Boyd_and_Sommerfield_2016,PM_03,SpAl
Boyd_and_Sommerfield_2016,PM_03,SpPa
Boyd_and_Sommerfield_2016,PM_04,SpAl
Boyd_and_Sommerfield_2016,PM_04,SpPa
Boyd_and_Sommerfield_2016,PM_05,SpAl
Boyd_and_Sommerfield_2016,PM_05,SpPa
Boyd_and_Sommerfield_2016,PM_06,SpAl
Boyd_and_Sommerfield_2016,PM_06,SpPa
Boyd_and_Sommerfield_2016,PM_07,SpAl
Boyd_and_Sommerfield_2016,PM_07,SpPa
Boyd_and_Sommerfield_2016,PM_08,SpAl
Boyd_and_Sommerfield_2016,PM_08,SpPa
Boyd_and_Sommerfield_2016,PM_09,SpAl
Boyd_and_Sommerfield_2016,PM_09,SpPa
Boyd_and_Sommerfield_2016,PM_10,SpAl
Boyd_and_Sommerfield_2016,PM_10,SpPa
Boyd_and_Sommerfield_2016,PM_11,SpAl
Boyd_and_Sommerfield_2016,PM_11,SpPa
Boyd_and_Sommerfield_2016,PM_12,SpAl
Boyd_and_Sommerfield_2016,PM_12,SpPa
Breithaupt_et_al_2014,SH3_1,RiMa
Breithaupt_et_al_2014,SH3_3,RiMa
Breithaupt_et_al_2014,SH3_5,RiMa
Breithaupt_et_al_2014,SH3_7,RiMa
Breithaupt_et_al_2014,SH3_8,RiMa
Breithaupt_et_al_2014,SH3_9,RiMa
Breithaupt_et_al_2017,TTI1,AvGe
Breithaupt_et_al_2017,TTI2,AvGe
Breithaupt_et_al_2017,TTI3,AvGe
Breithaupt_et_al_2017,TTI4,AvGe
Breithaupt_et_al_2017,TTI5,AvGe
Breithaupt_et_al_2017,WSC11,RiMa
Breithaupt_et_al_2017,WSC12,RiMa
Breithaupt_et_al_2017,WSC13_2,RiMa
Breithaupt_et_al_2017,WSC07,RiMa
Breithaupt_et_al_2017,WSC08A,RiMa
Breithaupt_et_al_2017,WSC08B,RiMa
Breithaupt_et_al_2017,WSC09,RiMa
Breithaupt_et_al_2017,WSC10_1,RiMa
Breithaupt_et_al_2017,WSC01,RiMa
Breithaupt_et_al_2017,WSC02A,RiMa
Breithaupt_et_al_2017,WSC02B,RiMa
Breithaupt_et_al_2017,WSC03,RiMa
Breithaupt_et_al_2017,WSC04_1,RiMa
Breithaupt_et_al_2017,WSC05,RiMa
Breithaupt_et_al_2017,WSC06_2,RiMa
Callaway_et_al_2012,Browns_Island_A_High,ScAc
Callaway_et_al_2012,Browns_Island_A_High,ScCa
Callaway_et_al_2012,Browns_Island_A_High,DiSp
Callaway_et_al_2012,Browns_Island_A_High,TyDo
Callaway_et_al_2012,Browns_Island_A_High,TrMa
Callaway_et_al_2012,Browns_Island_A_Low,ScAc
Callaway_et_al_2012,Browns_Island_A_Low,ScCa
Callaway_et_al_2012,Browns_Island_A_Low,DiSp
Callaway_et_al_2012,Browns_Island_A_Low,TyDo
Callaway_et_al_2012,Browns_Island_A_Low,TrMa
Callaway_et_al_2012,Browns_Island_A_Mid,ScAc
Callaway_et_al_2012,Browns_Island_A_Mid,ScCa
Callaway_et_al_2012,Browns_Island_A_Mid,DiSp
Callaway_et_al_2012,Browns_Island_A_Mid,TyDo
Callaway_et_al_2012,Browns_Island_A_Mid,TrMa
Callaway_et_al_2012,Browns_Island_B_High,ScAc
Callaway_et_al_2012,Browns_Island_B_High,ScCa
Callaway_et_al_2012,Browns_Island_B_High,DiSp
Callaway_et_al_2012,Browns_Island_B_High,TyDo
Callaway_et_al_2012,Browns_Island_B_High,TrMa
Callaway_et_al_2012,Browns_Island_B_Low,ScAc
Callaway_et_al_2012,Browns_Island_B_Low,ScCa
Callaway_et_al_2012,Browns_Island_B_Low,DiSp
Callaway_et_al_2012,Browns_Island_B_Low,TyDo
Callaway_et_al_2012,Browns_Island_B_Low,TrMa
Callaway_et_al_2012,Browns_Island_B_Mid,ScAc
Callaway_et_al_2012,Browns_Island_B_Mid,ScCa
Callaway_et_al_2012,Browns_Island_B_Mid,DiSp
Callaway_et_al_2012,Browns_Island_B_Mid,TyDo
Callaway_et_al_2012,Browns_Island_B_Mid,TrMa
Callaway_et_al_2012,China_Camp_A_High,SpFo
Callaway_et_al_2012,China_Camp_A_High,SaPa
Callaway_et_al_2012,China_Camp_A_High,GrSt
Callaway_et_al_2012,China_Camp_A_High,DiSp
Callaway_et_al_2012,China_Camp_A_High,CuSa
Callaway_et_al_2012,China_Camp_A_Low,SpFo
Callaway_et_al_2012,China_Camp_A_Low,SaPa
Callaway_et_al_2012,China_Camp_A_Low,GrSt
Callaway_et_al_2012,China_Camp_A_Low,DiSp
Callaway_et_al_2012,China_Camp_A_Low,CuSa
Callaway_et_al_2012,China_Camp_A_Mid,SpFo
Callaway_et_al_2012,China_Camp_A_Mid,SaPa
Callaway_et_al_2012,China_Camp_A_Mid,GrSt
Callaway_et_al_2012,China_Camp_A_Mid,DiSp
Callaway_et_al_2012,China_Camp_A_Mid,CuSa
Callaway_et_al_2012,China_Camp_B_High,SpFo
Callaway_et_al_2012,China_Camp_B_High,SaPa
Callaway_et_al_2012,China_Camp_B_High,GrSt
Callaway_et_al_2012,China_Camp_B_High,DiSp
Callaway_et_al_2012,China_Camp_B_High,CuSa
Callaway_et_al_2012,China_Camp_B_Low,SpFo
Callaway_et_al_2012,China_Camp_B_Low,SaPa
Callaway_et_al_2012,China_Camp_B_Low,GrSt
Callaway_et_al_2012,China_Camp_B_Low,DiSp
Callaway_et_al_2012,China_Camp_B_Low,CuSa
Callaway_et_al_2012,China_Camp_B_Mid,SpFo
Callaway_et_al_2012,China_Camp_B_Mid,SaPa
Callaway_et_al_2012,China_Camp_B_Mid,GrSt
Callaway_et_al_2012,China_Camp_B_Mid,DiSp
Callaway_et_al_2012,China_Camp_B_Mid,CuSa
Callaway_et_al_2012,COG_A_high,SpFo
Callaway_et_al_2012,COG_A_high,SaPa
Callaway_et_al_2012,COG_A_low,SpFo
Callaway_et_al_2012,COG_A_low,SaPa
Callaway_et_al_2012,COG_A_mid,SpFo
Callaway_et_al_2012,COG_A_mid,SaPa
Callaway_et_al_2012,COG_B_high,SpFo
Callaway_et_al_2012,COG_B_high,SaPa
Callaway_et_al_2012,COG_B_low,SpFo
Callaway_et_al_2012,COG_B_low,SaPa
Callaway_et_al_2012,COG_B_mid,SpFo
Callaway_et_al_2012,COG_B_mid,SaPa
Callaway_et_al_2012,Coon_Island_A_High,SpFo
Callaway_et_al_2012,Coon_Island_A_High,SaPa
Callaway_et_al_2012,Coon_Island_A_High,BoMa
Callaway_et_al_2012,Coon_Island_A_High,ScAm
Callaway_et_al_2012,Coon_Island_A_High,DiSp
Callaway_et_al_2012,Coon_Island_A_High,GrSt
Callaway_et_al_2012,Coon_Island_A_Low,SpFo
Callaway_et_al_2012,Coon_Island_A_Low,SaPa
Callaway_et_al_2012,Coon_Island_A_Low,BoMa
Callaway_et_al_2012,Coon_Island_A_Low,ScAm
Callaway_et_al_2012,Coon_Island_A_Low,DiSp
Callaway_et_al_2012,Coon_Island_A_Low,GrSt
Callaway_et_al_2012,Coon_Island_A_Mid,SpFo
Callaway_et_al_2012,Coon_Island_A_Mid,SaPa
Callaway_et_al_2012,Coon_Island_A_Mid,BoMa
Callaway_et_al_2012,Coon_Island_A_Mid,ScAm
Callaway_et_al_2012,Coon_Island_A_Mid,DiSp
Callaway_et_al_2012,Coon_Island_A_Mid,GrSt
Callaway_et_al_2012,Coon_Island_B_High,SpFo
Callaway_et_al_2012,Coon_Island_B_High,SaPa
Callaway_et_al_2012,Coon_Island_B_High,BoMa
Callaway_et_al_2012,Coon_Island_B_High,ScAm
Callaway_et_al_2012,Coon_Island_B_High,DiSp
Callaway_et_al_2012,Coon_Island_B_High,GrSt
Callaway_et_al_2012,Coon_Island_B_Mid,SpFo
Callaway_et_al_2012,Coon_Island_B_Mid,SaPa
Callaway_et_al_2012,Coon_Island_B_Mid,BoMa
Callaway_et_al_2012,Coon_Island_B_Mid,ScAm
Callaway_et_al_2012,Coon_Island_B_Mid,DiSp
Callaway_et_al_2012,Coon_Island_B_Mid,GrSt
Callaway_et_al_2012,Coon_Island_C_High,SpFo
Callaway_et_al_2012,Coon_Island_C_High,SaPa
Callaway_et_al_2012,Coon_Island_C_High,BoMa
Callaway_et_al_2012,Coon_Island_C_High,ScAm
Callaway_et_al_2012,Coon_Island_C_High,DiSp
Callaway_et_al_2012,Coon_Island_C_High,GrSt
Callaway_et_al_2012,Coon_Island_C_Low,SpFo
Callaway_et_al_2012,Coon_Island_C_Low,SaPa
Callaway_et_al_2012,Coon_Island_C_Low,BoMa
Callaway_et_al_2012,Coon_Island_C_Low,ScAm
Callaway_et_al_2012,Coon_Island_C_Low,DiSp
Callaway_et_al_2012,Coon_Island_C_Low,GrSt
Callaway_et_al_2012,Coon_Island_C_Mid,SpFo
Callaway_et_al_2012,Coon_Island_C_Mid,SaPa
Callaway_et_al_2012,Coon_Island_C_Mid,BoMa
Callaway_et_al_2012,Coon_Island_C_Mid,ScAm
Callaway_et_al_2012,Coon_Island_C_Mid,DiSp
Callaway_et_al_2012,Coon_Island_C_Mid,GrSt
Callaway_et_al_2012,Coon_Island_D_High,SpFo
Callaway_et_al_2012,Coon_Island_D_High,SaPa
Callaway_et_al_2012,Coon_Island_D_High,BoMa
Callaway_et_al_2012,Coon_Island_D_High,ScAm
Callaway_et_al_2012,Coon_Island_D_High,DiSp
Callaway_et_al_2012,Coon_Island_D_High,GrSt
Callaway_et_al_2012,Coon_Island_D_Low,SpFo
Callaway_et_al_2012,Coon_Island_D_Low,SaPa
Callaway_et_al_2012,Coon_Island_D_Low,BoMa
Callaway_et_al_2012,Coon_Island_D_Low,ScAm
Callaway_et_al_2012,Coon_Island_D_Low,DiSp
Callaway_et_al_2012,Coon_Island_D_Low,GrSt
Callaway_et_al_2012,Coon_Island_D_Mid,SpFo
Callaway_et_al_2012,Coon_Island_D_Mid,SaPa
Callaway_et_al_2012,Coon_Island_D_Mid,BoMa
Callaway_et_al_2012,Coon_Island_D_Mid,ScAm
Callaway_et_al_2012,Coon_Island_D_Mid,DiSp
Callaway_et_al_2012,Coon_Island_D_Mid,GrSt
Callaway_et_al_2012,Muzzi_A_high,SpFo
Callaway_et_al_2012,Muzzi_A_high,SaPa
Callaway_et_al_2012,Muzzi_A_high,DiSp
Callaway_et_al_2012,Muzzi_A_low,SpFo
Callaway_et_al_2012,Muzzi_A_low,SaPa
Callaway_et_al_2012,Muzzi_A_low,DiSp
Callaway_et_al_2012,Muzzi_A_mid,SpFo
Callaway_et_al_2012,Muzzi_A_mid,SaPa
Callaway_et_al_2012,Muzzi_A_mid,DiSp
Callaway_et_al_2012,Muzzi_B_high,SpFo
Callaway_et_al_2012,Muzzi_B_high,SaPa
Callaway_et_al_2012,Muzzi_B_high,DiSp
Callaway_et_al_2012,Muzzi_B_low,SpFo
Callaway_et_al_2012,Muzzi_B_low,SaPa
Callaway_et_al_2012,Muzzi_B_low,DiSp
Callaway_et_al_2012,Muzzi_B_mid,SpFo
Callaway_et_al_2012,Muzzi_B_mid,SaPa
Callaway_et_al_2012,Muzzi_B_mid,DiSp
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,SpFo
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,SaPa
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,CuSa
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,JaCa
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,DiSp
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,FrSa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,SpFo
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,SaPa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,CuSa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,JaCa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,DiSp
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,FrSa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,SpFo
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,SaPa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,CuSa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,JaCa
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,DiSp
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,FrSa
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,SpFo
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,SaPa
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,CuSa
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,JaCa
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,DiSp
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,FrSa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,SpFo
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,SaPa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,CuSa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,JaCa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,DiSp
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,FrSa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,SpFo
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,SaPa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,CuSa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,JaCa
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,DiSp
Callaway_et_al_2012,Petaluma_River_Marsh_B_Mid,FrSa
Callaway_et_al_2012,Rush_Ranch_A_High,ScAc
Callaway_et_al_2012,Rush_Ranch_A_High,ScCa
Callaway_et_al_2012,Rush_Ranch_A_High,ScAm
Callaway_et_al_2012,Rush_Ranch_A_High,JuBa
Callaway_et_al_2012,Rush_Ranch_A_High,DiSp
Callaway_et_al_2012,Rush_Ranch_A_High,SaPa
Callaway_et_al_2012,Rush_Ranch_A_High,GrSt
Callaway_et_al_2012,Rush_Ranch_A_Low,ScAc
Callaway_et_al_2012,Rush_Ranch_A_Low,ScCa
Callaway_et_al_2012,Rush_Ranch_A_Low,ScAm
Callaway_et_al_2012,Rush_Ranch_A_Low,JuBa
Callaway_et_al_2012,Rush_Ranch_A_Low,DiSp
Callaway_et_al_2012,Rush_Ranch_A_Low,SaPa
Callaway_et_al_2012,Rush_Ranch_A_Low,GrSt
Callaway_et_al_2012,Rush_Ranch_A_Mid,ScAc
Callaway_et_al_2012,Rush_Ranch_A_Mid,ScCa
Callaway_et_al_2012,Rush_Ranch_A_Mid,ScAm
Callaway_et_al_2012,Rush_Ranch_A_Mid,JuBa
Callaway_et_al_2012,Rush_Ranch_A_Mid,DiSp
Callaway_et_al_2012,Rush_Ranch_A_Mid,SaPa
Callaway_et_al_2012,Rush_Ranch_A_Mid,GrSt
Callaway_et_al_2012,Rush_Ranch_B_High,ScAc
Callaway_et_al_2012,Rush_Ranch_B_High,ScCa
Callaway_et_al_2012,Rush_Ranch_B_High,ScAm
Callaway_et_al_2012,Rush_Ranch_B_High,JuBa
Callaway_et_al_2012,Rush_Ranch_B_High,DiSp
Callaway_et_al_2012,Rush_Ranch_B_High,SaPa
Callaway_et_al_2012,Rush_Ranch_B_High,GrSt
Callaway_et_al_2012,Rush_Ranch_B_Low,ScAc
Callaway_et_al_2012,Rush_Ranch_B_Low,ScCa
Callaway_et_al_2012,Rush_Ranch_B_Low,ScAm
Callaway_et_al_2012,Rush_Ranch_B_Low,JuBa
Callaway_et_al_2012,Rush_Ranch_B_Low,DiSp
Callaway_et_al_2012,Rush_Ranch_B_Low,SaPa
Callaway_et_al_2012,Rush_Ranch_B_Low,GrSt
Callaway_et_al_2012,Rush_Ranch_B_Mid,ScAc
Callaway_et_al_2012,Rush_Ranch_B_Mid,ScCa
Callaway_et_al_2012,Rush_Ranch_B_Mid,ScAm
Callaway_et_al_2012,Rush_Ranch_B_Mid,JuBa
Callaway_et_al_2012,Rush_Ranch_B_Mid,DiSp
Callaway_et_al_2012,Rush_Ranch_B_Mid,SaPa
Callaway_et_al_2012,Rush_Ranch_B_Mid,GrSt
Callaway_et_al_2012,Whales_Tail_A_High,SpFo
Callaway_et_al_2012,Whales_Tail_A_High,SaPa
Callaway_et_al_2012,Whales_Tail_A_Low,SpFo
Callaway_et_al_2012,Whales_Tail_A_Low,SaPa
Callaway_et_al_2012,Whales_Tail_A_Mid,SpFo
Callaway_et_al_2012,Whales_Tail_A_Mid,SaPa
Callaway_et_al_2012,Whales_Tail_B_High,SpFo
Callaway_et_al_2012,Whales_Tail_B_High,SaPa
Callaway_et_al_2012,Whales_Tail_B_Low,SpFo
