study_id,core_id,species_code
CRMS_Database,CRMS0680_2,Mix
CRMS_Database,CRMS0680_3,Mix
CRMS_Database,CRMS0682_1,SpPa
CRMS_Database,CRMS0682_2,SpPa
CRMS_Database,CRMS0682_3,SpPa
CRMS_Database,CRMS0683_1,SpPa
CRMS_Database,CRMS0683_2,SpPa
CRMS_Database,CRMS0683_3,SpPa
CRMS_Database,CRMS0684_1,SpPa
CRMS_Database,CRMS0684_2,SpPa
CRMS_Database,CRMS0684_3,SpPa
CRMS_Database,CRMS0685_1,Mix
CRMS_Database,CRMS0685_2,Mix
CRMS_Database,CRMS0685_3,Mix
CRMS_Database,CRMS0687_1,Mix
CRMS_Database,CRMS0687_2,Mix
CRMS_Database,CRMS0687_3,Mix
CRMS_Database,CRMS1205_1,SaLan
CRMS_Database,CRMS1205_2,SaLan
CRMS_Database,CRMS1205_3,SaLan
CRMS_Database,CRMS1409_1,PaHe
CRMS_Database,CRMS1409_2,PaHe
CRMS_Database,CRMS1409_3,PaHe
CRMS_Database,CRMS1738_1,SpPa
CRMS_Database,CRMS1738_2,SpPa
CRMS_Database,CRMS1738_3,SpPa
CRMS_Database,CRMS1743_1,SpPa
CRMS_Database,CRMS1743_2,SpPa
CRMS_Database,CRMS1743_3,SpPa
CRMS_Database,CRMS1838_1,Mix
CRMS_Database,CRMS1838_2,Mix
CRMS_Database,CRMS1838_3,Mix
CRMS_Database,CRMS1858_1,Mix
CRMS_Database,CRMS1858_2,Mix
CRMS_Database,CRMS1858_3,Mix
CRMS_Database,CRMS2154_1,SpPa
CRMS_Database,CRMS2154_2,SpPa
CRMS_Database,CRMS2154_3,SpPa
CRMS_Database,CRMS2156_1,SpPa
CRMS_Database,CRMS2156_2,SpPa
CRMS_Database,CRMS2156_3,SpPa
CRMS_Database,CRMS2166_1,SpPa
CRMS_Database,CRMS2166_2,SpPa
CRMS_Database,CRMS2166_3,SpPa
CRMS_Database,CRMS2189_1,SpPa
CRMS_Database,CRMS2189_2,SpPa
CRMS_Database,CRMS2189_3,SpPa
CRMS_Database,CRMS2219_1,SpPa
CRMS_Database,CRMS2219_2,SpPa
CRMS_Database,CRMS2219_3,SpPa
CRMS_Database,CRMS2334_1,SpPa
CRMS_Database,CRMS2334_2,SpPa
CRMS_Database,CRMS2334_3,SpPa
CRMS_Database,CRMS2418_1,SpPa
CRMS_Database,CRMS2418_2,SpPa
CRMS_Database,CRMS2418_3,SpPa
CRMS_Database,CRMS6301_1,SpPa
CRMS_Database,CRMS6301_2,SpPa
CRMS_Database,CRMS6301_3,SpPa
CRMS_Database,CRMS0498_1,SpPa
CRMS_Database,CRMS0498_2,SpPa
CRMS_Database,CRMS0498_3,SpPa
CRMS_Database,CRMS0499_1,SpPa
CRMS_Database,CRMS0499_2,SpPa
CRMS_Database,CRMS0499_3,SpPa
CRMS_Database,CRMS0504_1,SpPa
CRMS_Database,CRMS0504_2,SpPa
CRMS_Database,CRMS0504_3,SpPa
CRMS_Database,CRMS0511_1,Mix
CRMS_Database,CRMS0511_2,Mix
CRMS_Database,CRMS0511_3,Mix
CRMS_Database,CRMS0514_1,SpPa
CRMS_Database,CRMS0514_2,SpPa
CRMS_Database,CRMS0514_3,SpPa
CRMS_Database,CRMS0520_1,SpPa
CRMS_Database,CRMS0520_2,SpPa
CRMS_Database,CRMS0520_3,SpPa
CRMS_Database,CRMS0522_1,SpPa
CRMS_Database,CRMS0522_2,SpPa
CRMS_Database,CRMS0522_3,SpPa
CRMS_Database,CRMS0523_1,SpPa
CRMS_Database,CRMS0523_2,SpPa
CRMS_Database,CRMS0523_3,SpPa
CRMS_Database,CRMS0524_1,SpPa
CRMS_Database,CRMS0524_2,SpPa
CRMS_Database,CRMS0524_3,SpPa
CRMS_Database,CRMS0529_1,SpPa
CRMS_Database,CRMS0529_2,SpPa
CRMS_Database,CRMS0529_3,SpPa
CRMS_Database,CRMS0530_1,SpPa
CRMS_Database,CRMS0530_2,SpPa
CRMS_Database,CRMS0530_3,SpPa
CRMS_Database,CRMS0531_1,SpPa
CRMS_Database,CRMS0531_2,SpPa
CRMS_Database,CRMS0531_3,SpPa
CRMS_Database,CRMS0532_1,SpPa
CRMS_Database,CRMS0532_2,SpPa
CRMS_Database,CRMS0532_3,SpPa
CRMS_Database,CRMS0549_1,SpPa
CRMS_Database,CRMS0549_2,SpPa
CRMS_Database,CRMS0549_3,SpPa
CRMS_Database,CRMS0220_1,SpPa
CRMS_Database,CRMS0220_2,SpPa
CRMS_Database,CRMS0220_3,SpPa
CRMS_Database,CRMS0225_1,SpPa
CRMS_Database,CRMS0225_2,SpPa
CRMS_Database,CRMS0225_3,SpPa
CRMS_Database,CRMS0232_1,SpAl
CRMS_Database,CRMS0232_2,SpAl
CRMS_Database,CRMS0232_3,SpAl
CRMS_Database,CRMS0248_1,SpPa
CRMS_Database,CRMS0248_2,SpPa
CRMS_Database,CRMS0248_3,SpPa
CRMS_Database,CRMS0251_1,SpPa
CRMS_Database,CRMS0251_2,SpPa
CRMS_Database,CRMS0251_3,SpPa
CRMS_Database,CRMS0253_1,SpPa
CRMS_Database,CRMS0253_2,SpPa
CRMS_Database,CRMS0253_3,SpPa
CRMS_Database,CRMS0261_1,SpPa
CRMS_Database,CRMS0261_2,SpPa
CRMS_Database,CRMS0261_3,SpPa
CRMS_Database,CRMS3565_1,SpPa
CRMS_Database,CRMS3565_2,SpPa
CRMS_Database,CRMS3565_3,SpPa
CRMS_Database,CRMS3985_1,SaLan
CRMS_Database,CRMS3985_2,SaLan
CRMS_Database,CRMS3985_3,SaLan
CRMS_Database,CRMS4103_1,ElPa
CRMS_Database,CRMS4103_2,ElPa
CRMS_Database,CRMS4103_3,ElPa
CRMS_Database,CRMS4218_1,SpPa
CRMS_Database,CRMS4218_2,SpPa
CRMS_Database,CRMS4218_3,SpPa
CRMS_Database,CRMS4245_1,SpPa
CRMS_Database,CRMS4245_2,SpPa
CRMS_Database,CRMS4245_3,SpPa
CRMS_Database,CRMS4690_1,SpPa
CRMS_Database,CRMS4690_2,SpPa
CRMS_Database,CRMS4690_3,SpPa
CRMS_Database,CRMS0164_1,SpAl
CRMS_Database,CRMS0164_2,SpAl
CRMS_Database,CRMS0164_3,SpAl
CRMS_Database,CRMS0175_1,SpAl
CRMS_Database,CRMS0175_2,SpAl
CRMS_Database,CRMS0175_3,SpAl
CRMS_Database,CRMS0178_1,SpAl
CRMS_Database,CRMS0178_2,SpAl
CRMS_Database,CRMS0178_3,SpAl
CRMS_Database,CRMS0190_1,ElPa
CRMS_Database,CRMS0190_2,ElPa
CRMS_Database,CRMS0190_3,ElPa
CRMS_Database,CRMS0292_1,SpAl
CRMS_Database,CRMS0292_2,SpAl
CRMS_Database,CRMS0292_3,SpAl
CRMS_Database,CRMS0310_1,SpAl
CRMS_Database,CRMS0310_2,SpAl
CRMS_Database,CRMS0310_3,SpAl
CRMS_Database,CRMS0312_1,ElPa
CRMS_Database,CRMS0312_2,ElPa
CRMS_Database,CRMS0312_3,ElPa
CRMS_Database,CRMS0318_1,SpAl
CRMS_Database,CRMS0318_2,SpAl
CRMS_Database,CRMS0318_3,SpAl
CRMS_Database,CRMS0319_1,SpAl
CRMS_Database,CRMS0319_2,SpAl
CRMS_Database,CRMS0319_3,SpAl
CRMS_Database,CRMS0335_1,SpAl
CRMS_Database,CRMS0335_2,SpAl
CRMS_Database,CRMS0335_3,SpAl
CRMS_Database,CRMS0337_1,SpAl
CRMS_Database,CRMS0337_2,SpAl
CRMS_Database,CRMS0337_3,SpAl
CRMS_Database,CRMS0386_1,SpPa
CRMS_Database,CRMS0386_2,SpPa
CRMS_Database,CRMS0386_3,SpPa
CRMS_Database,CRMS0387_1,SpPa
CRMS_Database,CRMS0387_2,SpPa
CRMS_Database,CRMS0387_3,SpPa
CRMS_Database,CRMS0397_1,SpPa
CRMS_Database,CRMS0397_2,SpPa
CRMS_Database,CRMS0397_3,SpPa
CRMS_Database,CRMS0400_1,ElPa
CRMS_Database,CRMS0400_2,ElPa
CRMS_Database,CRMS0400_3,ElPa
CRMS_Database,CRMS0416_1,SaLan
CRMS_Database,CRMS0416_2,SaLan
CRMS_Database,CRMS0416_3,SaLan
CRMS_Database,CRMS0978_1,SpAl
CRMS_Database,CRMS0978_2,SpAl
CRMS_Database,CRMS0978_3,SpAl
CRMS_Database,CRMS2825_1,SaLan
CRMS_Database,CRMS2825_2,SaLan
CRMS_Database,CRMS2825_3,SaLan
CRMS_Database,CRMS6303_1,SpPa
CRMS_Database,CRMS6303_2,SpPa
CRMS_Database,CRMS6303_3,SpPa
CRMS_Database,CRMS0002_1,SpPa
CRMS_Database,CRMS0002_2,SpPa
CRMS_Database,CRMS0002_3,SpPa
CRMS_Database,CRMS3626_1,SpPa
CRMS_Database,CRMS3626_2,SpPa
CRMS_Database,CRMS3626_3,SpPa
CRMS_Database,CRMS3650_1,SpPa
CRMS_Database,CRMS3650_2,SpPa
CRMS_Database,CRMS3650_3,SpPa
CRMS_Database,CRMS3784_1,SpPa
CRMS_Database,CRMS3784_2,SpPa
CRMS_Database,CRMS3784_3,SpPa
CRMS_Database,CRMS4107_1,ElPa
CRMS_Database,CRMS4107_2,ElPa
CRMS_Database,CRMS4107_3,ElPa
CRMS_Database,CRMS0114_1,SpPa
CRMS_Database,CRMS0114_2,SpPa
CRMS_Database,CRMS0114_3,SpPa
CRMS_Database,CRMS0115_1,SpPa
CRMS_Database,CRMS0115_2,SpPa
CRMS_Database,CRMS0115_3,SpPa
CRMS_Database,CRMS0117_1,SpPa
CRMS_Database,CRMS0117_2,SpPa
CRMS_Database,CRMS0117_3,SpPa
CRMS_Database,CRMS0118_1,SpPa
CRMS_Database,CRMS0118_2,SpPa
CRMS_Database,CRMS0118_3,SpPa
CRMS_Database,CRMS0119_1,SpPa
CRMS_Database,CRMS0119_2,SpPa
CRMS_Database,CRMS0119_3,SpPa
CRMS_Database,CRMS0121_1,SpPa
CRMS_Database,CRMS0121_2,SpPa
CRMS_Database,CRMS0121_3,SpPa
CRMS_Database,CRMS0125_1,SpPa
CRMS_Database,CRMS0125_2,SpPa
CRMS_Database,CRMS0125_3,SpPa
CRMS_Database,CRMS0128_1,SpPa
CRMS_Database,CRMS0128_2,SpPa
CRMS_Database,CRMS0128_3,SpPa
CRMS_Database,CRMS0129_1,SpAl
CRMS_Database,CRMS0129_2,SpAl
CRMS_Database,CRMS0129_3,SpAl
CRMS_Database,CRMS0131_1,SpPa
CRMS_Database,CRMS0131_2,SpPa
CRMS_Database,CRMS0131_3,SpPa
CRMS_Database,CRMS0132_1,SpPa
CRMS_Database,CRMS0132_2,SpPa
CRMS_Database,CRMS0132_3,SpPa
CRMS_Database,CRMS0135_1,SpPa
CRMS_Database,CRMS0135_2,SpPa
CRMS_Database,CRMS0135_3,SpPa
CRMS_Database,CRMS0136_1,SpPa
CRMS_Database,CRMS0136_2,SpPa
CRMS_Database,CRMS0136_3,SpPa
CRMS_Database,CRMS0139_1,SpAl
CRMS_Database,CRMS0139_2,SpAl
CRMS_Database,CRMS0139_3,SpAl
CRMS_Database,CRMS0146_1,SpPa
CRMS_Database,CRMS0146_2,SpPa
CRMS_Database,CRMS0146_3,SpPa
CRMS_Database,CRMS0147_1,Mix
CRMS_Database,CRMS0147_2,Mix
CRMS_Database,CRMS0147_3,Mix
CRMS_Database,CRMS0148_1,SpPa
CRMS_Database,CRMS0148_2,SpPa
CRMS_Database,CRMS0148_3,SpPa
CRMS_Database,CRMS0154_1,Mix
CRMS_Database,CRMS0154_2,Mix
CRMS_Database,CRMS0154_3,Mix
CRMS_Database,CRMS0156_1,Mix
CRMS_Database,CRMS0156_2,Mix
CRMS_Database,CRMS0156_3,Mix
CRMS_Database,CRMS0157_1,PhAu
CRMS_Database,CRMS0157_2,PhAu
CRMS_Database,CRMS0157_3,PhAu
CRMS_Database,CRMS0159_1,PhAu
CRMS_Database,CRMS0159_2,PhAu
CRMS_Database,CRMS0159_3,PhAu
CRMS_Database,CRMS0161_1,PhAu
CRMS_Database,CRMS0161_2,PhAu
CRMS_Database,CRMS0161_3,PhAu
CRMS_Database,CRMS0162_1,PhAu
CRMS_Database,CRMS0162_2,PhAu
CRMS_Database,CRMS0162_3,PhAu
CRMS_Database,CRMS0163_1,SaLan
CRMS_Database,CRMS0163_2,SaLan
CRMS_Database,CRMS0163_3,SaLan
CRMS_Database,CRMS0171_1,SpAl
CRMS_Database,CRMS0171_2,SpAl
CRMS_Database,CRMS0171_3,SpAl
CRMS_Database,CRMS0172_1,SpAl
CRMS_Database,CRMS0172_2,SpAl
CRMS_Database,CRMS0172_3,SpAl
CRMS_Database,CRMS0173_1,SpAl
CRMS_Database,CRMS0173_2,SpAl
CRMS_Database,CRMS0173_3,SpAl
CRMS_Database,CRMS0174_1,SpAl
CRMS_Database,CRMS0174_2,SpAl
CRMS_Database,CRMS0174_3,SpAl
CRMS_Database,CRMS0176_1,SpAl
CRMS_Database,CRMS0176_2,SpAl
CRMS_Database,CRMS0176_3,SpAl
CRMS_Database,CRMS0179_1,SpAl
CRMS_Database,CRMS0179_2,SpAl
CRMS_Database,CRMS0179_3,SpAl
CRMS_Database,CRMS0181_1,SpAl
CRMS_Database,CRMS0181_2,SpAl
CRMS_Database,CRMS0181_3,SpAl
CRMS_Database,CRMS0209_1,SpPa
CRMS_Database,CRMS0209_2,SpPa
CRMS_Database,CRMS0209_3,SpPa
CRMS_Database,CRMS0224_1,SpPa
CRMS_Database,CRMS0224_2,SpPa
CRMS_Database,CRMS0224_3,SpPa
CRMS_Database,CRMS0226_1,SpPa
CRMS_Database,CRMS0226_2,SpPa
CRMS_Database,CRMS0226_3,SpPa
CRMS_Database,CRMS0237_1,SpAl
CRMS_Database,CRMS0237_2,SpAl
CRMS_Database,CRMS0237_3,SpAl
CRMS_Database,CRMS0258_1,SpPa
CRMS_Database,CRMS0258_2,SpPa
CRMS_Database,CRMS0258_3,SpPa
CRMS_Database,CRMS0260_1,SpPa
CRMS_Database,CRMS0260_2,SpPa
CRMS_Database,CRMS0260_3,SpPa
CRMS_Database,CRMS0263_1,SpPa
CRMS_Database,CRMS0263_2,SpPa
CRMS_Database,CRMS0263_3,SpPa
CRMS_Database,CRMS0272_1,Mix
CRMS_Database,CRMS0272_2,Mix
CRMS_Database,CRMS0272_3,Mix
CRMS_Database,CRMS0276_1,SpPa
CRMS_Database,CRMS0276_2,SpPa
CRMS_Database,CRMS0276_3,SpPa
CRMS_Database,CRMS0282_1,SpPa
CRMS_Database,CRMS0282_2,SpPa
CRMS_Database,CRMS0282_3,SpPa
CRMS_Database,CRMS0287_1,SaLan
CRMS_Database,CRMS0287_2,SaLan
CRMS_Database,CRMS0287_3,SaLan
CRMS_Database,CRMS2608_1,Mix
CRMS_Database,CRMS2608_2,Mix
CRMS_Database,CRMS2608_3,Mix
CRMS_Database,CRMS2614_1,Mix
CRMS_Database,CRMS2614_2,Mix
CRMS_Database,CRMS2614_3,Mix
CRMS_Database,CRMS2627_1,Mix
CRMS_Database,CRMS2627_2,Mix
CRMS_Database,CRMS2627_3,Mix
CRMS_Database,CRMS2634_1,Mix
CRMS_Database,CRMS2634_2,Mix
CRMS_Database,CRMS2634_3,Mix
CRMS_Database,CRMS3601_1,SpPa
CRMS_Database,CRMS3601_2,SpPa
CRMS_Database,CRMS3601_3,SpPa
CRMS_Database,CRMS3617_1,SpPa
CRMS_Database,CRMS3617_2,SpPa
CRMS_Database,CRMS3617_3,SpPa
CRMS_Database,CRMS3680_1,SpPa
CRMS_Database,CRMS3680_2,SpPa
CRMS_Database,CRMS3680_3,SpPa
CRMS_Database,CRMS4448_1,Mix
CRMS_Database,CRMS4448_2,Mix
CRMS_Database,CRMS4448_3,Mix
CRMS_Database,CRMS4529_1,SpAl
CRMS_Database,CRMS4529_2,SpAl
CRMS_Database,CRMS4529_3,SpAl
CRMS_Database,CRMS4626_1,SpAl
CRMS_Database,CRMS4626_2,SpAl
CRMS_Database,CRMS4626_3,SpAl
CRMS_Database,CRMS0003_1,SpAl
CRMS_Database,CRMS0003_2,SpAl
CRMS_Database,CRMS0003_3,SpAl
CRMS_Database,CRMS0108_1,SpAl
CRMS_Database,CRMS0108_2,SpAl
CRMS_Database,CRMS0108_3,SpAl
CRMS_Database,CRMS0120_1,SpPa
CRMS_Database,CRMS0120_2,SpPa
CRMS_Database,CRMS0120_3,SpPa
CRMS_Database,CRMS1024_1,SpAl
CRMS_Database,CRMS1024_2,SpAl
CRMS_Database,CRMS1024_3,SpAl
CRMS_Database,CRMS1069_1,SpAl
CRMS_Database,CRMS1069_2,SpAl
CRMS_Database,CRMS1069_3,SpAl
CRMS_Database,CRMS3639_1,SpPa
CRMS_Database,CRMS3639_2,SpPa
CRMS_Database,CRMS3639_3,SpPa
CRMS_Database,CRMS3641_1,SpPa
CRMS_Database,CRMS3641_2,SpPa
CRMS_Database,CRMS3641_3,SpPa
CRMS_Database,CRMS3800_1,SpPa
CRMS_Database,CRMS3800_2,SpPa
CRMS_Database,CRMS3800_3,SpPa
CRMS_Database,CRMS4355_1,SpPa
CRMS_Database,CRMS4355_2,SpPa
CRMS_Database,CRMS4355_3,SpPa
CRMS_Database,CRMS4548_1,SpAl
CRMS_Database,CRMS4548_2,SpAl
CRMS_Database,CRMS4548_3,SpAl
CRMS_Database,CRMS4551_1,SpAl
CRMS_Database,CRMS4551_2,SpAl
CRMS_Database,CRMS4551_3,SpAl
CRMS_Database,CRMS4557_1,SpAl
CRMS_Database,CRMS4557_2,SpAl
CRMS_Database,CRMS4557_3,SpAl
CRMS_Database,CRMS4572_1,SpAl
CRMS_Database,CRMS4572_2,SpAl
CRMS_Database,CRMS4572_3,SpAl
CRMS_Database,CRMS4596_1,SpAl
CRMS_Database,CRMS4596_2,SpAl
CRMS_Database,CRMS4596_3,SpAl
CRMS_Database,CRMS2830_1,SaLan
CRMS_Database,CRMS2830_2,SaLan
CRMS_Database,CRMS2830_3,SaLan
CRMS_Database,CRMS6299_1,SpPa
CRMS_Database,CRMS6299_2,SpPa
CRMS_Database,CRMS6299_3,SpPa
CRMS_Database,CRMS0033_1,SaLan
CRMS_Database,CRMS0033_2,SaLan
CRMS_Database,CRMS0033_3,SaLan
CRMS_Database,CRMS0461_1,Mix
CRMS_Database,CRMS0461_2,Mix
CRMS_Database,CRMS0461_3,Mix
CRMS_Database,CRMS0463_1,Mix
CRMS_Database,CRMS0463_2,Mix
CRMS_Database,CRMS0463_3,Mix
CRMS_Database,CRMS0464_1,SaLan
CRMS_Database,CRMS0464_2,SaLan
CRMS_Database,CRMS0464_3,SaLan
CRMS_Database,CRMS0465_1,SaLan
CRMS_Database,CRMS0465_2,SaLan
CRMS_Database,CRMS0465_3,SaLan
CRMS_Database,CRMS0479_1,Mix
CRMS_Database,CRMS0479_2,Mix
CRMS_Database,CRMS0479_3,Mix
CRMS_Database,CRMS0482_1,ElPa
CRMS_Database,CRMS0482_2,ElPa
CRMS_Database,CRMS0482_3,ElPa
CRMS_Database,CRMS0488_1,ElPa
CRMS_Database,CRMS0488_2,ElPa
CRMS_Database,CRMS0488_3,ElPa
CRMS_Database,CRMS0489_1,ElPa
CRMS_Database,CRMS0489_2,ElPa
CRMS_Database,CRMS0489_3,ElPa
CRMS_Database,CRMS0490_1,SaLan
CRMS_Database,CRMS0490_2,SaLan
CRMS_Database,CRMS0490_3,SaLan
CRMS_Database,CRMS0493_1,SpPa
CRMS_Database,CRMS0493_2,SpPa
CRMS_Database,CRMS0493_3,SpPa
CRMS_Database,CRMS0494_1,SpPa
CRMS_Database,CRMS0494_2,SpPa
CRMS_Database,CRMS0494_3,SpPa
CRMS_Database,CRMS0496_1,SaLan
CRMS_Database,CRMS0496_2,SaLan
CRMS_Database,CRMS0496_3,SaLan
CRMS_Database,CRMS0517_1,SpPa
CRMS_Database,CRMS0517_2,SpPa
CRMS_Database,CRMS0517_3,SpPa
CRMS_Database,CRMS0527_1,SpPa
CRMS_Database,CRMS0527_2,SpPa
CRMS_Database,CRMS0527_3,SpPa
CRMS_Database,CRMS0543_1,SaLan
CRMS_Database,CRMS0543_2,SaLan
CRMS_Database,CRMS0543_3,SaLan
CRMS_Database,CRMS0544_1,SaLan
CRMS_Database,CRMS0544_2,SaLan
CRMS_Database,CRMS0544_3,SaLan
CRMS_Database,CRMS0545_1,SaLan
CRMS_Database,CRMS0545_2,SaLan
CRMS_Database,CRMS0545_3,SaLan
CRMS_Database,CRMS0550_1,SaLan
CRMS_Database,CRMS0550_2,SaLan
CRMS_Database,CRMS0550_3,SaLan
CRMS_Database,CRMS0551_1,ElPa
CRMS_Database,CRMS0551_2,ElPa
CRMS_Database,CRMS0551_3,ElPa
CRMS_Database,CRMS2568_1,Mix
CRMS_Database,CRMS2568_2,Mix
CRMS_Database,CRMS2568_3,Mix
CRMS_Database,CRMS4014_1,ElPa
CRMS_Database,CRMS4014_2,ElPa
CRMS_Database,CRMS4014_3,ElPa
CRMS_Database,CRMS4016_1,ElPa
CRMS_Database,CRMS4016_2,ElPa
CRMS_Database,CRMS4016_3,ElPa
CRMS_Database,CRMS4779_1,Swamp
CRMS_Database,CRMS4779_2,Swamp
CRMS_Database,CRMS4779_3,Swamp
CRMS_Database,CRMS4782_1,Swamp
CRMS_Database,CRMS4782_2,Swamp
CRMS_Database,CRMS4782_3,Swamp
CRMS_Database,CRMS4808_1,Swamp
CRMS_Database,CRMS4808_2,Swamp
CRMS_Database,CRMS4808_3,Swamp
CRMS_Database,CRMS4809_1,Swamp
CRMS_Database,CRMS4809_2,Swamp
CRMS_Database,CRMS4809_3,Swamp
CRMS_Database,CRMS4900_1,Swamp
CRMS_Database,CRMS4900_2,Swamp
CRMS_Database,CRMS4900_3,Swamp
CRMS_Database,CRMS4938_1,Swamp
CRMS_Database,CRMS4938_2,Swamp
CRMS_Database,CRMS4938_3,Swamp
CRMS_Database,CRMS5003_1,Swamp
CRMS_Database,CRMS5003_2,Swamp
CRMS_Database,CRMS5003_3,Swamp
CRMS_Database,CRMS6008_1,Swamp
CRMS_Database,CRMS6008_2,Swamp
CRMS_Database,CRMS6008_3,Swamp
CRMS_Database,CRMS6038_1,Swamp
CRMS_Database,CRMS6038_2,Swamp
CRMS_Database,CRMS6038_3,Swamp
CRMS_Database,CRMS6042_1,Swamp
CRMS_Database,CRMS6042_2,Swamp
CRMS_Database,CRMS6042_3,Swamp
CRMS_Database,CRMS0006_1,SpPa
CRMS_Database,CRMS0006_2,SpPa
CRMS_Database,CRMS0006_3,SpPa
CRMS_Database,CRMS0035_1,Swamp
CRMS_Database,CRMS0035_2,Swamp
CRMS_Database,CRMS0035_3,Swamp
CRMS_Database,CRMS2854_1,SaLan
CRMS_Database,CRMS2854_2,SaLan
CRMS_Database,CRMS2854_3,SaLan
CRMS_Database,CRMS3667_1,SpPa
CRMS_Database,CRMS3667_2,SpPa
CRMS_Database,CRMS3667_3,SpPa
CRMS_Database,CRMS4094_1,ElPa
CRMS_Database,CRMS4094_2,ElPa
CRMS_Database,CRMS4094_3,ElPa
CRMS_Database,CRMS4110_1,ElPa
CRMS_Database,CRMS4110_2,ElPa
CRMS_Database,CRMS4110_3,ElPa
CRMS_Database,CRMS4406_1,SpPa
CRMS_Database,CRMS4406_2,SpPa
CRMS_Database,CRMS4406_3,SpPa
CRMS_Database,CRMS4407_1,SpPa
CRMS_Database,CRMS4407_2,SpPa
CRMS_Database,CRMS4407_3,SpPa
CRMS_Database,CRMS0030_1,SaLan
CRMS_Database,CRMS0030_2,SaLan
CRMS_Database,CRMS0030_3,SaLan
CRMS_Database,CRMS0034_1,SaLan
CRMS_Database,CRMS0034_2,SaLan
CRMS_Database,CRMS0034_3,SaLan
CRMS_Database,CRMS0103_1,Swamp
CRMS_Database,CRMS0103_2,Swamp
CRMS_Database,CRMS0103_3,Swamp
CRMS_Database,CRMS6209_1,Swamp
CRMS_Database,CRMS6209_2,Swamp
CRMS_Database,CRMS6209_3,Swamp
CRMS_Database,CRMS0290_1,ElPa
CRMS_Database,CRMS0290_2,ElPa
CRMS_Database,CRMS0290_3,ElPa
CRMS_Database,CRMS0293_1,SpPa
CRMS_Database,CRMS0293_2,SpPa
CRMS_Database,CRMS0293_3,SpPa
CRMS_Database,CRMS0294_1,ElPa
CRMS_Database,CRMS0294_2,ElPa
CRMS_Database,CRMS0294_3,ElPa
CRMS_Database,CRMS0296_1,ElPa
CRMS_Database,CRMS0296_2,ElPa
CRMS_Database,CRMS0296_3,ElPa
CRMS_Database,CRMS0301_1,Mix
CRMS_Database,CRMS0301_2,Mix
CRMS_Database,CRMS0301_3,Mix
CRMS_Database,CRMS0302_1,SpAl
CRMS_Database,CRMS0302_2,SpAl
CRMS_Database,CRMS0302_3,SpAl
CRMS_Database,CRMS0303_1,SpPa
CRMS_Database,CRMS0303_2,SpPa
CRMS_Database,CRMS0303_3,SpPa
CRMS_Database,CRMS0305_1,Mix
CRMS_Database,CRMS0305_2,Mix
CRMS_Database,CRMS0305_3,Mix
CRMS_Database,CRMS0307_1,SpPa
CRMS_Database,CRMS0307_2,SpPa
CRMS_Database,CRMS0307_3,SpPa
CRMS_Database,CRMS0309_1,SpPa
CRMS_Database,CRMS0309_2,SpPa
CRMS_Database,CRMS0309_3,SpPa
CRMS_Database,CRMS0311_1,SpAl
CRMS_Database,CRMS0311_2,SpAl
CRMS_Database,CRMS0311_3,SpAl
CRMS_Database,CRMS0315_1,SpPa
CRMS_Database,CRMS0315_2,SpPa
CRMS_Database,CRMS0315_3,SpPa
CRMS_Database,CRMS0322_1,SpAl
CRMS_Database,CRMS0322_2,SpAl
CRMS_Database,CRMS0322_3,SpAl
CRMS_Database,CRMS0326_1,SpPa
CRMS_Database,CRMS0326_2,SpPa
CRMS_Database,CRMS0326_3,SpPa
CRMS_Database,CRMS0327_1,ElPa
CRMS_Database,CRMS0327_2,ElPa
CRMS_Database,CRMS0327_3,ElPa
CRMS_Database,CRMS0329_1,ElPa
CRMS_Database,CRMS0329_2,ElPa
CRMS_Database,CRMS0329_3,ElPa
CRMS_Database,CRMS0332_1,SpPa
CRMS_Database,CRMS0332_2,SpPa
CRMS_Database,CRMS0332_3,SpPa
CRMS_Database,CRMS0336_1,SpAl
CRMS_Database,CRMS0336_2,SpAl
CRMS_Database,CRMS0336_3,SpAl
CRMS_Database,CRMS0338_1,SpAl
CRMS_Database,CRMS0338_2,SpAl
CRMS_Database,CRMS0338_3,SpAl
CRMS_Database,CRMS0341_1,SpAl
CRMS_Database,CRMS0341_2,SpAl
CRMS_Database,CRMS0341_3,SpAl
CRMS_Database,CRMS0345_1,SpAl
CRMS_Database,CRMS0345_2,SpAl
CRMS_Database,CRMS0345_3,SpAl
CRMS_Database,CRMS0347_1,SpAl
CRMS_Database,CRMS0347_2,SpAl
CRMS_Database,CRMS0347_3,SpAl
CRMS_Database,CRMS0354_1,SpPa
CRMS_Database,CRMS0354_2,SpPa
CRMS_Database,CRMS0354_3,SpPa
CRMS_Database,CRMS0355_1,SpAl
CRMS_Database,CRMS0355_2,SpAl
CRMS_Database,CRMS0355_3,SpAl
CRMS_Database,CRMS0369_1,SpPa
CRMS_Database,CRMS0369_2,SpPa
CRMS_Database,CRMS0369_3,SpPa
CRMS_Database,CRMS0371_1,SaLan
CRMS_Database,CRMS0371_2,SaLan
CRMS_Database,CRMS0371_3,SaLan
CRMS_Database,CRMS0374_1,SpAl
CRMS_Database,CRMS0374_2,SpAl
CRMS_Database,CRMS0374_3,SpAl
CRMS_Database,CRMS0376_1,SpAl
CRMS_Database,CRMS0376_2,SpAl
CRMS_Database,CRMS0376_3,SpAl
CRMS_Database,CRMS0377_1,SpAl
CRMS_Database,CRMS0377_2,SpAl
CRMS_Database,CRMS0377_3,SpAl
