study_id,bibliography_id,publication_type,bibtype,doi,url,year,month,publisher,volume,author,title,journal,pages
Gerlach_et_al_2017,Gerlach_et_al_2017_article,associated source,Article,10.1016/j.margeo.2017.07.001,https://doi.org/10.1016/j.margeo.2017.07.001,2017,aug,Elsevier {BV},390,Matthew J. Gerlach and Simon E. Engelhart and Andrew C. Kemp and Ryan P. Moyer and Joseph M. Smoak and Christopher E. Bernhardt and Niamh Cahill,Reconstructing Common Era relative sea-level change on the Gulf Coast of Florida,Marine Geology,254--269
