study_id,bibliography_id,publication_type,bibtype,doi,url,year,month,publisher,volume,number,pages,author,title,journal
Watson_and_Byrne_2013,Watson_and_Byrne_2013_article,associated,Article,10.1007/s12237-013-9598-z,https://doi.org/10.1007/s12237-013-9598-z,2013,feb,Springer Science and Business Media {LLC},36,3,643--653,Elizabeth Burke Watson and Roger Byrne,"Late Holocene Marsh Expansion in Southern San Francisco Bay, California",Estuaries and Coasts
