study_id,site_id,core_id,sample_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,c14_age,c14_age_se,c14_material,age,age_se,method_id
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,68,72,0.871,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,72,76,0.7452,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,76,80,0.7592,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,80,84,0.7266,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,84,88,1.034,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,88,92,0.7965,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,92,96,1.0107,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,96,100,0.7499,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,100,104,0.6614,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,104,108,0.6474,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,108,112,0.5636,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,112,116,0.4285,0.21,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,116,120,0.4471,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,120,124,0.6381,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,124,128,0.5915,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,128,132,0.6521,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,132,136,0.4238,0.19,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,136,140,0.4518,0.2,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,140,144,0.3912,0.2,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,144,148,0.4145,0.24,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,148,152,0.5356,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,152,156,0.4891,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,156,160,0.531,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,160,164,0.5123,0.18,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,164,168,0.4984,0.18,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,168,172,0.4797,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,172,176,0.4425,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,176,180,0.3819,0.22,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,180,184,0.3959,0.22,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,184,188,0.34,0.27,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,188,192,0.368,0.24,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,192,196,0.2981,0.28,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,196,200,0.3121,0.22,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,200,204,0.6474,0.13,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,204,208,0.3633,0.26,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,208,212,0.3959,0.21,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,212,216,0.531,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,216,220,0.4611,0.18,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,CAMS-140644,220,220,NA,NA,1155,35,Sarcocornia rhizome,873,90,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,220,224,0.5263,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,224,228,0.5915,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,228,232,0.7499,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,232,236,0.7965,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,236,240,0.6521,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,240,244,0.6986,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,244,248,0.666,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Bair_Island,Bair_Island_4,NA,248,252,0.7359,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,0,4,0.6847,0.16,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,4,8,0.8011,0.13,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,8,12,0.7825,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,12,16,0.5869,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,16,20,0.8197,0.13,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,20,24,0.5729,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,24,28,0.7778,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,28,32,0.7639,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,32,36,0.8477,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,36,40,0.6847,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,40,50,0.6428,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,50,52,0.8011,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,52,56,0.7452,0.13,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,56,60,0.8151,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,60,64,0.8524,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,64,68,0.7639,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,68,72,0.7685,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,72,76,0.8151,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,76,80,0.5077,0.19,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,80,84,0.49370000000000003,0.19,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,84,88,0.6241,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,88,92,0.6334,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,92,96,0.6241,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,96,100,0.5729,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,100,104,0.6334,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,104,108,0.7499,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,108,112,0.7825,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,112,116,0.843,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,116,120,0.7033,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,120,124,0.6521,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,124,128,0.7965,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,128,132,0.9222,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,CAMS-140637,130,130,NA,NA,295,35,Sarcocornia rhizome,1585,64,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,132,136,0.9502,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,136,140,1.0526,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,140,144,0.8151,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,144,150,0.9082,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,150,152,1.0992,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,152,156,0.9828,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,156,160,0.9641,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,160,164,0.9036,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,164,168,0.9781,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,168,172,0.8617,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,172,176,0.9315,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,176,180,0.8756,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,180,184,0.8756,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,184,188,1.034,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,188,192,0.9222,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,192,196,0.871,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1,NA,196,200,1.0154,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,0,4,0.5217,0.21,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,4,8,0.4285,0.21,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,8,12,0.2981,0.25,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,12,16,0.368,0.2,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,16,20,0.4099,0.16,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,20,24,0.3074,0.24,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,24,28,0.1863,0.35,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,28,32,0.4425,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,32,36,0.4984,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,36,40,0.7219,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,40,44,0.4611,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,44,48,0.6195,0.14,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,48,50,0.49370000000000003,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,50,52,0.6381,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,52,56,0.6614,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,56,60,0.5776,0.13,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,60,64,0.3354,0.21,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,64,68,0.4565,0.15,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,68,72,0.5962,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,72,76,0.7033,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,76,80,0.531,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,80,84,0.6893,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,84,88,0.68,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,88,92,0.7406,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,92,100,0.6986,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,100,104,0.5543,0.11,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,104,108,0.6288,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,108,112,0.5822,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,112,116,0.6055,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,116,120,0.6707,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,120,124,0.5962,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,124,128,0.5776,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,128,132,0.7965,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,132,136,0.8151,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,136,140,0.7266,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,140,144,0.8244,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,144,152,0.7126,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,152,156,0.7871,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,156,160,0.7499,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,160,164,0.7732,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,164,168,0.8896,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,168,172,0.8291,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,172,176,0.8756,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,176,180,0.8058,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,180,184,0.9735,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,184,188,0.8989,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2,NA,188,192,0.8151,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,0,4,0.7219,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,4,8,0.9455,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,8,12,0.8989,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,12,16,0.9315,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,16,20,0.7965,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,20,24,0.7592,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,24,28,0.9222,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,28,32,0.8151,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,32,36,0.7825,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,36,40,0.9455,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,40,44,0.8197,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,44,50,0.8011,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,50,52,0.8663,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,52,56,0.6707,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,56,60,0.5822,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,60,64,0.6428,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,64,68,0.7685,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,68,72,0.6707,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,72,76,0.6893,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,76,80,0.5776,0.16,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,80,84,0.6567,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,84,88,0.7406,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,88,92,0.4332,0.17,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,92,96,0.4658,0.16,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,96,100,0.4471,NA,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,100,104,0.3959,0.18,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,104,108,0.6428,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,108,112,0.7173,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,112,116,0.4378,0.2,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,116,120,0.6055,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,120,124,0.6707,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,124,128,0.8989,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,128,132,0.857,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,132,136,1.0014,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,136,140,0.6474,0.12,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,140,144,0.5915,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,144,148,0.7732,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,148,152,1.0433,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,152,156,0.68,0.1,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,156,160,1.1365,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,160,164,0.9455,0.08,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,164,168,0.857,0.09,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,168,172,1.1598,0.07,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,172,176,1.211,0.06,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,176,180,1.1458,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,180,184,1.0107,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,184,188,1.2017,0.04,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,188,192,1.2343,0.05,NA,NA,NA,NA,NA,single set of methods
Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1,NA,192,196,0.7825,0.05,NA,NA,NA,NA,NA,single set of methods
