study_id,coring_method,dry_bulk_density_temperature,dry_bulk_density_time,loss_on_ignition_temperature,loss_on_ignition_time,c14_counting_method,method_id
Watson_and_Byrne_2013,russian corer,104,24,550,2,AMS,single set of methods
