study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_unit,pb210_unit,ra226_activity,ra226_unit,excess_pb210_activity,excess_pb210_activity_se,delta_c13
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,16,17,1.21,0.025,0.0054,2.58,becquerelsPerKilogram,becquerelsPerKilogram,7.88,becquerelsPerKilogram,18.26,8.39,-24.95
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,17,18,1.24,0.020099999999999996,0.0051,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.84
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,18,19,1.1,0.0203,0.0052,3.14,becquerelsPerKilogram,becquerelsPerKilogram,7.97,becquerelsPerKilogram,10.96,7.59,-24.64
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,19,20,1.29,0.0207,0.0049,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.04
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,20,21,1.23,0.0233,0.0044,3.39,becquerelsPerKilogram,becquerelsPerKilogram,7.28,becquerelsPerKilogram,1.53,7.38,-23.37
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,21,22,1.11,0.0213,0.0048,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.66
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,22,23,1.33,0.0195,0.004699999999999999,2.42,becquerelsPerKilogram,becquerelsPerKilogram,7.78,becquerelsPerKilogram,0.77,7.47,-23.68
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,23,24,1.22,0.019299999999999998,0.0043,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.91
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,24,25,1.34,0.0195,0.0045000000000000005,2.41,becquerelsPerKilogram,becquerelsPerKilogram,8.28,becquerelsPerKilogram,-2.15,7.4,-23.99
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,25,26,1.27,0.0192,0.004,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.3
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,26,27,1.26,0.020499999999999997,0.0051,2.83,becquerelsPerKilogram,becquerelsPerKilogram,8.68,becquerelsPerKilogram,0.97,7.55,-23.68
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,27,28,1.16,0.017,0.0059,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.76
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,28,29,1.33,0.018000000000000002,0.0044,1.12,becquerelsPerKilogram,becquerelsPerKilogram,7.8,becquerelsPerKilogram,3.08,7.74,-23.62
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,29,30,1.2,0.0163,0.0034999999999999996,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-22.88
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,30,31,1.36,0.0179,0.0043,1.62,becquerelsPerKilogram,becquerelsPerKilogram,10.83,becquerelsPerKilogram,3.66,7.37,-23.1
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,31,32,1.31,0.0184,0.0037,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-22.48
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,32,33,1.32,0.0172,0.0037,1.19,becquerelsPerKilogram,becquerelsPerKilogram,7.79,becquerelsPerKilogram,9.81,8.02,-22.85
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,33,34,1.4,0.0175,0.0033,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.05
Arriola_and_Cable_2017,snipe_creek_hammock,snipe_creek_HI,34,35,1.35,0.0138,0.0029,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-22.84
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,0,1,0.85,0.0741,0.0151,3.56,becquerelsPerKilogram,becquerelsPerKilogram,17.86,becquerelsPerKilogram,19.3,10.72,-24.36
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,1,2,0.84,0.0546,0.013999999999999999,3.04,becquerelsPerKilogram,becquerelsPerKilogram,17.23,becquerelsPerKilogram,27.37,10.64,-24.31
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,2,3,0.9,0.0635,0.013000000000000001,1.76,becquerelsPerKilogram,becquerelsPerKilogram,11.54,becquerelsPerKilogram,37.7,11.62,-24.5
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,3,4,0.96,0.0928,0.0177,3.11,becquerelsPerKilogram,becquerelsPerKilogram,17.52,becquerelsPerKilogram,29.99,10.45,-24.23
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,4,5,0.88,0.09,0.0197,2.18,becquerelsPerKilogram,becquerelsPerKilogram,19.27,becquerelsPerKilogram,16.5,10.76,-24.23
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,5,6,0.94,0.09029999999999999,0.0196,2.66,becquerelsPerKilogram,becquerelsPerKilogram,20.77,becquerelsPerKilogram,39.77,11.26,-24.24
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,6,7,0.96,0.078,0.0195,3.66,becquerelsPerKilogram,becquerelsPerKilogram,23.29,becquerelsPerKilogram,36.83,11.31,-24.36
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,7,8,0.99,0.07139999999999999,0.0165,1.74,becquerelsPerKilogram,becquerelsPerKilogram,20.44,becquerelsPerKilogram,37.78,11.22,-24.09
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,8,9,0.94,0.0594,0.016399999999999998,2.47,becquerelsPerKilogram,becquerelsPerKilogram,21.76,becquerelsPerKilogram,14.23,10.53,-23.58
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,9,10,0.92,0.0642,0.0204,3.72,becquerelsPerKilogram,becquerelsPerKilogram,25.01,becquerelsPerKilogram,24.07,12.06,-22.99
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,10,11,0.94,0.0666,0.0123,3.51,becquerelsPerKilogram,becquerelsPerKilogram,23.88,becquerelsPerKilogram,2.73,9.71,-23.58
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,11,12,0.95,0.060700000000000004,0.012,3.22,becquerelsPerKilogram,becquerelsPerKilogram,21.84,becquerelsPerKilogram,20.34,9.7,-23.75
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,12,13,0.85,0.1073,0.0202,7.5,becquerelsPerKilogram,becquerelsPerKilogram,28.97,becquerelsPerKilogram,25.12,11.71,-23.1
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,13,14,0.91,0.069,0.016399999999999998,4.62,becquerelsPerKilogram,becquerelsPerKilogram,32.13,becquerelsPerKilogram,26.12,11.94,-23.23
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,14,15,0.93,0.0602,0.0155,3.77,becquerelsPerKilogram,becquerelsPerKilogram,33.92,becquerelsPerKilogram,30.5,11.52,-22.79
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,15,16,0.98,0.0655,0.0175,2.9,becquerelsPerKilogram,becquerelsPerKilogram,33.92,becquerelsPerKilogram,15.6,7.52,-23.11
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,16,17,1,0.0594,0.0143,2.14,becquerelsPerKilogram,becquerelsPerKilogram,39.43,becquerelsPerKilogram,12.67,11.75,-22.98
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,17,18,1.01,0.0463,0.011899999999999999,3.01,becquerelsPerKilogram,becquerelsPerKilogram,42.57,becquerelsPerKilogram,1.74,8.84,-23.27
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,18,19,1.2,0.041299999999999996,0.0111,2.93,becquerelsPerKilogram,becquerelsPerKilogram,37.81,becquerelsPerKilogram,2.28,9.89,-23.44
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,19,20,1.06,0.04,0.011699999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,33.72,becquerelsPerKilogram,8.76,6.74,-23.45
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,20,21,1.23,0.0443,0.0086,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.71
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,21,22,0.92,0.0454,0.0137,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.49
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,22,23,1.07,0.0652,0.0111,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.81
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,23,24,1.07,0.0525,0.011699999999999999,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.62
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,24,25,1.08,0.0603,0.0179,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.48
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,25,26,1.18,0.0501,0.0089,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.74
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,26,27,1.03,0.0397,0.0101,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.03
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,27,28,1.12,0.0377,0.0095,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.66
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,28,29,1.16,0.0438,0.0092,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.64
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,29,30,1.23,0.0508,0.0074,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.59
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,30,31,1.21,0.0403,0.006,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.55
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,31,32,1.35,0.021400000000000002,0.0051,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.44
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,32,33,1.34,0.0215,0.0048,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.31
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,33,34,1.1,0.0195,0.0036,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.71
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_S,34,35,1.09,0.0191,0.0039000000000000003,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.59
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,0,1,0.81,0.0528,0.0113,4.16,becquerelsPerKilogram,becquerelsPerKilogram,22.28,becquerelsPerKilogram,24.06,10.16,-23.52
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,1,2,1.09,0.0541,0.014499999999999999,1.44,becquerelsPerKilogram,becquerelsPerKilogram,20.46,becquerelsPerKilogram,32.37,11.26,-22.96
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,2,3,1.17,0.0554,0.012,3.41,becquerelsPerKilogram,becquerelsPerKilogram,25.1,becquerelsPerKilogram,24.3,10.11,-23.16
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,3,4,1,0.054000000000000006,0.0158,3.47,becquerelsPerKilogram,becquerelsPerKilogram,27.15,becquerelsPerKilogram,24.78,10.28,-22.87
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,4,5,1.03,0.06849999999999999,0.019299999999999998,5.19,becquerelsPerKilogram,becquerelsPerKilogram,23.41,becquerelsPerKilogram,36.78,11.5,-22.31
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,5,6,0.91,0.06849999999999999,0.0125,6.06,becquerelsPerKilogram,becquerelsPerKilogram,34.82,becquerelsPerKilogram,20.13,10.92,-23.09
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,6,7,0.94,0.1024,0.013999999999999999,6.56,becquerelsPerKilogram,becquerelsPerKilogram,32.98,becquerelsPerKilogram,30.69,12.06,-23.18
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,7,8,0.92,0.0916,0.0181,9.6,becquerelsPerKilogram,becquerelsPerKilogram,37.47,becquerelsPerKilogram,38.15,13.07,-23.04
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,8,9,0.81,0.08130000000000001,0.018799999999999997,6.99,becquerelsPerKilogram,becquerelsPerKilogram,25.69,becquerelsPerKilogram,33.27,11.54,-22.58
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,9,10,0.88,0.0762,0.0143,8.64,becquerelsPerKilogram,becquerelsPerKilogram,28.85,becquerelsPerKilogram,26.07,11.95,-23.34
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,10,11,0.95,0.0956,0.0152,7.72,becquerelsPerKilogram,becquerelsPerKilogram,33.77,becquerelsPerKilogram,5.07,9.68,-23.32
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,11,12,0.88,0.08800000000000001,0.0174,8,becquerelsPerKilogram,becquerelsPerKilogram,44.68,becquerelsPerKilogram,41.96,14.39,-22.9
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,12,13,0.73,0.08990000000000001,0.0229,8.33,becquerelsPerKilogram,becquerelsPerKilogram,46.5,becquerelsPerKilogram,28.06,16.49,-23.85
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,13,14,0.79,0.157,0.0232,6.07,becquerelsPerKilogram,becquerelsPerKilogram,64.69,becquerelsPerKilogram,24.38,15.52,-24.17
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,14,15,0.65,0.1859,0.0384,1.71,becquerelsPerKilogram,becquerelsPerKilogram,75.7,becquerelsPerKilogram,38.05,14.36,-24.31
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,15,16,0.72,0.1837,0.0412,7.55,becquerelsPerKilogram,becquerelsPerKilogram,68.63,becquerelsPerKilogram,63.64,19.34,-24.44
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,16,17,0.69,0.17170000000000002,0.042800000000000005,3.36,becquerelsPerKilogram,becquerelsPerKilogram,81.79,becquerelsPerKilogram,29.88,12.83,-24.25
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,17,18,0.74,0.15990000000000001,0.0352,1.45,becquerelsPerKilogram,becquerelsPerKilogram,62.92,becquerelsPerKilogram,24.72,15.45,-24.63
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,18,19,0.83,0.1294,0.030899999999999997,1.59,becquerelsPerKilogram,becquerelsPerKilogram,48.51,becquerelsPerKilogram,28.87,9.13,-24.87
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,19,20,0.75,0.1017,0.0254,1.31,becquerelsPerKilogram,becquerelsPerKilogram,65.35,becquerelsPerKilogram,15.49,12.99,-25.15
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,20,21,0.87,0.1104,0.019799999999999998,0.18,becquerelsPerKilogram,becquerelsPerKilogram,43.4,becquerelsPerKilogram,18.58,8.7,-25.26
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,21,22,0.94,0.0962,0.0227,2.25,becquerelsPerKilogram,becquerelsPerKilogram,48.52,becquerelsPerKilogram,36.85,14.5,-24.65
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,22,23,1,0.0687,0.0168,1.83,becquerelsPerKilogram,becquerelsPerKilogram,39.59,becquerelsPerKilogram,33.16,8.89,-24.67
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,23,24,1.07,0.046799999999999994,0.0127,1.35,becquerelsPerKilogram,becquerelsPerKilogram,54.69,becquerelsPerKilogram,7.67,12.04,-24.04
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,24,25,1.2,0.0512,0.0132,NA,becquerelsPerKilogram,becquerelsPerKilogram,49.49,becquerelsPerKilogram,16.55,8.26,-24.16
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,25,26,1.26,0.0429,0.0097,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-23.96
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,26,27,1.36,0.0346,0.009000000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.01
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,27,28,1.39,0.0311,0.0069,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.02
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,28,29,1.55,0.0265,0.0067,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.22
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,29,30,1.25,0.0223,0.0053,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.24
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,30,31,1.3,0.0209,0.0042,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.61
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,31,32,1.52,0.023,0.005600000000000001,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.25
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,32,33,1.42,0.0223,0.0060999999999999995,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.95
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,33,34,1.33,0.022099999999999998,0.0045000000000000005,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.05
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,34,35,1.48,0.0141,0.0023,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.01
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,35,36,1.49,0.0098,0.0014000000000000002,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.19
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,36,37,1.46,0.0174,0.0011,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.17
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,37,38,1.39,0.0163,8e-4,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.26
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,38,39,1.65,0.0091,9e-4,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-25.26
Arriola_and_Cable_2017,snipe_creek_high_marsh,snipe_creek_F,39,40,1.62,0.0077,8e-4,NA,becquerelsPerKilogram,becquerelsPerKilogram,NA,becquerelsPerKilogram,NA,NA,-24.13
