study_id,coring_method,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,loss_on_ignition_temperature,loss_on_ignition_time,carbon_measured_or_modeled,fraction_carbon_method,fraction_carbon_type,cs137_counting_method,pb210_counting_method,excess_pb210_model,ra226_assumption,age_depth_model_reference,method_id,carbonates_removed,carbonate_removal_method
Arriola_and_Cable_2017,push core,compaction qualified,60,48,550,4,measured,EA,total carbon,gamma,gamma,CRS,each sample,core collection date,single set of methods,TRUE,acid fumigation
