study_id,site_id,core_id,species_code,code_type,habitat
Alongi_et_al_2000,Port Headland,M0026,Rhizophora stylosa,Genus species,mangrove
Alongi_et_al_2000,Port Headland,M0027,Avicennia marina,Genus species,mangrove
Alongi_et_al_2000,Dampier,M0028,Rhizophora stylosa,Genus species,mangrove
Alongi_et_al_2000,Dampier,M0029,Avicennia marina,Genus species,mangrove
Alongi_et_al_2000,Cape Range National Park,M0030,Rhizophora stylosa,Genus species,mangrove
Alongi_et_al_2000,Cape Range National Park,M0031,Avicennia marina,Genus species,mangrove
Lacerda_et_al_1995,Sepetiba Bay,M0080,Rhizophora mangle,Genus species,mangrove
Lacerda_et_al_1995,Sepetiba Bay,M0081,Avicennia schaueriana,Genus species,mangrove
Alongi_et_al_2005,Fujian Province,M0084,Kandelia candel,Genus species,mangrove
Alongi_et_al_2005,Fujian Province,M0085,Kandelia candel,Genus species,mangrove
Alongi_et_al_2005,Fujian Province,M0086,Kandelia candel,Genus species,mangrove
Andreetta_et_al_2014,Kwale County,M0180,Avicennia marina,Genus species,mangrove
Andreetta_et_al_2014,Kwale County,M0181,Avicennia marina,Genus species,mangrove
Andreetta_et_al_2014,Kwale County,M0182,Avicennia marina,Genus species,mangrove
Andreetta_et_al_2014,Kwale County,M0183,Ceriops tagal,Genus species,mangrove
Andreetta_et_al_2014,Kwale County,M0184,Rhizophora mucronata,Genus species,mangrove
Chen_et_al_2012,Mai Po Nature Reserve,M0203,Kandelia obovata,Genus species,mangrove
Chen_et_al_2012,Mai Po Nature Reserve,M0204,Kandelia obovata,Genus species,mangrove
Chen_et_al_2012,Mai Po Nature Reserve,M0205,Kandelia obovata,Genus species,mangrove
Gleason_and_Ewel_2002,Kosrae,M0218,Sonneratia alba,Genus species,mangrove
Gleason_and_Ewel_2002,Kosrae,M0218,Bruguiera gymnorrhiza,Genus species,mangrove
Gleason_and_Ewel_2002,Kosrae,M0218,Rhizophora apiculata,Genus species,mangrove
Chen_et_al_2016,Jiulong River Estuary,M0233,Kandelia obovata,Genus species,mangrove
Chen_et_al_2016,Jiulong River Estuary,M0234,Kandelia obovata,Genus species,mangrove
Leopold_et_al_2013,La Foa,M0237,Rhizophora spp,Genus,mangrove
Leopold_et_al_2013,La Foa,M0238,Avicennia spp.,Genus,mangrove
Lunstrem_and_Chen_2014,Deep Bay,M0266,Sonneratia apetala,Genus species,mangrove
Lunstrem_and_Chen_2014,Deep Bay,M0267,Kandelia obovata,Genus species,mangrove
Lunstrem_and_Chen_2014,Deep Bay,M0268,Sonneratia apetala,Genus species,mangrove
Lunstrem_and_Chen_2014,Deep Bay,M0269,Kandelia obovata,Genus species,mangrove
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0270,Rhizophora apiculata,Genus species,mangrove
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0271,Rhizophora apiculata,Genus species,mangrove
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0272,Rhizophora apiculata,Genus species,mangrove
Along_et_al_2000_MEPS,Ca Mau,M0273,Rhizophora apiculata,Genus species,mangrove
Along_et_al_2000_MEPS,Ca Mau,M0274,Rhizophora apiculata,Genus species,mangrove
Along_et_al_2000_MEPS,Ca Mau,M0275,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Can Gio,M0312,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Can Gio,M0313,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Ca Mau,M0314,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Ca Mau,M0315,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Ca Mau,M0316,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Ca Mau,M0317,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Ca Mau,M0318,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Ca Mau,M0319,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0320,Rhizophora mucronata,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0321,Rhizophora mucronata,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0322,Sonneratia alba,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0323,Lumnitzera littorea,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0324,Rhizophora mucronata,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0325,Rhizophora apiculata,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0326,Sonneratia alba,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0327,Bruguiera gymnorrhiza,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0328,Sonneratia alba,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0329,Rhizophora mucronata,Genus species,mangrove
MacKenzie_et_al_2016,Babeldaob,M0330,Rhizophora apiculata,Genus species,mangrove
Murdiyarso_et_al_2015,South Sumatra,M0347,Rhizophora apiculata,Genus species,mangrove
Murdiyarso_et_al_2015,South Sumatra,M0347,Bruguiera gymnorrhiza,Genus species,mangrove
Murdiyarso_et_al_2015,Central Java,M0348,Sonneratia alba,Genus species,mangrove
Murdiyarso_et_al_2015,West Kalimantan,M0349,Rhizophora apiculata,Genus species,mangrove
Murdiyarso_et_al_2015,Central Kalimantan,M0350,Rhizophora apiculata,Genus species,mangrove
Murdiyarso_et_al_2015,North Sulawesi,M0351,Rhizophora mucronata,Genus species,mangrove
Murdiyarso_et_al_2015,West Papua,M0352,Bruguiera gymnorrhiza,Genus species,mangrove
Murdiyarso_et_al_2015,West Papua,M0352,Avicennia spp.,Genus,mangrove
Murdiyarso_et_al_2015,West Papua,M0353,Bruguiera gymnorrhiza,Genus species,mangrove
Murdiyarso_et_al_2015,West Papua,M0354,Rhizophora apiculata,Genus species,mangrove
Sitoe_et_al_2014,Sofala Bay,M0369,Avicennia marina,Genus species,mangrove
Saintilan_et_al_2013,New South Wales,M0370,Avicennia marina,Genus species,mangrove
Saintilan_et_al_2013,New South Wales,M0371,Avicennia marina,Genus species,mangrove
Saintilan_et_al_2013,New South Wales,M0372,Avicennia marina,Genus species,mangrove
Saintilan_et_al_2013,New South Wales,M0373,Avicennia marina,Genus species,mangrove
Saintilan_et_al_2013,New South Wales,M0374,Avicennia marina,Genus species,mangrove
McFadden_et_al_2016,Gulf of Fonseca,M0375,Rhizophora mangle,Genus species,mangrove
McFadden_et_al_2016,Gulf of Fonseca,M0376,Rhizophora mangle,Genus species,mangrove
Kauffman_et_al_2016,Pantanos de Centla,M0377,Rhizophora mangle,Genus species,mangrove
Kauffman_et_al_2016,Pantanos de Centla,M0378,Rhizophora mangle,Genus species,mangrove
Kauffman_et_al_2016,Pantanos de Centla,M0379,Rhizophora mangle,Genus species,mangrove
Kauffman_et_al_2016,Pantanos de Centla,M0380,Rhizophora mangle,Genus species,mangrove
Kauffman_et_al_2016,Pantanos de Centla,M0381,Laguncularia racemosa,Genus species,mangrove
Kauffman_et_al_2016,Pantanos de Centla,M0382,Rhizophora mangle,Genus species,mangrove
Kauffman_et_al_2016,Pantanos de Centla,M0383,Laguncularia racemosa,Genus species,mangrove
Khan_et_al_2007,Okinawa Island,M0384,Kandelia obovata,Genus species,mangrove
Wang_et_al_2013,Yingluo Bay,M0389,Bruguiera gymnorrhiza,Genus species,mangrove
Wang_et_al_2013,Yingluo Bay,M0390,Avicennia corniculatum,Genus species,mangrove
Wang_et_al_2013,Yingluo Bay,M0390,Kandelia obovata,Genus species,mangrove
Wang_et_al_2013,Yingluo Bay,M0391,Sonneratia apetala,Genus species,mangrove
Wang_et_al_2013,Yingluo Bay,M0392,Rhizophora stylosa,Genus species,mangrove
Wang_et_al_2013,Yingluo Bay,M0393,Avicennia marina,Genus species,mangrove
Ezcurra_et_al_2016,Magdalena Bay,M0400,Rhizophora mangle,Genus species,mangrove
Ezcurra_et_al_2016,Magdalena Bay,M0401,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Magdalena Bay,M0402,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Magdalena Bay,M0403,Rhizophora mangle,Genus species,mangrove
Ezcurra_et_al_2016,Balandra,M0405,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Balandra,M0406,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Balandra,M0407,Rhizophora mangle,Genus species,mangrove
Ezcurra_et_al_2016,Balandra,M0408,Rhizophora mangle,Genus species,mangrove
Ezcurra_et_al_2016,Balandra,M0409,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Balandra,M0410,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Marismas,M0411,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Marismas,M0412,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,Marismas,M0413,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,La Encrucijada,M0414,Rhizophora mangle,Genus species,mangrove
Ezcurra_et_al_2016,La Encrucijada,M0415,Rhizophora mangle,Genus species,mangrove
Ezcurra_et_al_2016,La Encrucijada,M0416,Avicennia germinans,Genus species,mangrove
Ezcurra_et_al_2016,La Encrucijada,M0417,Rhizophora mangle,Genus species,mangrove
Bhomia_et_al_2016_India,Odisha,M0436,Kandelia candel,Genus species,mangrove
Howe_et_al_2009,Newcastle,M0442,Avicennia marina,Genus species,mangrove
Howe_et_al_2009,Newcastle,M0443,Avicennia marina,Genus species,mangrove
Thompson_et_al_2014,Panay Island,M0447,Sonneratia alba,Genus species,mangrove
Thompson_et_al_2014,Panay Island,M0448,Sonneratia alba,Genus species,mangrove
Thompson_et_al_2014,Panay Island,M0449,Sonneratia alba,Genus species,mangrove
Zhang_and_Lin_1998,Fujian,M0450,Kandelia candel,Genus species,mangrove
Zhang_and_Lin_1998,Fujian,M0451,Avicennia marina,Genus species,mangrove
He_et_al_2002,Yingluo Bay,M0452,Bruguiera gymnorrhiza,Genus species,mangrove
He_et_al_2002,Yingluo Bay,M0453,Rhizophora stylosa,Genus species,mangrove
He_et_al_2002,Yingluo Bay,M0454,Kandelia candel,Genus species,mangrove
He_et_al_2002,Yingluo Bay,M0455,Aegiceras corniculatum,Genus species,mangrove
He_et_al_2002,Yingluo Bay,M0456,Avicennia marina,Genus species,mangrove
Liu_2005,"Techeng Island, Guandong",M0457,Avicennia marina,Genus species,mangrove
