study_id,bibliography_id,title,author,publication_type,doi,url,bibtype,year
Turck_2014,Turck_2014_data,"Vibracore and Tree Stump Data from the Marsh Near Mary Hammock, McIntosh County, GA","Turck, John A",primary dataset,10.6073/pasta/4541ae084d807962b8c331eea61908bd,https://doi.org/10.6073/pasta/4541ae084d807962b8c331eea61908bd,Misc,2014
