study_id,method_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,carbon_measured_or_modeled,carbonates_removed,carbonate_removal_method,fraction_carbon_method,fraction_carbon_type,cs137_counting_method,pb210_counting_method,excess_pb210_rate,excess_pb210_model,ra226_assumption,dating_notes,age_depth_model_reference
Quafisi_et_al_2024,single set of methods,push core,roots and rhizomes included,sediment not sieved,compaction qualified,measured,FALSE,none specified,NA,total carbon,gamma,gamma,depth,CFCS,selected samples,"Ra226 measured by gamma via granddaughters Pb—214, Bi-214",YBP
