study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_1_a,single set of methods,0,10,0.417113,0.106742
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_1_b,single set of methods,0,10,0.466006,0.102804
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_1_c,single set of methods,0,10,0.463459,0.093023
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_2_a,single set of methods,0,10,0.387574,0.23494
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_2_b,single set of methods,0,10,0.435448,0.195276
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_2_c,single set of methods,0,10,0.442069,0.221169
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_3_a,single set of methods,0,10,0.452255,0.251678
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_3_b,single set of methods,0,10,0.361091,0.277147
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_3_c,single set of methods,0,10,0.380953,0.242259
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_4_a,single set of methods,0,10,0.380444,0.235209
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_4_b,single set of methods,0,10,0.277057,0.247947
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_4_c,single set of methods,0,10,0.290299,0.279801
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_5_a,single set of methods,0,10,0.172142,0.471215
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_5_b,single set of methods,0,10,0.184365,0.44
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_6_a,single set of methods,0,10,0.929465,0.070997
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,A_6_b,single set of methods,0,10,0.743572,0.144361
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_1_a,single set of methods,0,10,0.547493,0.127424
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_1_b,single set of methods,0,10,0.500638,0.126739
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_1_c,single set of methods,0,10,0.498601,0.118644
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_2_a,single set of methods,0,10,0.406418,0.196751
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_2_b,single set of methods,0,10,0.428827,0.128508
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_2_c,single set of methods,0,10,0.548002,0.134675
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_3_a,single set of methods,0,10,0.468043,0.146819
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_3_b,single set of methods,0,10,0.439013,0.15748
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_3_c,single set of methods,0,10,0.442069,0.184061
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_4_a,single set of methods,0,10,0.380444,0.241007
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_4_b,single set of methods,0,10,0.372805,0.244828
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_4_c,single set of methods,0,10,0.352433,0.244698
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_5_a,single set of methods,0,10,0.291827,0.252129
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_5_b,single set of methods,0,10,0.30354,0.264758
Vinent_and_kirwan_2017,Phillips_Creek_Marsh,B_5_c,single set of methods,0,10,0.345303,0.230284
