"study_id","site_id","core_id","core_year","core_month","core_day","core_latitude","core_longitude","salinity_class","salinity_method","vegetation_class","vegetation_method"
"Nahlik_and_Fennessy_2016","NWCA11-2420","NWCA11-2420-3358",2011,5,5,32.81910575,-79.72651955,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2066","NWCA11-2066-3401",2011,5,23,34.80439343,-76.45313308,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2025","NWCA11-2025-3403",2011,5,24,34.88362396,-76.51596497,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2404","NWCA11-2404-3404",2011,5,3,32.81787075,-79.72715247,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2412","NWCA11-2412-3405",2011,5,31,33.8781886,-78.5733072,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2666","NWCA11-2666-3408",2011,6,15,36.63041732,-75.89635829,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2653","NWCA11-2653-3409",2011,6,14,36.72687756,-75.94385197,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2647","NWCA11-2647-3411",2011,6,7,37.34425784,-76.55389398,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2634","NWCA11-2634-3436",2011,6,2,37.32785076,-76.28039374,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2651","NWCA11-2651-3437",2011,7,19,37.3324414,-76.28344903,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2652","NWCA11-2652-3438",2011,6,30,37.55029294,-75.70046224,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2427","NWCA11-2427-3453",2011,7,26,33.19883573,-79.18915305,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1021","NWCA11-1021-3469",2011,7,6,30.27063757,-87.73967473,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1017","NWCA11-1017-3471",2011,6,22,30.26917008,-87.74910327,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1002","NWCA11-1002-3473",2011,6,21,30.26178475,-87.7289122,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1823","NWCA11-1823-3483",2011,7,20,44.53967282,-67.62811434,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1836","NWCA11-1836-3548",2011,7,21,44.4298757,-68.01252575,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1010","NWCA11-1010-3562",2011,8,1,30.27945871,-87.7419949,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1203","NWCA11-1203-3569",2011,8,2,38.61726785,-75.08504623,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2599","NWCA11-2599-3570",2011,7,25,28.69519237,-96.57011516,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2600","NWCA11-2600-3572",2011,7,20,29.17781958,-95.00314252,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2582","NWCA11-2582-3573",2011,7,18,29.54427983,-94.47447503,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2531","NWCA11-2531-3574",2011,7,26,28.58921605,-96.00712654,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1222","NWCA11-1222-3575",2011,7,28,39.39730169,-75.54718022,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1210","NWCA11-1210-3576",2011,7,26,38.45215382,-75.09813408,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R127","NWCA11-R127-3624",2011,8,16,30.36646,-88.46347,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1622","NWCA11-1622-3654",2011,7,8,29.07365539,-90.51422848,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2588","NWCA11-2588-3663",2011,7,26,28.58878578,-96.00650832,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1197","NWCA11-1197-3666",2011,8,18,39.38175356,-75.54017703,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1226","NWCA11-1226-3667",2011,8,16,39.41976771,-75.55500138,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2443","NWCA11-2443-3678",2011,8,15,33.19671661,-79.18662108,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2450","NWCA11-2450-3679",2011,8,24,32.26211035,-80.78888195,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2454","NWCA11-2454-3682",2011,7,18,32.54716723,-80.55082423,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2458","NWCA11-2458-3683",2011,8,22,32.46057687,-80.62834507,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1202","NWCA11-1202-3694",2011,8,26,39.41670976,-75.55765409,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3047","NWCA11-3047-3695",2011,8,16,28.32150993,-82.73068801,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2677","NWCA11-2677-3702",2011,6,16,36.62455964,-75.8927132,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1335","NWCA11-1335-3731",2011,8,12,26.91480934,-82.08730061,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1326","NWCA11-1326-3732",2011,8,18,29.95155188,-81.31936542,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1303","NWCA11-1303-3733",2011,8,17,28.77637399,-82.65457927,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1218","NWCA11-1218-3741",2011,8,9,38.46093887,-75.06873668,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1213","NWCA11-1213-3751",2011,9,1,39.59278612,-75.57681094,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2549","NWCA11-2549-3755",2011,8,8,29.64107064,-94.15588663,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2577","NWCA11-2577-3792",2011,8,9,29.67961,-94.07507,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1039","NWCA11-1039-3793",2011,8,16,30.7718692,-87.97891761,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3808",2011,7,12,44.93210011,-124.0089002,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2355","NWCA11-2355-3809",2011,6,7,44.93210011,-124.0089002,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2632","NWCA11-2632-3854",2011,8,24,37.91254023,-75.68068678,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2636","NWCA11-2636-3860",2011,8,22,37.62822838,-75.6669754,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2643","NWCA11-2643-3861",2011,8,23,37.92016229,-75.67924763,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2674","NWCA11-2674-3862",2011,8,16,37.94735828,-75.31494445,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2664","NWCA11-2664-3863",2011,8,15,37.9346366,-75.32456554,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2538","NWCA11-2538-3875",2011,7,18,29.5447508,-94.47438287,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1669","NWCA11-1669-3881",2011,7,9,29.07830843,-90.51525074,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1643","NWCA11-1643-3885",2011,8,13,29.83884169,-91.95578192,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1961","NWCA11-1961-3891",2011,5,23,30.29608597,-88.58696249,"palustrine","field observation","scrub shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2581","NWCA11-2581-3893",2011,8,22,29.75274873,-94.01576348,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2575","NWCA11-2575-3894",2011,8,15,27.87628571,-97.05422659,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2603","NWCA11-2603-3895",2011,8,16,28.39662219,-96.42141873,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2565","NWCA11-2565-3896",2011,8,10,29.68623706,-93.96593682,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1200","NWCA11-1200-3913",2011,9,14,38.87142575,-75.28915461,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1198","NWCA11-1198-3914",2011,9,12,39.4284527,-75.57379203,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1233","NWCA11-1233-3921",2011,8,27,24.59310717,-81.66270992,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2026","NWCA11-2026-3957",2011,8,1,35.48961654,-75.98886226,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R135","NWCA11-R135-3963",2011,9,15,39.52032,-74.43471,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1027","NWCA11-1027-3980",2011,9,14,30.77236983,-87.97703538,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1005","NWCA11-1005-3981",2011,9,12,30.77328239,-87.97994429,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1019","NWCA11-1019-3982",2011,9,13,30.77296473,-87.97952224,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1260","NWCA11-1260-4008",2011,9,14,30.69300131,-81.53846128,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1364","NWCA11-1364-4009",2011,7,20,26.9558,-80.07976,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1334","NWCA11-1334-4010",2011,9,14,30.71764038,-81.52691877,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4499","NWCA11-4499-4034",2011,6,20,46.42459022,-123.8834607,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2721","NWCA11-2721-4035",2011,6,21,46.41954591,-123.8898159,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4522","NWCA11-4522-4050",2011,8,2,48.28772468,-122.376949,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2710","NWCA11-2710-4053",2011,8,3,48.28605356,-122.3802516,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2608","NWCA11-2608-4056",2011,9,6,28.80268843,-95.5633783,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2605","NWCA11-2605-4058",2011,8,23,29.69064672,-94.09077156,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2598","NWCA11-2598-4059",2011,8,29,29.45142807,-94.68427721,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2566","NWCA11-2566-4060",2011,8,31,29.61556355,-94.42741246,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2537","NWCA11-2537-4062",2011,8,25,29.73924291,-94.05653488,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2030","NWCA11-2030-4067",2011,7,21,34.67617021,-77.06488669,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-6301","NWCA11-6301-4075",2011,7,12,46.42461835,-123.8872007,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4499","NWCA11-4499-4076",2011,7,25,46.42459022,-123.8834607,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-4503","NWCA11-4503-4078",2011,6,23,46.4198428,-123.8880407,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1420","NWCA11-1420-4080",2011,8,3,31.56867645,-81.16598085,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1418","NWCA11-1418-4081",2011,7,5,31.44216271,-81.35898368,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1417","NWCA11-1417-4082",2011,7,12,31.92492714,-80.99062468,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1416","NWCA11-1416-4083",2011,7,6,31.76140467,-81.13848788,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1413","NWCA11-1413-4084",2011,7,20,31.08207782,-81.52494284,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3586","NWCA11-3586-4289",2011,8,25,38.44595799,-76.27864554,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3583","NWCA11-3583-4290",2011,8,5,38.45196685,-76.2845001,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1792","NWCA11-1792-4299",2011,9,21,38.16516446,-75.17979787,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1813","NWCA11-1813-4302",2011,8,4,38.45235702,-76.28225203,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1805","NWCA11-1805-4303",2011,7,29,38.45040918,-76.28160913,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1803","NWCA11-1803-4304",2011,8,6,38.4492246,-76.28777538,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1793","NWCA11-1793-4305",2011,7,28,38.40964554,-76.08284009,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1779","NWCA11-1779-4307",2011,7,27,38.4498007,-76.28090162,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1776","NWCA11-1776-4308",2011,8,18,38.45221899,-75.98236761,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1369","NWCA11-1369-4309",2011,10,13,31.94268068,-81.08486736,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3580","NWCA11-3580-4315",2011,9,15,38.27567447,-76.18541016,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3588","NWCA11-3588-4316",2011,9,16,38.23172369,-75.81330948,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1180","NWCA11-1180-4353",2011,9,5,41.26666966,-72.50269329,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1746","NWCA11-1746-4360",2011,7,15,42.06379805,-70.13497749,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1750","NWCA11-1750-4364",2011,7,16,42.0635797,-70.13356378,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1752","NWCA11-1752-4366",2011,7,18,41.42134193,-70.57003017,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1753","NWCA11-1753-4367",2011,7,11,42.16868626,-70.71744636,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1754","NWCA11-1754-4368",2011,7,14,41.87374397,-69.99976417,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2265","NWCA11-2265-4370",2011,9,20,40.76595871,-72.88414359,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2265","NWCA11-2265-4371",2011,9,30,40.76595871,-72.88414359,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2269","NWCA11-2269-4374",2011,8,25,40.80414415,-72.70037024,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R089","NWCA11-R089-4380",2011,7,17,42.0589,-70.0978,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R002","NWCA11-R002-4386",2011,7,13,37.21704,-76.40781,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R052","NWCA11-R052-4389",2011,7,11,37.41522,-76.71689,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R071","NWCA11-R071-4394",2011,7,8,35.0862,-75.99199,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2390","NWCA11-2390-4397",2011,8,8,41.71083592,-71.28859438,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2382","NWCA11-2382-4404",2011,8,7,41.70993455,-71.30472843,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4444",2011,9,7,28.84890976,-95.47948705,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2529","NWCA11-2529-4445",2011,6,20,28.84890976,-95.47948705,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R006","NWCA11-R006-4446",2011,6,14,33.32997,-79.18111,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2262","NWCA11-2262-4465",2011,9,22,40.63260215,-73.47579134,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2281","NWCA11-2281-4466",2011,9,27,40.6361534,-73.40055922,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2279","NWCA11-2279-4468",2011,9,21,40.61940448,-73.49561303,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2273","NWCA11-2273-4473",2011,9,24,40.60574765,-73.61660975,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2269","NWCA11-2269-4475",2011,9,29,40.80414415,-72.70037024,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R024","NWCA11-R024-4497",2011,6,15,33.34816,-79.18911,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2179","NWCA11-2179-4501",2011,8,3,43.05291752,-70.76494087,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-3073","NWCA11-3073-4502",2011,10,15,30.05367819,-83.9033073,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2045","NWCA11-2045-4541",2011,5,16,35.39328314,-76.38081164,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2049","NWCA11-2049-4543",2011,5,19,35.38837011,-76.3193744,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2382","NWCA11-2382-4551",2011,9,6,41.70993455,-71.30472843,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1188","NWCA11-1188-4686",2011,9,21,41.26583447,-72.70916114,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1187","NWCA11-1187-4687",2011,9,8,41.33323209,-72.36323146,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1184","NWCA11-1184-4689",2011,9,7,41.26237415,-72.72814285,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1180","NWCA11-1180-4691",2011,9,25,41.26666966,-72.50269329,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R080","NWCA11-R080-4739",2011,9,4,28.28716,-96.5732,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R003","NWCA11-R003-4771",2011,9,14,34.69811,-76.5993,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R007","NWCA11-R007-4772",2011,6,13,32.54745,-80.5279,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-R012","NWCA11-R012-4773",2011,9,13,33.95586,-77.93398,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-2555","NWCA11-2555-4794",2011,9,22,28.36146818,-96.67132832,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1696","NWCA11-1696-4862",2011,8,9,29.80036487,-92.96307768,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1278","NWCA11-1278-4912",2011,5,16,29.04275586,-82.73388372,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1291","NWCA11-1291-4915",2011,7,27,29.7002526,-85.18880333,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1292","NWCA11-1292-4916",2011,6,2,29.90533872,-81.32656674,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1300","NWCA11-1300-4917",2011,6,6,30.10445965,-84.17312447,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1305","NWCA11-1305-4918",2011,5,11,28.71130308,-80.73938706,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1329","NWCA11-1329-4927",2011,7,13,25.22157,-80.4288,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1342","NWCA11-1342-4929",2011,6,8,30.02559654,-84.45934041,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1637","NWCA11-1637-4958",2011,5,25,29.74652906,-89.67261177,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1348","NWCA11-1348-4964",2011,7,14,25.66657931,-80.2660357,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1359","NWCA11-1359-4966",2011,9,24,26.33206053,-81.83801151,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1363","NWCA11-1363-4967",2011,9,24,25.89213773,-81.69721282,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1368","NWCA11-1368-4970",2011,6,23,31.65831876,-81.38700135,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1368","NWCA11-1368-4971",2011,8,23,31.65831876,-81.38700135,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1369","NWCA11-1369-4972",2011,8,18,31.94268068,-81.08486736,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1370","NWCA11-1370-4973",2011,6,1,31.14404427,-81.53083458,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1372","NWCA11-1372-4974",2011,8,30,31.77555721,-81.21701651,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1373","NWCA11-1373-4975",2011,7,7,32.02402977,-81.01548196,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1374","NWCA11-1374-4976",2011,7,26,31.45039809,-81.22811541,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1376","NWCA11-1376-4977",2011,8,3,31.57096409,-81.16434964,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1377","NWCA11-1377-4978",2011,6,2,31.00795192,-81.62600485,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1379","NWCA11-1379-4979",2011,7,19,31.49198057,-81.26599112,"estuarine","field observation","emergent","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1009","NWCA11-1009-5059",2011,9,27,30.76862632,-87.98055394,"estuarine","field observation","forested to shrub","field observation"
"Nahlik_and_Fennessy_2016","NWCA11-1023","NWCA11-1023-5061",2011,9,28,30.79703787,-87.96201608,"estuarine","field observation","forested to shrub","field observation"
