study_id,bibliography_id,publication_type,bibtype,doi,url,author,title,journal,publisher,year,month
Nahlik_and_Fennessy_2016,Nahlik_and_Fennessy_2016_article,associated,Article,doi.org/10.1038/ncomms13835,https://doi.org/10.1038/ncomms13835,"Nahlik, Amanda M. and Fennessy, Siobhan",Carbon storage in US wetlands,Nature Communications,Springer Nature,2016,dec
