study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,total_pb210_activity,total_pb210_activity_se,pb210_unit
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,36,38,0.26200000000000001,0.1275,4.5599999999999996,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,40,42,0.21299999999999999,0.15640000000000001,8.25,0.41,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,44,46,0.33500000000000002,0.15040000000000001,3.59,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,48,50,0.4,0.15870000000000001,5.1100000000000003,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,52,54,0.5,0.15110000000000001,2.82,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-1,56,58,0.374,0.17230000000000001,7.66,0.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,0,2,0.32,0.2225,9.2799999999999994,0.46,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,4,6,0.36199999999999999,0.1996,7.26,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,8,10,0.14699999999999999,0.1827,6.38,0.32,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,12,14,0.24199999999999999,0.17519999999999999,4.54,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,16,18,0.32200000000000001,0.1346,3.56,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,20,22,0.255,0.14829999999999999,3.54,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,24,26,0.34,0.13650000000000001,3.87,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,28,30,0.35099999999999998,0.1759,4.07,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,32,34,0.41499999999999998,0.15359999999999999,2.42,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,36,38,0.34599999999999997,0.18559999999999999,3.34,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,40,42,0.36799999999999999,0.16309999999999999,3.5,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,44,46,0.30499999999999999,0.1762,2.6,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,48,50,0.36,0.1502,1.73,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,52,54,0.25800000000000001,0.16889999999999999,3.36,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-2,56,58,0.29499999999999998,0.1449,4.8099999999999996,0.24,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,0,1,7.9899999999999999E-2,0.192,9.85,0.49,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,2,3,6.88E-2,0.18290000000000001,3.07,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,4,5,0.18,0.18110000000000001,6.07,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,6,7,0.183,0.17960000000000001,9.7200000000000006,0.49,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,8,9,0.11700000000000001,0.18099999999999999,6.26,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,10,11,0.16500000000000001,0.15909999999999999,8.17,0.41,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,12,13,0.127,0.15049999999999999,5.55,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,14,15,0.13500000000000001,0.13539999999999999,4.59,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,16,17,0.152,0.14249999999999999,6.86,0.34,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,18,19,0.17100000000000001,0.15659999999999999,6.51,0.33,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,20,22,0.246,0.1585,8.83,0.44,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,24,26,0.22800000000000001,0.1855,6.24,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,28,30,0.255,0.1845,3.94,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,32,34,0.29899999999999999,0.1268,2.84,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,36,38,0.435,0.1229,3.27,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,40,42,0.46100000000000002,0.123,3.1,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,44,46,0.123,0.14530000000000001,4.78,0.24,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,48,50,0.318,0.10979999999999999,3.65,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,52,54,0.44600000000000001,0.112,3.04,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,NPS3-3,56,58,0.35799999999999998,0.11990000000000001,7.12,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,0,2,0.192,0.2054,7.02,0.35,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,4,6,0.22900000000000001,0.1643,5.93,0.3,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,8,10,0.187,0.2016,5.69,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,12,14,0.28499999999999998,0.13980000000000001,4.33,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,16,18,0.25600000000000001,0.1321,4.3600000000000003,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,20,22,0.32200000000000001,0.1343,1.75,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,24,26,0.374,0.13569999999999999,4.95,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,28,30,0.61499999999999999,0.1032,3.94,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,32,34,0.39200000000000002,0.1074,5.63,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,36,38,0.34499999999999997,0.10970000000000001,2.99,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,40,42,0.39700000000000002,0.1135,3.62,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,44,46,0.255,0.1434,3.6,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,48,50,0.24099999999999999,0.13150000000000001,3.15,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,52,54,0.20599999999999999,0.1595,3.11,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET1,56,58,0.192,0.16009999999999999,6.11,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,0,2,NA,0.16900000000000001,4.84,0.24,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,2,4,0.29699999999999999,0.13600000000000001,6.76,0.34,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,6,8,NA,0.16400000000000001,2.02,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,8,10,0.64200000000000002,0.13400000000000001,7.18,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,12,14,NA,0.152,4.9800000000000004,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,14,16,0.46600000000000003,0.127,14.89,0.74,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,18,20,NA,0.14099999999999999,3.34,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,20,22,0.51500000000000001,0.121,3.86,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,24,26,NA,0.127,2.37,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,26,28,0.49199999999999999,0.111,5.34,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,28,30,NA,0.13500000000000001,2.92,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,32,34,0.55200000000000005,0.115,4.8099999999999996,0.24,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,34,36,NA,0.13,1.97,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,38,40,1.83,0.111,4.33,0.22,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,40,42,NA,0.122,2.63,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,44,46,0.71399999999999997,9.6000000000000002E-2,3.18,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,46,48,NA,9.7000000000000003E-2,2.23,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2,50,53,NA,0.11,1.45,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,1,2,0.17499999999999999,NA,5.54,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,3,4,0.106,0.22639999999999999,4.6399999999999997,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,5,6,6.5000000000000002E-2,0.20699999999999999,5.23,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,7,8,0.112,0.19750000000000001,2.78,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,9,10,0.255,0.17680000000000001,6.61,0.33,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,11,12,0.19800000000000001,0.2102,2.95,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,13,14,0.377,0.18360000000000001,8.8800000000000008,0.44,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,15,16,0.23,0.18590000000000001,5.71,0.28999999999999998,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,17,18,0.35399999999999998,0.1797,3.44,0.17,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,19,20,0.311,0.17069999999999999,2.84,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,22,24,0.318,0.25340000000000001,3.04,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,26,28,0.46800000000000003,0.15640000000000001,5.32,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,30,32,0.60599999999999998,9.0899999999999995E-2,0.62,0.03,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,34,36,0.51,0.2016,0.97,0.05,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,38,40,0.34499999999999997,0.17630000000000001,5.89,0.28999999999999998,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,42,44,1.08,0.1847,3,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,46,48,0.35,0.1767,2.5299999999999998,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,50,52,0.35,0.20730000000000001,2.57,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,54,56,0.35799999999999998,0.1956,2.7,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET2p,58,60,0.255,0.1938,2.64,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,1,2,0.14599999999999999,0.33950000000000002,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,3,4,0.123,0.28770000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,5,6,6.0199999999999997E-2,NA,5.36,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,7,8,0.30399999999999999,0.27960000000000002,3.23,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,9,10,0.13800000000000001,NA,5.57,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,22,23,5.1700000000000003E-2,NA,8.9700000000000006,0.45,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,24,25,0.13300000000000001,0.29039999999999999,8.2100000000000009,0.41,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,26,27,8.8800000000000004E-2,NA,5.64,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,28,29,7.6300000000000007E-2,NA,3,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,30,32,0.13700000000000001,0.35160000000000002,3.86,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,34,36,0.27400000000000002,0.28210000000000002,3.21,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,38,40,0.245,0.21279999999999999,1.25,0.06,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,42,44,0.50900000000000001,0.19309999999999999,2.82,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,46,48,0.376,0.17050000000000001,1.27,0.06,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,50,52,0.53600000000000003,0.183,1.44,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,54,56,0.69499999999999995,0.1542,2.71,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET3,58,60,0.498,0.16919999999999999,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,0,2,NA,0.27889999999999998,7.58,0.38,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,6,8,NA,0.24379999999999999,5.44,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,12,14,NA,0.2387,5.07,0.25,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,18,20,NA,0.25390000000000001,4.54,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,24,26,NA,0.31530000000000002,2.99,0.15,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,30,32,NA,0.26800000000000002,2.8,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,36,38,NA,0.16869999999999999,2.87,0.14000000000000001,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,42,44,NA,0.13139999999999999,1.99,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,48,50,NA,0.2109,2.63,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,54,56,NA,0.2374,2.35,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET4,58,60,NA,0.2213,2.29,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,1,2,1.2999999999999999E-2,NA,5.39,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,3,4,2.5899999999999999E-2,NA,14.42,0.72,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,5,6,4.65E-2,NA,9.5399999999999991,0.48,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,7,8,2.5700000000000001E-2,NA,5.68,0.28000000000000003,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,8,9,2.2800000000000001E-2,NA,2.2599999999999998,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,15,16,0.16200000000000001,0.31230000000000002,7.27,0.36,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,17,18,0.10100000000000001,0.31530000000000002,4.05,0.2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,19,20,0.13600000000000001,0.31019999999999998,5.27,0.26,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,20,22,0.186,0.3236,4.5199999999999996,0.23,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,22,24,0.20200000000000001,0.31230000000000002,3.87,0.19,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,26,28,0.28499999999999998,0.26600000000000001,3.22,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,30,32,0.249,0.28360000000000002,2.48,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,34,36,0.28399999999999997,0.21540000000000001,3.16,0.16,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,38,40,0.30299999999999999,0.18310000000000001,2.4300000000000002,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,42,44,0.309,0.18659999999999999,2.5099999999999998,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,46,48,0.64200000000000002,0.12809999999999999,2.4500000000000002,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,50,52,0.38,0.157,2.4500000000000002,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,54,56,0.48,0.19040000000000001,1.89,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET5,58,60,0.26500000000000001,0.16320000000000001,1.4,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,0,1,0.154,NA,6.24,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,2,3,0.23100000000000001,NA,5.89,0.28999999999999998,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,4,5,0.24199999999999999,NA,5.33,0.27,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,6,7,7.1300000000000002E-2,NA,0.46,0.02,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,8,9,0.193,NA,10.24,0.51,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,10,11,0.24199999999999999,NA,1.1100000000000001,0.06,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,12,13,0.14000000000000001,NA,1.42,7.0000000000000007E-2,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,14,15,0.27200000000000002,0.27939999999999998,4.25,0.21,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,16,17,0.22500000000000001,0.29380000000000001,6.23,0.31,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,18,19,0.32900000000000001,0.30620000000000003,3.57,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,20,22,0.13800000000000001,0.3463,3.7,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,24,26,0.17299999999999999,0.3105,2.62,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,28,30,0.21199999999999999,0.29920000000000002,3.66,0.18,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,32,34,0.248,0.24729999999999999,2.59,0.13,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,36,38,0.223,0.25700000000000001,2.4900000000000002,0.12,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,40,42,0.19700000000000001,0.28999999999999998,2.25,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,44,46,0.20699999999999999,0.29239999999999999,2.09,0.1,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,48,50,0.252,0.2034,1.82,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,52,54,0.19400000000000001,0.42320000000000002,1.73,0.09,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET6,56,58,0.40799999999999997,0.29620000000000002,2.17,0.11,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,1,2,0.28399999999999997,NA,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,3,4,0.155,0.22589999999999999,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,5,6,0.19900000000000001,0.18290000000000001,NA,NA,disintegrationsPerMinutePerGram
Palinkas_and_Engelhardt_2024,Dyke Marsh Wildlife Preserve,SET7,7,8,0.20699999999999999,0.20019999999999999,NA,NA,disintegrationsPerMinutePerGram
