study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_MDA,total_pb210_activity,total_pb210_activity_se,total_pb210_MDA,ra226_activity,ra226_activity_se,ra226_MDA,excess_pb210_activity,excess_pb210_activity_se,excess_pb210_inventory,excess_pb210_inventory_se,age,age_se,date,fraction_total_nitrogen,fraction_total_phosphorus,delta_C13,delta_N15,gamma_counting_sedmass,cumulative_sedmass_atdepth
Breithaupt_et_al_2014,WSC-5,SH3-5,21,22,0.154022989,0.614810563,0.271793743,-0.004662861,0.008339366,0.018543375,6.493675739,0.302767835,0.130520771,1.361947404,0.205498784,0.242670197,5.283672508,0.376755636,0.81380703,0.058029029,42.79317991,1.349957099,1968.12682,0.01743046,0.001339167,-26.774,2.122,1.4462,3.840229885
Breithaupt_et_al_2014,WSC-5,SH3-5,22,23,0.130327144,0.65807327,0.290236635,-0.005399063,0.009656038,0.040468805,6.67105001,0.438083149,0.262975352,1.42686794,0.250917719,0.465275675,5.397233098,0.519587439,0.703405976,0.067716347,46.33968639,1.433605169,1964.580314,0.017075482,0.001221007,-26.597,2.473,1.249,3.970557029
Breithaupt_et_al_2014,WSC-5,SH3-5,23,24,0.171352785,0.613003096,0.27102322,-0.005216547,0.009329613,0.020469086,6.240773448,0.32729162,0.144295474,1.610965874,0.230074853,0.268519021,4.76122495,0.411424016,0.815849156,0.070498651,51.01311662,1.562471995,1959.906883,0.017147513,0.001296913,-26.174,2.663,1.2927,4.141909814
Breithaupt_et_al_2014,WSC-5,SH3-5,24,25,0.165694076,0.621664888,0.274715742,-0.005472231,0.009786895,0.02186582,6.184528988,0.341571408,0.15382272,1.524470662,0.240924117,0.285903749,4.795162833,0.430108437,0.794530075,0.07126642,56.32911623,1.729744894,1954.590884,0.016802931,0.001279208,-26.497,2.767,1.2323,4.30760389
Breithaupt_et_al_2014,WSC-5,SH3-5,25,26,0.122811671,0.688984881,0.303414255,-0.004831229,0.008640486,0.026327025,5.528894924,0.335688106,0.178407807,1.545819244,0.218975372,0.32424014,4.104811702,0.413045029,0.504118785,0.05072675,60.22436695,1.882270873,1950.695633,0.016629863,0.001311783,-26.464,2.863,1.3958,4.430415561
Breithaupt_et_al_2014,WSC-5,SH3-5,26,27,0.140495137,0.554436753,0.246056388,-0.005760661,0.010302743,0.022300063,7.661658302,0.367331279,0.157444466,1.877934773,0.254260605,0.293248942,5.962156071,0.460527344,0.837653934,0.064701852,67.96908239,2.250060877,1942.950918,0.016962287,0.001381355,-26.518,2.75,1.1706,4.570910698
Breithaupt_et_al_2014,WSC-5,SH3-5,27,28,0.153138815,0.639722864,0.282413857,-0.005227465,0.00934914,0.039426954,5.004018056,0.394473485,0.255987888,1.523244064,0.244630027,0.452658325,3.588782073,0.478572818,0.549581835,0.073288074,74.30085525,2.543356177,1936.619145,0.017173182,0.001447837,-26.265,2.586,1.29,4.724049514
Breithaupt_et_al_2014,WSC-5,SH3-5,28,29,0.165605659,0.53016551,0.235709557,-0.006267711,0.011209583,0.034259409,4.025674256,0.386522882,0.232072791,1.589157233,0.281349572,0.421670706,2.512483561,0.492982893,0.416081495,0.081640757,80.09218465,2.752176122,1930.827815,0.016058385,0.001465972,-25.8,2.857,1.0759,4.889655172
Breithaupt_et_al_2014,WSC-5,SH3-5,29,30,0.194252874,0.559399181,0.248171871,-0.004975967,0.008899344,0.019295485,4.381592815,0.295471446,0.136204904,2.024407449,0.221279109,0.253660595,2.431356545,0.380760495,0.472297995,0.07396382,88.25010913,3.200147428,1922.669891,0.016350376,0.001552327,-25.905,3.164,1.3552,5.083908046
Breithaupt_et_al_2014,WSC-5,SH3-5,30,31,0.152077807,0.571511628,0.253335407,-0.004882298,0.008731821,0.024573881,4.182294146,0.30997403,0.168188,2.191461756,0.22340099,0.307532397,2.053821704,0.394178326,0.312340701,0.059945776,95.06764567,3.653407063,1915.852354,0.016675349,0.001449706,-26.091,2.946,1.3812,5.235985853
Breithaupt_et_al_2014,WSC-5,SH3-5,31,32,0.160212202,0.53200883,0.236495364,-0.005308116,0.009493381,0.027953955,3.618747613,0.327407494,0.190248598,1.827104108,0.24062852,0.346676289,1.848624417,0.419245089,0.296172188,0.067168179,103.2233189,4.185150608,1907.696681,0.016369284,0.001451676,-26.091,3.172,1.2704,5.396198055
Breithaupt_et_al_2014,WSC-5,SH3-5,32,33,0.157206012,0.446006749,NA,-0.004556372,0.008148913,0.017821416,3.945517549,0.270443765,0.12567667,2.572344068,0.205667187,0.233920783,1.417222981,0.350662273,0.222795974,0.055126218,111.0997821,4.848385263,1899.820218,NA,NA,NA,NA,1.48,5.553404067
Breithaupt_et_al_2014,WSC-5,SH3-5,33,34,0.161892131,0.576187875,NA,-0.004304775,0.007698941,0.022909953,3.759779275,0.279192747,0.155714694,2.326782949,0.200735582,0.283517717,1.479198057,0.354952273,0.239470525,0.05746398,122.4982959,6.055280675,1888.421704,NA,NA,NA,NA,1.5665,5.715296198
Breithaupt_et_al_2014,WSC-5,SH3-5,34,35,0.16127321,0.573464912,NA,-0.004430055,0.007923,0.021137874,2.975555916,0.26561359,0.145620919,1.730513599,0.200136317,0.267324817,1.285441086,0.343364992,0.20730721,0.055375574,137.2799921,8.148570624,1873.640008,NA,NA,NA,NA,1.5222,5.876569408
Breithaupt_et_al_2014,WSC-5,SH3-5,35,36,0.141025641,0.559247649,NA,-0.005198851,0.009297965,0.018536311,3.577550125,0.29341065,0.132075957,2.256780718,0.230325277,0.24729783,1.372180055,0.38753397,0.193512572,0.054652226,162.6183721,14.20439847,1848.301628,NA,NA,NA,NA,1.2971,6.017595049
Breithaupt_et_al_2014,WSC-5,SH3-5,36,37,0.162157383,0.621592148,NA,-0.005776452,0.010330984,0.026519386,3.14619831,0.333186977,0.183547398,2.190506653,0.259692315,0.337891144,0.993132876,0.438988036,0.161043828,0.071185151,NA,NA,NA,NA,NA,NA,NA,1.1674,6.179752431
Breithaupt_et_al_2014,WSC-5,SH3-5,37,38,0.190627763,0.628014842,NA,-0.004976334,0.008900001,0.014722801,2.28520007,0.263775033,0.106991553,2.140409156,0.217887041,0.202561159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3551,NA
Breithaupt_et_al_2014,WSC-5,SH3-7,0,1,0.412113174,0.274404634,0.175196205,0,0,0.008918763,5.441311603,0.267947384,0.167707331,1.122012693,0.537045272,0.233359747,4.406110138,0.61224076,1.815816035,0.252312483,2.782033556,2.082561975,2008.137966,0.006675563,7.372e-4,-24.139,2.863,2.0797,0.412113174
Breithaupt_et_al_2014,WSC-5,SH3-7,1,2,0.37382847,0.288789026,0.147630905,0,0,0.005373357,5.057512693,0.212409992,0.119801792,0.997409264,0.479039212,0.169601313,4.142264398,0.534624033,1.548496364,0.199857685,5.361198375,2.148151428,2005.558802,0.006717534,7.59301e-4,-22.951,3.124,2.3258,0.785941645
Breithaupt_et_al_2014,WSC-5,SH3-7,2,3,0.266666667,0.37765252,0.156061508,0,0,0.005954772,5.413487698,0.238435066,0.136304823,1.18241021,0.563604321,0.193425969,4.317475785,0.624461535,1.151326876,0.166523076,7.422759677,2.206891783,2003.49724,0.007411005,8.03881e-4,-22.526,2.793,1.9763,1.052608311
Breithaupt_et_al_2014,WSC-5,SH3-7,3,4,0.271794872,0.410540013,0.152240707,0,0,0.009203584,5.870381305,0.290063794,0.181018743,1.25451113,0.615173243,0.253112175,4.710705034,0.694102597,1.280345471,0.188653526,9.88239852,2.279158084,2001.037601,0.008619592,8.72491e-4,-26.725,3.195,1.814,1.324403183
Breithaupt_et_al_2014,WSC-5,SH3-7,4,5,0.470380195,0.27575188,0.157913198,0,0,0.008338479,6.235600485,0.297785599,0.179437194,1.406655893,0.685587807,0.253182006,4.928707777,0.762909591,2.318366523,0.358857562,14.8808458,2.374934411,1996.039154,0.008264109,7.94427e-4,-25.528,3.232,1.6257,1.794783378
Breithaupt_et_al_2014,WSC-5,SH3-7,5,6,0.357471264,0.330200346,0.129608912,0,0,0.00298176,5.477652729,0.180557056,0.085099964,1.259976171,0.462782171,0.122902474,4.306084661,0.507170623,1.539301528,0.181298924,18.68907149,2.52452883,1992.230929,0.00725795,7.79018e-4,-25.961,3.193,2.4039,2.152254642
Breithaupt_et_al_2014,WSC-5,SH3-7,6,7,0.40627763,0.270729053,0.132240034,0,0,0.00692202,5.163177534,0.252427773,0.152519703,1.058493057,0.600384357,0.215683432,4.191305512,0.665036433,1.702833672,0.270189426,23.50579277,2.684053749,1987.414207,0.006997462,7.58417e-4,-25.68,3.838,1.8549,2.558532272
Breithaupt_et_al_2014,WSC-5,SH3-7,7,8,0.208134394,0.506796941,0.18589061,0,0,0.008851978,5.719053364,0.288199426,0.180361918,1.370302206,0.642129867,0.25311886,4.441171949,0.718797768,0.924360634,0.149606538,26.45850955,2.827233706,1984.46149,0.009593495,9.41033e-4,-26.797,2.681,1.7373,2.766666667
Breithaupt_et_al_2014,WSC-5,SH3-7,8,9,0.257559682,0.485753519,0.248785955,0,0,0.008529187,5.884109796,0.304928143,0.188401264,1.131063669,0.743675385,0.266486715,4.854596211,0.820935564,1.250348255,0.211439902,30.94076473,3.040396318,1979.979235,0.012255397,9.47029e-4,-26.928,2.785,1.4968,3.024226348
Breithaupt_et_al_2014,WSC-5,SH3-7,9,10,0.184084881,0.556195965,0.247823026,0,0,0.00651226,5.98445365,0.334611697,0.184016984,1.251958494,0.987186379,0.265571877,4.834965882,1.064924223,0.890044117,0.196036449,34.56155006,3.217150237,1976.35845,0.012761562,0.001014128,-27.063,2.743,1.1253,3.208311229
Breithaupt_et_al_2014,WSC-5,SH3-7,10,11,0.202564103,0.600611087,0.27904365,0,0,0.008325762,5.404915447,0.330331537,0.204217929,1.220904024,0.920175994,0.291531879,4.275398999,0.999027038,0.866042361,0.202367015,38.526027,3.420721366,1972.393973,0.014200633,0.001042397,-26.94,2.705,1.2083,3.410875332
Breithaupt_et_al_2014,WSC-5,SH3-7,11,12,0.15066313,0.611502347,0.301777736,0,0,0.01027424,6.617035824,0.352927987,0.222262409,1.202117056,0.853945851,0.313765419,5.533875857,0.944302422,0.833751058,0.142271559,42.86928355,3.750777282,1968.050716,0.01432114,8.68675e-4,-26.822,2.697,1.3035,3.561538462
Breithaupt_et_al_2014,WSC-5,SH3-7,12,13,0.178868258,0.694513099,0.305476569,0,0,0.00692042,6.384617548,0.368106529,0.200241263,1.519928868,1.105681255,0.289469247,4.973060967,1.191308361,0.889522753,0.213087251,48.25924801,4.109113274,1962.660752,0.013702635,9.07395e-4,-26.465,2.714,1.0047,3.74040672
Breithaupt_et_al_2014,WSC-5,SH3-7,13,14,0.119982317,0.654384672,0.34349171,0,0,0.010507444,3.749103726,0.352548111,0.247780133,0.870586998,1.061693335,0.352539794,2.943099527,1.143796804,0.353119899,0.13723539,50.67788091,4.282869575,1960.242119,0.01502509,9.20881e-4,-27.268,2.659,1.0467,3.860389036
Breithaupt_et_al_2014,WSC-5,SH3-7,14,15,0.114588859,0.651234568,0.305757309,0,0,0.012710813,4.857339363,0.395186536,0.281563705,1.885293745,1.115786369,0.398366153,3.039175587,1.210439576,0.348255664,0.13870289,53.25614487,4.476309569,1957.663855,0.014557483,9.46509e-4,-26.668,2.731,0.9979,3.974977896
Breithaupt_et_al_2014,WSC-5,SH3-7,15,16,0.17816092,0.610918114,0.327904544,0,0,0.006643455,4.148721545,0.315212108,0.185565003,1.237549499,0.98156306,0.267583822,2.977741978,1.054508885,0.530517249,0.187872273,57.6306945,4.787019067,1953.289306,0.015615289,0.001003273,-26.581,2.763,1.1318,4.153138815
Breithaupt_et_al_2014,WSC-5,SH3-7,16,17,0.15994695,0.607517966,0.328615564,0,0,0.008576392,4.403836105,0.305254714,0.200963242,0.92072037,0.854549796,0.285771255,3.563382389,0.928345479,0.569952143,0.148486028,63.10725073,5.382956164,1947.812749,0.015671811,0.001044186,-26.49,2.822,1.301,4.313085765
Breithaupt_et_al_2014,WSC-5,SH3-7,17,18,0.167374005,0.597464342,0.322061233,0,0,0.005604263,4.064337014,0.297850087,0.165944586,1.385309852,0.942286294,0.240270295,2.741553806,1.011305301,0.458864841,0.169266219,68.31519847,5.911228077,1942.604802,0.01527359,9.55153e-4,-26.218,2.989,1.1789,4.48045977
Breithaupt_et_al_2014,WSC-5,SH3-7,18,19,0.179398762,0.580088714,0.2842413,0,0,0.006253849,3.156710326,0.333821333,0.190112858,0.98813447,1.113606955,0.275747813,2.219795269,1.190024069,0.398228523,0.213488845,73.64033523,6.183586443,1937.279665,0.013849245,9.80256e-4,-26.324,3.097,0.9969,4.659858532
Breithaupt_et_al_2014,WSC-5,SH3-7,19,20,0.186472149,0.583688952,0.32733871,0,0,0.003738542,3.052829559,0.278815843,0.133721184,1.01784473,0.949681616,0.19587447,2.084031668,1.013620027,0.388613863,0.189011904,79.85761878,6.649592368,1931.062381,0.014764004,0.001018603,-26.224,3.189,1.1686,4.846330681
Breithaupt_et_al_2014,WSC-5,SH3-7,20,21,0.164633068,0.590225564,0.288290169,0,0,0.008095742,3.247063295,0.279511588,0.192047478,1.451336427,0.830287119,0.273384146,1.839313329,0.897337553,0.302811797,0.147731434,85.70453921,7.276892816,1925.215461,0.014247694,0.00100283,-25.941,3.171,1.3403,5.010963749
Breithaupt_et_al_2014,WSC-5,SH3-7,21,22,0.153404067,0.597694524,0.280827214,0,0,0.008059291,2.935559609,0.289110882,0.198065307,1.0692459,0.894452532,0.282794138,1.912783595,0.963422479,0.293428783,0.147792927,92.61134118,8.077901573,1918.308659,0.013851443,9.97476e-4,-25.903,3.073,1.2428,5.164367816
Breithaupt_et_al_2014,WSC-5,SH3-7,22,23,0.179664014,0.603346457,0.298809481,0,0,0.005238433,2.597187393,0.242690222,0.146904445,0.975610587,0.780838203,0.211896325,1.662345186,0.838241866,0.298663609,0.150601898,101.6044652,9.237117093,1909.315535,0.01387332,9.91975e-4,-26.186,3.137,1.4227,5.34403183
Breithaupt_et_al_2014,WSC-5,SH3-7,23,24,0.178956676,0.610177866,0.295149735,0,0,0.008469379,4.005248686,0.288520776,0.194450226,1.431043861,0.806676702,0.276012743,2.639354852,0.878404492,0.47233017,0.157196348,124.5887372,15.0232939,1886.331263,0.014232344,9.64353e-4,-26.152,3.306,1.38,5.522988506
Breithaupt_et_al_2014,WSC-5,SH3-7,24,25,0.155526083,0.630471859,0.32977241,0,0,0.004480943,2.880579442,0.266676884,0.142999212,1.293900211,0.888112719,0.208060706,1.627401535,0.951086261,0.253103386,0.147918721,150.9837121,24.23284991,1859.936288,0.014709163,9.52025e-4,-26.038,3.248,1.2504,5.678514589
Breithaupt_et_al_2014,WSC-5,SH3-7,25,26,0.167108753,0.605820106,0.30409115,0,0,0.005451138,2.128083965,0.251486335,0.154768862,0.970635984,0.835013261,0.223436939,1.18767029,0.894833321,0.198470102,0.149534481,NA,NA,NA,0.0134884,7.75399e-4,-26.092,3.387,1.3302,5.845623342
Breithaupt_et_al_2014,WSC-5,SH3-7,26,27,0.168346596,0.601365546,0.27733901,0,0,0.008293363,2.007643842,0.260662807,0.194458508,1.227903884,0.82810806,0.276537262,NA,NA,NA,NA,NA,NA,NA,0.012463499,8.83166e-4,-25.832,3.554,1.3434,NA
Breithaupt_et_al_2014,WSC-5,SH3-8,0,1,0.337577365,0.345206915,0.158717778,-0.002399199,0.004290885,0.008593483,5.53185843,0.168251146,0.061200025,1.541203043,0.108094262,0.114557524,4.050171294,0.202964609,1.367246154,0.068516258,1.999815844,0.776113319,2008.920184,0.007464123,8.13042e-4,-22.98,3.342,2.8107,0.337577365
Breithaupt_et_al_2014,WSC-5,SH3-8,1,2,0.353580902,0.338084521,0.127643466,-0.002716934,0.004859142,0.016118579,5.68746161,0.233270083,0.10804927,1.913376889,0.131879724,0.195044018,3.830732675,0.271990871,1.354473914,0.096170778,4.111922919,0.789052604,2006.808077,0.006539973,7.92725e-4,-25.113,2.832,2.482,0.691158267
Breithaupt_et_al_2014,WSC-5,SH3-8,2,3,0.352961981,0.323647295,0.152918486,-0.002591833,0.004635403,0.022798713,5.527449661,0.276673449,0.144904483,1.6673196,0.135240488,0.252571566,3.918504287,0.312615252,1.383083034,0.110341298,6.422331943,0.798722074,2004.497668,0.00758993,7.38451e-4,-25.822,2.772,2.6018,1.044120248
Breithaupt_et_al_2014,WSC-5,SH3-8,3,4,0.478691424,0.240672331,0.132914045,-0.002897658,0.005182361,0.017116775,5.562366076,0.241335844,0.114804521,1.342568573,0.135509165,0.207310821,4.284235851,0.281004014,2.050826958,0.134514212,10.18677328,0.813607424,2000.733227,0.007089609,7.41084e-4,-26.344,2.717,2.3272,1.522811671
Breithaupt_et_al_2014,WSC-5,SH3-8,4,5,0.361450044,0.297945205,0.142158579,-0.002950915,0.005277608,0.016479523,5.702398898,0.2396992,0.111328743,1.378108913,0.137055164,0.201940698,4.390751795,0.280359435,1.587037431,0.10133593,13.4366103,0.83564493,1997.48339,0.008940897,8.12197e-4,-27.585,2.506,2.2852,1.884261715
Breithaupt_et_al_2014,WSC-5,SH3-8,5,6,0.187179487,0.524799244,0.186387681,-0.003594196,0.006428094,0.026661012,5.658028496,0.313786951,0.173495436,1.638761107,0.173820061,0.307249613,4.081528125,0.364270717,0.763978341,0.068184006,15.1266643,0.848485552,1995.793336,0.009892228,8.7772e-4,-26.562,2.71,1.8762,2.071441202
Breithaupt_et_al_2014,WSC-5,SH3-8,6,7,0.158974359,0.627363737,NA,-0.004092384,0.007319087,0.02066033,7.434086072,0.31147216,0.141350225,1.442237538,0.184971363,0.258400751,6.085648148,0.367926946,0.967462013,0.05849095,17.40301163,0.874912696,1993.516988,NA,NA,NA,NA,1.6478,2.230415561
Breithaupt_et_al_2014,WSC-5,SH3-8,7,8,0.194217507,0.645816261,NA,-0.003693816,0.006606261,0.021936107,6.742252926,0.30352762,0.147027373,1.291128551,0.169728689,0.265383226,5.537193853,0.353250766,1.075419984,0.068607483,20.13852569,0.906142608,1990.781474,NA,NA,NA,NA,1.8256,2.424633068
Breithaupt_et_al_2014,WSC-5,SH3-8,8,9,0.1688771,0.641361257,NA,-0.003150399,0.00563438,0.016037556,5.622238033,0.239444934,0.109610089,1.488279636,0.144779607,0.200251368,4.200097691,0.284289288,0.709300317,0.048009951,22.07933805,0.933452676,1988.840662,NA,NA,NA,NA,2.1405,2.593510168
Breithaupt_et_al_2014,WSC-5,SH3-8,9,10,0.182670203,0.604065828,NA,-0.003419242,0.006115197,0.018201503,5.142332295,0.252576009,0.123708531,1.399450136,0.156598563,0.225238307,3.803370585,0.301985891,0.694762478,0.055163824,24.10136003,0.960338106,1986.81864,NA,NA,NA,NA,1.9722,2.776180371
Breithaupt_et_al_2014,WSC-5,SH3-8,10,11,0.182404951,0.666989821,0.273464496,-0.004029296,0.007206256,0.015369214,4.971354873,0.252103414,0.108691681,1.316260099,0.177687555,0.202639286,3.720913598,0.31398405,0.678713064,0.057272245,26.2078124,0.988689249,1984.712188,0.013279896,0.001196357,-26.22,2.712,1.6736,2.958585323
Breithaupt_et_al_2014,WSC-5,SH3-8,11,12,0.141114058,0.676065163,0.263240338,-0.004343874,0.007768868,0.020648121,5.946575041,0.299370086,0.142312543,1.651915131,0.195927086,0.261323922,4.372771823,0.364292267,0.617059578,0.05140676,28.25077697,1.019938534,1982.669223,0.012551965,9.18797e-4,-26.048,2.873,1.5524,3.099699381
Breithaupt_et_al_2014,WSC-5,SH3-8,12,13,0.184084881,0.594620557,0.283538099,-0.004467031,0.00798913,0.017518602,6.116296684,0.287711672,0.123503827,1.911422632,0.199201363,0.229836107,4.282370075,0.356391288,0.788319584,0.065606248,31.06542209,1.06047602,1979.854578,0.013310892,8.72116e-4,-25.95,2.85,1.5096,3.283784262
Breithaupt_et_al_2014,WSC-5,SH3-8,13,14,0.209372237,0.636402027,NA,-0.003671292,0.0065659790000000004,0.015718673,5.003153187,0.243340395,0.109697223,1.415409686,0.164188623,0.202935721,3.65436799,0.299002833,0.765123201,0.062602892,34.05558157,1.109171413,1976.864418,NA,8.73909e-4,NA,NA,1.8368,3.493156499
Breithaupt_et_al_2014,WSC-5,SH3-8,14,15,0.200884173,0.554577465,0.397737515,0.581501646,0.035836959,0.018778894,4.459416335,0.253200278,0.128347134,1.075270462,0.1655091,0.234484141,3.447690249,0.30817581,0.692586405,0.061907643,37.02553031,1.159526239,1973.89447,0.014453029,9.2863e-4,-25.664,2.231,1.8279,3.694040672
Breithaupt_et_al_2014,WSC-5,SH3-8,15,16,0.182228117,0.623483746,0.238324035,-0.003788018,0.006774739,0.014711543,4.756257889,0.239099372,0.103829236,1.543183221,0.168479319,0.193346406,3.275657316,0.298193016,0.596916864,0.054339152,39.82601413,1.214496358,1971.093986,0.012509149,9.05998e-4,-25.928,3.545,1.7802,3.876268789
Breithaupt_et_al_2014,WSC-5,SH3-8,16,17,0.158355438,0.615298716,0.236351937,-0.00370783,0.006631325,0.012177261,4.608845682,0.222698689,0.087538773,1.51759379,0.163089347,0.164732525,3.152253283,0.2814777,0.499176448,0.044573524,42.37139537,1.274006803,1968.548605,0.012353039,8.87338e-4,-26.023,2.982,1.8187,4.034624226
Breithaupt_et_al_2014,WSC-5,SH3-8,17,18,0.14305924,0.608776267,0.24490359,-0.003346117,0.005984415,0.023980062,4.590948327,0.274740619,0.156780218,1.557548329,0.161190784,0.278503288,3.09436732,0.324937812,0.442677836,0.046485356,44.81094867,1.33096078,1966.109051,0.012644694,8.68319e-4,-25.835,3.054,2.0153,4.177683466
Breithaupt_et_al_2014,WSC-5,SH3-8,18,19,0.158797524,0.598552339,0.254274187,-0.003472952,0.006211253,0.01911235,4.086062131,0.24387143,0.129355756,1.279614141,0.158704572,0.234911481,2.863240307,0.296852836,0.454675472,0.047139496,47.52588999,1.399510331,1963.39411,0.013211946,9.00666e-4,-25.771,3.115,1.9417,4.33648099
Breithaupt_et_al_2014,WSC-5,SH3-8,19,20,0.170733864,0.595546349,NA,-0.003606884,0.006450787,0.019108235,4.440585123,0.252426827,0.129949607,1.83864282,0.167394556,0.236689351,2.655073345,0.309071531,0.453310931,0.052768977,50.48246659,1.471940067,1960.437533,NA,NA,NA,NA,1.8696,4.507214854
Breithaupt_et_al_2014,WSC-5,SH3-8,20,21,0.197966401,0.591335418,0.253311772,-0.003203986,0.005730218,0.021415834,4.42470178,0.255236047,0.141330098,1.609535198,0.153636361,0.252588892,2.87300514,0.304029442,0.568758489,0.060187615,54.62418907,1.581410011,1956.295811,0.0130195,9.88773e-4,-25.763,3.412,2.1047,4.705181256
Breithaupt_et_al_2014,WSC-5,SH3-8,21,22,0.180548187,0.620470127,NA,-0.003296715,0.00589606,0.026974567,3.844973151,0.273593284,0.173185882,1.28157877,0.159748793,0.303951691,2.616207153,0.323344351,0.472351459,0.058379236,58.52300826,1.687252184,1952.396992,NA,NA,NA,NA,2.0455,4.885729443
Breithaupt_et_al_2014,WSC-5,SH3-8,22,23,0.180371353,0.618627451,0.263117216,-0.003519168,0.00629391,0.012015423,4.216549183,0.2122905,0.086017251,1.275745639,0.154614271,0.161489968,3.002358326,0.268124032,0.541539433,0.048361894,63.66647529,1.888187693,1947.253525,0.013272663,9.10233e-4,-25.841,3.284,1.9162,5.066100796
Breithaupt_et_al_2014,WSC-5,SH3-8,23,24,0.16622458,0.569680851,0.262861139,-0.004128715,0.007384063,0.023146958,4.202089543,0.281896557,0.15629366,1.368229767,0.1879901,0.283415843,2.893662692,0.345980763,0.480997866,0.057510507,69.04804336,2.092832796,1941.871957,0.013372762,9.70775e-4,-25.692,3.641,1.6333,5.232325376
Breithaupt_et_al_2014,WSC-5,SH3-8,24,25,0.203271441,0.606350587,NA,-0.003249689,0.005811956,0.020560644,3.044586732,0.227425451,0.136675207,1.574815012,0.154010187,0.245410418,1.501007502,0.280503491,0.305111958,0.057018349,72.99779435,2.21464025,1937.922206,NA,NA,NA,NA,2.0751,5.435596817
Breithaupt_et_al_2014,WSC-5,SH3-8,25,26,0.177099912,0.616575137,0.249960984,-0.003451267,0.006172471,0.019272498,3.07926884,0.228432533,0.130197999,1.563660423,0.159965391,0.236169119,1.547989886,0.284831717,0.274148872,0.050443672,77.01545558,2.365896696,1933.904544,0.012573174,9.39337e-4,-25.583,2.929,1.9539,5.612696729
Breithaupt_et_al_2014,WSC-5,SH3-8,26,27,0.159062776,0.62979433,NA,-0.006120376,0.01094608,0.023831486,2.663947266,0.334672724,0.168145347,1.487504336,0.268154464,0.313059798,1.197208568,0.436420287,0.190431319,0.069418222,80.13513194,2.304364612,1930.784868,NA,NA,NA,NA,1.1018,5.771759505
Breithaupt_et_al_2014,WSC-5,SH3-8,27,28,0.217064545,0.638696538,0.236063642,-0.004308075,0.007704843,0.020598964,4.112776082,0.274987789,0.141872188,1.672735674,0.194608426,0.260403125,2.493335708,0.344242225,0.54121478,0.074722782,91.13188039,2.640599241,1919.78812,0.011880674,9.2705e-4,-25.696,2.859,1.5653,5.98882405
Breithaupt_et_al_2014,WSC-5,SH3-8,28,29,0.150132626,0.647232038,0.215913564,-0.00402713,0.007202383,0.023217828,5.702444133,0.302667892,0.156212722,1.691853387,0.186475341,0.282638172,4.098697023,0.363310896,0.615348147,0.054544819,111.1796879,4.183734222,1899.740312,0.010693746,9.14471e-4,-26.109,2.718,1.6745,6.138956676
Breithaupt_et_al_2014,WSC-5,SH3-8,29,30,0.148452697,0.598570578,0.241377329,-0.004221768,0.007550486,0.015926528,4.881644169,0.260214971,0.112772769,1.702121839,0.187301848,0.210398317,3.250354649,0.327757458,0.482523913,0.048656479,147.7602088,11.00288402,1863.159791,0.012257234,9.53329e-4,-25.91,3.114,1.5973,6.287409372
Breithaupt_et_al_2014,WSC-5,SH3-8,30,31,0.142528736,0.6191067,NA,-0.004382835,0.007838549,0.01490636,2.789007019,0.24321383,0.106757738,1.922812875,0.193619396,0.200475822,0.885761367,0.31789479,0.126246448,0.045309142,173.8216422,20.11521255,1837.098358,NA,NA,NA,NA,1.5386,6.429938108
Breithaupt_et_al_2014,WSC-5,SH3-8,31,32,0.185676393,0.624285714,NA,-0.004628298,0.00827755,0.018362432,2.595573445,0.260362382,0.129282094,2.064538596,0.206932303,0.240404969,0.543178001,0.340185415,0.100855332,0.063164401,NA,NA,NA,NA,NA,NA,NA,1.457,6.6156145
Breithaupt_et_al_2014,WSC-5,SH3-9,0,1,0.25994695,0.264965986,0.132634907,-0.002934095,0.005247527,0.027287864,5.828593935,0.314344808,0.17207938,1.597460559,0.151550558,0.298311883,4.369767771,0.360404632,1.135907802,0.093686085,2.053139646,0.864382311,2008.86686,0.006523913,6.99536e-4,-27.8341416,3.220834216,2.2983,0.25994695
Breithaupt_et_al_2014,WSC-5,SH3-9,1,2,0.201945181,0.389229422,0.155255848,-0.003721334,0.006655478,0.014953607,5.736882614,0.247868771,0.105128503,1.544068526,0.166065431,0.195324441,4.329852508,0.308108344,0.87439285,0.062220995,3.728164985,0.879954996,2007.191835,0.008366913,8.11658e-4,-27.97974708,2.677015673,1.8121,0.461892131
Breithaupt_et_al_2014,WSC-5,SH3-9,2,3,0.139257294,0.546666667,0.23025366,-0.00415953,0.007439175,0.019923386,8.623480326,0.321233251,0.13719018,1.039295963,0.184721082,0.25177727,7.648661018,0.373707608,1.065131839,0.05204151,5.894188387,0.906422283,2005.025812,0.011841313,9.40315e-4,-27.041,3.008,1.6212,0.601149425
Breithaupt_et_al_2014,WSC-5,SH3-9,3,4,0.137223696,0.601159794,0.235061262,-0.004431802,0.007926124,0.034425422,9.224793631,0.437523564,0.222614241,1.926647689,0.215069714,0.392588727,7.36073211,0.491707198,1.010066864,0.067473879,8.092685497,0.930404209,2002.827315,0.012581007,8.74202e-4,-27.99038859,2.756328081,1.5216,0.738373121
