"study_id","site_id","core_id","depth_min","depth_max","dry_bulk_density","fraction_carbon","method_id"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_1",0,15,0.258524704244955,0.08990000000000001,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_1",15,30,0.131524008350731,0.16010000000000002,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_1",30,50,0.140918580375783,0.2672,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_1",50,100,0.187369519832985,0.0779,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_2",0,15,0.279749478079332,0.1359,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_2",15,30,0.164405010438413,0.21600000000000005,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_2",30,50,0.127696590118302,0.27440000000000003,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_2",50,100,0.33768267223382,0.13,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_3",0,15,0.142484342379958,0.2552,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_3",15,30,0.15553235908142,0.2736,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_3",30,50,0.153444676409186,0.308,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_3",50,100,0.24217118997912301,0.1862,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_4",0,15,0.115170494084899,0.2891,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_4",15,30,0.128566457898399,0.2922,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_4",30,50,0.100730688935282,0.30469999999999997,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_4",50,100,0.118997912317328,0.225,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_5",0,15,0.120389700765484,0.28550000000000003,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_5",15,30,0.0941196938065414,0.3165,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_5",30,50,0.126304801670146,0.2864,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_5",50,100,0.12821851078636,0.2386,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_1",0,15,0.523138482950592,0.0574,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_1",15,30,0.41231732776618,0.06280000000000001,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_1",30,50,0.420320111343076,0.05889999999999999,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_1",50,100,0.500869867780097,0.065,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_2",0,15,0.383263743910926,0.0595,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_2",15,30,0.358385525400139,0.0746,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_2",30,50,0.280619345859429,0.0874,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_2",50,100,0.220076548364649,0.0965,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_3",0,15,0.311238691718859,0.1015,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_3",15,30,0.27366040361865,0.1179,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_3",30,50,0.328636047320807,0.1395,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_3",50,100,0.288796102992345,0.1253,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_4",0,15,0.349860821155184,0.1171,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_4",15,30,0.307063326374391,0.16579999999999998,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_4",30,50,0.223208072372999,0.2115,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_4",50,100,0.142136395267919,0.17,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_5",0,15,0.181628392484342,0.2528,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_5",15,30,0.194850382741823,0.2611,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_5",30,50,0.139178844815588,0.2536,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_2_5",50,100,0.137265135699374,0.17129999999999998,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_1",0,15,0.266527487821851,0.1447,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_1",15,30,0.197633959638135,0.1414,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_1",30,50,0.211377870563674,0.151,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_1",50,100,0.22633959638135,0.1537,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_2",0,15,0.241127348643006,0.1503,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_2",15,30,0.226687543493389,0.1667,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_2",30,50,0.213987473903967,0.1567,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_2",50,100,0.245128740431454,0.1444,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_3",0,15,0.28375086986778,0.1523,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_3",15,30,0.187543493389005,0.2038,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_3",30,50,0.176235212247738,0.1757,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_3",50,100,0.136047320807237,0.1929,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_4",0,15,0.255045233124565,0.16079999999999997,"single set of methods"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_3_4",15,30,0.200939457202505,0.1796,"single set of methods"
