"study_id","site_id","core_id","species_code","code_type"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_1","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_1","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_1","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_2","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_2","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_3","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_4","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_4","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_5","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Zacate","Boca Zacate_1_5","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_5","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_4","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_4","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_3","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_3","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_2","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_2","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_1","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Guarumal","Boca Guarumal_1_1","Pelliciera rhizophorae","Genus species"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_5","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_4","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_3","Rhizophora mangle","Genus species"
"Cifuentes_and_Torres_2024","Boca Sierpe","Boca Sierpe_1_2","Rhizophora mangle","Genus species"
