study_id,bibliography_id,bibtype,doi,url,author,title,publisher,year,copyright,publication_type
Cifuentes_and_Torres_2024,Cifuentes_and_Torres_2024_data,Misc,10.25573/SERC.26999278,https://smithsonian.figshare.com/articles/dataset/Dataset_Evaluation_of_carbon_in_the_National_Forest_of_T_rraba-Sierpe_Costa_Rica_/26999278,Miguel Cifuentes-Jara and Danilo {Torres Gómez},"Dataset: Evaluation of carbon in the National Forest of Térraba-Sierpe, Costa Rica.",Smithsonian Environmental Research Center,2024,Creative Commons Attribution 4.0 International,primary dataset
