"study_id","site_id","plot_id","plot_radius","species","diameter","diameter_flag","alive_or_dead","decay_class","height","wood_density","carbon_conversion_factor","basal_area","basal_density","plant_aboveground_carbon","plant_belowground_carbon","plant_belowground_mass","plant_aboveground_mass","plant_notes"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Pelliciera rhizophorae",9,"DBH","dead",3,NA,0.811,0.4669,0.00636,0.41327,0.68704,0.65669,21.65116,22.65172,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",40,"DBH","alive",NA,NA,0.898,0.4752,0.12566,8.16327,13.22006,20.08872,650.76125,428.25559,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",48,"DBH","alive",NA,NA,0.898,0.4752,0.18096,11.7551,18.12576,30.11165,975.44784,587.1726,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",49,"DBH","alive",NA,NA,0.898,0.4752,0.18857,12.25,18.78439,31.52204,1021.1365,608.50845,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_2",7,"Pelliciera rhizophorae",9,"DBH","dead",3,NA,0.811,0.4669,0.00636,0.41327,0.68704,0.65669,21.65116,22.65172,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_3",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",9.4,"DBH","dead",3,48,0.898,0.4752,0.00694,0.45082,0.53892,0.80672,26.13318,17.45788,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",14,"DBH","alive",NA,NA,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",15,"DBH","alive",NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",5.4,"DBH","alive",NA,NA,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",8.5,"DBH","alive",NA,NA,0.898,0.4752,0.00567,0.36862,0.90551,0.64519,20.90059,29.33333,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",7,"Rhizophora mangle",10,"DBH","dead",3,NA,0.898,0.4752,0.00785,0.5102,0.59984,0.92551,29.98116,19.43154,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",11,"DBH","dead",3,NA,0.898,0.4752,0.0095,0.61735,0.70744,1.14359,37.04591,22.91701,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",11,"DBH","dead",3,NA,0.898,0.4752,0.0095,0.61735,0.70744,1.14359,37.04591,22.91701,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",7,"Rhizophora mangle",11,"DBH","dead",2,NA,0.898,0.4752,0.0095,0.61735,1.1319,1.14359,37.04591,36.66721,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",13,"DBH","alive",NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",13,"DBH","alive",NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",17,"DBH","alive",NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Rhizophora mangle",5.3,"DBH","alive",NA,NA,0.898,0.4752,0.00221,0.14332,0.39975,0.22608,7.32388,12.94967,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",11,"DBH","dead",3,NA,0.898,0.4752,0.0095,0.61735,0.70744,1.14359,37.04591,22.91701,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",11.2,"DBH","dead",2,NA,0.898,0.4752,0.00985,0.64,1.16776,1.19026,38.55782,37.82889,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_4",7,"Rhizophora mangle",12,"DBH","dead",1,30.6,0.898,0.4752,0.01131,0.73469,1.60374,1.38727,44.93977,51.95227,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Pelliciera rhizophorae",18,"DBH","alive",NA,NA,0.811,0.4669,0.02545,1.65306,7.56037,3.05947,100.87134,249.26709,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Pelliciera rhizophorae",22,"DBH","alive",NA,NA,0.811,0.4669,0.03801,2.46939,12.38603,4.7766,157.48572,408.37051,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Pelliciera rhizophorae",12,"DBH","alive",NA,NA,0.811,0.4669,0.01131,0.73469,2.78842,1.24372,41.00579,91.93491,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Pelliciera rhizophorae",17,"DBH","alive",NA,NA,0.811,0.4669,0.0227,1.47449,6.56866,2.69487,88.85041,216.57031,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Pelliciera rhizophorae",19,"DBH","alive",NA,NA,0.811,0.4669,0.02835,1.84184,8.63588,3.44964,113.73544,284.72686,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Rhizophora mangle",22,"DBH","alive",NA,NA,0.898,0.4752,0.03801,2.46939,4.69679,5.32792,172.59446,152.14962,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Pelliciera rhizophorae",13,"DBH","alive",NA,NA,0.811,0.4669,0.01327,0.86224,3.39526,1.48558,48.97981,111.94256,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",16,"DBH","alive",NA,NA,0.898,0.4752,0.02011,1.30612,2.70645,2.62739,85.1128,87.67361,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",38,"DBH","alive",NA,NA,0.898,0.4752,0.11341,7.36735,12.09687,17.92663,580.72174,391.87053,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",46,"DBH","alive",NA,NA,0.898,0.4752,0.16619,10.79592,16.83843,27.3969,887.50517,545.47017,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",7,"Rhizophora mangle",52,"DBH","alive",NA,NA,0.898,0.4752,0.21237,13.79592,20.81946,35.96718,1165.13413,674.43327,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Pelliciera rhizophorae",12,"DBH","alive",NA,NA,0.811,0.4669,0.01131,0.73469,2.78842,1.24372,41.00579,91.93491,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Pelliciera rhizophorae",14,"DBH","alive",NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Pelliciera rhizophorae",15,"DBH","alive",NA,NA,0.811,0.4669,0.01767,1.14796,4.82789,2.0411,67.29541,159.17654,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Pelliciera rhizophorae",17,"DBH","alive",NA,NA,0.811,0.4669,0.0227,1.47449,6.56866,2.69487,88.85041,216.57031,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Rhizophora racemosa",7,"DBH","alive",NA,NA,0.88,0.5,0.00385,0.25,0.65477,0.4332,13.33708,20.15881,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",12,"DBH","dead",3,NA,0.898,0.4752,0.01131,0.73469,0.82243,1.38727,44.93977,26.64219,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Rhizophora racemosa",10,"DBH","alive",NA,NA,0.88,0.5,0.00785,0.5102,1.65514,0.95624,29.44035,50.95772,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Pelliciera rhizophorae",14,"DBH","alive",NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Pelliciera rhizophorae",14,"DBH","alive",NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_1",7,"Rhizophora mangle",12,"DBH","dead",2,NA,0.898,0.4752,0.01131,0.73469,1.31589,1.38727,44.93977,42.62751,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Rhizophora mangle",27,"DBH","alive",NA,NA,0.898,0.4752,0.05726,3.71939,6.69512,8.39473,271.94186,216.88418,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",12.4,"DBH","dead",3,NA,0.898,0.4752,0.01208,0.78449,0.87046,1.49202,48.3331,28.19812,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",7,"Pelliciera rhizophorae",10,"DBH","alive",NA,NA,0.811,0.4669,0.00785,0.5102,1.78063,0.82974,27.35664,58.70763,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",7,"Rhizophora mangle",27,"DBH","alive",NA,NA,0.898,0.4752,0.05726,3.71939,6.69512,8.39473,271.94186,216.88418,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1",7,"Rhizophora mangle",8.4,"DBH","alive",NA,NA,0.898,0.4752,0.00554,0.36,0.88715,0.62846,20.35863,28.73854,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1",7,"Rhizophora mangle",8.5,"DBH","alive",NA,NA,0.898,0.4752,0.00567,0.36862,0.90551,0.64519,20.90059,29.33333,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1",7,"Rhizophora mangle",9.4,"DBH","alive",NA,NA,0.898,0.4752,0.00694,0.45082,1.07783,0.80672,26.13318,34.91576,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1",7,"Rhizophora mangle",15,"DBH","alive",NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1",7,"Rhizophora mangle",16,"DBH","alive",NA,NA,0.898,0.4752,0.02011,1.30612,2.70645,2.62739,85.1128,87.67361,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_1",7,"Rhizophora mangle",37,"DBH","alive",NA,NA,0.898,0.4752,0.10752,6.98469,11.55114,16.89611,547.33892,374.1919,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",13,"DBH","dead",3,NA,0.898,0.4752,0.01327,0.86224,0.94466,1.65704,53.67879,30.60153,"cut for firewood"
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_2",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_2",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_2",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_2",7,"Rhizophora mangle",25,"DBH","alive",NA,NA,0.898,0.4752,0.04909,3.18878,5.86006,7.07629,229.23204,189.83284,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_2",7,"Rhizophora mangle",51,"DBH","alive",NA,NA,0.898,0.4752,0.20428,13.27041,20.13129,34.44965,1115.97456,652.1405,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Rhizophora mangle",13,"DBH","dead",2,NA,0.898,0.4752,0.01327,0.86224,1.51145,1.65704,53.67879,48.96245,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",14,"DBH","alive",NA,NA,0.898,0.4752,0.01539,1,2.14791,1.95336,63.278,69.58006,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",18,"DBH","alive",NA,NA,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",7,"Rhizophora mangle",39.6,"DBH","alive",NA,NA,0.898,0.4752,0.12316,8.00082,12.99206,19.64546,636.40241,420.86961,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",6.5,"DBH","alive",NA,NA,0.898,0.4752,0.00332,0.21556,0.56914,0.35567,11.52169,18.437,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",7,"Rhizophora mangle",15,"DBH","alive",NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_5",7,"Rhizophora mangle",14,"DBH","dead",3,NA,0.898,0.4752,0.01539,1,1.07395,1.95336,63.278,34.79003,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",15,"DBH","dead",3,NA,0.898,0.4752,0.01767,1.14796,1.21018,2.27668,73.75154,39.20317,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5",7,"Rhizophora mangle",17,"DBH","dead",2,NA,0.898,0.4752,0.0227,1.47449,2.40472,3.00591,97.37447,77.89943,NA
