title,author,bibtype,doi,url,journal,year
"Timing and magnitude of recent accelerated sea-level rise (North Carolina, United States)","Andrew C. Kemp, Benjamin P. Horton, Stephen J. Culver, D. Reide Corbett, Orson van de Plassche, W. Roland Gehrels, Bruce C. Douglas, and Andrew C. Parnell",Article,10.1130/G30352A,,Geology,2009
