study_id,site_id,plot_id,sub_plot_id,plant_id,year,month,day,genus,species,alive_or_dead,n_plants,diameter,diameter_method,diameter_unit,basal_area,basal_area_unit,wood_density,wood_density_unit,wood_density_source,wood_mass,allometric_eq_id,allometric_eq_present
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_31,2013,5,23,Excoecaria,agalocha,live,1,3.3,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_32,2013,5,23,Excoecaria,agalocha,live,1,3.1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_33,2013,5,23,Ceriops,decandra,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_34,2013,5,23,Ceriops,decandra,live,1,0.6,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_35,2013,5,23,Ceriops,decandra,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_36,2013,5,23,Ceriops,decandra,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_37,2013,5,23,Ceriops,decandra,live,1,1.3,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_38,2013,5,23,Delbergia,spinosa,live,1,1.3,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_39,2013,5,23,Ceriops,decandra,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_40,2013,5,23,Aegiceras,corniculatum,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_41,2013,5,23,Acanthus,NA,live,1,0.8,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_42,2013,5,23,Acanthus,NA,live,1,0.5,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_43,2013,5,23,Excoecaria,agalocha,live,1,1.4,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_44,2013,5,23,Ceriops,decandra,live,1,1.8,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_45,2013,5,23,Aegiceras,corniculatum,live,1,1.8,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_46,2013,5,23,Aegiceras,corniculatum,live,1,2.8,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_47,2013,5,23,Ceriops,decandra,live,1,0.9,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_48,2013,5,23,Ceriops,decandra,live,1,0.5,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_49,2013,5,23,Excoecaria,agalocha,live,1,2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_50,2013,5,23,Excoecaria,agalocha,live,1,4.6,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_51,2013,5,23,Ceriops,decandra,live,1,1.3,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_52,2013,5,23,Ceriops,decandra,live,1,1.4,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_53,2013,5,23,Ceriops,decandra,live,1,0.5,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_54,2013,5,23,Ceriops,decandra,live,1,0.6,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_55,2013,5,23,Ceriops,decandra,live,1,2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_56,2013,5,23,Ceriops,decandra,live,1,2.1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_57,2013,5,23,Delbergia,spinosa,live,1,2.1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_58,2013,5,23,Delbergia,spinosa,live,1,2.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_59,2013,5,23,Aegiceras,corniculatum,live,1,2.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_60,2013,5,23,Ceriops,decandra,live,1,1.7,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_61,2013,5,23,Derris,trifoliata,live,1,0.7,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_62,2013,5,23,Ceriops,decandra,live,1,1.3,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_63,2013,5,23,Aegiceras,corniculatum,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_64,2013,5,23,Ceriops,decandra,live,1,1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_65,2013,5,23,Ceriops,decandra,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_66,2013,5,23,Ceriops,decandra,live,1,0.6,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_67,2013,5,23,Derris,trifoliata,live,1,0.5,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_68,2013,5,23,Ceriops,decandra,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_69,2013,5,23,Aegiceras,corniculatum,live,1,3.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_70,2013,5,23,Ceriops,decandra,live,1,0.7,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_71,2013,5,23,Ceriops,decandra,live,1,1.2,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_72,2013,5,23,Ceriops,decandra,live,1,1.1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_73,2013,5,23,Ceriops,decandra,live,1,0.3,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_74,2013,5,23,Sacnosobus,geobosus,live,1,0.3,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_75,2013,5,23,Ceriops,decandra,live,1,1.6,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_76,2013,5,23,Aegiceras,corniculatum,live,1,1.8,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_77,2013,5,23,Derris,trifoliata,live,1,0.8,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_78,2013,5,23,Excoecaria,agalocha,live,1,3.9,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_79,2013,5,23,Ceriops,decandra,live,1,1.4,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_80,2013,5,23,Aegiceras,corniculatum,live,1,1.4,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_81,2013,5,23,Ceriops,decandra,live,1,1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_82,2013,5,23,Aegiceras,corniculatum,live,1,2.4,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_83,2013,5,23,Ceriops,decandra,live,1,1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_84,2013,5,23,Ceriops,decandra,live,1,1.1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_85,2013,5,23,Ceriops,decandra,live,1,1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_86,2013,5,23,Ceriops,decandra,live,1,1,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Bhitarkanita_2013,BHI,BHI_BK5A,BHI_BK5A_6,BHI_BK5A_6_87,2013,5,23,Derris,trifoliata,live,1,0.6,dbh,cm,NA,NA,NA,g/cm3,NA,NA,NA,no
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_1,2016,NA,NA,Avicennia,germinans,dead,1,14.7,dbh,cm,1.10249999996609,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_1,2016,NA,NA,Avicennia,germinans,dead,1,22.2,dbh,cm,2.51448979584103,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_2,2016,NA,NA,Avicennia,germinans,dead,1,6.8,dbh,cm,0.235918367339682,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_3,2016,NA,NA,Avicennia,germinans,dead,1,5.5,dbh,cm,0.15433673468913,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_4,ACA_Acarau Boca_4_1,2016,NA,NA,Rhizophora,mangle,dead,1,8.6,dbh,cm,0.377346938763904,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_5,ACA_Acarau Boca_5_1,2016,NA,NA,Rhizophora,mangle,dead,1,9.5,dbh,cm,0.460459183659306,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_5,ACA_Acarau Boca_5_2,2016,NA,NA,Rhizophora,mangle,dead,1,10.4,dbh,cm,0.551836734676904,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_5,ACA_Acarau Boca_5_3,2016,NA,NA,Rhizophora,mangle,dead,1,18.3,dbh,cm,1.70862244892704,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_6,ACA_Acarau Boca_6_1,2016,NA,NA,Rhizophora,mangle,dead,1,17.5,dbh,cm,1.56249999995194,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_2,2016,NA,NA,Avicennia,germinans,live,1,8.5,dbh,cm,0.368622448968254,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_3,2016,NA,NA,Avicennia,germinans,live,1,7.3,dbh,cm,0.271887755093678,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_4,2016,NA,NA,Avicennia,germinans,live,1,30,dbh,cm,4.59183673455264,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_5,2016,NA,NA,Avicennia,germinans,live,1,17.3,dbh,cm,1.5269897958714,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_6,2016,NA,NA,Rhizophora,mangle,live,1,27.5,dbh,cm,3.85841836722826,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_7,2016,NA,NA,Rhizophora,mangle,live,1,27.1,dbh,cm,3.74698979580312,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_8,2016,NA,NA,Avicennia,germinans,live,1,6.4,dbh,cm,0.208979591830307,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_1,ACA_Acarau Boca_1_9,2016,NA,NA,Avicennia,germinans,live,1,6,dbh,cm,0.183673469382106,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_4,2016,NA,NA,Avicennia,germinans,live,1,9.2,dbh,cm,0.431836734680595,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_5,2016,NA,NA,Rhizophora,mangle,live,1,0.7,dbh,cm,0.0306248185278526,m2,795.77,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_6,2016,NA,NA,Avicennia,germinans,live,1,3,dbh,cm,0.562496666838109,m2,795.77,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_7,2016,NA,NA,Avicennia,germinans,live,1,3.5,dbh,cm,0.765620463196315,m2,795.77,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_8,2016,NA,NA,Rhizophora,mangle,live,1,36.4,dbh,cm,6.75999999979207,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_9,2016,NA,NA,Avicennia,germinans,live,1,29,dbh,cm,4.29081632639863,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_10,2016,NA,NA,Avicennia,germinans,live,1,5.5,dbh,cm,0.15433673468913,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_11,2016,NA,NA,Rhizophora,mangle,live,1,27.5,dbh,cm,3.85841836722826,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_12,2016,NA,NA,Avicennia,germinans,live,1,19,dbh,cm,1.84183673463723,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_2,ACA_Acarau Boca_2_13,2016,NA,NA,Avicennia,germinans,live,1,5.5,dbh,cm,0.15433673468913,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_1,2016,NA,NA,Avicennia,germinans,live,1,7.3,dbh,cm,0.271887755093678,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_2,2016,NA,NA,Rhizophora,mangle,live,1,29.3,dbh,cm,4.38005102027344,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_3,2016,NA,NA,Rhizophora,mangle,live,1,18.3,dbh,cm,1.70862244892704,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_4,2016,NA,NA,Rhizophora,mangle,live,1,18.2,dbh,cm,1.68999999994802,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_5,2016,NA,NA,Rhizophora,mangle,live,1,23.4,dbh,cm,2.79367346930183,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_6,2016,NA,NA,Rhizophora,mangle,live,1,21,dbh,cm,2.24999999993079,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_7,2016,NA,NA,Rhizophora,mangle,live,1,27.5,dbh,cm,3.85841836722826,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_3,ACA_Acarau Boca_3_8,2016,NA,NA,Rhizophora,mangle,live,1,7.3,dbh,cm,0.271887755093678,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_4,ACA_Acarau Boca_4_2,2016,NA,NA,Rhizophora,mangle,live,1,14.1,dbh,cm,1.01433673466268,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_4,ACA_Acarau Boca_4_3,2016,NA,NA,Rhizophora,mangle,live,1,7,dbh,cm,0.24999999999231,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_4,ACA_Acarau Boca_4_4,2016,NA,NA,Rhizophora,mangle,live,1,21.7,dbh,cm,2.4024999999261,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_4,ACA_Acarau Boca_4_5,2016,NA,NA,Rhizophora,mangle,live,1,21.7,dbh,cm,2.4024999999261,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
SWAMP_Data_Trees_Acarau_Boca_Brazil_2016,ACA,ACA_Acarau Boca,ACA_Acarau Boca_4,ACA_Acarau Boca_4_6,2016,NA,NA,Rhizophora,mangle,live,1,25.5,dbh,cm,3.31760204071428,m2,64.96,g/cm3,NA,NA,"using equations of Fromard for AG and Rm and those of Smith and Whelan for LR,",yes
