study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,depth_interval_notes
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_4_1,CIFOR,100,115,0.698495762939992,0.08835000000000001,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_5_1,CIFOR,0,15,0.333691468388497,0.14515,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_5_1,CIFOR,15,30,0.351215746815901,0.13643,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_5_1,CIFOR,30,50,0.380214255166011,0.21301,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_5_1,CIFOR,50,100,0.33129231122284,0.14798,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_5_1,CIFOR,100,115,0.445721676906548,0.09131,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_6_1,CIFOR,0,15,0.3841780800484,0.12447,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_6_1,CIFOR,15,30,0.417974902729824,0.09,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_6_1,CIFOR,30,50,0.387620349025212,0.06489,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_6_1,CIFOR,50,100,0.362898599100838,0.09038,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 1_6_1,CIFOR,100,135,0.636298204804573,0.06482,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_1_1,CIFOR,0,15,0.64411926220241,0.08021,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_1_1,CIFOR,15,30,0.759548190500802,0.06155,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_1_1,CIFOR,30,50,0.612570124150704,0.07724,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_1_1,CIFOR,50,100,0.609339836978174,0.0937,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_1_1,CIFOR,100,151.7,0.612462447911619,0.0598,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_2_1,CIFOR,0,15,0.6084784270655,0.07544,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_2_1,CIFOR,15,30,0.49811028200407,0.07066,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_2_1,CIFOR,30,50,0.438349969312272,0.07386,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_2_1,CIFOR,50,100,0.506401352413563,0.08567999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_2_1,CIFOR,100,145,0.605032787414801,0.07998,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_3_1,CIFOR,0,15,0.432104747445381,0.13095,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_3_1,CIFOR,15,30,0.443303076310151,0.10942,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_3_1,CIFOR,30,50,0.340041563028287,0.11463,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_3_1,CIFOR,50,100,0.529228715099439,0.09391,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_3_1,CIFOR,100,105,0.598195346232947,0.0743925,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_4_1,CIFOR,0,15,0.414015139279215,0.08196999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_4_1,CIFOR,15,30,0.352424330522983,0.10092,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_4_1,CIFOR,30,50,0.344240936352575,0.15586,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_4_1,CIFOR,50,100,0.413584434322878,0.0886,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_4_1,CIFOR,100,137.5,0.541180777637799,0.07767,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_5_1,CIFOR,0,15,0.487773363051975,0.10226,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_5_1,CIFOR,15,30,0.646811168179518,0.07599,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_5_1,CIFOR,30,50,0.677175867601296,0.0875,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_5_1,CIFOR,50,100,0.436627149486923,0.09471,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_5_1,CIFOR,100,143.6,0.598195346232947,0.0743925,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_6_1,CIFOR,0,15,0.271021093775237,0.13263,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_6_1,CIFOR,15,30,0.499187044394913,0.08244,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_6_1,CIFOR,30,50,0.563254406650085,0.08542999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_6_1,CIFOR,50,100,0.529336391338523,0.08951,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 2_6_1,CIFOR,100,143.6,0.634105371967568,0.08012000000000001,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_1_1,CIFOR,0,15,0.567139891724994,0.09921,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_1_1,CIFOR,15,30,0.324825017993679,0.11806,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_1_1,CIFOR,30,50,0.556187217707866,0.07994,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_1_1,CIFOR,50,100,0.585707281963554,0.09269,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_1_1,CIFOR,100,172.5,0.593530620547216,0.07738,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_2_1,CIFOR,0,15,0.307613673109621,0.14191,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_2_1,CIFOR,15,30,0.381257366977166,0.14744,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_2_1,CIFOR,30,50,0.453857949033557,0.10126,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_2_1,CIFOR,50,100,0.402849781468076,0.09873,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_2_1,CIFOR,100,147.5,0.698259046387182,0.08132,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_3_1,CIFOR,0,15,0.844503322311119,0.05182,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_3_1,CIFOR,15,30,0.795790000730178,0.05059,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_3_1,CIFOR,30,50,0.725484264658329,0.05064,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_3_1,CIFOR,50,100,0.674371785911732,0.08642,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_3_1,CIFOR,100,163.3,0.992416577132903,0.05400999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_4_1,CIFOR,0,15,0.692417620244714,0.04424,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_4_1,CIFOR,15,30,0.779621767657275,0.06107999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_4_1,CIFOR,30,50,0.559525175503562,0.07980000000000001,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_4_1,CIFOR,50,100,0.599059113146338,0.071,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_4_1,CIFOR,100,112.5,0.765539758206682,0.06773,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_5_1,CIFOR,0,15,0.597911690154068,0.06649,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_5_1,CIFOR,15,30,0.42663273076241,0.07338,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_5_1,CIFOR,30,50,0.62127739472394,0.08752,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_5_1,CIFOR,50,100,0.668530359769264,0.05191,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_5_1,CIFOR,100,151.7,0.746763745605892,0.06308,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_6_1,CIFOR,0,15,0.747806857417047,0.04988000000000001,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_6_1,CIFOR,15,30,0.511959276914892,0.08294,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_6_1,CIFOR,30,50,0.771902740254728,0.04681,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_6_1,CIFOR,50,100,0.809141831912963,0.04147,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 3_6_1,CIFOR,100,165,0.703161671899611,0.05527999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_1_1,CIFOR,0,15,0.763101506390585,0.08346999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_1_1,CIFOR,15,30,0.707217538305822,0.10522,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_1_1,CIFOR,30,50,0.633136285815809,0.07165,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_1_1,CIFOR,50,100,0.564654197758181,0.07798,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_1_1,CIFOR,100,147.7,0.894574194312541,0.05171,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_2_1,CIFOR,0,15,0.476144329230869,0.10017,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_2_1,CIFOR,15,30,0.330458377749782,0.12169,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_2_1,CIFOR,30,50,0.417676131408082,0.10648,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_2_1,CIFOR,50,100,0.397002293503892,0.10154,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_2_1,CIFOR,100,153.3,0.62592197779716,0.07085,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_3_1,CIFOR,0,15,0.513507984193128,0.08831,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_3_1,CIFOR,15,30,0.558301299652206,0.07271,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_3_1,CIFOR,30,50,0.616338792518655,0.0736,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_3_1,CIFOR,50,100,0.577575346448299,0.04949,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_3_1,CIFOR,100,136.7,0.804556858438048,0.07533000000000001,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_4_1,CIFOR,0,15,0.431781718728128,0.1066,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_4_1,CIFOR,15,30,0.435550387096079,0.09545,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_4_1,CIFOR,30,50,0.607940045870078,0.08785,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_4_1,CIFOR,50,100,0.582205424728925,0.09383,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_4_1,CIFOR,100,115,0.443195400071066,0.08593999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_5_1,CIFOR,0,15,0.715077903758978,0.07189,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_5_1,CIFOR,15,30,0.76547038365044,0.06109,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_5_1,CIFOR,30,50,0.699034144135414,0.06398,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_5_1,CIFOR,50,100,0.836752053924261,0.05219,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_5_1,CIFOR,100,122.7,1.03433795264399,0.05208,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_6_1,CIFOR,0,15,0.654994562349926,0.06815,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_6_1,CIFOR,15,30,0.649503074156626,0.07084,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_6_1,CIFOR,30,50,0.653917799959083,0.06356,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_6_1,CIFOR,50,100,0.568099837408879,0.0759,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 4_6_1,CIFOR,100,152.6,0.733598216881481,0.07792,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_1_1,CIFOR,0,15,0.978751812406772,0.02456,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_1_1,CIFOR,15,30,0.797041734903564,0.03201,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_1_1,CIFOR,30,50,0.891756287356442,0.03101,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_1_1,CIFOR,50,100,0.72152043977594,0.05609,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_1_1,CIFOR,100,120,0.875483743102423,0.04283999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_2_1,CIFOR,0,15,1.06950253997726,0.03222,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_2_1,CIFOR,15,30,0.820198817111206,0.03303,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_2_1,CIFOR,30,50,0.798710713801412,0.03859,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_2_1,CIFOR,50,100,0.791408931123327,0.05276,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_2_1,CIFOR,100,125,0.828960956324908,0.03847,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_3_1,CIFOR,0,15,0.940573920118498,0.03339,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_3_1,CIFOR,15,30,0.682195124495395,0.05015,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_3_1,CIFOR,30,50,0.650797458979628,0.06231,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_3_1,CIFOR,50,100,0.691896064339136,0.08301,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_3_1,CIFOR,100,145,0.793182221202291,0.05514,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_4_1,CIFOR,0,15,0.630874023386567,0.05514,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_4_1,CIFOR,15,30,0.845546434122274,0.05722999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_4_1,CIFOR,30,50,0.765018202301105,0.04109,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_4_1,CIFOR,50,100,0.804865073487227,0.04450999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_4_1,CIFOR,100,105,0.850136126091356,0.0494,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_5_1,CIFOR,0,15,0.673328674100577,0.04697,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_5_1,CIFOR,15,30,0.444678565095393,0.0607,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_5_1,CIFOR,30,50,0.334943202561883,0.08289999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_5_1,CIFOR,50,100,0.888001084836284,0.05437,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_5_1,CIFOR,100,130,1.00754169839465,0.03564,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_6_1,CIFOR,0,15,0.468983070295305,0.15202,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_6_1,CIFOR,15,30,0.561924332669219,0.07976,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_6_1,CIFOR,30,50,0.489636684156175,0.08671,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_6_1,CIFOR,50,100,0.528544754712258,0.07761,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 5_6_1,CIFOR,100,121.7,0.865469869715335,0.06146,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_1_1,CIFOR,0,15,0.529767096294861,0.11065,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_1_1,CIFOR,15,30,0.535043232009992,0.09209,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_1_1,CIFOR,30,50,0.519860882299103,0.1328,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_1_1,CIFOR,50,100,0.546779942070183,0.09663,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_1_1,CIFOR,100,123.3,0.790558947357087,0.06466,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_2_1,CIFOR,0,15,0.610631951847186,0.08643,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_2_1,CIFOR,15,30,0.610524275608102,0.07003999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_2_1,CIFOR,30,50,0.58134401481625,0.09497,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_2_1,CIFOR,50,100,0.788728451292653,0.0635,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_2_1,CIFOR,100,149,0.696988295592812,0.06344,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_3_1,CIFOR,0,15,0.694619418332957,0.04363,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_3_1,CIFOR,15,30,0.992774924357442,0.04429,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_3_1,CIFOR,30,50,0.369006471341969,0.10695,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_3_1,CIFOR,50,100,0.704956337285051,0.07244,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_3_1,CIFOR,100,106.7,1.02206286138838,0.04747,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_4_1,CIFOR,0,15,0.434473624705236,0.17586,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_4_1,CIFOR,15,30,0.595234249658128,0.08242000000000001,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_4_1,CIFOR,30,50,0.706140775914979,0.0934,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_4_1,CIFOR,50,100,0.563577435367338,0.08755,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_4_1,CIFOR,100,128.3,0.895866309181553,0.05740999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_5_1,CIFOR,0,15,1.07299372247526,0.02005,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_5_1,CIFOR,15,30,0.815647511063734,0.03831,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_5_1,CIFOR,30,50,0.762455448956079,0.05268,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_5_1,CIFOR,50,100,0.838151845032357,0.05444,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_5_1,CIFOR,100,183.3,0.70990944428293,0.05692,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_6_1,CIFOR,0,15,0.845473829290091,0.04888,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_6_1,CIFOR,15,30,0.695588504484715,0.05543999999999999,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_6_1,CIFOR,30,50,0.616446468757739,0.09025,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_6_1,CIFOR,50,100,0.603848348784874,0.05363,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 6_6_1,CIFOR,100,140.9,1.04876656868129,0.0332,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_1_1,CIFOR,0,15,0.753126727653937,0.06373000000000001,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_1_1,CIFOR,15,30,0.543044008887313,0.07431,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_1_1,CIFOR,30,50,0.63264731346553,0.09548,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_1_1,CIFOR,50,100,0.437794027141769,0.1211,NA
SWAMP_Data_Soil_carbon_Kubu_Raya_2011_Indonesia,KBR,KBR_Kubu Raya 7_1_1,CIFOR,100,117,0.754482773008439,0.07386999999999999,NA
