study_id,site_id,plot_id,sub_plot_id,sub_plot_area,area_unit,longitude,latitude,year,month,day,genus,species,harvest_or_allometry,alive_or_dead,allometric_eq_present,plant_measurements_present
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_1,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_1,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_2,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_2,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_2,0.015386,m,104.582778,-2.006056,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_2,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_2,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_3,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_3,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_3,0.015386,m,104.582778,-2.006056,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_3,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_4,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_4,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_5,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_5,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_5,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_5,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_6,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_6,0.015386,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_6,0.015386,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_1,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_1,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_1,0.015386,m,104.567778,-2.002917,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_1,0.015386,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_2,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_2,0.015386,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_2,0.015386,m,104.567778,-2.002917,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_3,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_3,0.015386,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_3,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_4,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_4,0.015386,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_5,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_5,0.015386,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_5,0.015386,m,104.567778,-2.002917,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_6,0.015386,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_6,0.015386,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_6,0.015386,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_6,0.015386,m,104.567778,-2.002917,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_6,0.015386,m,104.567778,-2.002917,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_1,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_1,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_2,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_2,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_2,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_2,0.015386,m,104.471417,-1.903417,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_2,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_3,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_3,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_3,0.015386,m,104.471417,-1.903417,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_3,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_4,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_4,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_5,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_5,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_5,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_5,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_6,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_6,0.015386,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_6,0.015386,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_1,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_1,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_1,0.015386,m,104.58375,-1.925611,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_1,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_2,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_2,0.015386,m,104.58375,-1.925611,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_2,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_2,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_2,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_2,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_3,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_3,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_3,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_3,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_4,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_4,0.015386,m,104.58375,-1.925611,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_4,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_4,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_5,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_5,0.015386,m,104.58375,-1.925611,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_5,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_6,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_6,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_6,0.015386,m,104.58375,-1.925611,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_6,0.015386,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_6,0.015386,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.015386,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.015386,m,104.526333,-1.926639,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.015386,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_2,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_2,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_2,0.015386,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_2,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_3,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_3,0.015386,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_3,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_3,0.015386,m,104.526333,-1.926639,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_3,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,dead,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_4,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_4,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_4,0.015386,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_5,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_5,0.015386,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_6,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_6,0.015386,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_6,0.015386,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_1,SEM_1_2,0.001256,m,104.67725,-2.067472,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_1,SEM_1_3,0.001256,m,104.67725,-2.067472,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_1,SEM_1_4,0.001256,m,104.67725,-2.067472,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_1,SEM_1_5,0.001256,m,104.67725,-2.067472,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_1,0.001256,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_2,0.001256,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_3,0.001256,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_4,0.001256,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_5,0.001256,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_6,0.001256,m,104.582778,-2.006056,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_2,SEM_2_6,0.001256,m,104.582778,-2.006056,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_1,0.001256,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_1,0.001256,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_1,0.001256,m,104.567778,-2.002917,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_2,0.001256,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_2,0.001256,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_2,0.001256,m,104.567778,-2.002917,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_3,0.001256,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_4,0.001256,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_5,0.001256,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_5,0.001256,m,104.567778,-2.002917,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_5,0.001256,m,104.567778,-2.002917,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_6,0.001256,m,104.567778,-2.002917,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_3,SEM_3_6,0.001256,m,104.567778,-2.002917,2011,NA,NA,Xylocarpus,granatum,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_1,0.001256,m,104.471417,-1.903417,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_1,0.001256,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_2,0.001256,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_2,0.001256,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_3,0.001256,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_4,SEM_4_6,0.001256,m,104.471417,-1.903417,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_1,0.001256,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_1,0.001256,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_2,0.001256,m,104.58375,-1.925611,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_5,0.001256,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_5,0.001256,m,104.58375,-1.925611,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_6,0.001256,m,104.58375,-1.925611,2011,NA,NA,Ceriops,tagal,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_5,SEM_5_6,0.001256,m,104.58375,-1.925611,2011,NA,NA,Rhizophora,mucronata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.001256,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,sexangula,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_1,0.001256,m,104.526333,-1.926639,2011,NA,NA,Rhizophora,apiculata,allometry,NA,yes,yes
SWAMP_Data_Trees_Sembilang_2011,SEM,SEM_6,SEM_6_2,0.001256,m,104.526333,-1.926639,2011,NA,NA,Bruguiera,gymnorrhiza,allometry,NA,yes,yes
