study_id,method_id,coring_method,dry_bulk_density_sample_volume,loss_on_ignition_sample_volume,pb210_counting_method,excess_pb210_rate,dating_notes
Bost_et_al_2024,single set of methods,push core,10,10,alpha,mass accumulation,CF or CRS
