study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,compaction_notes,cs137_peak_age,cs137_activity,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,depth_interval_notes
Poppe_et_al_2024,FRR,FRR-1-1205,pvc core,23.93,26.1,FRR-1 22-24,0.86,0.05,NA,0.088,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,0,2.36,FRR-2 0-2,0.47,0.07,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.022847,cts/sec/kg,23.81412744,7.046831505,47.21029069,6.494648185,Bq/kg,24.38477104,1.854728284,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,2.36,4.71,FRR-2 2-4,0.55,0.063,0.017,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0403723,cts/sec/kg,23.6988459,7.223002893,44.3814828,6.631913581,Bq/kg,21.67033433,1.982772187,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,4.71,7.07,FRR-2 4-6,0.55,0.067,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0534666,cts/sec/kg,15.52097749,6.143572268,33.10935209,5.602155029,Bq/kg,18.23651167,1.809119366,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,7.07,9.42,FRR-2 6-8,0.64,0.062,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0430895,cts/sec/kg,15.79208367,7.445305402,37.74597678,6.737137502,Bq/kg,22.61464216,2.345620793,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,9.42,11.78,FRR-2 8-10,0.84,0.054,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0366757,cts/sec/kg,6.834971307,5.333081378,27.89410799,4.745450079,Bq/kg,21.40960552,1.755132585,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,11.78,14.13,FRR-2 10-12,0.83,0.053,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0489939,cts/sec/kg,6.236439494,4.736769284,28.90498322,4.196141319,Bq/kg,22.98882709,1.60747548,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,14.13,16.49,FRR-2 12-14,0.92,0.051,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0442136,cts/sec/kg,10.56929875,4.637581237,31.0280776,4.165406822,Bq/kg,21.00329445,1.4133616980000001,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,16.49,18.84,FRR-2 14-16,0.92,0.052,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,0.0178021,cts/sec/kg,12.36598352,5.644276515,31.58718288,5.062429048,Bq/kg,19.86127912,1.736955397,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,18.84,21.2,FRR-2 16-18,0.97,0.055,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,21.2,23.56,FRR-2 18-20,0.97,0.057,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,23.56,25.91,FRR-2 20-22,1.07,0.053,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,25.91,28.27,FRR-2 22-24,1.22,0.052,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,28.27,30.62,FRR-2 24-26,1.17,0.052,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,30.62,32.98,FRR-2 26-28,1,0.054,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,32.98,35.33,FRR-2 28-30,1.06,NA,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,35.33,37.69,FRR-2 30-32,1.09,0.05,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,37.69,40.04,FRR-2 32-34,0.8,0.052,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,FRR,FRR-2-1206,pvc core,40.04,42.4,FRR-2 34-36,0.84,0.053,NA,0.178,"Compaction quantified, accounted for in reported section depths and bulk density",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,0,2,NEH-COA-TS7 0-2,0.26,0.383,0.171,NA,Not measured,NA,0.0824,cts/sec/kg,173.998,23.99283717,186.7881677,23.35826181,Bq/kg,17.06840922,1.4457662549999999,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,2,4,NEH-COA-TS7 2-4,0.3,0.376,0.176,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,4,6,NEH-COA-TS7 4-6,0.4,0.296,0.131,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,6,8,NEH-COA-TS7 6-8,0.41,0.275,0.107,NA,Not measured,NA,0.1431,cts/sec/kg,128.324,18.79325885,146.5545244,18.26250501,Bq/kg,21.4280033,1.511481678,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,8,10,NEH-COA-TS7 8-10,0.45,0.232,0.092,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,10,12,NEH-COA-TS7 10-12,0.52,0.194,0.072,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,12,14,NEH-COA-TS7 12-14,0.55,0.182,0.063,NA,Not measured,NA,0.3095,cts/sec/kg,59.797,10.54703797,78.25453488,10.14722061,Bq/kg,19.98269983,1.634746623,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,14,16,NEH-COA-TS7 14-16,0.5,0.168,0.058,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,16,18,NEH-COA-TS7 16-18,0.47,0.169,0.057,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,18,20,NEH-COA-TS7 18-20,0.45,0.191,0.066,NA,Not measured,NA,0.9961,cts/sec/kg,57.56,10.49338857,77.76416858,10.07653502,Bq/kg,21.69113091,1.720007461,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,20,22,NEH-COA-TS7 20-22,0.42,0.194,0.07,NA,Not measured,1963,1.0468,cts/sec/kg,53.949,9.508485796,70.67101553,9.129973155,Bq/kg,18.1926583,1.481311946,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,22,24,NEH-COA-TS7 22-24,0.41,0.186,0.063,NA,Not measured,NA,0.7834,cts/sec/kg,36.614,7.498801229,54.84094624,7.143704257,Bq/kg,19.23381351,1.465985639,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,24,26,NEH-COA-TS7 24-26,0.44,0.182,0.062,NA,Not measured,NA,0.3365,cts/sec/kg,19.303,5.49504318,37.46489583,5.148130664,Bq/kg,18.66573689,1.4619937140000001,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,26,28,NEH-COA-TS7 26-28,0.47,0.171,0.061,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,28,30,NEH-COA-TS7 28-30,0.46,0.17,0.054,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,30,32,NEH-COA-TS7 30-32,0.48,0.184,0.06,NA,Not measured,NA,0.1797,cts/sec/kg,8.059,4.215339413,26.83274294,3.850251782,Bq/kg,18.98581253,1.421631038,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,32,34,NEH-COA-TS7 32-34,0.49,0.174,0.054,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,34,36,NEH-COA-TS7 34-36,0.47,0.175,0.058,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,Bq/kg,NA
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,36,38,NEH-COA-TS7 36-38,0.35,0.17,0.056,NA,Not measured,NA,0.109,cts/sec/kg,10.556,4.196188057,29.08088767,3.867469428,Bq/kg,18.8065014,1.313017692,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,NEH-COA-TS,NEH-COA-TS7-826,pvc core,38,40,NEH-COA-TS7 38-40,NA,0.162,0.057,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,Bq/kg,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,0,2,GRA-CHE-TS7 0-2,0.33,0.497,0.243,NA,Not measured,NA,0.0214,cts/sec/kg,171.451,23.65641366,177.8703205,22.96813331,Bq/kg,11.1912218,1.170849036,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,2,4,GRA-CHE-TS7 2-4,0.35,0.348,0.149,NA,Not measured,NA,0.0451,cts/sec/kg,138.343,20.01954462,148.1207721,19.3653098,Bq/kg,13.90387821,1.488112029,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,4,6,GRA-CHE-TS7 4-6,0.46,0.242,0.11,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,6,8,GRA-CHE-TS7 6-8,0.54,0.237,0.095,NA,Not measured,NA,0.0586,cts/sec/kg,69.181,10.77539365,79.33735894,10.41387011,Bq/kg,12.09885406,1.109263173,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,8,10,GRA-CHE-TS7 8-10,0.6,0.182,0.075,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,10,12,GRA-CHE-TS7 10-12,0.62,0.159,0.066,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,12,14,GRA-CHE-TS7 12-14,0.63,0.146,0.054,NA,Not measured,NA,0.5279,cts/sec/kg,29.069,6.050036485,42.89519948,5.757184225,Bq/kg,14.64983053,1.188701922,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,14,16,GRA-CHE-TS7 14-16,0.58,0.156,0.062,NA,Not measured,NA,1.081,cts/sec/kg,29.085,6.231369383,43.28310658,5.912399113,Bq/kg,15.05854137,1.269004656,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,16,18,GRA-CHE-TS7 16-18,0.57,0.165,0.063,NA,Not measured,1963,1.6378,cts/sec/kg,33.368,6.683171894,46.07924046,6.361804085,Bq/kg,13.6874452,1.271939465,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,18,20,GRA-CHE-TS7 18-20,0.52,0.193,0.076,NA,Not measured,NA,0.691,cts/sec/kg,34.976,6.773098802,46.07383619,6.45960732,Bq/kg,12.10014324,1.247394027,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,20,22,GRA-CHE-TS7 20-22,0.47,0.265,0.114,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,22,24,GRA-CHE-TS7 22-24,0.5,0.182,0.07,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,24,26,GRA-CHE-TS7 24-26,0.55,0.16,0.056,NA,Not measured,NA,0.0621,cts/sec/kg,13.238,4.685466102,27.12213598,4.336928572,Bq/kg,14.26557233,1.377308475,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,26,28,GRA-CHE-TS7 26-28,0.55,0.16,0.055,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,28,30,GRA-CHE-TS7 28-30,0.51,0.174,0.062,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,30,32,GRA-CHE-TS7 30-32,0.58,0.171,0.063,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,32,34,GRA-CHE-TS7 32-34,0.53,0.131,0.042,NA,Not measured,NA,NA,NA,NA,NA,22.52646007,3.436429586,NA,19.35213644,1.515214465,NA,NA
Poppe_et_al_2024,GRA-CHE-TS,GRA-CHE-TS7-827,pvc core,34,36,GRA-CHE-TS7 34-36,0.47,0.122,0.034,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,0,2,GRA-JOH-TS7 0-2,0.09,0.756,0.397,NA,Not measured,NA,0.0493,cts/sec/kg,388.674,0,377.0160909,51.93945795,Bq/kg,0,0,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,2,4,GRA-JOH-TS7 2-4,0.15,0.607,0.344,NA,Not measured,NA,0.0832,cts/sec/kg,283.541,39.83114541,279.8540822,38.5350388,Bq/kg,5.428151202,1.095819915,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,4,6,GRA-JOH-TS7 4-6,0.19,0.638,0.328,NA,Not measured,NA,1.3085,cts/sec/kg,271.113,38.2179666,269.5356331,37.00713986,Bq/kg,6.8916524,1.121241773,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,6,8,GRA-JOH-TS7 6-8,0.16,0.554,0.256,NA,Not measured,1963,3.5937,cts/sec/kg,233.809,33.50540376,235.9788679,32.47010528,Bq/kg,9.221109445,1.268774736,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,8,10,GRA-JOH-TS7 8-10,NA,0.419,0.2,NA,Not measured,NA,1.4806,cts/sec/kg,151.915,22.34977889,156.0819127,21.60856169,Bq/kg,9.012859601,1.105248192,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,10,12,GRA-JOH-TS7 10-12,NA,0.389,0.174,NA,Not measured,NA,0.9946,cts/sec/kg,101.033,15.40649835,108.005512,14.89241533,Bq/kg,10.15412321,0.929651437,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,12,14,GRA-JOH-TS7 12-14,NA,0.248,0.096,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,14,16,GRA-JOH-TS7 14-16,0.37,0.236,0.095,NA,Not measured,NA,0.1943,cts/sec/kg,23.148,5.626468887,34.17920826,5.33244237,Bq/kg,11.73531568,1.151596882,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,16,18,GRA-JOH-TS7 16-18,0.6,0.165,0.071,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,18,20,GRA-JOH-TS7 18-20,0.65,0.146,0.046,NA,Not measured,NA,0.1126,cts/sec/kg,5.726,3.970355003,21.34030086,3.626072279,Bq/kg,15.78954421,1.289798962,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,20,22,GRA-JOH-TS7 20-22,0.5,0.301,0.154,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,22,24,GRA-JOH-TS7 22-24,0.43,0.203,0.081,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,24,26,GRA-JOH-TS7 24-26,0.55,0.127,0.046,NA,Not measured,NA,0.0483,cts/sec/kg,4.744,3.941073798,20.8344702,3.581897813,Bq/kg,16.23774512,1.324513384,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,26,28,GRA-JOH-TS7 26-28,0.58,0.172,0.068,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,28,30,GRA-JOH-TS7 28-30,0.56,0.205,0.084,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,30,32,GRA-JOH-TS7 30-32,0.66,0.2,0.078,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,32,34,GRA-JOH-TS7 32-34,0.6,0.235,0.104,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,34,36,GRA-JOH-TS7 34-36,0.52,0.271,0.133,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,GRA-JOH-TS,GRA-JOH-TS7-828,pvc core,36,38,GRA-JOH-TS7 36-38,0.39,0.343,0.173,NA,Not measured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,0,2,COL-SEC-TS7 0-2,0.37,0.252,0.11,NA,Not measured,NA,0.086,cts/sec/kg,70.422,13.25213809,83.01994186,12.27423686,Bq/kg,17.16581696,1.70819525,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,2,4,COL-SEC-TS7 2-4,0.48,0.233,0.1,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,4,6,COL-SEC-TS7 4-6,0.53,0.212,0.087,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,6,8,COL-SEC-TS7 6-8,0.56,0.175,0.071,NA,Not measured,NA,0.2431,cts/sec/kg,51.385,10.95873063,67.35724076,10.07818541,Bq/kg,19.31382797,1.847546861,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,8,10,COL-SEC-TS7 8-10,0.58,0.153,0.059,NA,Not measured,1963,0.3459,cts/sec/kg,35.32,10.33717619,61.37162938,9.289455397,Bq/kg,28.55986405,2.434588569,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,10,12,COL-SEC-TS7 10-12,0.73,0.133,0.049,NA,Not measured,NA,0.3366,cts/sec/kg,24.222,9.466421253,49.56346072,8.378931488,Bq/kg,27.07888021,2.648305858,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,12,14,COL-SEC-TS7 12-14,0.8,0.124,0.042,NA,Not measured,NA,0.1384,cts/sec/kg,6.446,6.09817841,30.07147502,5.282353191,Bq/kg,24.04649406,2.142142846,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,14,16,COL-SEC-TS7 14-16,0.79,0.109,0.034,NA,Not measured,NA,0.0409,cts/sec/kg,5.015,5.890533485,30.3898593,5.025825916,Bq/kg,25.73539916,2.150692339,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,16,18,COL-SEC-TS7 16-18,0.9,0.111,0.035,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,18,20,COL-SEC-TS7 18-20,0.87,0.112,0.036,NA,Not measured,NA,0.0566,cts/sec/kg,11.86,6.737450517,35.84391069,5.906826454,Bq/kg,24.75985764,2.181102829,Bq/kg,excess pb210 has been decay corrected for pb210 half life and number of days between core collection and measurement. pb210/214 se is in units of sd/kg
Poppe_et_al_2024,COL-SEC-TS,COL-SEC-TS7-829,pvc core,20,22,COL-SEC-TS7 20-22,0.83,0.126,0.043,NA,Not measured,NA,NA,cts/sec/kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
