title,author,bibtype,doi,url,year
"Dataset: Soil properties, soil radioisotope activity, and end-of-season belowground biomass across Barataria basin wetlands (2016)",Gregg A. Snedden,Misc,https://doi.org/10.5066/F7BK1BJ8,https://www.sciencebase.gov/catalog/item/5a4eae82e4b0d05ee8c6649c,2018
