study_id,coring_method,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,loss_on_ignition_temperature,loss_on_ignition_time,loss_on_ignition_sample_mass,cs137_counting_method,pb210_counting_method,age_depth_model_reference
Kemp_et_al_2020,piston corer,corer limits compaction,110,24,550,4,4,gamma,gamma,CE
