study_id,site_id,core_id,species_code,code_type
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_6,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_5,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_4,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_2,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_2,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_1,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_1,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_6,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_5,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_4,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_2,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_2,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_1,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_3,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_2,Acacia cornigera,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_1,Randia sp.,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_6,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_5,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_4,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_2,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_2,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_1,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_2,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_1,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cocal,El_Cocal_9_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_2,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Resedo_Ánimas_abajo,El_Resedo_Ánimas_abajo_10_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_1,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_1,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_2,Acacia cornigera,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_2,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_4,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_4,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_5,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_5,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_6,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_6,Pithecellobium dulce,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Bordo_Chele,Bordo_Chele_11_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_1,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,Las_Ánimas_Arriba,Las_Ánimas_Arriba_25_6,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Llorón,El_Llorón_7_6,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_1,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_1,Achatocarpus nigricans,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_2,Conocarpus erectus,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_2,Achatocarpus nigricans,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_3,Achatocarpus nigricans,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_5,Acacia cornigera,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_2,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_1,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_1,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_1,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_3,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_3,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_4,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_4,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_5,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_5,Avicennia germinans,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_5,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_6,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Cañón_del_Bagre_17_6,Rhizophora mangle,Genus species
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_EL_Ranchón_18_2,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_EL_Ranchón_18_3,Laguncularia racemosa,Genus species
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_Isla_EL_Ranchón_18_4,Rhizophora mangle,Genus species
