study_id,site_id,core_id,impact_class
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_6,restored
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_5,restored
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_4,restored
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_3,restored
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_2,restored
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_9_1,restored
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,natural
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,natural
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,natural
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,natural
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,natural
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,natural
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,natural
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,natural
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,natural
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,natural
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,natural
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,natural
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,natural
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,natural
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,natural
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,natural
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,natural
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_6,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_5,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,natural
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,natural
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_6,natural
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_5,natural
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_4,natural
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_3,natural
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_2,natural
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_1,natural
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_6,natural
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_5,natural
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_4,natural
