study_id,site_id,core_id,year,latitude,longitude,position_method,position_notes,vegetation_class,vegetation_method,habitat
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,2014,13.249280282257898,-88.77701022951307,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,2014,13.249280282257898,-88.77701022951307,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,2014,13.249280282257898,-88.77701022951307,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_6,2014,13.253780866694571,-88.78627945640167,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_5,2014,13.253780866694571,-88.78627945640167,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,2014,13.253780866694571,-88.78627945640167,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,2014,13.253780866694571,-88.78627945640167,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,2014,13.253780866694571,-88.78627945640167,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,2014,13.253780866694571,-88.78627945640167,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_6,2014,13.216425037256805,-88.45847120700725,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_5,2014,13.216425037256805,-88.45847120700725,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_4,2014,13.216425037256805,-88.45847120700725,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_3,2014,13.216425037256805,-88.45847120700725,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_2,2014,13.216425037256805,-88.45847120700725,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_1,2014,13.216425037256805,-88.45847120700725,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_6,2014,13.222649375363313,-88.45282895239485,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_5,2014,13.222649375363313,-88.45282895239485,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_4,2014,13.222649375363313,-88.45282895239485,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_3,2014,13.222649375363313,-88.45282895239485,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_2,2014,13.222649375363313,-88.45282895239485,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Mapaches-El_Chile,Los_Mapaches-El_Chile_24_1,2014,13.222649375363313,-88.45282895239485,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Rincón_Grande,Rincón_Grande_25_6,2014,13.192148089259586,-88.39708878488749,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Rincón_Grande,Rincón_Grande_25_5,2014,13.192148089259586,-88.39708878488749,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Rincón_Grande,Rincón_Grande_25_4,2014,13.192148089259586,-88.39708878488749,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Rincón_Grande,Rincón_Grande_25_3,2014,13.192148089259586,-88.39708878488749,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Rincón_Grande,Rincón_Grande_25_2,2014,13.192148089259586,-88.39708878488749,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Rincón_Grande,Rincón_Grande_25_1,2014,13.192148089259586,-88.39708878488749,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Isla_Tortuga,Isla_Tortuga_26_6,2014,13.25777524858816,-88.5611707304826,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Isla_Tortuga,Isla_Tortuga_26_5,2014,13.25777524858816,-88.5611707304826,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Isla_Tortuga,Isla_Tortuga_26_4,2014,13.25777524858816,-88.5611707304826,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Isla_Tortuga,Isla_Tortuga_26_3,2014,13.25777524858816,-88.5611707304826,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Isla_Tortuga,Isla_Tortuga_26_2,2014,13.25777524858816,-88.5611707304826,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Isla_Tortuga,Isla_Tortuga_26_1,2014,13.25777524858816,-88.5611707304826,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_27_6,2014,13.240579840183145,-88.56947923249115,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_27_5,2014,13.240579840183145,-88.56947923249115,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_27_4,2014,13.240579840183145,-88.56947923249115,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_27_3,2014,13.240579840183145,-88.56947923249115,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_27_2,2014,13.240579840183145,-88.56947923249115,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Jobal,El_Jobal_27_1,2014,13.240579840183145,-88.56947923249115,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_6,2014,13.25838852729372,-88.81947537256227,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,2014,13.25838852729372,-88.81947537256227,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,2014,13.25838852729372,-88.81947537256227,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,2014,13.25838852729372,-88.81947537256227,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,2014,13.25838852729372,-88.81947537256227,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,2014,13.25838852729372,-88.81947537256227,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2014,13.26988873318014,-88.829697438107,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_5,2014,13.26988873318014,-88.829697438107,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_4,2014,13.26988873318014,-88.829697438107,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_3,2014,13.26988873318014,-88.829697438107,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_2,2014,13.26988873318014,-88.829697438107,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_1,2014,13.26988873318014,-88.829697438107,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_6,2014,13.290139029224513,-88.85941098322873,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_5,2014,13.290139029224513,-88.85941098322873,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,2014,13.290139029224513,-88.85941098322873,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_3,2014,13.290139029224513,-88.85941098322873,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,2014,13.290139029224513,-88.85941098322873,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_1,2014,13.290139029224513,-88.85941098322873,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_(El_Chuflar)_4_6,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_(El_Chuflar)_4_5,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_(El_Chuflar)_4_4,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_(El_Chuflar)_4_3,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_(El_Chuflar)_4_2,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santa_Cruz_El_Chuflar,Santa_Cruz_(El_Chuflar)_4_1,2014,NA,NA,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_6,2014,13.2969725586972,-88.87336361287223,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_5,2014,13.2969725586972,-88.87336361287223,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_4,2014,13.2969725586972,-88.87336361287223,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_3,2014,13.2969725586972,-88.87336361287223,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_2,2014,13.2969725586972,-88.87336361287223,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Santo_Domingo,Santo_Domingo_5_1,2014,13.2969725586972,-88.87336361287223,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_6,2014,13.306055966759253,-88.8811135458455,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_5,2014,13.306055966759253,-88.8811135458455,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_4,2014,13.306055966759253,-88.8811135458455,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_3,2014,13.306055966759253,-88.8811135458455,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_2,2014,13.306055966759253,-88.8811135458455,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Espino,El_Espino_6_1,2014,13.306055966759253,-88.8811135458455,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_6,2014,13.334139958571113,-88.94430740618901,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_5,2014,13.334139958571113,-88.94430740618901,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_4,2014,13.334139958571113,-88.94430740618901,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_3,2014,13.334139958571113,-88.94430740618901,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_2,2014,13.334139958571113,-88.94430740618901,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Herradura,La_Herradura_7_1,2014,13.334139958571113,-88.94430740618901,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_6,2014,13.286222168279906,-88.82980837402025,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_5,2014,13.286222168279906,-88.82980837402025,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_4,2014,13.286222168279906,-88.82980837402025,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_3,2014,13.286222168279906,-88.82980837402025,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_2,2014,13.286222168279906,-88.82980837402025,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Plan_de_la_Ceiba,El_Plan_de_la_Ceiba_8_1,2014,13.286222168279906,-88.82980837402025,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_1,2014,13.32530666005413,-88.95555744426943,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_2,2014,13.32530666005413,-88.95555744426943,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_3,2014,13.32530666005413,-88.95555744426943,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,San_Antonio_Los_Blancos,San_Antonio_Los_Blancos_12_4,2014,13.32530666005413,-88.95555744426943,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_3,2014,13.270388924217926,-88.85333616230449,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_4,2014,13.270388924217926,-88.85333616230449,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_5,2014,13.270388924217926,-88.85333616230449,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,Punta_de_La_Barrita,Punta_de_La_Barrita_13_6,2014,13.270388924217926,-88.85333616230449,,position at plot level,forested,field observation,marsh
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_3,2014,13.342278442231413,-88.89086322384209,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_4,2014,13.342278442231413,-88.89086322384209,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_5,2014,13.342278442231413,-88.89086322384209,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,San_Sebastián_El_Chingo,San_Sebastián_El_Chingo_16_6,2014,13.342278442231413,-88.89086322384209,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_1,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_3,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_4,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_5,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Cañón_del_Bagre,El_Canón_del_Bagre_17_6,2014,13.25972,-88.82673,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Jalponga_Isla_El_Ranchón,Desembocadura_Río_Jalponga_(Isla_EL_Ranchón)_18_4,2014,13.3442,-88.92136,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Matocho,El_Matocho_23_1,2014,13.280111192559334,-88.85316944551337,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Matocho,El_Matocho_23_4,2014,13.280111192559334,-88.85316944551337,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_1,2014,13.28238898769338,-88.8590027250846,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_2,2014,13.28238898769338,-88.8590027250846,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_5,2014,13.28238898769338,-88.8590027250846,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,El_Aguacate,El_Aguacate_24_6,2014,13.28238898769338,-88.8590027250846,,position at plot level,forested,field observation,NA
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_6,2014,13.23563143034985,-88.44975400848834,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_5,2014,13.23563143034985,-88.44975400848834,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_4,2014,13.23563143034985,-88.44975400848834,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_3,2014,13.23563143034985,-88.44975400848834,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_2,2014,13.23563143034985,-88.44975400848834,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Boca_de_los_muchachos,Boca_de_los_muchachos_28_1,2014,13.23563143034985,-88.44975400848834,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_6,2014,13.248302088580042,-88.47361351395355,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_5,2014,13.248302088580042,-88.47361351395355,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_4,2014,13.248302088580042,-88.47361351395355,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_3,2014,13.248302088580042,-88.47361351395355,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_2,2014,13.248302088580042,-88.47361351395355,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Los_Lagartos,Los_Lagartos_29_1,2014,13.248302088580042,-88.47361351395355,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_6,2014,13.232139550634036,-88.46898100236308,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_5,2014,13.232139550634036,-88.46898100236308,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_4,2014,13.232139550634036,-88.46898100236308,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_3,2014,13.232139550634036,-88.46898100236308,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_2,2014,13.232139550634036,-88.46898100236308,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,Las_Tijeras,Las_Tijeras_30_1,2014,13.232139550634036,-88.46898100236308,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_6,2014,13.28188504173968,-88.6942832189012,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_5,2014,13.28188504173968,-88.6942832189012,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_4,2014,13.28188504173968,-88.6942832189012,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_3,2014,13.28188504173968,-88.6942832189012,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_2,2014,13.28188504173968,-88.6942832189012,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_1,2014,13.28188504173968,-88.6942832189012,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_6,2014,13.241326497528084,-88.44597614158431,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_5,2014,13.241326497528084,-88.44597614158431,,position at plot level,forested,field observation,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Cruz-Puerto_Parada,La_Cruz-Puerto_Parada_32_4,2014,13.241326497528084,-88.44597614158431,,position at plot level,forested,field observation,mangrove
