study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_3,single set of methods,50,100,0.956923076923077,0.0025
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,single set of methods,0,15,0.890769230769231,0.006
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,single set of methods,15,30,0.93,0.0015
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,single set of methods,30,50,1.08538461538462,0.0021
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_4,single set of methods,50,100,0.93,0.0019
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,single set of methods,0,15,0.839230769230769,0.0038
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,single set of methods,15,30,0.94,0.002
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,single set of methods,30,50,0.729230769230769,0.0019
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_5,single set of methods,50,100,1.01846153846154,0.001
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,single set of methods,0,15,1.00692307692308,0.0040999999999999995
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,single set of methods,15,30,1.06307692307692,0.001
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,single set of methods,30,50,0.776923076923077,0.0018
Cifuentes_et_al_2024_ElSalvador,Salinas_del_Potrero,Salinas_del_Potrero_16_6,single set of methods,50,100,1.08615384615385,8e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,single set of methods,0,15,0.878461538461538,0.0067
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,single set of methods,15,30,0.943076923076923,8e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,single set of methods,30,50,0.911538461538462,3e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_1,single set of methods,50,100,1.07230769230769,3e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,single set of methods,0,15,0.874615384615385,0.011699999999999999
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,single set of methods,15,30,1.04153846153846,7.000000000000001e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,single set of methods,30,50,0.979230769230769,6e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_2,single set of methods,50,100,1.06307692307692,5e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,single set of methods,0,15,0.976153846153846,0.0158
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,single set of methods,15,30,0.815384615384615,0.008
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,single set of methods,30,50,1.09230769230769,0.0027
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_3,single set of methods,50,100,0.996153846153846,9e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,single set of methods,0,15,0.792307692307692,0.0092
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,single set of methods,15,30,0.916923076923077,0.0024
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,single set of methods,30,50,0.975384615384615,0.0012
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_4,single set of methods,50,100,0.923846153846154,4e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,single set of methods,0,15,1.00846153846154,0.0031
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,single set of methods,15,30,0.890769230769231,3e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,single set of methods,30,50,0.795384615384615,4e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_5,single set of methods,50,100,0.613846153846154,3e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,single set of methods,0,15,1.10230769230769,0.0036
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,single set of methods,15,30,1.01230769230769,0.0011
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,single set of methods,30,50,0.682307692307692,5e-4
Cifuentes_et_al_2024_ElSalvador,San_Hilario,San_Hilario_17_6,single set of methods,50,100,0.746923076923077,2e-4
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,single set of methods,0,15,0.277835768963118,0.0816
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,single set of methods,15,30,0.394572025052192,0.0839
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,single set of methods,30,50,0.262178148921364,0.10099999999999999
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,single set of methods,50,100,0.504871259568546,0.0582
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_1,single set of methods,100,200,1.32011134307585,0.0139
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,single set of methods,0,15,0.423103688239388,0.084
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,single set of methods,15,30,0.346207376478775,0.136
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,single set of methods,30,50,0.325504523312457,0.1487
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,single set of methods,50,100,0.309672929714683,0.1485
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_2,single set of methods,100,200,0.340292275574113,0.0989
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,single set of methods,0,15,0.330201809324983,0.13949999999999999
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,single set of methods,15,30,0.265483646485734,0.1362
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,single set of methods,30,50,0.266179540709812,0.14429999999999998
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,single set of methods,50,100,0.201809324982603,0.1338
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_3,single set of methods,100,200,0.324112734864301,0.1124
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,single set of methods,0,15,0.305149617258177,0.1777
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,single set of methods,15,30,0.259046624913013,0.15689999999999998
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,single set of methods,30,50,0.343075852470424,0.11560000000000001
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,single set of methods,50,100,0.366388308977036,0.13849999999999998
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_4,single set of methods,100,200,0.410751565762004,0.09050000000000001
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,single set of methods,0,15,0.209116214335421,0.1217
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,single set of methods,15,30,0.279227557411274,0.1283
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,single set of methods,30,50,0.229471120389701,0.11699999999999999
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,single set of methods,50,100,0.427974947807933,0.15
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_5,single set of methods,100,200,0.359081419624217,0.0931
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,single set of methods,0,15,0.184585942936674,0.1359
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,single set of methods,15,30,0.253827418232429,0.0965
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,single set of methods,30,50,0.383437717466945,0.1069
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,single set of methods,50,100,0.254697286012526,0.07490000000000001
Cifuentes_et_al_2024_ElSalvador,Arco_del_Espino,Arco_del_Espino_18_6,single set of methods,100,200,0.394398051496173,0.0851
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,single set of methods,0,15,0.235734168406402,0.0695
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,single set of methods,15,30,0.445372303409882,0.0823
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,single set of methods,30,50,0.34116214335421,0.1027
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,single set of methods,50,100,0.465901183020181,0.0933
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_1,single set of methods,100,200,0.465031315240084,0.0761
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,single set of methods,0,15,0.217466945024356,0.11359999999999999
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,single set of methods,15,30,0.33437717466945,0.11320000000000001
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,single set of methods,30,50,0.343423799582463,0.1153
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,single set of methods,50,100,0.295755045233125,0.10310000000000001
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_2,single set of methods,100,200,0.576722338204593,0.0393
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,single set of methods,0,15,0.501043841336117,0.0604
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,single set of methods,15,30,0.5339248434238,0.0647
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,single set of methods,30,50,0.35125260960334,0.1215
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,single set of methods,50,100,0.457376478775226,0.062400000000000004
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_3,single set of methods,100,200,0.427974947807933,0.058499999999999996
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,single set of methods,0,15,0.285142658315936,0.1234
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,single set of methods,15,30,0.34794711203897,0.09570000000000001
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,single set of methods,30,50,0.338030619345859,0.0736
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,single set of methods,50,100,0.38865692414753,0.056900000000000006
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_4,single set of methods,100,200,1.03496868475992,0.033
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,single set of methods,0,15,0.30758524704245,0.1471
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,single set of methods,15,30,0.300452331245651,0.1018
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,single set of methods,30,50,0.279923451635351,0.107
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,single set of methods,50,100,0.33768267223382,0.0966
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_5,single set of methods,100,200,0.279575504523312,0.0766
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,single set of methods,0,15,0.335073068893528,0.08869999999999999
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,single set of methods,15,30,0.385873347251218,0.08289999999999999
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,single set of methods,30,50,0.816805845511482,0.0298
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,single set of methods,50,100,0.850382741823243,0.0425
Cifuentes_et_al_2024_ElSalvador,Samuria,Samuria_19_6,single set of methods,100,200,0.529749478079332,0.0354
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,single set of methods,0,15,0.27018093249826,0.1282
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,single set of methods,15,30,0.279923451635351,0.15039999999999998
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,single set of methods,30,50,0.31419624217119,0.1295
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,single set of methods,50,100,0.25661099512874,0.12539999999999998
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_1,single set of methods,100,200,0.517223382045929,0.0358
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,single set of methods,0,15,0.220076548364649,0.1928
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,single set of methods,15,30,0.249130132219903,0.1412
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,single set of methods,30,50,0.240953375086987,0.1493
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,single set of methods,50,100,0.263048016701461,0.12390000000000001
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_2,single set of methods,100,200,0.263917884481559,0.08070000000000001
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,single set of methods,0,15,0.302887961029923,0.16219999999999998
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,single set of methods,15,30,0.259568545581072,0.1534
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,single set of methods,30,50,0.264091858037578,0.1497
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,single set of methods,50,100,0.282011134307585,0.16210000000000002
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_3,single set of methods,100,200,0.192936673625609,0.125
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,single set of methods,0,15,0.29714683368128,0.1406
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,single set of methods,15,30,0.23973556019485,0.15
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,single set of methods,30,50,0.267919276270007,0.14679999999999999
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,single set of methods,50,100,0.231732776617954,0.10779999999999999
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_4,single set of methods,100,200,0.335247042449548,0.1324
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,single set of methods,0,15,0.37178148921364,0.1391
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,single set of methods,15,30,0.30410577592206,0.14150000000000001
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,single set of methods,30,50,0.355254001391788,0.1629
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,single set of methods,50,100,0.17553931802366,0.1434
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_5,single set of methods,100,200,0.332811412665275,0.1352
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,single set of methods,0,15,0.257654836464857,0.1121
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,single set of methods,15,30,0.20615866388309,0.1773
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,single set of methods,30,50,0.289665970772443,0.1306
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,single set of methods,50,100,0.232080723729993,0.1375
Cifuentes_et_al_2024_ElSalvador,Piedra_Marcada,Piedra_Marcada_20_6,single set of methods,100,200,0.251913709116214,0.1325
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,single set of methods,0,15,0.482080723729993,0.0375
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,single set of methods,15,30,0.740779401530967,0.0353
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,single set of methods,30,50,0.633263743910926,0.031400000000000004
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,single set of methods,50,100,0.784620737647878,0.0176
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_1,single set of methods,100,200,0.904488517745303,0.0086
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,single set of methods,0,15,0.383437717466945,0.0475
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,single set of methods,15,30,0.533576896311761,0.0286
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,single set of methods,30,50,0.894572025052192,0.0176
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,single set of methods,50,100,0.545929018789144,0.0421
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_2,single set of methods,100,200,0.984168406402227,0.0085
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,single set of methods,0,15,0.495128740431454,0.0466
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,single set of methods,15,30,0.849338900487126,0.0351
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,single set of methods,30,50,0.669276270006959,0.0242
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,single set of methods,50,100,0.676931106471816,0.0223
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_3,single set of methods,100,200,0.942762700069589,0.0087
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,single set of methods,0,15,0.407967988865692,0.0454
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,single set of methods,15,30,0.558803061934586,0.0315
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,single set of methods,30,50,0.507828810020877,0.03
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,single set of methods,50,100,0.702331245650661,0.0165
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_4,single set of methods,100,200,0.978949199721642,0.006500000000000001
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,single set of methods,0,15,0.429714683368128,0.0802
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,single set of methods,15,30,0.602644398051496,0.0409
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,single set of methods,30,50,0.574634655532359,0.0355
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,single set of methods,50,100,0.733820459290188,0.0183
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_5,single set of methods,100,200,1.14370215727209,0.011000000000000001
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,single set of methods,0,15,0.644919972164231,0.0584
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,single set of methods,15,30,0.610821155184412,0.0206
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,single set of methods,30,50,0.680410577592206,0.0256
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,single set of methods,50,100,0.639526791927627,0.0229
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_21_6,single set of methods,100,200,0.940675017397356,0.008199999999999999
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,single set of methods,0,15,0.538622129436326,0.0366
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,single set of methods,15,30,0.786708420320111,0.0213
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,single set of methods,30,50,0.739561586638831,0.018799999999999997
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,single set of methods,50,100,1.3295059151009,0.005699999999999999
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_1,single set of methods,100,200,1.30201809324983,0.0055000000000000005
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,single set of methods,0,15,0.541057759220599,0.0373
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,single set of methods,15,30,0.774356297842728,0.0288
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,single set of methods,30,50,0.86499652052888,0.0199
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,single set of methods,50,100,0.886917188587335,0.018799999999999997
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_2,single set of methods,100,200,1.00365344467641,0.0070999999999999995
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,single set of methods,0,15,0.488865692414753,0.0623
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,single set of methods,15,30,0.402400835073069,0.0473
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,single set of methods,30,50,0.535316631871955,0.0526
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,single set of methods,50,100,0.461725817675713,0.0552
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_3,single set of methods,100,200,1.24634655532359,0.0028000000000000004
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,single set of methods,0,15,0.356471816283925,0.0731
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,single set of methods,15,30,0.404836464857342,0.059800000000000006
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,single set of methods,30,50,0.430758524704245,0.053
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,single set of methods,50,100,0.483994432846207,0.056600000000000004
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_4,single set of methods,100,200,1.11725817675713,0.0033
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_5,single set of methods,0,15,0.318197633959638,0.07780000000000001
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_5,single set of methods,15,30,0.398921363952679,0.0696
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_5,single set of methods,30,50,0.409185803757829,0.06
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_5,single set of methods,50,100,0.407098121085595,0.0482
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_5,single set of methods,100,200,1.07167710508003,0.0032
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_6,single set of methods,0,15,0.380306193458594,0.0746
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_6,single set of methods,15,30,0.453549060542798,0.0375
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_6,single set of methods,30,50,0.864474599860821,0.0359
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_6,single set of methods,50,100,0.940501043841336,0.011699999999999999
Cifuentes_et_al_2024_ElSalvador,Montecristo,Montecristo_22_6,single set of methods,100,200,0.411969380654141,0.0132
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_1,single set of methods,0,15,0.899791231732777,0.0374
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_1,single set of methods,15,30,0.515135699373695,0.0673
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_1,single set of methods,30,50,0.533054975643702,0.0683
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_1,single set of methods,50,100,0.851774530271399,0.04
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_1,single set of methods,100,200,0.784446764091858,0.0095
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_2,single set of methods,0,15,0.342727905358386,0.1119
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_2,single set of methods,15,30,0.328983994432846,0.1023
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_2,single set of methods,30,50,0.30410577592206,0.11
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_2,single set of methods,50,100,0.53044537230341,0.0888
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_2,single set of methods,100,200,0.500521920668058,0.0644
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_3,single set of methods,0,15,0.26026443980515,0.1664
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_3,single set of methods,15,30,0.233298538622129,0.1757
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_3,single set of methods,30,50,0.261482254697286,0.1518
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_3,single set of methods,50,100,0.228601252609603,0.0964
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_3,single set of methods,100,200,0.262352122477383,0.1264
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_4,single set of methods,0,15,0.2366040361865,0.1646
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_4,single set of methods,15,30,0.252609603340292,0.12539999999999998
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_4,single set of methods,30,50,0.188239387613083,0.1206
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_4,single set of methods,50,100,0.2633959638135,0.09119999999999999
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_4,single set of methods,100,200,0.249130132219903,0.0635
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_5,single set of methods,0,15,0.182150313152401,0.1673
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_5,single set of methods,15,30,0.167536534446764,0.1273
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_5,single set of methods,30,50,0.244432846207377,0.1447
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_5,single set of methods,50,100,0.253653444676409,0.1771
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_5,single set of methods,100,200,0.36134307585247,0.0701
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_6,single set of methods,0,15,0.153618649965205,0.1794
Cifuentes_et_al_2024_ElSalvador,Bordo_del_Chile,Bordo_del_Chile_23_6,single set of methods,15,30,0.216771050800278,0.1103
