study_id,coring_method,roots_flag,sediment_sieved_flag,compaction_flag,dry_bulk_density_temperature,dry_bulk_density_time,loss_on_ignition_temperature,loss_on_ignition_time,carbon_profile_notes,cs137_counting_method,pb210_counting_method
Weston_et_al_2023,push core,roots and rhizomes included,sediment not sieved,compaction quantified,80,48,500,4,10.2 cm inner diameter pvc pipe driven to depth,gamma,gamma
