study_id,site_id,core_id,species_code,code_type,habitat
Doughty_et_al_2016,KCSC-20C,MC-06B,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-06C,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-06A,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-08C,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-23A,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-23B,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-23,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-08A,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-08B,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-04B,Batis maritima,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-04A,Batis maritima,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-04C,Batis maritima,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-01A,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-01B,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-01C,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-05C,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-07C,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-05A,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-07A,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-07B,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-05B,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-09A,Rhizophora mangle,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-09B,Rhizophora mangle,Genus species,mangrove
Doughty_et_al_2016,KCSC-20C,MC-03B,Salicornia bigelovii,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-03A,Salicornia bigelovii,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-03C,Salicornia bigelovii,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-02A,Spartina alterniflora,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-02C,Spartina alterniflora,Genus species,marsh
Doughty_et_al_2016,KCSC-20C,MC-02B,Spartina alterniflora,Genus species,marsh
Doughty_et_al_2016,MIPineIsland,MC-22B,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIPineIsland,MC-22C,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIPineIsland,MC-22A,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIPineIsland,MC-21B,Batis maritima,Genus species,marsh
Doughty_et_al_2016,MIPineIsland,MC-20A,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIPineIsland,MC-20B,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIPineIsland,MC-20C,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIPineIsland,MC-19B,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIPineIsland,MC-19C,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIPineIsland,MC-19A,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIPineIsland,MC-21C,Salicornia bigelovii,Genus species,marsh
Doughty_et_al_2016,MIPineIsland,MC-21A,Salicornia bigelovii,Genus species,marsh
Doughty_et_al_2016,MIT-9N,MC-11A,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-11B,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-11C,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-14C,Batis maritima,Genus species,marsh
Doughty_et_al_2016,MIT-9N,MC-14A,Batis maritima,Genus species,marsh
Doughty_et_al_2016,MIT-9N,MC-14B,Batis maritima,Genus species,marsh
Doughty_et_al_2016,MIT-9N,MC-13C,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIT-9N,MC-13A,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIT-9N,MC-13B,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIT-9N,MC-12A,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-12B,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-12C,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-10A,Rhizophora mangle,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-10B,Rhizophora mangle,Genus species,mangrove
Doughty_et_al_2016,MIT-9N,MC-10C,Rhizophora mangle,Genus species,mangrove
Doughty_et_al_2016,MIT-9S,MC-15A,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIT-9S,MC-15C,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIT-9S,MC-15B,Avicennia germinans,Genus species,mangrove
Doughty_et_al_2016,MIT-9S,MC-17A,Batis maritima,Genus species,marsh
Doughty_et_al_2016,MIT-9S,MC-17C,Batis maritima,Genus species,marsh
Doughty_et_al_2016,MIT-9S,MC-17B,Batis maritima,Genus species,marsh
Doughty_et_al_2016,MIT-9S,MC-18B,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIT-9S,MC-18A,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIT-9S,MC-18C,Distichlis spicata,Genus species,marsh
Doughty_et_al_2016,MIT-9S,MC-16B,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIT-9S,MC-16A,Laguncularia racemosa,Genus species,mangrove
Doughty_et_al_2016,MIT-9S,MC-16C,Laguncularia racemosa,Genus species,mangrove
